plant,qty,item_code,pre_qty
29,0.0,52,895.0
46,0.0,52,265.0
68,0.0,52,3681.0
84,0.0,52,221.0
87,0.0,52,1913.0
119,2590.0,52,456660.0
125,0.0,52,2928.0
133,0.0,52,557.0
181,0.0,52,59.0
6,0.0,53,115.0
46,0.0,53,1448.0
51,0.0,53,1516.0
68,0.0,53,5979.0
72,0.0,53,965.0
80,0.0,53,9233.0
84,0.0,53,380.0
87,0.0,53,2130.0
91,0.0,53,483.0
119,156.0,53,552944.0
123,0.0,53,2149.0
125,0.0,53,1213.0
133,0.0,53,4300.0
153,0.0,53,412.0
10,0.0,54,1946.0
46,0.0,54,1448.0
51,0.0,54,272.0
61,0.0,54,1265.0
68,0.0,54,25184.0
84,0.0,54,644.0
87,0.0,54,4758.0
119,9829.0,54,5306041.0
123,0.0,54,2611.0
125,0.0,54,2153.0
235,0.0,54,803.0
253,0.0,54,553.0
89,2.0,55,2.0
4,0.0,57,746.0
46,0.0,57,719.0
68,0.0,57,11735.0
79,0.0,57,1.0
87,0.0,57,1160.0
91,0.0,57,357.0
119,7057.0,57,971923.0
133,0.0,57,48.0
153,0.0,57,1270.0
4,1487.0,58,1487.0
6,0.0,58,968.0
10,0.0,58,1970.0
29,432.0,58,432.0
46,0.0,58,1346.0
51,100.0,58,100.0
68,0.0,58,7334.0
84,1000.0,58,6984.0
91,0.0,58,1100.0
119,35542.0,58,1588284.0
125,0.0,58,751.0
133,105.0,58,105.0
153,0.0,58,81.0
235,0.0,58,134.0
6,0.0,59,4426.0
10,0.0,59,6793.0
51,0.0,59,3299.0
66,0.0,59,2074.0
68,0.0,59,4870.0
84,0.0,59,3178.0
87,2000.0,59,4136.0
119,9869.0,59,4159785.0
123,0.0,59,3954.0
125,0.0,59,2051.0
126,0.0,59,5967.0
133,0.0,59,4476.0
153,0.0,59,3339.0
181,0.0,59,1326.0
258,0.0,59,320.0
68,0.0,61,5.0
119,0.0,61,12558.0
10,1459.0,60,1459.0
29,10013.0,60,10013.0
46,3424.0,60,3424.0
51,2047.0,60,2047.0
61,1283.0,60,1283.0
66,148.0,60,148.0
68,14397.0,60,14397.0
80,2455.0,60,2455.0
84,871.0,60,871.0
87,739.0,60,739.0
91,127.0,60,127.0
119,5173570.0,60,5173570.0
125,1315.0,60,1315.0
126,469.0,60,469.0
153,461.0,60,461.0
181,1050.0,60,1050.0
235,1291.0,60,1291.0
258,1075.0,60,1075.0
6,388.0,62,388.0
29,168.0,62,168.0
37,332.0,62,332.0
46,398.0,62,398.0
51,656.0,62,656.0
61,2513.0,62,2513.0
68,11363.0,62,11363.0
87,352.0,62,352.0
91,712.0,62,712.0
119,3396744.0,62,3396744.0
123,1648.0,62,1648.0
125,68.0,62,68.0
126,534.0,62,534.0
153,554.0,62,554.0
162,1571.0,62,1571.0
235,341.0,62,341.0
253,760.0,62,760.0
51,0.0,63,718.0
72,0.0,63,493.0
87,177.0,63,177.0
119,423.0,63,64538.0
123,0.0,63,1028.0
133,0.0,63,81.0
4,0.0,64,387.0
46,0.0,64,1641.0
51,0.0,64,869.0
68,0.0,64,10293.0
119,0.0,64,1893826.0
123,0.0,64,373.0
125,0.0,64,1183.0
153,0.0,64,1597.0
253,0.0,64,1000.0
14,2.0,65,2.0
72,68.0,65,68.0
119,744.0,65,744.0
72,47.0,66,47.0
119,111.0,66,111.0
14,0.0,68,19.0
18,0.0,68,3.0
72,1.0,68,20.0
119,0.0,68,186.0
14,17.0,69,17.0
18,14.0,69,14.0
72,2.0,69,8.0
119,128.0,69,128.0
72,7.0,70,7.0
119,42.0,71,42.0
14,419.0,72,419.0
18,491.0,72,491.0
29,771.0,72,771.0
72,156.0,72,156.0
119,807.0,72,807.0
253,153.0,72,153.0
14,418.0,73,418.0
18,277.0,73,277.0
29,295.0,73,295.0
72,4.0,73,4.0
119,762.0,73,762.0
253,70.0,73,70.0
14,16.0,74,16.0
18,2.0,74,2.0
72,0.0,74,56.0
119,55.0,74,67.0
14,0.0,75,18.0
18,0.0,75,20.0
72,10.0,75,10.0
119,4.0,75,168.0
14,0.0,79,10.0
119,0.0,79,98.0
68,2.0,80,2.0
72,10.0,81,60.0
262,0.0,81,42.0
68,1.0,86,79.0
14,15970.0,89,15970.0
18,7206.0,89,7206.0
29,3616.0,89,3616.0
72,122.0,89,122.0
119,10006.0,89,10006.0
253,1718.0,89,1718.0
68,5.0,92,5.0
119,6.0,93,6.0
119,1.0,96,1.0
14,0.0,97,100.0
18,448.0,97,448.0
29,0.0,97,46.0
46,0.0,97,98.0
72,0.0,97,110.0
119,46.0,97,3343.0
14,1.0,98,1.0
18,4.0,98,4.0
29,41.0,98,41.0
119,9.0,98,9.0
14,264.0,99,264.0
29,5.0,99,5.0
119,773.0,99,773.0
119,239.0,100,239.0
168,20.0,101,29.0
14,6.0,106,6.0
72,21.0,106,21.0
119,1008.0,106,1008.0
262,423.0,106,423.0
14,44.0,109,44.0
18,19.0,109,19.0
29,19.0,109,19.0
72,4.0,109,4.0
119,103.0,109,103.0
14,464.0,110,464.0
18,464.0,110,464.0
29,2345.0,110,2345.0
46,2510.0,110,2510.0
72,256.0,110,256.0
119,6282.0,110,6282.0
243,353.0,110,353.0
253,721.0,110,721.0
262,70.0,110,70.0
14,0.0,111,658.0
18,0.0,111,284.0
29,0.0,111,20.0
119,0.0,111,8860.0
29,11.0,121,11.0
79,400.0,121,400.0
119,2351.0,121,2351.0
14,25.0,122,25.0
29,34.0,122,34.0
119,2506.0,122,2506.0
68,21.0,125,21.0
68,3887.0,137,3887.0
119,0.0,138,3.0
119,0.0,139,1.0
14,80.0,144,80.0
72,21.0,144,21.0
119,43.0,144,43.0
181,37.0,144,37.0
119,476.0,154,476.0
119,96.0,155,96.0
119,119.0,156,772.0
119,2.0,168,7.0
68,8.0,184,8.0
119,24.0,184,24.0
68,5.0,186,6.0
119,1.0,186,1.0
119,19.0,188,19.0
119,1.0,190,1.0
29,39.0,193,39.0
79,128.0,193,128.0
119,477.0,193,477.0
68,15.0,194,15.0
68,8.0,195,8.0
14,133.0,196,133.0
29,86.0,196,86.0
72,62.0,196,62.0
119,74.0,196,74.0
68,20.0,201,20.0
119,32.0,201,32.0
14,4313.0,206,4313.0
29,8.0,206,8.0
72,112.0,206,112.0
119,1024.0,206,1024.0
119,57.0,216,63.0
14,29291.0,229,29291.0
18,204.0,229,204.0
29,1152.0,229,1152.0
68,23017.0,229,23017.0
72,57.0,229,57.0
79,90.0,229,90.0
119,2639.0,229,2639.0
243,920.0,229,920.0
68,367.0,230,367.0
68,6.0,234,6.0
68,5.0,236,5.0
68,7.0,238,7.0
68,22.0,246,34.0
68,104.0,249,104.0
68,12.0,250,280.0
68,7.0,253,7.0
68,11.0,254,11.0
68,253.0,256,253.0
68,514.0,257,514.0
119,1.0,257,1.0
68,7.0,259,7.0
68,3.0,261,4.0
119,1.0,263,3.0
68,6.0,265,6.0
119,1.0,267,1.0
119,1.0,268,2.0
68,8.0,273,9.0
68,7.0,275,7.0
119,6.0,277,6.0
119,25.0,279,25.0
119,1.0,283,1.0
68,14.0,285,14.0
68,3.0,289,4.0
68,13.0,293,14.0
29,5.0,321,5.0
68,303.0,321,303.0
14,6.0,322,6.0
29,0.0,322,5.0
68,92.0,322,92.0
72,2.0,322,2.0
119,80.0,433,80.0
119,18.0,434,18.0
119,281.0,436,281.0
119,45.0,438,45.0
119,429.0,441,429.0
119,818.0,442,818.0
119,606.0,443,606.0
119,18.0,448,18.0
119,23.0,449,23.0
68,107.0,453,107.0
68,2.0,454,2.0
119,35.0,455,35.0
29,0.0,459,1.0
68,0.0,459,189.0
119,0.0,459,92.0
68,0.0,460,221.0
119,17.0,460,105.0
68,0.0,462,398.0
119,17.0,462,83.0
68,16.0,463,16.0
119,1.0,463,1.0
119,26.0,467,26.0
68,5.0,577,5.0
119,5.0,577,5.0
14,26.0,579,26.0
29,15.0,579,15.0
72,79.0,579,79.0
119,418.0,579,418.0
72,10.0,580,11.0
14,4.0,581,15.0
29,0.0,581,4.0
72,1.0,581,1.0
119,43.0,581,51.0
10,7346.0,582,15125.0
79,0.0,582,80.0
119,1101.0,582,1101.0
72,1.0,583,5.0
14,215.0,585,215.0
29,8.0,585,8.0
72,128.0,585,128.0
119,252.0,585,252.0
29,8.0,586,8.0
119,61.0,586,61.0
119,4.0,587,36.0
119,1.0,596,1.0
68,0.0,597,3.0
68,1.0,606,1.0
119,2.0,606,2.0
68,3.0,609,3.0
68,3.0,613,4.0
68,2.0,615,3.0
68,28.0,622,28.0
56,314572.0,631,314572.0
56,963151.0,632,963151.0
56,2322225.0,636,2855486.0
119,149515.0,636,200782.0
138,90485.0,636,90485.0
56,2228726.0,638,2671288.0
56,1969105.0,639,3297885.0
10,3.0,640,3.0
119,30.0,640,30.0
4,628.0,641,628.0
6,1563.0,641,1563.0
10,632.0,641,632.0
14,724.0,641,724.0
18,456.0,641,456.0
29,1577.0,641,1577.0
68,16809.0,641,16809.0
72,856.0,641,856.0
79,1450.0,641,1450.0
89,779.0,641,779.0
119,2339.0,641,2339.0
125,2176.0,641,2176.0
243,1172.0,641,1172.0
253,1200.0,641,1200.0
18,124.0,642,124.0
18,61.0,643,61.0
119,248.0,643,248.0
10,398.0,644,398.0
14,239.0,644,239.0
18,1357.0,644,1357.0
29,1834.0,644,1834.0
72,22.0,644,22.0
79,23.0,644,23.0
119,2226.0,644,2226.0
253,452.0,644,452.0
119,4.0,646,4.0
72,14.0,647,14.0
119,19.0,647,19.0
14,231.0,648,231.0
18,504.0,648,504.0
29,2391.0,648,2391.0
72,888.0,648,888.0
119,6727.0,648,6727.0
127,810.0,648,810.0
243,1002.0,648,1002.0
14,855.0,649,855.0
18,401.0,649,401.0
29,565.0,649,565.0
119,321.0,649,321.0
14,363.0,650,363.0
29,379.0,650,379.0
72,90.0,650,90.0
119,970.0,650,970.0
127,137.0,650,137.0
243,100.0,650,100.0
253,282.0,650,282.0
14,510.0,651,510.0
18,591.0,651,591.0
72,11.0,651,11.0
119,615.0,651,615.0
127,10.0,651,10.0
14,13.0,652,13.0
18,202.0,652,202.0
119,104.0,652,104.0
123,120.0,652,120.0
125,47.0,652,47.0
14,372.0,653,372.0
18,16.0,653,16.0
29,49.0,653,49.0
72,403.0,653,403.0
127,214.0,653,214.0
253,7.0,653,7.0
14,460.0,654,460.0
18,2463.0,654,2463.0
72,269.0,654,269.0
127,2750.0,654,2750.0
243,892.0,654,892.0
253,54.0,654,54.0
14,502.0,655,502.0
18,116.0,655,116.0
29,2.0,655,2.0
119,85.0,655,85.0
14,50.0,656,50.0
18,5.0,656,5.0
72,31.0,656,31.0
119,222.0,656,222.0
14,660.0,657,660.0
18,250.0,657,250.0
72,802.0,657,802.0
119,451.0,657,451.0
18,1005.0,658,1005.0
72,2.0,658,2.0
127,259.0,658,259.0
243,28.0,658,28.0
29,130.0,659,130.0
72,70.0,659,70.0
119,1645.0,659,1645.0
14,17.0,660,17.0
29,102.0,660,102.0
72,71.0,660,71.0
119,193.0,660,193.0
14,258.0,661,258.0
29,102.0,661,102.0
72,220.0,661,220.0
119,638.0,661,638.0
14,73.0,662,73.0
29,55.0,662,55.0
72,62.0,662,62.0
119,76.0,662,76.0
119,626.0,663,626.0
14,173.0,664,173.0
18,404.0,664,404.0
119,896.0,664,896.0
243,292.0,664,292.0
119,783.0,665,783.0
29,99.0,666,99.0
72,133.0,666,133.0
18,75.0,667,75.0
29,30.0,667,30.0
89,468.0,667,468.0
119,481.0,667,481.0
14,190.0,668,190.0
18,12.0,668,12.0
29,100.0,668,100.0
72,56.0,668,56.0
89,373.0,668,373.0
119,91.0,668,91.0
68,2501.0,669,2501.0
79,220.0,669,220.0
119,451.0,669,451.0
14,2881.0,670,2881.0
18,2659.0,670,2659.0
29,859.0,670,859.0
72,142.0,670,142.0
119,2205.0,670,2205.0
127,1155.0,670,1155.0
243,275.0,670,275.0
253,160.0,670,160.0
10,47.0,671,47.0
79,58.0,671,58.0
119,2400.0,671,2400.0
68,607.0,672,607.0
119,419.0,672,419.0
18,1284.0,673,1284.0
72,72.0,673,72.0
119,7.0,673,7.0
127,218.0,673,218.0
18,3496.0,674,3496.0
72,105.0,674,105.0
119,92.0,674,92.0
127,270.0,674,270.0
18,446.0,675,446.0
72,7.0,675,7.0
119,2240.0,675,2240.0
127,850.0,675,850.0
243,24.0,675,24.0
14,27.0,676,27.0
29,499.0,676,499.0
72,85.0,676,85.0
119,50.0,676,50.0
14,204.0,677,204.0
29,38.0,677,38.0
72,128.0,677,128.0
119,391.0,677,391.0
14,1575.0,678,1575.0
18,264.0,678,264.0
29,97.0,678,97.0
72,2079.0,678,2079.0
119,2259.0,678,2259.0
243,1.0,678,1.0
18,89.0,679,89.0
72,472.0,679,472.0
119,4627.0,679,4627.0
18,82.0,680,82.0
72,192.0,680,192.0
119,764.0,680,764.0
14,192.0,681,192.0
18,24.0,681,24.0
29,32.0,681,32.0
72,352.0,681,352.0
119,244.0,681,244.0
14,16.0,684,16.0
18,18.0,684,18.0
72,50.0,684,50.0
119,55.0,684,55.0
10,690.0,685,690.0
18,217.0,685,217.0
72,60.0,685,60.0
119,900.0,685,900.0
18,353.0,686,353.0
18,135.0,687,135.0
68,300.0,687,300.0
72,50.0,687,50.0
18,339.0,688,339.0
14,1975.0,689,1975.0
18,551.0,689,551.0
29,647.0,689,647.0
68,35.0,689,35.0
72,612.0,689,612.0
119,1219.0,689,1219.0
243,131.0,689,131.0
29,57.0,690,57.0
119,559.0,690,559.0
18,214.0,693,214.0
72,246.0,693,246.0
119,628.0,693,628.0
127,407.0,693,407.0
14,1633.0,694,1633.0
18,2305.0,694,2305.0
29,977.0,694,977.0
72,338.0,694,338.0
119,2286.0,694,2286.0
253,195.0,694,195.0
18,160.0,695,160.0
72,56.0,695,56.0
243,54.0,695,54.0
68,60.0,696,60.0
119,45.0,697,45.0
119,273.0,698,273.0
14,101.0,699,101.0
18,1.0,699,1.0
72,46.0,699,46.0
119,402.0,699,402.0
4,451.0,701,451.0
119,28898.0,701,28898.0
119,13.0,703,13.0
14,12.0,704,12.0
29,8.0,704,8.0
72,12.0,704,12.0
119,6180.0,704,6180.0
14,247.0,705,247.0
18,119.0,705,119.0
29,191.0,705,191.0
72,494.0,705,494.0
119,146.0,705,146.0
119,175.0,706,175.0
14,97.0,707,97.0
18,31.0,707,31.0
72,9.0,707,9.0
119,445.0,707,445.0
231,93.0,707,93.0
119,2059.0,708,2059.0
14,905.0,709,905.0
18,85.0,709,85.0
29,39.0,709,39.0
72,1212.0,709,1212.0
119,932.0,709,932.0
119,0.0,716,210.0
119,0.0,718,22.0
14,811.0,747,811.0
18,180.0,747,180.0
29,440.0,747,440.0
119,369983.0,747,369983.0
133,650.0,747,650.0
14,805.0,749,805.0
18,476.0,749,476.0
72,1180.0,749,1180.0
119,22831.0,749,22831.0
119,92582.0,750,92582.0
14,1277.0,756,1277.0
119,1946.0,756,1946.0
119,50.0,757,50.0
18,8.0,762,8.0
119,464.0,762,464.0
14,293.0,763,293.0
18,3.0,763,3.0
72,53.0,763,53.0
119,1158.0,763,1158.0
119,10132.0,764,10132.0
72,53.0,766,53.0
119,1387.0,766,1387.0
119,2878.0,767,2878.0
119,1385.0,768,1385.0
119,104.0,769,104.0
119,1058.0,771,1058.0
14,2.0,774,2.0
119,69.0,774,69.0
14,7.0,777,7.0
18,1017.0,777,1017.0
119,27162.0,777,27162.0
72,201.0,779,201.0
119,521.0,779,521.0
119,1778.0,780,1778.0
14,9.0,781,9.0
119,19249.0,781,19249.0
68,15.0,782,15.0
68,12.0,783,12.0
68,22.0,784,22.0
119,407.0,785,407.0
14,37.0,786,37.0
119,1791.0,786,1791.0
68,4443.0,788,4443.0
119,1704.0,788,1704.0
14,0.0,789,72.0
18,0.0,789,96.0
72,102.0,789,102.0
119,0.0,789,1520.0
14,0.0,791,20.0
72,0.0,791,1850.0
243,0.0,791,20.0
14,322.0,793,322.0
18,243.0,793,243.0
29,4.0,793,4.0
72,312.0,793,312.0
119,3055.0,793,3055.0
243,27.0,793,27.0
14,608.0,796,608.0
18,137.0,796,137.0
72,44.0,796,44.0
119,33325.0,796,33325.0
14,0.0,799,26.0
18,0.0,799,148.0
29,0.0,799,5.0
72,0.0,799,19955.0
119,0.0,799,20849.0
18,28.0,809,28.0
72,0.0,809,1142.0
119,0.0,809,5601.0
127,27.0,809,27.0
243,0.0,809,817.0
29,1.0,814,1.0
18,2.0,815,2.0
119,1.0,815,1.0
243,2.0,815,2.0
18,95.0,816,95.0
72,313.0,816,313.0
18,146.0,819,146.0
72,0.0,819,3510.0
119,0.0,819,98.0
127,0.0,819,127.0
243,1028.0,819,1028.0
14,0.0,825,77.0
29,0.0,825,226.0
72,68.0,825,967.0
119,0.0,825,17.0
29,0.0,826,177.0
119,3.0,826,142.0
119,10322.0,832,10322.0
119,31771.0,833,31771.0
168,491.0,833,491.0
4,473.0,834,473.0
46,2990.0,834,2990.0
68,3111.0,834,3111.0
84,584.0,834,584.0
119,186651.0,834,186651.0
125,1739.0,834,1739.0
168,121.0,834,121.0
4,484.0,835,484.0
61,900.0,835,900.0
84,61.0,835,61.0
119,367636.0,835,367636.0
133,912.0,835,912.0
162,1464.0,835,1464.0
4,33.0,836,33.0
46,800.0,836,800.0
51,375.0,836,375.0
61,297.0,836,297.0
68,5783.0,836,5783.0
80,5618.0,836,5618.0
84,1963.0,836,1963.0
87,5870.0,836,5870.0
119,3064316.0,836,3064316.0
153,374.0,836,374.0
168,246.0,836,246.0
181,2465.0,836,2465.0
261,12289.0,836,12289.0
46,1552.0,837,1552.0
84,3733.0,837,3733.0
87,3561.0,837,3561.0
119,221944.0,837,221944.0
168,626.0,837,626.0
181,250.0,837,250.0
261,2111.0,837,2111.0
68,6939.0,838,6939.0
72,7942.0,838,7942.0
84,15516.0,838,15516.0
87,6502.0,838,6502.0
89,3839.0,838,3839.0
95,480.0,838,480.0
119,1325915.0,838,1325915.0
123,3780.0,838,3780.0
125,2150.0,838,2150.0
29,1038.0,839,1038.0
68,6986.0,839,6986.0
72,49647.0,839,49647.0
84,42099.0,839,42099.0
87,18424.0,839,18424.0
95,7886.0,839,7886.0
119,2471198.0,839,2471198.0
168,21491.0,839,21491.0
261,9787.0,839,9787.0
46,1744.0,840,1744.0
72,25809.0,840,25809.0
89,9804.0,840,9804.0
168,2736.0,840,2736.0
4,8317.0,842,8317.0
46,21888.0,842,21888.0
87,14355.0,842,14355.0
119,1095462.0,842,1095462.0
4,1519.0,843,1519.0
87,5900.0,843,5900.0
119,258133.0,843,258133.0
253,2000.0,843,2000.0
84,550.0,844,550.0
119,51282.0,844,51282.0
181,1711.0,844,1711.0
261,906.0,844,906.0
46,1035.0,845,1035.0
119,10000.0,845,10000.0
84,758.0,846,758.0
94,580.0,846,580.0
119,607234.0,846,607234.0
46,490.0,848,490.0
84,63.0,848,63.0
119,65863.0,848,65863.0
119,16010.0,849,16010.0
168,1611.0,849,1611.0
119,91843.0,850,91843.0
4,2596.0,851,2596.0
68,9213.0,851,9213.0
72,13365.0,851,13365.0
119,115284.0,851,115284.0
235,4960.0,851,4960.0
4,3595.0,852,3595.0
68,4874.0,852,4874.0
72,11484.0,852,11484.0
119,25000.0,852,25000.0
133,8755.0,852,8755.0
29,6892.0,853,6892.0
46,6465.0,853,6465.0
68,18993.0,853,18993.0
72,3443.0,853,3443.0
87,8750.0,853,8750.0
89,9250.0,853,9250.0
119,758750.0,853,758750.0
123,9102.0,853,9102.0
125,6990.0,853,6990.0
133,8144.0,853,8144.0
29,8327.0,854,8327.0
72,5396.0,854,5396.0
119,155000.0,854,155000.0
4,22.0,855,22.0
29,3877.0,855,3877.0
72,13691.0,855,13691.0
119,575852.0,855,575852.0
235,7686.0,855,7686.0
4,10900.0,856,10900.0
29,4706.0,856,4706.0
68,35515.0,856,35515.0
72,20051.0,856,20051.0
87,3360.0,856,3360.0
119,909296.0,856,909296.0
125,9000.0,856,9000.0
133,8856.0,856,8856.0
4,6735.0,857,6735.0
29,3007.0,857,3007.0
68,18571.0,857,18571.0
72,25669.0,857,25669.0
87,26864.0,857,26864.0
89,4903.0,857,4903.0
119,2292246.0,857,2292246.0
123,2217.0,857,2217.0
125,6130.0,857,6130.0
133,6270.0,857,6270.0
235,9840.0,857,9840.0
68,3813.0,861,3813.0
119,29553.0,861,29553.0
87,9750.0,862,9750.0
119,19842.0,862,19842.0
72,7400.0,863,7400.0
87,6174.0,863,6174.0
119,57683.0,863,57683.0
4,5000.0,864,5000.0
46,11752.0,864,11752.0
51,4420.0,864,4420.0
68,20440.0,864,20440.0
72,17655.0,864,17655.0
84,9634.0,864,9634.0
87,18424.0,864,18424.0
89,20293.0,864,20293.0
119,512824.0,864,512824.0
125,5088.0,864,5088.0
133,1553.0,864,1553.0
168,4535.0,864,4535.0
181,2472.0,864,2472.0
68,4493.0,865,4493.0
72,3310.0,865,3310.0
89,5973.0,865,5973.0
119,5000.0,865,5000.0
4,6727.0,866,6727.0
29,12552.0,866,12552.0
46,3147.0,866,3147.0
51,9435.0,866,9435.0
68,21105.0,866,21105.0
72,22005.0,866,22005.0
87,13849.0,866,13849.0
89,32223.0,866,32223.0
119,274920.0,866,274920.0
123,5373.0,866,5373.0
125,6440.0,866,6440.0
133,9118.0,866,9118.0
162,8073.0,866,8073.0
4,7866.0,867,7866.0
46,32729.0,867,32729.0
51,15187.0,867,15187.0
68,57674.0,867,57674.0
72,49587.0,867,49587.0
84,20000.0,867,20000.0
87,11476.0,867,11476.0
89,51672.0,867,51672.0
119,25593.0,867,25593.0
123,19694.0,867,19694.0
125,22002.0,867,22002.0
150,279800.0,867,279800.0
162,18549.0,867,18549.0
235,100.0,867,100.0
46,663.0,869,663.0
84,9940.0,869,9940.0
87,5786.0,869,5786.0
89,35.0,869,35.0
119,72575.0,869,72575.0
162,2182.0,869,2182.0
168,8553.0,869,8553.0
181,4040.0,869,4040.0
261,393.0,869,393.0
4,129564.0,870,129564.0
66,4590.0,870,4590.0
72,16826.0,870,16826.0
84,4950.0,870,4950.0
87,8074.0,870,8074.0
119,121675.0,870,121675.0
133,202070.0,870,202070.0
153,75.0,870,75.0
162,41480.0,870,41480.0
4,3183.0,871,3183.0
68,4203.0,871,4203.0
72,21296.0,871,21296.0
119,615203.0,871,615203.0
133,1435.0,871,1435.0
68,13459.0,872,13459.0
72,5087.0,872,5087.0
84,10.0,872,10.0
87,4550.0,872,4550.0
119,280231.0,872,280231.0
123,7789.0,872,7789.0
133,6803.0,872,6803.0
235,4997.0,872,4997.0
4,4360.0,873,4360.0
10,3898.0,873,3898.0
51,4900.0,873,4900.0
68,3370.0,873,3370.0
72,38459.0,873,38459.0
87,15307.0,873,15307.0
89,4220.0,873,4220.0
119,171250.0,873,171250.0
123,3600.0,873,3600.0
125,3150.0,873,3150.0
181,4750.0,873,4750.0
119,5000.0,875,5000.0
51,3478.0,877,3478.0
68,76835.0,877,76835.0
72,127147.0,877,127147.0
84,28132.0,877,28132.0
87,42993.0,877,42993.0
89,19641.0,877,19641.0
119,840526.0,877,840526.0
123,5430.0,877,5430.0
125,16441.0,877,16441.0
68,1802.0,878,1802.0
72,4828.0,878,4828.0
87,6667.0,878,6667.0
119,47389.0,878,47389.0
4,292.0,881,292.0
46,3511.0,881,3511.0
68,22100.0,881,22100.0
72,19596.0,881,19596.0
84,19928.0,881,19928.0
119,670200.0,881,670200.0
21,19649.0,882,19649.0
29,5823.0,882,5823.0
68,22365.0,882,22365.0
72,133522.0,882,133522.0
84,39730.0,882,39730.0
87,32116.0,882,32116.0
89,41490.0,882,41490.0
119,19320.0,882,19320.0
123,19368.0,882,19368.0
125,3430.0,882,3430.0
133,4111.0,882,4111.0
153,5384.0,882,5384.0
84,3880.0,883,3880.0
87,2039.0,883,2039.0
119,2398.0,883,2398.0
133,498.0,883,498.0
51,1974.0,884,1974.0
68,5143.0,884,5143.0
80,16334.0,884,16334.0
84,26677.0,884,26677.0
87,3426.0,884,3426.0
119,1047885.0,884,1047885.0
168,295.0,884,295.0
261,271.0,884,271.0
10,3774.0,885,3774.0
68,19662.0,885,19662.0
72,344.0,885,344.0
119,100000.0,885,100000.0
4,20000.0,886,20000.0
46,658.0,886,658.0
51,19355.0,886,19355.0
68,11295.0,886,11295.0
72,18056.0,886,18056.0
87,67220.0,886,67220.0
89,24176.0,886,24176.0
119,1490810.0,886,1490810.0
123,31043.0,886,31043.0
125,25510.0,886,25510.0
181,35842.0,886,35842.0
46,3385.0,887,3385.0
51,7613.0,887,7613.0
68,18131.0,887,18131.0
84,9681.0,887,9681.0
87,25004.0,887,25004.0
89,29574.0,887,29574.0
119,1509528.0,887,1509528.0
123,13002.0,887,13002.0
125,18980.0,887,18980.0
133,4557.0,887,4557.0
168,5586.0,887,5586.0
4,2089.0,888,2089.0
46,1671.0,888,1671.0
68,9636.0,888,9636.0
72,21008.0,888,21008.0
87,11538.0,888,11538.0
89,4350.0,888,4350.0
119,776964.0,888,776964.0
181,4198.0,888,4198.0
4,4941.0,889,4941.0
29,9600.0,889,9600.0
51,25893.0,889,25893.0
68,120268.0,889,120268.0
72,48099.0,889,48099.0
84,9720.0,889,9720.0
87,30433.0,889,30433.0
89,11229.0,889,11229.0
119,4371482.0,889,4371482.0
123,9027.0,889,9027.0
125,11090.0,889,11090.0
126,4272.0,889,4272.0
168,502.0,889,502.0
181,4400.0,889,4400.0
235,6167.0,889,6167.0
253,4800.0,889,4800.0
4,3227.0,890,3227.0
51,1113.0,890,1113.0
68,10229.0,890,10229.0
72,23431.0,890,23431.0
87,8024.0,890,8024.0
89,15834.0,890,15834.0
119,121412.0,890,121412.0
123,7310.0,890,7310.0
