plant,line,orig_plant,item_code
62,,62,4037
210,,210,4039
61,,61,4040
62,,62,4040
158,,158,4042
263,,263,4042
61,,61,4044
62,,62,4044
62,,62,4046
61,,61,4046
61,,61,4054
62,,62,4054
61,,61,4056
62,,62,4056
62,,62,4058
61,,61,4058
210,,210,4060
211,,211,4060
210,,210,4062
211,,211,4062
210,,210,4064
211,,211,4064
61,,61,4066
62,,62,4066
210,,210,4072
211,,211,4072
61,,61,4076
62,,62,4076
210,,210,4080
211,,211,4080
61,,61,4081
62,,62,4081
158,,158,4083
263,,263,4083
72,,72,39
79,,79,39
18,,18,39
72,,72,40
79,,79,40
11,,11,40
68,,68,42
60,,60,42
210,,210,42
68,,68,44
69,,69,44
60,,60,44
210,,210,44
72,,72,45
79,,79,45
72,,72,46
79,,79,46
72,,72,48
79,,79,48
72,,72,86
79,,79,86
72,,72,90
72,,72,91
72,,72,92
72,,72,93
72,,72,94
72,,72,95
79,,79,95
72,,72,96
79,,79,96
72,,72,99
79,,79,99
14,,14,99
133,,133,99
72,,72,102
79,,79,102
72,,72,109
79,,79,109
80,,80,110
46,,46,110
179,,179,110
261,,261,110
181,,181,110
94,,94,110
148,,148,110
168,,168,110
170,,170,110
262,,262,110
68,,68,114
72,,72,114
79,,79,114
14,,14,114
15,,15,114
18,,18,114
68,,68,116
72,,72,116
79,,79,116
9,,9,116
10,,10,116
11,,11,116
14,,14,116
15,,15,116
18,,18,116
79,,79,117
9,,9,117
10,,10,117
11,,11,117
14,,14,117
15,,15,117
18,,18,117
69,,69,125
72,,72,127
18,,18,127
72,,72,129
18,,18,129
68,,68,135
69,,69,137
14,,14,137
133,,133,137
72,,72,138
79,,79,138
9,,9,138
10,,10,138
11,,11,138
14,,14,138
15,,15,138
18,,18,138
68,,68,140
68,,68,142
72,,72,145
79,,79,145
68,,68,150
72,,72,150
79,,79,150
14,,14,150
68,,68,152
69,,69,156
68,,68,157
72,,72,157
79,,79,157
68,,68,158
72,,72,158
79,,79,158
14,,14,158
89,,89,167
72,,72,167
79,,79,167
72,,72,169
72,,72,171
72,,72,173
72,,72,182
72,,72,188
14,,14,188
18,,18,188
72,,72,184
14,,14,184
18,,18,184
72,,72,186
14,,14,186
18,,18,186
72,,72,193
14,,14,193
133,,133,193
69,,69,194
69,,69,195
72,,72,195
68,,68,200
69,,69,200
70,,70,202
68,,68,204
210,,210,204
211,,211,204
72,,72,206
14,,14,206
133,,133,206
72,,72,207
72,,72,209
72,,72,211
72,,72,213
72,,72,215
68,,68,225
72,,72,230
49,,49,230
72,,72,232
79,,79,232
72,,72,234
79,,79,234
72,,72,240
79,,79,240
72,,72,242
79,,79,242
72,,72,244
79,,79,244
14,,14,244
72,,72,246
79,,79,246
14,,14,246
72,,72,249
72,,72,251
79,,79,251
49,,49,251
72,,72,253
79,,79,253
72,,72,254
49,,49,254
72,,72,256
49,,49,256
72,,72,259
79,,79,259
72,,72,261
79,,79,261
72,,72,263
79,,79,263
72,,72,265
79,,79,265
72,,72,267
79,,79,267
72,,72,269
79,,79,269
72,,72,271
72,,72,273
72,,72,275
72,,72,277
72,,72,279
72,,72,283
72,,72,285
72,,72,289
72,,72,293
72,,72,295
69,,69,297
68,,68,301
72,,72,308
72,,72,321
72,,72,322
70,,70,446
70,,70,448
70,,70,449
69,,69,453
69,,69,454
70,,70,454
70,,70,455
87,,87,455
69,,69,459
69,,69,460
69,,69,462
69,,69,463
69,,69,468
69,,69,472
68,,68,557
61,,61,557
150,,150,557
68,,68,558
61,,61,558
69,,69,571
51,,51,571
70,,70,575
70,,70,577
72,,72,579
11,,11,579
72,,72,580
72,,72,582
11,,11,582
133,,133,582
72,,72,581
11,,11,581
72,,72,583
72,,72,585
79,,79,585
11,,11,585
72,,72,586
69,,69,597
69,,69,599
69,,69,600
69,,69,603
69,,69,606
69,,69,608
69,,69,610
69,,69,611
68,,68,613
69,,69,613
68,,68,618
69,,69,618
68,,68,620
69,,69,620
70,,70,624
70,,70,626
72,,72,629
79,,79,629
68,,68,724
68,,68,726
68,,68,742
68,,68,789
68,,68,819
68,,68,825
68,,68,3963
18,,18,79
127,,127,79
128,,128,79
18,,18,113
68,,68,113
72,,72,113
14,,14,160
72,,72,160
89,,89,160
18,,18,160
14,,14,164
18,,18,164
72,,72,164
89,,89,164
18,,18,191
72,,72,191
14,,14,191
49,,49,237
72,,72,237
79,,79,237
49,,49,239
72,,72,239
79,,79,239
9,,9,258
10,,10,258
14,,14,258
72,,72,258
79,,79,258
235,,235,800
235,,235,810
61,,61,4015
62,,62,4015
61,,61,4017
61,,61,4019
62,,62,4019
61,,61,4021
62,,62,4021
61,,61,4023
62,,62,4023
61,,61,4025
62,,62,4025
61,,61,4027
62,,62,4027
61,,61,4029
62,,62,4029
210,,210,4031
61,,61,4038
62,,62,4038
61,,61,4041
62,,62,4041
158,,158,4043
263,,263,4043
61,,61,4045
62,,62,4045
62,,62,4047
61,,61,4047
62,,62,4059
61,,61,4059
210,,210,4061
211,,211,4061
210,,210,4063
211,,211,4063
210,,210,4065
211,,211,4065
210,,210,4073
211,,211,4073
61,,61,4077
62,,62,4077
158,,158,4084
263,,263,4084
72,,72,100
79,,79,100
14,,14,100
133,,133,100
72,,72,103
79,,79,103
79,,79,118
9,,9,118
10,,10,118
11,,11,118
14,,14,118
15,,15,118
18,,18,118
69,,69,126
72,,72,128
18,,18,128
72,,72,130
18,,18,130
68,,68,136
72,,72,139
79,,79,139
9,,9,139
10,,10,139
11,,11,139
14,,14,139
15,,15,139
18,,18,139
68,,68,141
68,,68,143
68,,68,151
72,,72,151
79,,79,151
14,,14,151
68,,68,153
89,,89,168
72,,72,168
79,,79,168
72,,72,170
72,,72,172
72,,72,174
72,,72,183
72,,72,189
14,,14,189
18,,18,189
72,,72,185
14,,14,185
18,,18,185
72,,72,187
14,,14,187
18,,18,187
68,,68,201
69,,69,201
68,,68,205
210,,210,205
211,,211,205
72,,72,208
72,,72,210
72,,72,212
72,,72,214
72,,72,216
68,,68,226
72,,72,231
49,,49,231
72,,72,233
79,,79,233
72,,72,235
79,,79,235
72,,72,241
79,,79,241
72,,72,243
79,,79,243
72,,72,245
79,,79,245
14,,14,245
72,,72,250
72,,72,252
79,,79,252
49,,49,252
72,,72,260
79,,79,260
72,,72,262
79,,79,262
72,,72,264
79,,79,264
72,,72,266
79,,79,266
72,,72,268
79,,79,268
72,,72,270
79,,79,270
72,,72,272
72,,72,274
72,,72,276
72,,72,286
72,,72,290
72,,72,294
72,,72,296
69,,69,298
70,,70,578
72,,72,587
69,,69,598
69,,69,609
69,,69,612
68,,68,619
69,,69,619
70,,70,627
72,,72,630
79,,79,630
68,,68,725
68,,68,727
68,,68,743
68,,68,790
68,,68,820
18,,18,132
70,,70,198
69,,69,615
72,,72,623
243,,243,715
243,,243,717
243,,243,719
231,,231,826
61,,61,3939
210,,210,3939
61,,61,3941
210,,210,3941
61,,61,3944
210,,210,3944
210,,210,4033
210,,210,4035
56,,56,51
138,,138,51
56,,56,52
56,,56,53
138,,138,53
56,,56,55
168,,168,101
18,,18,131
168,,168,144
181,,181,144
14,,14,177
133,,133,177
68,,68,192
70,,70,197
70,,70,467
61,,61,555
150,,150,555
68,,68,555
61,,61,561
150,,150,561
68,,68,561
70,,70,594
70,,70,596
69,,69,614
68,,68,616
72,,72,622
245,,245,634
192,,192,635
245,,245,635
246,,246,635
191,,191,636
245,,245,636
246,,246,636
243,,243,714
243,,243,716
243,,243,718
231,,231,791
235,,235,791
68,,68,831
61,,61,3909
150,,150,3909
210,,210,3910
60,,60,3910
61,,61,3913
210,,210,3912
60,,60,3912
61,,61,3915
210,,210,3915
61,,61,3924
61,,61,3926
60,,60,3927
61,,61,3927
62,,62,3927
153,,153,3934
60,,60,3934
61,,61,3934
62,,62,3934
150,,150,3934
210,,210,3934
60,,60,3935
61,,61,3935
62,,62,3935
150,,150,3935
210,,210,3935
61,,61,3938
210,,210,3938
61,,61,3940
210,,210,3940
61,,61,3943
210,,210,3943
61,,61,3946
61,,61,3947
150,,150,3948
60,,60,3948
153,,153,3948
61,,61,3954
153,,153,3954
61,,61,3962
61,,61,3967
210,,210,3967
61,,61,3974
62,,62,3974
210,,210,4032
210,,210,4034
69,,69,298
168,,168,478
181,,181,478
46,,46,478
133,,133,486
253,,253,486
254,,254,486
4,,4,496
29,,29,496
123,,123,496
223,,223,496
72,,72,496
79,,79,496
133,,133,517
79,,79,517
254,,254,517
253,,253,517
4,,4,517
29,,29,517
51,,51,517
4,,4,520
29,,29,520
51,,51,520
133,,133,520
253,,253,520
72,,72,520
79,,79,520
254,,254,520
4,,4,521
29,,29,521
123,,123,521
133,,133,521
72,,72,521
79,,79,521
4,,4,523
29,,29,523
123,,123,523
133,,133,523
72,,72,523
254,,254,523
253,,253,523
4,,4,536
29,,29,536
123,,123,536
133,,133,536
72,,72,536
79,,79,536
4,,4,543
29,,29,543
123,,123,543
253,,253,543
254,,254,543
72,,72,543
79,,79,543
148,,148,544
170,,170,544
181,,181,544
72,,72,127
18,,18,127
72,,72,234
79,,79,234
72,,72,259
79,,79,259
70,,70,446
70,,70,448
70,,70,449
72,,72,450
133,,133,450
72,,72,451
69,,69,453
69,,69,454
70,,70,454
70,,70,455
87,,87,455
72,,72,456
72,,72,457
69,,69,459
69,,69,460
69,,69,462
72,,72,464
69,,69,463
69,,69,468
69,,69,472
71,,71,475
182,,182,475
72,,72,479
79,,79,479
72,,72,480
79,,79,480
72,,72,481
72,,72,482
72,,72,483
4,,4,483
11,,11,483
29,,29,483
123,,123,483
167,,167,483
223,,223,483
72,,72,485
71,,71,487
46,,46,487
72,,72,493
133,,133,493
72,,72,494
79,,79,494
4,,4,494
29,,29,494
123,,123,494
167,,167,494
72,,72,495
79,,79,497
4,,4,497
29,,29,497
123,,123,497
223,,223,497
72,,72,498
4,,4,498
123,,123,498
167,,167,498
72,,72,499
72,,72,501
79,,79,501
4,,4,501
29,,29,501
72,,72,505
4,,4,505
70,,70,511
72,,72,512
72,,72,514
68,,68,514
11,,11,514
133,,133,514
72,,72,516
79,,79,516
72,,72,525
79,,79,525
4,,4,525
29,,29,525
51,,51,525
123,,123,525
133,,133,525
72,,72,529
72,,72,530
79,,79,530
72,,72,534
11,,11,534
70,,70,535
36,,36,535
168,,168,535
182,,182,535
72,,72,540
4,,4,540
133,,133,540
72,,72,545
11,,11,545
72,,72,546
11,,11,546
133,,133,546
72,,72,549
11,,11,549
133,,133,549
80,,80,551
46,,46,551
168,,168,551
181,,181,551
72,,72,553
79,,79,553
72,,72,554
79,,79,554
72,,72,559
79,,79,559
68,,68,564
72,,72,564
79,,79,564
4,,4,564
133,,133,564
29,,29,564
51,,51,564
254,,254,564
253,,253,564
72,,72,567
133,,133,567
72,,72,568
72,,72,569
79,,79,569
4,,4,569
29,,29,569
133,,133,569
70,,70,575
70,,70,575
70,,70,577
70,,70,577
133,,133,518
79,,79,518
254,,254,518
253,,253,518
4,,4,518
29,,29,518
51,,51,518
4,,4,524
29,,29,524
123,,123,524
133,,133,524
72,,72,524
254,,254,524
253,,253,524
72,,72,465
72,,72,506
4,,4,506
72,,72,513
72,,72,550
11,,11,550
133,,133,550
68,,68,565
72,,72,565
79,,79,565
4,,4,565
133,,133,565
29,,29,565
51,,51,565
254,,254,565
253,,253,565
72,,72,570
79,,79,570
4,,4,570
29,,29,570
133,,133,570
70,,70,578
70,,70,578
72,,72,491
70,,70,467
231,,231,469
231,,231,471
72,,72,473
72,,72,474
46,,46,477
168,,168,477
181,,181,477
72,,72,489
79,,79,489
72,,72,490
4,,4,492
133,,133,500
4,,4,504
133,,133,504
72,,72,507
4,,4,508
123,,123,508
72,,72,508
79,,79,508
11,,11,510
72,,72,510
72,,72,527
79,,79,527
11,,11,531
72,,72,531
72,,72,532
46,,46,537
254,,254,541
4,,4,541
253,,253,541
11,,11,547
133,,133,547
4,,4,556
133,,133,556
69,,69,560
