alter_cost,multiplier,period,plant,priority_col,type,assembly,item_code1,item_code2
5.0,1,84,128,1,alternate,79,810,809
5.0,1,91,128,1,alternate,79,810,809
5.0,1,98,128,1,alternate,79,810,809
5.0,1,105,128,1,alternate,79,810,809
5.0,1,112,128,1,alternate,79,810,809
5.0,1,119,128,1,alternate,79,810,809
5.0,1,126,128,1,alternate,79,810,809
5.0,1,133,128,1,alternate,79,810,809
5.0,1,36,243,1,alternate,717,810,809
5.0,1,37,243,1,alternate,717,810,809
5.0,1,38,243,1,alternate,717,810,809
5.0,1,39,243,1,alternate,717,810,809
5.0,1,40,243,1,alternate,717,810,809
5.0,1,41,243,1,alternate,717,810,809
5.0,1,42,243,1,alternate,717,810,809
5.0,1,43,243,1,alternate,717,810,809
5.0,1,44,243,1,alternate,717,810,809
5.0,1,45,243,1,alternate,717,810,809
5.0,1,46,243,1,alternate,717,810,809
5.0,1,47,243,1,alternate,717,810,809
5.0,1,48,243,1,alternate,717,810,809
5.0,1,49,243,1,alternate,717,810,809
5.0,1,50,243,1,alternate,717,810,809
5.0,1,51,243,1,alternate,717,810,809
5.0,1,52,243,1,alternate,717,810,809
5.0,1,53,243,1,alternate,717,810,809
5.0,1,54,243,1,alternate,717,810,809
5.0,1,55,243,1,alternate,717,810,809
5.0,1,56,243,1,alternate,717,810,809
5.0,1,57,243,1,alternate,717,810,809
5.0,1,58,243,1,alternate,717,810,809
5.0,1,59,243,1,alternate,717,810,809
5.0,1,60,243,1,alternate,717,810,809
5.0,1,61,243,1,alternate,717,810,809
5.0,1,62,243,1,alternate,717,810,809
5.0,1,63,243,1,alternate,717,810,809
5.0,1,64,243,1,alternate,717,810,809
5.0,1,65,243,1,alternate,717,810,809
5.0,1,66,243,1,alternate,717,810,809
5.0,1,67,243,1,alternate,717,810,809
5.0,1,68,243,1,alternate,717,810,809
5.0,1,69,243,1,alternate,717,810,809
5.0,1,70,243,1,alternate,717,810,809
5.0,1,77,243,1,alternate,717,810,809
5.0,1,84,243,1,alternate,717,810,809
5.0,1,91,243,1,alternate,717,810,809
5.0,1,98,243,1,alternate,717,810,809
5.0,1,105,243,1,alternate,717,810,809
5.0,1,112,243,1,alternate,717,810,809
5.0,1,119,243,1,alternate,717,810,809
5.0,1,126,243,1,alternate,717,810,809
5.0,1,133,243,1,alternate,717,810,809
5.0,1,36,243,1,alternate,719,810,809
5.0,1,37,243,1,alternate,719,810,809
5.0,1,38,243,1,alternate,719,810,809
5.0,1,39,243,1,alternate,719,810,809
5.0,1,40,243,1,alternate,719,810,809
5.0,1,41,243,1,alternate,719,810,809
5.0,1,42,243,1,alternate,719,810,809
5.0,1,43,243,1,alternate,719,810,809
5.0,1,44,243,1,alternate,719,810,809
5.0,1,45,243,1,alternate,719,810,809
5.0,1,46,243,1,alternate,719,810,809
5.0,1,47,243,1,alternate,719,810,809
5.0,1,48,243,1,alternate,719,810,809
5.0,1,49,243,1,alternate,719,810,809
5.0,1,50,243,1,alternate,719,810,809
5.0,1,51,243,1,alternate,719,810,809
5.0,1,52,243,1,alternate,719,810,809
5.0,1,53,243,1,alternate,719,810,809
5.0,1,54,243,1,alternate,719,810,809
5.0,1,55,243,1,alternate,719,810,809
5.0,1,56,243,1,alternate,719,810,809
5.0,1,57,243,1,alternate,719,810,809
5.0,1,58,243,1,alternate,719,810,809
5.0,1,59,243,1,alternate,719,810,809
5.0,1,60,243,1,alternate,719,810,809
5.0,1,61,243,1,alternate,719,810,809
5.0,1,62,243,1,alternate,719,810,809
5.0,1,63,243,1,alternate,719,810,809
5.0,1,64,243,1,alternate,719,810,809
5.0,1,65,243,1,alternate,719,810,809
5.0,1,66,243,1,alternate,719,810,809
5.0,1,67,243,1,alternate,719,810,809
5.0,1,68,243,1,alternate,719,810,809
5.0,1,69,243,1,alternate,719,810,809
5.0,1,70,243,1,alternate,719,810,809
5.0,1,77,243,1,alternate,719,810,809
5.0,1,84,243,1,alternate,719,810,809
5.0,1,91,243,1,alternate,719,810,809
5.0,1,98,243,1,alternate,719,810,809
5.0,1,105,243,1,alternate,719,810,809
5.0,1,112,243,1,alternate,719,810,809
5.0,1,119,243,1,alternate,719,810,809
5.0,1,126,243,1,alternate,719,810,809
5.0,1,133,243,1,alternate,719,810,809
5.0,1,36,18,1,alternate,79,820,819
5.0,1,37,18,1,alternate,79,820,819
5.0,1,38,18,1,alternate,79,820,819
5.0,1,39,18,1,alternate,79,820,819
5.0,1,40,18,1,alternate,79,820,819
5.0,1,41,18,1,alternate,79,820,819
5.0,1,42,18,1,alternate,79,820,819
5.0,1,43,18,1,alternate,79,820,819
5.0,1,44,18,1,alternate,79,820,819
5.0,1,45,18,1,alternate,79,820,819
5.0,1,46,18,1,alternate,79,820,819
5.0,1,47,18,1,alternate,79,820,819
5.0,1,48,18,1,alternate,79,820,819
5.0,1,49,18,1,alternate,79,820,819
5.0,1,50,18,1,alternate,79,820,819
5.0,1,51,18,1,alternate,79,820,819
5.0,1,52,18,1,alternate,79,820,819
5.0,1,53,18,1,alternate,79,820,819
5.0,1,54,18,1,alternate,79,820,819
5.0,1,55,18,1,alternate,79,820,819
5.0,1,56,18,1,alternate,79,820,819
5.0,1,57,18,1,alternate,79,820,819
5.0,1,58,18,1,alternate,79,820,819
5.0,1,59,18,1,alternate,79,820,819
5.0,1,60,18,1,alternate,79,820,819
5.0,1,61,18,1,alternate,79,820,819
5.0,1,62,18,1,alternate,79,820,819
5.0,1,63,18,1,alternate,79,820,819
5.0,1,64,18,1,alternate,79,820,819
5.0,1,65,18,1,alternate,79,820,819
5.0,1,66,18,1,alternate,79,820,819
5.0,1,67,18,1,alternate,79,820,819
5.0,1,68,18,1,alternate,79,820,819
5.0,1,69,18,1,alternate,79,820,819
5.0,1,70,18,1,alternate,79,820,819
5.0,1,77,18,1,alternate,79,820,819
5.0,1,84,18,1,alternate,79,820,819
5.0,1,91,18,1,alternate,79,820,819
5.0,1,98,18,1,alternate,79,820,819
5.0,1,105,18,1,alternate,79,820,819
5.0,1,112,18,1,alternate,79,820,819
5.0,1,119,18,1,alternate,79,820,819
5.0,1,126,18,1,alternate,79,820,819
5.0,1,133,18,1,alternate,79,820,819
5.0,1,36,127,1,alternate,79,820,819
5.0,1,37,127,1,alternate,79,820,819
5.0,1,38,127,1,alternate,79,820,819
5.0,1,39,127,1,alternate,79,820,819
5.0,1,40,127,1,alternate,79,820,819
5.0,1,41,127,1,alternate,79,820,819
5.0,1,42,127,1,alternate,79,820,819
5.0,1,43,127,1,alternate,79,820,819
5.0,1,44,127,1,alternate,79,820,819
5.0,1,45,127,1,alternate,79,820,819
5.0,1,46,127,1,alternate,79,820,819
5.0,1,47,127,1,alternate,79,820,819
5.0,1,48,127,1,alternate,79,820,819
5.0,1,49,127,1,alternate,79,820,819
5.0,1,50,127,1,alternate,79,820,819
5.0,1,51,127,1,alternate,79,820,819
5.0,1,52,127,1,alternate,79,820,819
5.0,1,53,127,1,alternate,79,820,819
5.0,1,54,127,1,alternate,79,820,819
5.0,1,55,127,1,alternate,79,820,819
5.0,1,56,127,1,alternate,79,820,819
5.0,1,57,127,1,alternate,79,820,819
5.0,1,58,127,1,alternate,79,820,819
5.0,1,59,127,1,alternate,79,820,819
5.0,1,60,127,1,alternate,79,820,819
5.0,1,61,127,1,alternate,79,820,819
5.0,1,62,127,1,alternate,79,820,819
5.0,1,63,127,1,alternate,79,820,819
5.0,1,64,127,1,alternate,79,820,819
5.0,1,65,127,1,alternate,79,820,819
5.0,1,66,127,1,alternate,79,820,819
5.0,1,67,127,1,alternate,79,820,819
5.0,1,68,127,1,alternate,79,820,819
5.0,1,69,127,1,alternate,79,820,819
5.0,1,70,127,1,alternate,79,820,819
5.0,1,77,127,1,alternate,79,820,819
5.0,1,84,127,1,alternate,79,820,819
5.0,1,91,127,1,alternate,79,820,819
5.0,1,98,127,1,alternate,79,820,819
5.0,1,105,127,1,alternate,79,820,819
5.0,1,112,127,1,alternate,79,820,819
5.0,1,119,127,1,alternate,79,820,819
5.0,1,126,127,1,alternate,79,820,819
5.0,1,133,127,1,alternate,79,820,819
5.0,1,36,128,1,alternate,79,820,819
5.0,1,37,128,1,alternate,79,820,819
5.0,1,38,128,1,alternate,79,820,819
5.0,1,39,128,1,alternate,79,820,819
5.0,1,40,128,1,alternate,79,820,819
5.0,1,41,128,1,alternate,79,820,819
5.0,1,42,128,1,alternate,79,820,819
5.0,1,43,128,1,alternate,79,820,819
5.0,1,44,128,1,alternate,79,820,819
5.0,1,45,128,1,alternate,79,820,819
5.0,1,46,128,1,alternate,79,820,819
5.0,1,47,128,1,alternate,79,820,819
5.0,1,48,128,1,alternate,79,820,819
5.0,1,49,128,1,alternate,79,820,819
5.0,1,50,128,1,alternate,79,820,819
5.0,1,51,128,1,alternate,79,820,819
5.0,1,52,128,1,alternate,79,820,819
5.0,1,53,128,1,alternate,79,820,819
5.0,1,54,128,1,alternate,79,820,819
5.0,1,55,128,1,alternate,79,820,819
5.0,1,56,128,1,alternate,79,820,819
5.0,1,57,128,1,alternate,79,820,819
5.0,1,58,128,1,alternate,79,820,819
5.0,1,59,128,1,alternate,79,820,819
5.0,1,60,128,1,alternate,79,820,819
5.0,1,61,128,1,alternate,79,820,819
5.0,1,62,128,1,alternate,79,820,819
5.0,1,63,128,1,alternate,79,820,819
5.0,1,64,128,1,alternate,79,820,819
5.0,1,65,128,1,alternate,79,820,819
5.0,1,66,128,1,alternate,79,820,819
5.0,1,67,128,1,alternate,79,820,819
5.0,1,68,128,1,alternate,79,820,819
5.0,1,69,128,1,alternate,79,820,819
5.0,1,70,128,1,alternate,79,820,819
5.0,1,77,128,1,alternate,79,820,819
5.0,1,84,128,1,alternate,79,820,819
5.0,1,91,128,1,alternate,79,820,819
5.0,1,98,128,1,alternate,79,820,819
5.0,1,105,128,1,alternate,79,820,819
5.0,1,112,128,1,alternate,79,820,819
5.0,1,119,128,1,alternate,79,820,819
5.0,1,126,128,1,alternate,79,820,819
5.0,1,133,128,1,alternate,79,820,819
5.0,1,36,243,1,alternate,717,820,819
5.0,1,37,243,1,alternate,717,820,819
5.0,1,38,243,1,alternate,717,820,819
5.0,1,39,243,1,alternate,717,820,819
5.0,1,40,243,1,alternate,717,820,819
5.0,1,41,243,1,alternate,717,820,819
5.0,1,42,243,1,alternate,717,820,819
5.0,1,43,243,1,alternate,717,820,819
5.0,1,44,243,1,alternate,717,820,819
5.0,1,45,243,1,alternate,717,820,819
5.0,1,46,243,1,alternate,717,820,819
5.0,1,47,243,1,alternate,717,820,819
5.0,1,48,243,1,alternate,717,820,819
5.0,1,49,243,1,alternate,717,820,819
5.0,1,50,243,1,alternate,717,820,819
5.0,1,51,243,1,alternate,717,820,819
5.0,1,52,243,1,alternate,717,820,819
5.0,1,53,243,1,alternate,717,820,819
5.0,1,54,243,1,alternate,717,820,819
5.0,1,55,243,1,alternate,717,820,819
5.0,1,56,243,1,alternate,717,820,819
5.0,1,57,243,1,alternate,717,820,819
5.0,1,58,243,1,alternate,717,820,819
5.0,1,59,243,1,alternate,717,820,819
5.0,1,60,243,1,alternate,717,820,819
5.0,1,61,243,1,alternate,717,820,819
5.0,1,62,243,1,alternate,717,820,819
5.0,1,63,243,1,alternate,717,820,819
5.0,1,64,243,1,alternate,717,820,819
5.0,1,65,243,1,alternate,717,820,819
5.0,1,66,243,1,alternate,717,820,819
5.0,1,67,243,1,alternate,717,820,819
5.0,1,68,243,1,alternate,717,820,819
5.0,1,69,243,1,alternate,717,820,819
5.0,1,70,243,1,alternate,717,820,819
5.0,1,77,243,1,alternate,717,820,819
5.0,1,84,243,1,alternate,717,820,819
5.0,1,91,243,1,alternate,717,820,819
5.0,1,98,243,1,alternate,717,820,819
5.0,1,105,243,1,alternate,717,820,819
5.0,1,112,243,1,alternate,717,820,819
5.0,1,119,243,1,alternate,717,820,819
5.0,1,126,243,1,alternate,717,820,819
5.0,1,133,243,1,alternate,717,820,819
5.0,1,36,243,1,alternate,719,820,819
5.0,1,37,243,1,alternate,719,820,819
5.0,1,38,243,1,alternate,719,820,819
5.0,1,39,243,1,alternate,719,820,819
5.0,1,40,243,1,alternate,719,820,819
5.0,1,41,243,1,alternate,719,820,819
5.0,1,42,243,1,alternate,719,820,819
5.0,1,43,243,1,alternate,719,820,819
5.0,1,44,243,1,alternate,719,820,819
5.0,1,45,243,1,alternate,719,820,819
5.0,1,46,243,1,alternate,719,820,819
5.0,1,47,243,1,alternate,719,820,819
5.0,1,48,243,1,alternate,719,820,819
5.0,1,49,243,1,alternate,719,820,819
5.0,1,50,243,1,alternate,719,820,819
5.0,1,51,243,1,alternate,719,820,819
5.0,1,52,243,1,alternate,719,820,819
5.0,1,53,243,1,alternate,719,820,819
5.0,1,54,243,1,alternate,719,820,819
5.0,1,55,243,1,alternate,719,820,819
5.0,1,56,243,1,alternate,719,820,819
5.0,1,57,243,1,alternate,719,820,819
5.0,1,58,243,1,alternate,719,820,819
5.0,1,59,243,1,alternate,719,820,819
5.0,1,60,243,1,alternate,719,820,819
5.0,1,61,243,1,alternate,719,820,819
5.0,1,62,243,1,alternate,719,820,819
5.0,1,63,243,1,alternate,719,820,819
5.0,1,64,243,1,alternate,719,820,819
5.0,1,65,243,1,alternate,719,820,819
5.0,1,66,243,1,alternate,719,820,819
5.0,1,67,243,1,alternate,719,820,819
5.0,1,68,243,1,alternate,719,820,819
5.0,1,69,243,1,alternate,719,820,819
5.0,1,70,243,1,alternate,719,820,819
5.0,1,77,243,1,alternate,719,820,819
5.0,1,84,243,1,alternate,719,820,819
5.0,1,91,243,1,alternate,719,820,819
5.0,1,98,243,1,alternate,719,820,819
5.0,1,105,243,1,alternate,719,820,819
5.0,1,112,243,1,alternate,719,820,819
5.0,1,119,243,1,alternate,719,820,819
5.0,1,126,243,1,alternate,719,820,819
5.0,1,133,243,1,alternate,719,820,819
-1.0,1,36,72,2,alternate,90,766,767
-1.0,1,37,72,2,alternate,90,766,767
-1.0,1,38,72,2,alternate,90,766,767
-1.0,1,39,72,2,alternate,90,766,767
-1.0,1,40,72,2,alternate,90,766,767
-1.0,1,41,72,2,alternate,90,766,767
-1.0,1,42,72,2,alternate,90,766,767
-1.0,1,43,72,2,alternate,90,766,767
-1.0,1,44,72,2,alternate,90,766,767
-1.0,1,45,72,2,alternate,90,766,767
-1.0,1,46,72,2,alternate,90,766,767
-1.0,1,47,72,2,alternate,90,766,767
-1.0,1,48,72,2,alternate,90,766,767
-1.0,1,49,72,2,alternate,90,766,767
-1.0,1,50,72,2,alternate,90,766,767
-1.0,1,51,72,2,alternate,90,766,767
-1.0,1,52,72,2,alternate,90,766,767
-1.0,1,53,72,2,alternate,90,766,767
-1.0,1,54,72,2,alternate,90,766,767
-1.0,1,55,72,2,alternate,90,766,767
-1.0,1,56,72,2,alternate,90,766,767
-1.0,1,57,72,2,alternate,90,766,767
-1.0,1,58,72,2,alternate,90,766,767
-1.0,1,59,72,2,alternate,90,766,767
-1.0,1,60,72,2,alternate,90,766,767
-1.0,1,61,72,2,alternate,90,766,767
-1.0,1,62,72,2,alternate,90,766,767
-1.0,1,63,72,2,alternate,90,766,767
-1.0,1,64,72,2,alternate,90,766,767
-1.0,1,65,72,2,alternate,90,766,767
-1.0,1,66,72,2,alternate,90,766,767
-1.0,1,67,72,2,alternate,90,766,767
-1.0,1,68,72,2,alternate,90,766,767
-1.0,1,69,72,2,alternate,90,766,767
-1.0,1,70,72,2,alternate,90,766,767
-1.0,1,77,72,2,alternate,90,766,767
-1.0,1,84,72,2,alternate,90,766,767
-1.0,1,91,72,2,alternate,90,766,767
-1.0,1,98,72,2,alternate,90,766,767
-1.0,1,105,72,2,alternate,90,766,767
-1.0,1,112,72,2,alternate,90,766,767
-1.0,1,119,72,2,alternate,90,766,767
-1.0,1,126,72,2,alternate,90,766,767
-1.0,1,133,72,2,alternate,90,766,767
-1.0,1,36,72,2,alternate,91,766,767
-1.0,1,37,72,2,alternate,91,766,767
-1.0,1,38,72,2,alternate,91,766,767
-1.0,1,39,72,2,alternate,91,766,767
-1.0,1,40,72,2,alternate,91,766,767
-1.0,1,41,72,2,alternate,91,766,767
-1.0,1,42,72,2,alternate,91,766,767
-1.0,1,43,72,2,alternate,91,766,767
-1.0,1,44,72,2,alternate,91,766,767
-1.0,1,45,72,2,alternate,91,766,767
-1.0,1,46,72,2,alternate,91,766,767
-1.0,1,47,72,2,alternate,91,766,767
-1.0,1,48,72,2,alternate,91,766,767
-1.0,1,49,72,2,alternate,91,766,767
-1.0,1,50,72,2,alternate,91,766,767
-1.0,1,51,72,2,alternate,91,766,767
-1.0,1,52,72,2,alternate,91,766,767
-1.0,1,53,72,2,alternate,91,766,767
-1.0,1,54,72,2,alternate,91,766,767
-1.0,1,55,72,2,alternate,91,766,767
-1.0,1,56,72,2,alternate,91,766,767
-1.0,1,57,72,2,alternate,91,766,767
-1.0,1,58,72,2,alternate,91,766,767
-1.0,1,59,72,2,alternate,91,766,767
-1.0,1,60,72,2,alternate,91,766,767
-1.0,1,61,72,2,alternate,91,766,767
-1.0,1,62,72,2,alternate,91,766,767
-1.0,1,63,72,2,alternate,91,766,767
-1.0,1,64,72,2,alternate,91,766,767
-1.0,1,65,72,2,alternate,91,766,767
-1.0,1,66,72,2,alternate,91,766,767
-1.0,1,67,72,2,alternate,91,766,767
-1.0,1,68,72,2,alternate,91,766,767
-1.0,1,69,72,2,alternate,91,766,767
-1.0,1,70,72,2,alternate,91,766,767
-1.0,1,77,72,2,alternate,91,766,767
-1.0,1,84,72,2,alternate,91,766,767
-1.0,1,91,72,2,alternate,91,766,767
