plant,qty,item_code,pre_qty
153,461,60,461
181,1050,60,1050
235,1291,60,1291
258,1075,60,1075
6,388,62,388
29,168,62,168
37,332,62,332
46,398,62,398
51,656,62,656
61,2513,62,2513
68,11363,62,11363
87,352,62,352
91,712,62,712
119,3396744,62,3396744
123,1648,62,1648
125,68,62,68
126,534,62,534
153,554,62,554
162,1571,62,1571
235,341,62,341
253,760,62,760
51,0,63,718
72,0,63,493
87,177,63,177
119,423,63,64538
123,0,63,1028
133,0,63,81
4,0,64,387
46,0,64,1641
51,0,64,869
68,0,64,10293
119,0,64,1893826
123,0,64,373
125,0,64,1183
153,0,64,1597
253,0,64,1000
14,2,65,2
72,68,65,68
119,744,65,744
72,47,66,47
119,111,66,111
14,0,68,19
18,0,68,3
72,1,68,20
119,0,68,186
14,17,69,17
18,14,69,14
72,2,69,8
119,128,69,128
72,7,70,7
119,42,71,42
14,419,72,419
18,491,72,491
29,771,72,771
72,156,72,156
119,807,72,807
253,153,72,153
14,418,73,418
18,277,73,277
29,295,73,295
72,4,73,4
119,762,73,762
253,70,73,70
14,16,74,16
18,2,74,2
72,0,74,56
119,55,74,67
14,0,75,18
18,0,75,20
72,10,75,10
119,4,75,168
14,0,79,10
119,0,79,98
68,2,80,2
72,10,81,60
262,0,81,42
68,1,86,79
14,15970,89,15970
18,7206,89,7206
29,3616,89,3616
72,122,89,122
119,10006,89,10006
253,1718,89,1718
68,5,92,5
119,6,93,6
119,1,96,1
14,0,97,100
18,448,97,448
29,0,97,46
46,0,97,98
72,0,97,110
119,46,97,3343
14,1,98,1
18,4,98,4
29,41,98,41
119,9,98,9
14,264,99,264
29,5,99,5
119,773,99,773
119,239,100,239
168,20,101,29
14,6,106,6
72,21,106,21
119,1008,106,1008
262,423,106,423
14,44,109,44
18,19,109,19
29,19,109,19
72,4,109,4
119,103,109,103
14,464,110,464
18,464,110,464
29,2345,110,2345
46,2510,110,2510
72,256,110,256
119,6282,110,6282
243,353,110,353
253,721,110,721
262,70,110,70
14,0,111,658
18,0,111,284
29,0,111,20
119,0,111,8860
29,11,121,11
79,400,121,400
119,2351,121,2351
14,25,122,25
29,34,122,34
119,2506,122,2506
68,21,125,21
68,3887,137,3887
119,0,138,3
119,0,139,1
14,80,144,80
72,21,144,21
119,43,144,43
181,37,144,37
119,476,154,476
119,96,155,96
119,119,156,772
119,2,168,7
68,8,184,8
119,24,184,24
68,5,186,6
119,1,186,1
119,19,188,19
119,1,190,1
29,39,193,39
79,128,193,128
119,477,193,477
68,15,194,15
68,8,195,8
14,133,196,133
29,86,196,86
72,62,196,62
119,74,196,74
68,20,201,20
119,32,201,32
14,4313,206,4313
29,8,206,8
72,112,206,112
119,1024,206,1024
119,57,216,63
14,29291,229,29291
18,204,229,204
29,1152,229,1152
68,23017,229,23017
72,57,229,57
79,90,229,90
119,2639,229,2639
243,920,229,920
68,367,230,367
68,6,234,6
68,5,236,5
68,7,238,7
68,22,246,34
68,104,249,104
68,12,250,280
68,7,253,7
68,11,254,11
68,253,256,253
68,514,257,514
119,1,257,1
68,7,259,7
68,3,261,4
119,1,263,3
68,6,265,6
119,1,267,1
119,1,268,2
68,8,273,9
68,7,275,7
119,6,277,6
119,25,279,25
119,1,283,1
68,14,285,14
68,3,289,4
68,13,293,14
29,5,321,5
68,303,321,303
14,6,322,6
29,0,322,5
68,92,322,92
72,2,322,2
119,80,433,80
119,18,434,18
119,281,436,281
119,45,438,45
119,429,441,429
119,818,442,818
119,606,443,606
119,18,448,18
119,23,449,23
68,107,453,107
68,2,454,2
119,35,455,35
29,0,459,1
68,0,459,189
119,0,459,92
68,0,460,221
119,17,460,105
68,0,462,398
119,17,462,83
68,16,463,16
119,1,463,1
119,26,467,26
68,5,577,5
119,5,577,5
14,26,579,26
29,15,579,15
72,79,579,79
119,418,579,418
72,10,580,11
14,4,581,15
29,0,581,4
72,1,581,1
119,43,581,51
10,7346,582,15125
79,0,582,80
119,1101,582,1101
72,1,583,5
14,215,585,215
29,8,585,8
72,128,585,128
119,252,585,252
29,8,586,8
119,61,586,61
119,4,587,36
119,1,596,1
68,0,597,3
68,1,606,1
119,2,606,2
68,3,609,3
68,3,613,4
68,2,615,3
68,28,622,28
56,314572,631,314572
56,963151,632,963151
56,2322225,636,2855486
119,149515,636,200782
138,90485,636,90485
56,2228726,638,2671288
56,1969105,639,3297885
10,3,640,3
119,30,640,30
4,628,641,628
6,1563,641,1563
10,632,641,632
14,724,641,724
18,456,641,456
29,1577,641,1577
68,16809,641,16809
72,856,641,856
79,1450,641,1450
89,779,641,779
119,2339,641,2339
125,2176,641,2176
243,1172,641,1172
253,1200,641,1200
18,124,642,124
18,61,643,61
119,248,643,248
10,398,644,398
14,239,644,239
18,1357,644,1357
29,1834,644,1834
72,22,644,22
79,23,644,23
119,2226,644,2226
253,452,644,452
119,4,646,4
72,14,647,14
119,19,647,19
14,231,648,231
18,504,648,504
29,2391,648,2391
72,888,648,888
119,6727,648,6727
127,810,648,810
243,1002,648,1002
14,855,649,855
18,401,649,401
29,565,649,565
119,321,649,321
14,363,650,363
29,379,650,379
72,90,650,90
119,970,650,970
127,137,650,137
243,100,650,100
253,282,650,282
14,510,651,510
18,591,651,591
72,11,651,11
119,615,651,615
127,10,651,10
14,13,652,13
18,202,652,202
119,104,652,104
123,120,652,120
125,47,652,47
14,372,653,372
18,16,653,16
29,49,653,49
72,403,653,403
127,214,653,214
253,7,653,7
14,460,654,460
18,2463,654,2463
72,269,654,269
127,2750,654,2750
243,892,654,892
253,54,654,54
14,502,655,502
18,116,655,116
29,2,655,2
119,85,655,85
14,50,656,50
18,5,656,5
72,31,656,31
119,222,656,222
14,660,657,660
18,250,657,250
72,802,657,802
119,451,657,451
18,1005,658,1005
72,2,658,2
127,259,658,259
243,28,658,28
29,130,659,130
72,70,659,70
119,1645,659,1645
14,17,660,17
29,102,660,102
72,71,660,71
119,193,660,193
14,258,661,258
29,102,661,102
72,220,661,220
119,638,661,638
14,73,662,73
29,55,662,55
72,62,662,62
119,76,662,76
119,626,663,626
14,173,664,173
18,404,664,404
119,896,664,896
243,292,664,292
119,783,665,783
29,99,666,99
72,133,666,133
18,75,667,75
29,30,667,30
89,468,667,468
119,481,667,481
14,190,668,190
18,12,668,12
29,100,668,100
72,56,668,56
89,373,668,373
119,91,668,91
68,2501,669,2501
79,220,669,220
119,451,669,451
14,2881,670,2881
18,2659,670,2659
29,859,670,859
72,142,670,142
119,2205,670,2205
127,1155,670,1155
243,275,670,275
253,160,670,160
10,47,671,47
79,58,671,58
119,2400,671,2400
68,607,672,607
119,419,672,419
18,1284,673,1284
72,72,673,72
119,7,673,7
127,218,673,218
18,3496,674,3496
72,105,674,105
119,92,674,92
127,270,674,270
18,446,675,446
72,7,675,7
119,2240,675,2240
127,850,675,850
243,24,675,24
14,27,676,27
29,499,676,499
72,85,676,85
119,50,676,50
14,204,677,204
29,38,677,38
72,128,677,128
119,391,677,391
14,1575,678,1575
18,264,678,264
29,97,678,97
72,2079,678,2079
119,2259,678,2259
243,1,678,1
18,89,679,89
72,472,679,472
119,4627,679,4627
18,82,680,82
72,192,680,192
119,764,680,764
14,192,681,192
18,24,681,24
29,32,681,32
72,352,681,352
119,244,681,244
14,16,684,16
18,18,684,18
72,50,684,50
119,55,684,55
10,690,685,690
18,217,685,217
72,60,685,60
119,900,685,900
18,353,686,353
18,135,687,135
68,300,687,300
72,50,687,50
18,339,688,339
14,1975,689,1975
18,551,689,551
29,647,689,647
68,35,689,35
72,612,689,612
119,1219,689,1219
243,131,689,131
29,57,690,57
119,559,690,559
18,214,693,214
72,246,693,246
119,628,693,628
127,407,693,407
14,1633,694,1633
18,2305,694,2305
29,977,694,977
72,338,694,338
119,2286,694,2286
253,195,694,195
18,160,695,160
72,56,695,56
243,54,695,54
68,60,696,60
119,45,697,45
119,273,698,273
14,101,699,101
18,1,699,1
72,46,699,46
119,402,699,402
4,451,701,451
119,28898,701,28898
119,13,703,13
14,12,704,12
29,8,704,8
72,12,704,12
119,6180,704,6180
14,247,705,247
18,119,705,119
29,191,705,191
72,494,705,494
119,146,705,146
119,175,706,175
14,97,707,97
18,31,707,31
72,9,707,9
119,445,707,445
231,93,707,93
119,2059,708,2059
14,905,709,905
18,85,709,85
29,39,709,39
72,1212,709,1212
119,932,709,932
119,0,716,210
119,0,718,22
14,811,747,811
18,180,747,180
29,440,747,440
119,369983,747,369983
133,650,747,650
14,805,749,805
18,476,749,476
72,1180,749,1180
119,22831,749,22831
119,92582,750,92582
14,1277,756,1277
119,1946,756,1946
119,50,757,50
18,8,762,8
119,464,762,464
14,293,763,293
18,3,763,3
72,53,763,53
119,1158,763,1158
119,10132,764,10132
72,53,766,53
119,1387,766,1387
119,2878,767,2878
119,1385,768,1385
119,104,769,104
119,1058,771,1058
14,2,774,2
119,69,774,69
14,7,777,7
18,1017,777,1017
119,27162,777,27162
72,201,779,201
119,521,779,521
119,1778,780,1778
14,9,781,9
119,19249,781,19249
68,15,782,15
68,12,783,12
68,22,784,22
119,407,785,407
14,37,786,37
119,1791,786,1791
68,4443,788,4443
119,1704,788,1704
14,0,789,72
18,0,789,96
72,102,789,102
119,0,789,1520
14,0,791,20
72,0,791,1850
243,0,791,20
14,322,793,322
18,243,793,243
29,4,793,4
72,312,793,312
119,3055,793,3055
243,27,793,27
14,608,796,608
18,137,796,137
72,44,796,44
119,33325,796,33325
14,0,799,26
18,0,799,148
29,0,799,5
72,0,799,19955
119,0,799,20849
18,28,809,28
72,0,809,1142
119,0,809,5601
127,27,809,27
243,0,809,817
29,1,814,1
18,2,815,2
119,1,815,1
243,2,815,2
18,95,816,95
72,313,816,313
18,146,819,146
72,0,819,3510
119,0,819,98
127,0,819,127
243,1028,819,1028
14,0,825,77
29,0,825,226
72,68,825,967
119,0,825,17
29,0,826,177
119,3,826,142
119,10322,832,10322
119,31771,833,31771
168,491,833,491
4,473,834,473
46,2990,834,2990
68,3111,834,3111
84,584,834,584
119,186651,834,186651
125,1739,834,1739
168,121,834,121
4,484,835,484
61,900,835,900
84,61,835,61
119,367636,835,367636
133,912,835,912
162,1464,835,1464
4,33,836,33
46,800,836,800
51,375,836,375
61,297,836,297
68,5783,836,5783
80,5618,836,5618
84,1963,836,1963
87,5870,836,5870
119,3064316,836,3064316
153,374,836,374
168,246,836,246
181,2465,836,2465
261,12289,836,12289
46,1552,837,1552
84,3733,837,3733
87,3561,837,3561
119,221944,837,221944
168,626,837,626
181,250,837,250
261,2111,837,2111
68,6939,838,6939
72,7942,838,7942
84,15516,838,15516
87,6502,838,6502
89,3839,838,3839
95,480,838,480
119,1325915,838,1325915
123,3780,838,3780
125,2150,838,2150
29,1038,839,1038
68,6986,839,6986
72,49647,839,49647
84,42099,839,42099
87,18424,839,18424
95,7886,839,7886
119,2471198,839,2471198
168,21491,839,21491
261,9787,839,9787
46,1744,840,1744
72,25809,840,25809
89,9804,840,9804
168,2736,840,2736
4,8317,842,8317
46,21888,842,21888
87,14355,842,14355
119,1095462,842,1095462
4,1519,843,1519
87,5900,843,5900
119,258133,843,258133
253,2000,843,2000
84,550,844,550
119,51282,844,51282
181,1711,844,1711
261,906,844,906
46,1035,845,1035
119,10000,845,10000
84,758,846,758
94,580,846,580
119,607234,846,607234
46,490,848,490
84,63,848,63
119,65863,848,65863
119,16010,849,16010
168,1611,849,1611
119,91843,850,91843
4,2596,851,2596
68,9213,851,9213
72,13365,851,13365
119,115284,851,115284
235,4960,851,4960
4,3595,852,3595
68,4874,852,4874
72,11484,852,11484
119,25000,852,25000
133,8755,852,8755
29,6892,853,6892
46,6465,853,6465
68,18993,853,18993
72,3443,853,3443
87,8750,853,8750
89,9250,853,9250
119,758750,853,758750
123,9102,853,9102
125,6990,853,6990
133,8144,853,8144
29,8327,854,8327
72,5396,854,5396
119,155000,854,155000
4,22,855,22
29,3877,855,3877
72,13691,855,13691
119,575852,855,575852
235,7686,855,7686
4,10900,856,10900
29,4706,856,4706
68,35515,856,35515
72,20051,856,20051
87,3360,856,3360
119,909296,856,909296
125,9000,856,9000
133,8856,856,8856
4,6735,857,6735
29,3007,857,3007
68,18571,857,18571
72,25669,857,25669
87,26864,857,26864
89,4903,857,4903
119,2292246,857,2292246
123,2217,857,2217
125,6130,857,6130
133,6270,857,6270
235,9840,857,9840
68,3813,861,3813
119,29553,861,29553
87,9750,862,9750
119,19842,862,19842
72,7400,863,7400
87,6174,863,6174
119,57683,863,57683
4,5000,864,5000
46,11752,864,11752
51,4420,864,4420
68,20440,864,20440
72,17655,864,17655
84,9634,864,9634
87,18424,864,18424
89,20293,864,20293
119,512824,864,512824
125,5088,864,5088
133,1553,864,1553
168,4535,864,4535
181,2472,864,2472
68,4493,865,4493
72,3310,865,3310
89,5973,865,5973
119,5000,865,5000
4,6727,866,6727
29,12552,866,12552
46,3147,866,3147
51,9435,866,9435
68,21105,866,21105
72,22005,866,22005
87,13849,866,13849
89,32223,866,32223
119,274920,866,274920
123,5373,866,5373
125,6440,866,6440
133,9118,866,9118
162,8073,866,8073
4,7866,867,7866
46,32729,867,32729
51,15187,867,15187
68,57674,867,57674
72,49587,867,49587
84,20000,867,20000
87,11476,867,11476
89,51672,867,51672
119,25593,867,25593
123,19694,867,19694
125,22002,867,22002
150,279800,867,279800
162,18549,867,18549
235,100,867,100
46,663,869,663
84,9940,869,9940
87,5786,869,5786
89,35,869,35
119,72575,869,72575
162,2182,869,2182
168,8553,869,8553
181,4040,869,4040
261,393,869,393
4,129564,870,129564
66,4590,870,4590
72,16826,870,16826
84,4950,870,4950
87,8074,870,8074
119,121675,870,121675
133,202070,870,202070
153,75,870,75
162,41480,870,41480
4,3183,871,3183
68,4203,871,4203
72,21296,871,21296
119,615203,871,615203
133,1435,871,1435
68,13459,872,13459
72,5087,872,5087
84,10,872,10
87,4550,872,4550
119,280231,872,280231
123,7789,872,7789
133,6803,872,6803
235,4997,872,4997
4,4360,873,4360
10,3898,873,3898
51,4900,873,4900
68,3370,873,3370
72,38459,873,38459
87,15307,873,15307
89,4220,873,4220
119,171250,873,171250
123,3600,873,3600
125,3150,873,3150
181,4750,873,4750
119,5000,875,5000
51,3478,877,3478
68,76835,877,76835
72,127147,877,127147
84,28132,877,28132
87,42993,877,42993
89,19641,877,19641
119,840526,877,840526
123,5430,877,5430
125,16441,877,16441
68,1802,878,1802
72,4828,878,4828
87,6667,878,6667
119,47389,878,47389
4,292,881,292
46,3511,881,3511
68,22100,881,22100
72,19596,881,19596
84,19928,881,19928
119,670200,881,670200
21,19649,882,19649
29,5823,882,5823
68,22365,882,22365
72,133522,882,133522
84,39730,882,39730
87,32116,882,32116
89,41490,882,41490
119,19320,882,19320
123,19368,882,19368
125,3430,882,3430
133,4111,882,4111
153,5384,882,5384
84,3880,883,3880
87,2039,883,2039
119,2398,883,2398
133,498,883,498
51,1974,884,1974
68,5143,884,5143
80,16334,884,16334
84,26677,884,26677
87,3426,884,3426
119,1047885,884,1047885
168,295,884,295
261,271,884,271
10,3774,885,3774
68,19662,885,19662
72,344,885,344
119,100000,885,100000
4,20000,886,20000
46,658,886,658
51,19355,886,19355
68,11295,886,11295
72,18056,886,18056
87,67220,886,67220
89,24176,886,24176
119,1490810,886,1490810
123,31043,886,31043
125,25510,886,25510
181,35842,886,35842
46,3385,887,3385
51,7613,887,7613
68,18131,887,18131
84,9681,887,9681
87,25004,887,25004
89,29574,887,29574
119,1509528,887,1509528
123,13002,887,13002
125,18980,887,18980
133,4557,887,4557
168,5586,887,5586
4,2089,888,2089
46,1671,888,1671
68,9636,888,9636
72,21008,888,21008
87,11538,888,11538
89,4350,888,4350
119,776964,888,776964
181,4198,888,4198
4,4941,889,4941
29,9600,889,9600
51,25893,889,25893
68,120268,889,120268
72,48099,889,48099
84,9720,889,9720
87,30433,889,30433
89,11229,889,11229
119,4371482,889,4371482
123,9027,889,9027
125,11090,889,11090
126,4272,889,4272
168,502,889,502
181,4400,889,4400
235,6167,889,6167
253,4800,889,4800
4,3227,890,3227
51,1113,890,1113
68,10229,890,10229
72,23431,890,23431
87,8024,890,8024
89,15834,890,15834
119,121412,890,121412
123,7310,890,7310
125,8760,890,8760
162,8700,890,8700
119,23598,891,23598
123,1370,891,1370
4,2686,894,2686
68,1848,894,1848
72,14539,894,14539
87,11071,894,11071
119,6159,894,6159
125,4665,894,4665
133,700,894,700
153,5201,894,5201
4,5420,895,5420
72,16929,895,16929
89,9641,895,9641
119,156180,895,156180
4,4677,896,4677
68,25124,896,25124
72,30504,896,30504
84,18854,896,18854
87,4690,896,4690
89,2932,896,2932
119,163120,896,163120
168,4873,896,4873
181,730,896,730
119,45000,897,45000
153,2912,897,2912
4,519,899,519
46,1733,899,1733
72,11677,899,11677
119,43349,899,43349
123,3464,899,3464
4,76342,901,76342
51,4266,901,4266
68,27872,901,27872
87,18345,901,18345
89,14825,901,14825
119,464426,901,464426
123,7623,901,7623
125,3599,901,3599
51,14439,902,14439
68,92478,902,92478
72,21778,902,21778
80,27383,902,27383
84,20869,902,20869
87,65085,902,65085
119,5795386,902,5795386
123,25985,902,25985
125,5314,902,5314
133,4357,902,4357
181,7325,902,7325
68,78958,903,78958
72,160196,903,160196
87,177251,903,177251
89,13939,903,13939
119,1682489,903,1682489
123,7543,903,7543
125,5834,903,5834
181,2108,903,2108
4,4269,904,4269
29,4698,904,4698
46,9840,904,9840
51,21447,904,21447
68,77688,904,77688
72,23103,904,23103
84,39780,904,39780
87,36217,904,36217
89,56781,904,56781
119,3292493,904,3292493
123,9763,904,9763
125,18250,904,18250
133,18943,904,18943
153,16649,904,16649
4,127,906,127
46,4850,906,4850
51,4322,906,4322
68,2259,906,2259
72,8107,906,8107
87,19824,906,19824
119,33830,906,33830
123,5221,906,5221
125,9720,906,9720
162,4390,906,4390
68,19147,908,19147
72,37857,908,37857
87,8970,908,8970
89,42377,908,42377
119,95153,908,95153
10,24771,909,24771
29,22380,909,22380
46,37164,909,37164
51,36340,909,36340
68,193090,909,193090
72,80387,909,80387
84,18922,909,18922
87,474536,909,474536
89,53993,909,53993
119,8580582,909,8580582
123,44098,909,44098
125,104861,909,104861
133,33959,909,33959
153,41046,909,41046
162,31814,909,31814
168,32470,909,32470
181,38339,909,38339
253,50000,909,50000
261,9588,909,9588
10,5930,912,5930
46,4736,912,4736
68,50018,912,50018
72,65437,912,65437
80,6220,912,6220
84,38080,912,38080
87,86570,912,86570
89,24446,912,24446
119,957415,912,957415
123,2755,912,2755
125,7420,912,7420
181,9510,912,9510
258,350,912,350
261,18000,912,18000
4,226001,914,226001
10,99026,914,99026
29,72852,914,72852
46,17461,914,17461
51,1285,914,1285
68,90967,914,90967
72,98266,914,98266
84,69485,914,69485
87,782377,914,782377
89,79700,914,79700
119,12581727,914,12581727
123,80435,914,80435
125,9357,914,9357
133,9032,914,9032
153,744,914,744
162,72280,914,72280
168,4101,914,4101
181,7609,914,7609
253,50000,914,50000
4,6364,915,6364
51,24266,915,24266
68,23327,915,23327
72,43621,915,43621
84,49758,915,49758
87,23107,915,23107
89,244,915,244
119,609528,915,609528
123,9416,915,9416
125,19870,915,19870
133,11396,915,11396
29,22465,916,22465
46,9900,916,9900
61,8945,916,8945
66,10000,916,10000
68,40608,916,40608
72,50804,916,50804
84,22255,916,22255
87,90345,916,90345
119,6744352,916,6744352
123,4873,916,4873
125,19368,916,19368
253,9800,916,9800
4,10000,917,10000
46,9423,917,9423
68,17631,917,17631
72,7970,917,7970
87,8734,917,8734
89,54136,917,54136
119,40000,917,40000
162,4645,917,4645
4,16370,918,16370
46,9850,918,9850
51,4158,918,4158
68,46487,918,46487
72,55568,918,55568
87,22250,918,22250
89,26404,918,26404
119,238116,918,238116
123,19767,918,19767
181,9170,918,9170
4,4349,919,4349
29,27615,919,27615
46,5820,919,5820
51,147222,919,147222
61,3142,919,3142
68,103133,919,103133
72,427902,919,427902
87,496021,919,496021
89,13711,919,13711
119,4159209,919,4159209
123,26764,919,26764
125,14364,919,14364
181,5339,919,5339
235,9440,919,9440
253,10000,919,10000
4,81120,920,81120
10,81467,920,81467
29,70245,920,70245
46,49900,920,49900
51,9114,920,9114
68,37560,920,37560
72,131708,920,131708
84,49896,920,49896
87,115679,920,115679
89,225760,920,225760
119,3589157,920,3589157
123,47300,920,47300
125,48323,920,48323
133,46480,920,46480
153,78054,920,78054
162,672,920,672
181,8947,920,8947
4,2469,921,2469
51,19302,921,19302
68,67568,921,67568
72,45359,921,45359
87,13930,921,13930
119,4209071,921,4209071
123,15638,921,15638
133,6678,921,6678
153,7226,921,7226
235,9000,921,9000
253,10000,921,10000
4,7318,922,7318
46,7000,922,7000
68,7034,922,7034
72,40312,922,40312
87,12350,922,12350
89,45152,922,45152
119,1932776,922,1932776
123,10000,922,10000
125,27200,922,27200
235,10000,922,10000
4,8392,923,8392
29,4383,923,4383
68,19208,923,19208
72,5733,923,5733
87,10869,923,10869
89,7446,923,7446
119,30472,923,30472
123,8520,923,8520
162,4165,923,4165
10,2909,925,2909
29,8721,925,8721
46,5346,925,5346
51,5067,925,5067
66,29830,925,29830
68,555956,925,555956
84,62409,925,62409
87,35666,925,35666
119,14582674,925,14582674
123,45457,925,45457
125,2343667,925,2343667
133,4192,925,4192
153,172,925,172
162,19581,925,19581
181,7612,925,7612
4,18800,926,18800
51,515,926,515
68,16471,926,16471
72,51069,926,51069
84,12159,926,12159
87,13687,926,13687
119,1048841,926,1048841
123,4751,926,4751
153,2514,926,2514
235,460,926,460
261,187048,926,187048
51,112,927,112
68,71550,927,71550
72,38440,927,38440
87,4566,927,4566
89,10380,927,10380
119,3567779,927,3567779
123,9801,927,9801
133,5,927,5
4,9380,928,9380
51,15136,928,15136
68,11489,928,11489
72,47012,928,47012
87,1803,928,1803
89,16244,928,16244
119,9756,928,9756
4,4945,929,4945
51,7155,929,7155
68,22508,929,22508
72,66450,929,66450
84,8992,929,8992
87,7639,929,7639
89,9139,929,9139
119,1129884,929,1129884
123,14952,929,14952
125,69990,929,69990
133,9911,929,9911
162,3466,929,3466
51,1995,930,1995
87,4,930,4
89,28285,930,28285
119,230481,930,230481
51,14396,931,14396
68,14311,931,14311
72,19494,931,19494
84,9916,931,9916
87,5641,931,5641
89,84922,931,84922
119,562748,931,562748
153,3128,931,3128
51,45095,932,45095
66,9928,932,9928
68,277873,932,277873
72,43756,932,43756
80,67983,932,67983
84,39888,932,39888
87,116431,932,116431
119,9164737,932,9164737
123,16592,932,16592
125,22000,932,22000
231,4486,932,4486
4,10562,933,10562
46,21093,933,21093
51,31276,933,31276
68,157912,933,157912
72,37383,933,37383
87,150756,933,150756
89,64139,933,64139
119,2432441,933,2432441
123,23342,933,23342
125,63310,933,63310
133,24,933,24
162,24150,933,24150
181,1897,933,1897
235,39180,933,39180
4,105280,934,105280
10,39983,934,39983
46,8144,934,8144
51,22164,934,22164
66,109935,934,109935
68,189313,934,189313
72,128148,934,128148
84,49800,934,49800
87,118230,934,118230
89,247215,934,247215
119,2329462,934,2329462
123,90217,934,90217
125,86194,934,86194
133,46377,934,46377
138,131953,934,131953
153,72442,934,72442
162,37672,934,37672
168,7858,934,7858
181,48722,934,48722
261,48576,934,48576
4,120,935,120
46,19349,935,19349
68,26781,935,26781
72,8228,935,8228
84,9470,935,9470
87,14265,935,14265
89,22333,935,22333
119,46694,935,46694
123,9468,935,9468
125,27545,935,27545
133,40043,935,40043
162,8912,935,8912
51,16732,938,16732
66,9943,938,9943
68,98608,938,98608
72,79683,938,79683
80,36571,938,36571
84,49953,938,49953
87,186637,938,186637
119,21782279,938,21782279
123,24752,938,24752
125,36440,938,36440
181,15147,938,15147
258,8070,938,8070
4,1480,939,1480
46,11747,939,11747
51,4280,939,4280
68,81448,939,81448
72,10990,939,10990
87,28214,939,28214
89,40198,939,40198
119,670066,939,670066
123,11194,939,11194
181,15096,939,15096
4,608,940,608
72,11360,940,11360
89,7322,940,7322
4,29460,942,29460
51,17568,942,17568
68,22146,942,22146
72,9976,942,9976
87,9500,942,9500
89,24369,942,24369
119,57650,942,57650
153,7802,942,7802
162,1304,942,1304
68,10308,943,10308
72,4785,943,4785
87,9477,943,9477
119,60000,943,60000
153,1773,943,1773
29,248,944,248
72,5768,944,5768
119,26655,944,26655
119,2968,945,2968
123,87,945,87
87,3483,948,3483
51,68,949,68
72,6033,949,6033
87,3517,949,3517
119,12870,949,12870
68,9196,950,9196
87,3670,950,3670
89,4928,950,4928
119,19577,950,19577
68,2623,951,2623
72,1878,951,1878
119,28784,951,28784
68,2334,952,2334
87,1096,952,1096
119,9856,952,9856
125,2775,952,2775
133,3210,952,3210
46,28,953,28
68,4848,953,4848
119,6032,953,6032
162,3330,953,3330
4,7076,955,7076
68,20953,955,20953
89,22119,955,22119
119,10012,955,10012
4,3105,957,3105
