plant,period
224,112
224,119
224,126
224,133
224,140
49,36
49,37
49,38
49,39
49,40
49,42
49,43
49,44
49,45
49,46
49,47
49,49
49,50
49,51
49,52
49,53
49,54
49,56
49,57
49,58
49,59
49,60
49,61
49,63
49,64
49,65
49,66
49,67
49,68
49,70
49,77
49,84
49,91
49,98
49,105
49,112
49,119
49,126
49,133
49,140
135,36
135,37
135,38
135,39
135,40
135,41
135,42
135,43
135,44
135,45
135,46
135,47
135,48
135,49
135,50
135,51
135,52
135,53
135,54
135,55
135,56
135,57
135,58
135,59
135,60
135,61
135,62
135,63
135,64
135,65
135,66
135,67
135,68
135,69
135,70
135,77
135,84
135,91
135,98
135,105
135,112
135,119
135,126
135,133
135,140
128,36
128,37
128,38
128,39
128,40
128,42
128,43
128,44
128,45
128,46
128,47
128,49
128,50
128,51
128,52
128,53
128,54
128,56
128,57
128,58
128,59
128,60
128,61
128,63
128,64
128,65
128,66
128,67
128,68
128,70
128,77
128,84
128,91
128,98
128,105
128,112
128,119
128,126
128,133
128,140
210,36
210,37
210,38
210,39
210,40
210,41
210,42
210,43
210,44
210,45
210,46
210,47
210,48
210,49
210,50
210,51
210,52
210,53
210,54
210,55
210,56
210,57
210,58
210,59
210,60
210,61
210,62
210,63
210,64
210,65
210,66
210,67
210,68
210,69
210,70
210,77
210,84
210,91
210,98
210,105
210,112
210,119
210,126
210,133
210,140
234,36
234,37
234,38
234,39
234,40
234,41
234,42
234,43
234,44
234,45
234,46
234,47
234,48
234,49
234,50
234,51
234,52
234,53
234,54
234,55
234,56
234,57
234,58
234,59
234,60
234,61
234,62
234,63
234,64
234,65
234,66
234,67
234,68
234,69
234,70
234,77
234,84
234,91
234,98
234,105
234,112
234,119
234,126
234,133
234,140
262,36
262,37
262,38
262,39
262,40
262,41
262,42
262,43
262,44
262,45
262,46
262,47
262,48
262,49
262,50
262,51
262,52
262,53
262,54
262,55
262,56
262,57
262,58
262,59
262,60
262,61
262,62
262,63
262,64
262,65
262,66
262,67
262,68
262,69
262,70
262,77
262,84
262,91
262,98
262,105
262,112
262,119
262,126
262,133
262,140
246,36
246,37
246,38
246,39
246,40
246,41
246,42
246,43
246,44
246,45
246,46
246,47
246,48
246,49
246,50
246,51
246,52
246,53
246,54
246,55
246,56
246,57
246,58
246,59
246,60
246,61
246,62
246,63
246,64
246,65
246,66
246,67
246,68
246,69
246,70
246,77
246,84
246,91
246,98
246,105
246,112
246,119
246,126
246,133
246,140
209,36
209,37
209,38
209,39
209,40
209,41
209,42
209,43
209,44
209,45
209,46
209,47
209,48
209,49
209,50
209,51
209,52
209,53
209,54
209,55
209,56
209,57
209,58
209,59
209,60
209,61
209,62
209,63
209,64
209,65
209,66
209,67
209,68
209,69
209,70
209,77
209,84
209,91
209,98
209,105
209,112
209,119
209,126
209,133
209,140
73,36
73,37
73,38
73,39
73,40
73,41
73,42
73,43
73,44
73,45
73,46
73,47
73,48
73,49
73,50
73,51
73,52
73,53
73,54
73,55
73,56
73,57
73,58
73,59
73,60
73,61
73,62
73,63
73,64
73,65
73,66
73,67
73,68
73,69
73,70
73,77
73,84
73,91
73,98
73,105
73,112
73,119
73,126
73,133
73,140
33,36
33,37
33,38
33,39
33,40
33,41
33,42
33,43
33,44
33,45
33,46
33,47
33,48
33,49
33,50
33,51
33,52
33,53
33,54
33,55
33,56
33,57
33,58
33,59
33,60
33,61
33,62
33,63
33,64
33,65
33,66
33,67
33,68
33,69
33,70
33,77
33,84
33,91
33,98
33,105
33,112
33,119
33,126
33,133
33,140
261,36
261,37
261,38
261,39
261,40
261,41
261,42
261,43
261,44
261,45
261,46
261,47
261,48
261,49
261,50
261,51
261,52
261,53
261,54
261,55
261,56
261,57
261,58
261,59
261,60
261,61
261,62
261,63
261,64
261,65
261,66
261,67
261,68
261,69
261,70
261,77
261,84
261,91
261,98
261,105
261,112
261,119
261,126
261,133
261,140
245,36
245,37
245,38
245,39
245,40
245,41
245,42
245,43
245,44
245,45
245,46
245,47
245,48
245,49
245,50
245,51
245,52
245,53
245,54
245,55
245,56
245,57
245,58
245,59
245,60
245,61
245,62
245,63
245,64
245,65
245,66
245,67
245,68
245,69
245,70
245,77
245,84
245,91
245,98
245,105
245,112
245,119
245,126
245,133
245,140
69,36
69,37
69,38
69,39
69,40
69,41
69,42
69,43
69,44
69,45
69,46
69,47
69,48
69,49
69,50
69,51
69,52
69,53
69,54
69,55
69,56
69,57
69,58
69,59
69,60
69,61
69,62
69,63
69,64
69,65
69,66
69,67
69,68
69,69
69,70
69,77
69,84
69,91
69,98
69,105
69,112
69,119
69,126
69,133
69,140
194,36
194,37
194,38
194,39
194,40
194,41
194,42
194,43
194,44
194,45
194,46
194,47
194,48
194,49
194,50
194,51
194,52
194,53
194,54
194,55
194,56
194,57
194,58
194,59
194,60
194,61
194,62
194,63
194,64
194,65
194,66
194,67
194,68
194,69
194,70
194,77
194,84
194,91
194,98
194,105
194,112
194,119
194,126
194,133
194,140
198,36
198,37
198,38
198,39
198,40
198,41
198,42
198,43
198,44
198,45
198,46
198,47
198,48
198,49
198,50
198,51
198,52
198,53
198,54
198,55
198,56
198,57
198,58
198,59
198,60
198,61
198,62
198,63
198,64
198,65
198,66
198,67
198,68
198,69
198,70
198,77
198,84
198,91
198,98
198,105
198,112
198,119
198,126
198,133
198,140
56,36
56,37
56,38
56,39
56,40
56,41
56,42
56,43
56,44
56,45
56,46
56,47
56,48
56,49
56,50
56,51
56,52
56,53
56,54
56,55
56,56
56,57
56,58
56,59
56,60
56,61
56,62
56,63
56,64
56,65
56,66
56,67
56,68
56,69
56,70
56,77
56,84
56,91
56,98
56,105
56,112
56,119
56,126
56,133
56,140
225,36
225,37
225,38
225,39
225,40
225,41
225,42
225,43
225,44
225,45
225,46
225,47
225,48
225,49
225,50
225,51
225,52
225,53
225,54
225,55
225,56
225,57
225,58
225,59
225,60
225,61
225,62
225,63
225,64
225,65
225,66
225,67
225,68
225,69
225,70
225,77
225,84
225,91
225,98
225,105
225,112
225,119
225,126
225,133
225,140
17,36
17,37
17,38
17,39
17,40
17,41
17,42
17,43
17,44
17,45
17,46
17,47
17,48
17,49
17,50
17,51
17,52
17,53
17,54
17,55
17,56
17,57
17,58
17,59
17,60
17,61
17,62
17,63
17,64
17,65
17,66
17,67
17,68
17,69
17,70
17,77
17,84
17,91
17,98
17,105
17,112
17,119
17,126
17,133
17,140
137,36
137,37
137,38
137,39
137,40
137,41
137,42
137,43
137,44
137,45
137,46
137,47
137,48
137,49
137,50
137,51
137,52
137,53
137,54
137,55
137,56
137,57
137,58
137,59
137,60
137,61
137,62
137,63
137,64
137,65
137,66
137,67
137,68
137,69
137,70
137,77
137,84
137,91
137,98
137,105
137,112
137,119
137,126
137,133
137,140
188,36
188,37
188,38
188,39
188,40
188,41
188,42
188,43
188,44
188,45
188,46
188,47
188,48
188,49
188,50
188,51
188,52
188,53
188,54
188,55
188,56
188,57
188,58
188,59
188,60
188,61
188,62
188,63
188,64
188,65
188,66
188,67
188,68
188,69
188,70
188,77
188,84
188,91
188,98
188,105
188,112
188,119
188,126
188,133
188,140
216,36
216,37
216,38
216,39
216,40
216,41
216,42
216,43
216,44
216,45
216,46
216,47
216,48
216,49
216,50
216,51
216,52
216,53
216,54
216,55
216,56
216,57
216,58
216,59
216,60
216,61
216,62
216,63
216,64
216,65
216,66
216,67
216,68
216,69
216,70
216,77
216,84
216,91
216,98
216,105
216,112
216,119
216,126
216,133
216,140
37,36
37,37
37,38
37,39
37,40
37,41
37,42
37,43
37,44
37,45
37,46
37,47
37,48
37,49
37,50
37,51
37,52
37,53
37,54
37,55
37,56
37,57
37,58
37,59
37,60
37,61
37,62
37,63
37,64
37,65
37,66
37,67
37,68
37,69
37,70
37,77
37,84
37,91
37,98
37,105
37,112
37,119
37,126
37,133
37,140
31,36
31,37
31,38
31,39
31,40
31,41
31,42
31,43
31,44
31,45
31,46
31,47
31,48
31,49
31,50
31,51
31,52
31,53
31,54
31,55
31,56
31,57
31,58
31,59
31,60
31,61
31,62
31,63
31,64
31,65
31,66
31,67
31,68
31,69
31,70
31,77
31,84
31,91
31,98
31,105
31,112
31,119
31,126
31,133
31,140
53,36
53,37
53,38
53,39
53,40
53,41
53,42
53,43
53,44
53,45
53,46
53,47
53,48
53,49
53,50
53,51
53,52
53,53
53,54
53,55
53,56
53,57
53,58
53,59
53,60
53,61
53,62
53,63
53,64
53,65
53,66
53,67
53,68
53,69
53,70
53,77
53,84
53,91
53,98
53,105
53,112
53,119
53,126
53,133
53,140
185,36
185,37
185,38
185,39
185,40
185,41
185,42
185,43
185,44
185,45
185,46
185,47
185,48
185,49
185,50
185,51
185,52
185,53
185,54
185,55
185,56
185,57
185,58
185,59
185,60
185,61
185,62
185,63
185,64
185,65
185,66
185,67
185,68
185,69
185,70
185,77
185,84
185,91
185,98
185,105
185,112
185,119
185,126
185,133
185,140
129,36
129,37
129,38
129,39
129,40
129,41
129,42
129,43
129,44
129,45
129,46
129,47
129,48
129,49
129,50
129,51
129,52
129,53
129,54
129,55
129,56
129,57
129,58
129,59
129,60
129,61
129,62
129,63
129,64
129,65
129,66
129,67
129,68
129,69
129,70
129,77
129,84
129,91
129,98
129,105
129,112
129,119
129,126
129,133
129,140
266,36
266,37
266,38
266,39
266,40
266,41
266,42
266,43
266,44
266,45
266,46
266,47
266,48
266,49
266,50
266,51
266,52
266,53
266,54
266,55
266,56
266,57
266,58
266,59
266,60
266,61
266,62
266,63
266,64
266,65
266,66
266,67
266,68
266,69
266,70
266,77
266,84
266,91
266,98
266,105
266,112
266,119
266,126
266,133
266,140
241,36
241,37
241,38
241,39
241,40
241,41
241,42
241,43
241,44
241,45
241,46
241,47
241,48
241,49
241,50
241,51
241,52
241,53
241,54
241,55
241,56
241,57
241,58
241,59
241,60
241,61
241,62
241,63
241,64
241,65
241,66
241,67
241,68
241,69
241,70
241,77
241,84
241,91
241,98
241,105
241,112
241,119
241,126
241,133
241,140
10,36
10,37
10,38
10,39
10,40
10,41
10,42
10,43
10,44
10,45
10,46
10,47
10,48
10,49
10,50
10,51
10,52
10,53
10,54
10,55
10,56
10,57
10,58
10,59
10,60
10,61
10,62
10,63
10,64
10,65
10,66
10,67
10,68
10,69
10,70
10,77
10,84
10,91
10,98
10,105
10,112
10,119
10,126
10,133
10,140
48,36
48,37
48,38
48,39
48,40
48,41
48,42
48,43
48,44
48,45
48,46
48,47
48,48
48,49
48,50
48,51
48,52
48,53
48,54
48,55
48,56
48,57
48,58
48,59
48,60
48,61
48,62
48,63
48,64
48,65
48,66
48,67
48,68
48,69
48,70
48,77
48,84
48,91
48,98
48,105
48,112
48,119
48,126
48,133
48,140
199,36
199,37
199,38
199,39
199,40
199,41
199,42
199,43
199,44
199,45
199,46
199,47
199,48
199,49
199,50
199,51
199,52
199,53
199,54
199,55
199,56
199,57
199,58
199,59
199,60
199,61
199,62
199,63
199,64
199,65
199,66
199,67
199,68
199,69
199,70
199,77
199,84
199,91
199,98
199,105
199,112
199,119
199,126
199,133
199,140
235,36
235,37
235,38
235,39
235,40
235,41
235,42
235,43
235,44
235,45
235,46
235,47
235,48
235,49
235,50
235,51
235,52
235,53
235,54
235,55
235,56
235,57
235,58
235,59
235,60
235,61
235,62
235,63
235,64
235,65
235,66
235,67
235,68
235,69
235,70
235,77
235,84
235,91
235,98
235,105
235,112
235,119
235,126
235,133
235,140
166,36
166,37
166,38
166,39
166,40
166,41
166,42
166,43
166,44
166,45
166,46
166,47
166,48
166,49
166,50
166,51
166,52
166,53
166,54
166,55
166,56
166,57
166,58
166,59
166,60
166,61
166,62
166,63
166,64
166,65
166,66
166,67
166,68
166,69
166,70
166,77
166,84
166,91
166,98
166,105
166,112
166,119
166,126
166,133
166,140
171,36
171,37
171,38
171,39
171,40
171,42
171,43
171,44
171,45
171,46
171,47
171,49
171,50
171,51
171,52
171,53
171,54
171,56
171,57
171,58
171,59
171,60
171,61
171,63
171,64
171,65
171,66
171,67
171,68
171,70
171,77
171,84
171,91
171,98
171,105
171,112
171,119
171,126
171,133
171,140
163,36
163,37
163,38
163,39
163,40
163,41
163,42
163,43
163,44
163,45
163,46
163,47
163,48
163,49
163,50
163,51
163,52
163,53
163,54
163,55
163,56
163,57
163,58
163,59
163,60
163,61
163,62
163,63
163,64
163,65
163,66
163,67
163,68
163,69
163,70
163,77
163,84
163,91
163,98
163,105
163,112
163,119
163,126
163,133
163,140
195,36
195,37
195,38
195,39
195,40
195,41
195,42
195,43
195,44
195,45
195,46
195,47
195,48
195,49
195,50
195,51
195,52
195,53
195,54
195,55
195,56
195,57
195,58
195,59
195,60
195,61
195,62
195,63
195,64
195,65
195,66
195,67
195,68
195,69
195,70
195,77
195,84
195,91
195,98
195,105
195,112
195,119
195,126
195,133
195,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
89,58
89,59
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,77
89,84
89,91
89,98
89,105
89,112
89,119
89,126
89,133
89,140
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
89,50
89,51
89,52
89,53
89,54
89,55
89,56
89,57
