set,period,plant,line,shift,i_shift,capacity_type,work_day,max_capacity
0,69,72,,1.0,1,Pcs,1.0,60.0
0,70,72,,1.0,1,Pcs,1.0,420.0
0,70,72,,1.0,1,Pcs,1.0,420.0
0,77,72,,1.0,1,Pcs,1.0,420.0
0,77,72,,1.0,1,Pcs,1.0,420.0
0,84,72,,1.0,1,Pcs,1.0,420.0
0,84,72,,1.0,1,Pcs,1.0,420.0
0,91,72,,1.0,1,Pcs,1.0,420.0
0,91,72,,1.0,1,Pcs,1.0,420.0
0,98,72,,1.0,1,Pcs,1.0,420.0
0,98,72,,1.0,1,Pcs,1.0,420.0
0,105,72,,1.0,1,Pcs,1.0,420.0
0,105,72,,1.0,1,Pcs,1.0,420.0
0,112,72,,1.0,1,Pcs,1.0,420.0
0,112,72,,1.0,1,Pcs,1.0,420.0
0,119,72,,1.0,1,Pcs,1.0,420.0
0,119,72,,1.0,1,Pcs,1.0,420.0
0,126,72,,1.0,1,Pcs,1.0,420.0
0,126,72,,1.0,1,Pcs,1.0,420.0
0,133,72,,1.0,1,Pcs,1.0,420.0
0,133,72,,1.0,1,Pcs,1.0,420.0
1,36,4,,1.0,1,Pcs,1.0,400.0
1,37,4,,1.0,1,Pcs,1.0,400.0
1,38,4,,1.0,1,Pcs,1.0,400.0
1,39,4,,1.0,1,Pcs,1.0,400.0
1,40,4,,1.0,1,Pcs,1.0,400.0
1,41,4,,1.0,1,Pcs,0.0,0.0
1,42,4,,1.0,1,Pcs,1.0,400.0
1,43,4,,1.0,1,Pcs,1.0,400.0
1,44,4,,1.0,1,Pcs,1.0,400.0
1,45,4,,1.0,1,Pcs,1.0,400.0
1,46,4,,1.0,1,Pcs,1.0,400.0
1,47,4,,1.0,1,Pcs,1.0,400.0
1,48,4,,1.0,1,Pcs,0.0,0.0
1,49,4,,1.0,1,Pcs,1.0,400.0
1,50,4,,1.0,1,Pcs,1.0,400.0
1,51,4,,1.0,1,Pcs,1.0,400.0
1,52,4,,1.0,1,Pcs,1.0,400.0
1,53,4,,1.0,1,Pcs,1.0,400.0
1,54,4,,1.0,1,Pcs,1.0,400.0
1,55,4,,1.0,1,Pcs,0.0,0.0
1,56,4,,1.0,1,Pcs,1.0,400.0
1,57,4,,1.0,1,Pcs,1.0,400.0
1,58,4,,1.0,1,Pcs,1.0,400.0
1,59,4,,1.0,1,Pcs,1.0,400.0
1,60,4,,1.0,1,Pcs,1.0,400.0
1,61,4,,1.0,1,Pcs,1.0,400.0
1,62,4,,1.0,1,Pcs,0.0,0.0
1,63,4,,1.0,1,Pcs,1.0,400.0
1,64,4,,1.0,1,Pcs,1.0,400.0
1,65,4,,1.0,1,Pcs,1.0,400.0
1,66,4,,1.0,1,Pcs,1.0,400.0
1,67,4,,1.0,1,Pcs,1.0,400.0
1,68,4,,1.0,1,Pcs,1.0,400.0
1,69,4,,1.0,1,Pcs,0.0,0.0
1,70,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,77,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,84,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,91,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,98,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,105,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,112,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,119,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,126,4,,1.0,1,Pcs,0.8571428571428571,2400.0
1,133,4,,1.0,1,Pcs,1.0,2800.0
2,36,4,,1.0,1,Pcs,1.0,708.0
2,36,4,,1.0,1,Pcs,1.0,708.0
2,37,4,,1.0,1,Pcs,1.0,708.0
2,37,4,,1.0,1,Pcs,1.0,708.0
2,38,4,,1.0,1,Pcs,1.0,1500.0
2,38,4,,1.0,1,Pcs,1.0,1500.0
2,39,4,,1.0,1,Pcs,1.0,1500.0
2,39,4,,1.0,1,Pcs,1.0,1500.0
2,40,4,,1.0,1,Pcs,1.0,1500.0
2,40,4,,1.0,1,Pcs,1.0,1500.0
2,41,4,,1.0,1,Pcs,0.0,0.0
2,41,4,,1.0,1,Pcs,0.0,0.0
2,42,4,,1.0,1,Pcs,1.0,1500.0
2,42,4,,1.0,1,Pcs,1.0,1500.0
2,43,4,,1.0,1,Pcs,1.0,1500.0
2,43,4,,1.0,1,Pcs,1.0,1500.0
2,44,4,,1.0,1,Pcs,1.0,1500.0
2,44,4,,1.0,1,Pcs,1.0,1500.0
2,45,4,,1.0,1,Pcs,1.0,1500.0
2,45,4,,1.0,1,Pcs,1.0,1500.0
2,46,4,,1.0,1,Pcs,1.0,1500.0
2,46,4,,1.0,1,Pcs,1.0,1500.0
2,47,4,,1.0,1,Pcs,1.0,1500.0
2,47,4,,1.0,1,Pcs,1.0,1500.0
2,48,4,,1.0,1,Pcs,0.0,0.0
2,48,4,,1.0,1,Pcs,0.0,0.0
2,49,4,,1.0,1,Pcs,1.0,1500.0
2,49,4,,1.0,1,Pcs,1.0,1500.0
2,50,4,,1.0,1,Pcs,1.0,1500.0
2,50,4,,1.0,1,Pcs,1.0,1500.0
2,51,4,,1.0,1,Pcs,1.0,1500.0
2,51,4,,1.0,1,Pcs,1.0,1500.0
2,52,4,,1.0,1,Pcs,1.0,1500.0
2,52,4,,1.0,1,Pcs,1.0,1500.0
2,53,4,,1.0,1,Pcs,1.0,1500.0
2,53,4,,1.0,1,Pcs,1.0,1500.0
2,54,4,,1.0,1,Pcs,1.0,1500.0
2,54,4,,1.0,1,Pcs,1.0,1500.0
2,55,4,,1.0,1,Pcs,0.0,0.0
2,55,4,,1.0,1,Pcs,0.0,0.0
2,56,4,,1.0,1,Pcs,1.0,1500.0
2,56,4,,1.0,1,Pcs,1.0,1500.0
2,57,4,,1.0,1,Pcs,1.0,1500.0
2,57,4,,1.0,1,Pcs,1.0,1500.0
2,58,4,,1.0,1,Pcs,1.0,1500.0
2,58,4,,1.0,1,Pcs,1.0,1500.0
2,59,4,,1.0,1,Pcs,1.0,1500.0
2,59,4,,1.0,1,Pcs,1.0,1500.0
2,60,4,,1.0,1,Pcs,1.0,1500.0
2,60,4,,1.0,1,Pcs,1.0,1500.0
2,61,4,,1.0,1,Pcs,1.0,1500.0
2,61,4,,1.0,1,Pcs,1.0,1500.0
2,62,4,,1.0,1,Pcs,0.0,0.0
2,62,4,,1.0,1,Pcs,0.0,0.0
2,63,4,,1.0,1,Pcs,1.0,1500.0
2,63,4,,1.0,1,Pcs,1.0,1500.0
2,64,4,,1.0,1,Pcs,1.0,1500.0
2,64,4,,1.0,1,Pcs,1.0,1500.0
2,65,4,,1.0,1,Pcs,1.0,1500.0
2,65,4,,1.0,1,Pcs,1.0,1500.0
2,66,4,,1.0,1,Pcs,1.0,1500.0
2,66,4,,1.0,1,Pcs,1.0,1500.0
2,67,4,,1.0,1,Pcs,1.0,1500.0
2,67,4,,1.0,1,Pcs,1.0,1500.0
2,68,4,,1.0,1,Pcs,1.0,1500.0
2,68,4,,1.0,1,Pcs,1.0,1500.0
2,69,4,,1.0,1,Pcs,0.0,0.0
2,69,4,,1.0,1,Pcs,0.0,0.0
2,70,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,70,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,77,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,77,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,84,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,84,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,91,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,91,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,98,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,98,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,105,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,105,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,112,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,112,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,119,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,119,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,126,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,126,4,,1.0,1,Pcs,0.8571428571428571,9000.0
2,133,4,,1.0,1,Pcs,1.0,10500.0
2,133,4,,1.0,1,Pcs,1.0,10500.0
3,36,133,,1.0,1,Pcs,1.0,1500.0
3,37,133,,1.0,1,Pcs,1.0,1500.0
3,38,133,,1.0,1,Pcs,1.0,1500.0
3,39,133,,1.0,1,Pcs,1.0,708.0
3,40,133,,1.0,1,Pcs,1.0,708.0
3,41,133,,1.0,1,Pcs,0.0,0.0
3,42,133,,1.0,1,Pcs,1.0,708.0
3,43,133,,1.0,1,Pcs,1.0,708.0
3,44,133,,1.0,1,Pcs,1.0,1500.0
3,45,133,,1.0,1,Pcs,1.0,1500.0
3,46,133,,1.0,1,Pcs,1.0,1500.0
3,47,133,,1.0,1,Pcs,1.0,1500.0
3,48,133,,1.0,1,Pcs,0.0,0.0
3,49,133,,1.0,1,Pcs,1.0,1500.0
3,50,133,,1.0,1,Pcs,1.0,1500.0
3,51,133,,1.0,1,Pcs,1.0,1500.0
3,52,133,,1.0,1,Pcs,1.0,1500.0
3,53,133,,1.0,1,Pcs,1.0,1500.0
3,54,133,,1.0,1,Pcs,1.0,1500.0
3,55,133,,1.0,1,Pcs,0.0,0.0
3,56,133,,1.0,1,Pcs,1.0,1500.0
3,57,133,,1.0,1,Pcs,1.0,1500.0
3,58,133,,1.0,1,Pcs,1.0,1500.0
3,59,133,,1.0,1,Pcs,1.0,1500.0
3,60,133,,1.0,1,Pcs,1.0,1500.0
3,61,133,,1.0,1,Pcs,1.0,1500.0
3,62,133,,1.0,1,Pcs,0.0,0.0
3,63,133,,1.0,1,Pcs,1.0,1500.0
3,64,133,,1.0,1,Pcs,1.0,1500.0
3,65,133,,1.0,1,Pcs,1.0,1500.0
3,66,133,,1.0,1,Pcs,1.0,1500.0
3,67,133,,1.0,1,Pcs,1.0,1500.0
3,68,133,,1.0,1,Pcs,1.0,1500.0
3,69,133,,1.0,1,Pcs,0.0,0.0
3,70,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,77,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,84,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,91,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,98,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,105,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,112,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,119,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,126,133,,1.0,1,Pcs,0.8571428571428571,9000.0
3,133,133,,1.0,1,Pcs,1.0,10500.0
9,36,72,,1.0,1,Pcs,1.0,200.0
9,37,72,,1.0,1,Pcs,1.0,200.0
9,38,72,,1.0,1,Pcs,1.0,200.0
9,39,72,,1.0,1,Pcs,1.0,200.0
9,40,72,,1.0,1,Pcs,1.0,200.0
9,41,72,,1.0,1,Pcs,1.0,200.0
9,42,72,,1.0,1,Pcs,1.0,200.0
9,43,72,,1.0,1,Pcs,1.0,200.0
9,44,72,,1.0,1,Pcs,1.0,200.0
9,45,72,,1.0,1,Pcs,1.0,200.0
9,46,72,,1.0,1,Pcs,1.0,200.0
9,47,72,,1.0,1,Pcs,1.0,200.0
9,48,72,,1.0,1,Pcs,1.0,200.0
9,49,72,,1.0,1,Pcs,1.0,200.0
9,50,72,,1.0,1,Pcs,1.0,200.0
9,51,72,,1.0,1,Pcs,1.0,200.0
9,52,72,,1.0,1,Pcs,1.0,200.0
9,53,72,,1.0,1,Pcs,1.0,200.0
9,54,72,,1.0,1,Pcs,1.0,200.0
9,55,72,,1.0,1,Pcs,1.0,200.0
9,56,72,,1.0,1,Pcs,1.0,200.0
9,57,72,,1.0,1,Pcs,1.0,200.0
9,58,72,,1.0,1,Pcs,1.0,200.0
9,59,72,,1.0,1,Pcs,1.0,200.0
9,60,72,,1.0,1,Pcs,1.0,200.0
9,61,72,,1.0,1,Pcs,1.0,200.0
9,62,72,,1.0,1,Pcs,1.0,200.0
9,63,72,,1.0,1,Pcs,1.0,200.0
9,64,72,,1.0,1,Pcs,1.0,200.0
9,65,72,,1.0,1,Pcs,1.0,200.0
9,66,72,,1.0,1,Pcs,1.0,200.0
9,67,72,,1.0,1,Pcs,1.0,200.0
9,68,72,,1.0,1,Pcs,1.0,200.0
9,69,72,,1.0,1,Pcs,1.0,200.0
9,70,72,,1.0,1,Pcs,1.0,1400.0
9,77,72,,1.0,1,Pcs,1.0,1400.0
9,84,72,,1.0,1,Pcs,1.0,1400.0
9,91,72,,1.0,1,Pcs,1.0,1400.0
9,98,72,,1.0,1,Pcs,1.0,1400.0
9,105,72,,1.0,1,Pcs,1.0,1400.0
9,112,72,,1.0,1,Pcs,1.0,1400.0
9,119,72,,1.0,1,Pcs,1.0,1400.0
9,126,72,,1.0,1,Pcs,1.0,1400.0
9,133,72,,1.0,1,Pcs,1.0,1400.0
10,36,72,,1.0,1,Pcs,1.0,50.0
10,37,72,,1.0,1,Pcs,1.0,50.0
10,38,72,,1.0,1,Pcs,1.0,50.0
10,39,72,,1.0,1,Pcs,1.0,50.0
10,40,72,,1.0,1,Pcs,1.0,50.0
10,41,72,,1.0,1,Pcs,1.0,50.0
10,42,72,,1.0,1,Pcs,1.0,50.0
10,43,72,,1.0,1,Pcs,1.0,50.0
10,44,72,,1.0,1,Pcs,1.0,50.0
10,45,72,,1.0,1,Pcs,1.0,50.0
10,46,72,,1.0,1,Pcs,1.0,50.0
10,47,72,,1.0,1,Pcs,1.0,50.0
10,48,72,,1.0,1,Pcs,1.0,50.0
10,49,72,,1.0,1,Pcs,1.0,50.0
10,50,72,,1.0,1,Pcs,1.0,50.0
10,51,72,,1.0,1,Pcs,1.0,50.0
10,52,72,,1.0,1,Pcs,1.0,50.0
10,53,72,,1.0,1,Pcs,1.0,50.0
10,54,72,,1.0,1,Pcs,1.0,50.0
10,55,72,,1.0,1,Pcs,1.0,50.0
10,56,72,,1.0,1,Pcs,1.0,50.0
10,57,72,,1.0,1,Pcs,1.0,50.0
10,58,72,,1.0,1,Pcs,1.0,50.0
10,59,72,,1.0,1,Pcs,1.0,50.0
10,60,72,,1.0,1,Pcs,1.0,50.0
10,61,72,,1.0,1,Pcs,1.0,50.0
10,62,72,,1.0,1,Pcs,1.0,50.0
10,63,72,,1.0,1,Pcs,1.0,50.0
10,64,72,,1.0,1,Pcs,1.0,50.0
10,65,72,,1.0,1,Pcs,1.0,50.0
10,66,72,,1.0,1,Pcs,1.0,50.0
10,67,72,,1.0,1,Pcs,1.0,50.0
10,68,72,,1.0,1,Pcs,1.0,50.0
10,69,72,,1.0,1,Pcs,1.0,50.0
10,70,72,,1.0,1,Pcs,1.0,350.0
10,77,72,,1.0,1,Pcs,1.0,350.0
10,84,72,,1.0,1,Pcs,1.0,350.0
10,91,72,,1.0,1,Pcs,1.0,350.0
10,98,72,,1.0,1,Pcs,1.0,350.0
10,105,72,,1.0,1,Pcs,1.0,350.0
10,112,72,,1.0,1,Pcs,1.0,350.0
10,119,72,,1.0,1,Pcs,1.0,350.0
10,126,72,,1.0,1,Pcs,1.0,350.0
10,133,72,,1.0,1,Pcs,1.0,350.0
11,36,46,,1.0,1,Pcs,1.0,0.0
11,36,46,,1.0,1,Pcs,1.0,0.0
11,36,46,,1.0,1,Pcs,1.0,0.0
11,36,46,,1.0,1,Pcs,1.0,0.0
11,36,46,,1.0,1,Pcs,1.0,0.0
11,37,46,,1.0,1,Pcs,1.0,75.0
11,37,46,,1.0,1,Pcs,1.0,75.0
11,37,46,,1.0,1,Pcs,1.0,75.0
11,37,46,,1.0,1,Pcs,1.0,75.0
11,37,46,,1.0,1,Pcs,1.0,75.0
11,38,46,,1.0,1,Pcs,1.0,0.0
11,38,46,,1.0,1,Pcs,1.0,0.0
11,38,46,,1.0,1,Pcs,1.0,0.0
11,38,46,,1.0,1,Pcs,1.0,0.0
11,38,46,,1.0,1,Pcs,1.0,0.0
11,39,46,,1.0,1,Pcs,1.0,0.0
11,39,46,,1.0,1,Pcs,1.0,0.0
11,39,46,,1.0,1,Pcs,1.0,0.0
11,39,46,,1.0,1,Pcs,1.0,0.0
11,39,46,,1.0,1,Pcs,1.0,0.0
11,40,46,,1.0,1,Pcs,1.0,520.0
11,40,46,,1.0,1,Pcs,1.0,520.0
11,40,46,,1.0,1,Pcs,1.0,520.0
11,40,46,,1.0,1,Pcs,1.0,520.0
11,40,46,,1.0,1,Pcs,1.0,520.0
11,41,46,,1.0,1,Pcs,0.0,0.0
11,41,46,,1.0,1,Pcs,0.0,0.0
11,41,46,,1.0,1,Pcs,0.0,0.0
11,41,46,,1.0,1,Pcs,0.0,0.0
11,41,46,,1.0,1,Pcs,0.0,0.0
11,42,46,,1.0,1,Pcs,1.0,1300.0
11,42,46,,1.0,1,Pcs,1.0,1300.0
11,42,46,,1.0,1,Pcs,1.0,1300.0
11,42,46,,1.0,1,Pcs,1.0,1300.0
11,42,46,,1.0,1,Pcs,1.0,1300.0
11,43,46,,1.0,1,Pcs,1.0,544.0
11,43,46,,1.0,1,Pcs,1.0,544.0
11,43,46,,1.0,1,Pcs,1.0,544.0
11,43,46,,1.0,1,Pcs,1.0,544.0
11,43,46,,1.0,1,Pcs,1.0,544.0
11,44,46,,1.0,1,Pcs,1.0,1700.0
11,44,46,,1.0,1,Pcs,1.0,1700.0
11,44,46,,1.0,1,Pcs,1.0,1700.0
11,44,46,,1.0,1,Pcs,1.0,1700.0
11,44,46,,1.0,1,Pcs,1.0,1700.0
11,45,46,,1.0,1,Pcs,1.0,1800.0
11,45,46,,1.0,1,Pcs,1.0,1800.0
11,45,46,,1.0,1,Pcs,1.0,1800.0
11,45,46,,1.0,1,Pcs,1.0,1800.0
11,45,46,,1.0,1,Pcs,1.0,1800.0
11,46,46,,1.0,1,Pcs,1.0,1400.0
11,46,46,,1.0,1,Pcs,1.0,1400.0
11,46,46,,1.0,1,Pcs,1.0,1400.0
11,46,46,,1.0,1,Pcs,1.0,1400.0
11,46,46,,1.0,1,Pcs,1.0,1400.0
11,47,46,,1.0,1,Pcs,1.0,1800.0
11,47,46,,1.0,1,Pcs,1.0,1800.0
11,47,46,,1.0,1,Pcs,1.0,1800.0
11,47,46,,1.0,1,Pcs,1.0,1800.0
11,47,46,,1.0,1,Pcs,1.0,1800.0
11,48,46,,1.0,1,Pcs,0.0,0.0
11,48,46,,1.0,1,Pcs,0.0,0.0
11,48,46,,1.0,1,Pcs,0.0,0.0
11,48,46,,1.0,1,Pcs,0.0,0.0
11,48,46,,1.0,1,Pcs,0.0,0.0
11,49,46,,1.0,1,Pcs,1.0,400.0
11,49,46,,1.0,1,Pcs,1.0,400.0
11,49,46,,1.0,1,Pcs,1.0,400.0
11,49,46,,1.0,1,Pcs,1.0,400.0
11,49,46,,1.0,1,Pcs,1.0,400.0
11,50,46,,1.0,1,Pcs,1.0,1800.0
11,50,46,,1.0,1,Pcs,1.0,1800.0
11,50,46,,1.0,1,Pcs,1.0,1800.0
11,50,46,,1.0,1,Pcs,1.0,1800.0
11,50,46,,1.0,1,Pcs,1.0,1800.0
11,51,46,,1.0,1,Pcs,1.0,2800.0
11,51,46,,1.0,1,Pcs,1.0,2800.0
11,51,46,,1.0,1,Pcs,1.0,2800.0
11,51,46,,1.0,1,Pcs,1.0,2800.0
11,51,46,,1.0,1,Pcs,1.0,2800.0
11,52,46,,1.0,1,Pcs,1.0,2800.0
11,52,46,,1.0,1,Pcs,1.0,2800.0
11,52,46,,1.0,1,Pcs,1.0,2800.0
11,52,46,,1.0,1,Pcs,1.0,2800.0
11,52,46,,1.0,1,Pcs,1.0,2800.0
11,53,46,,1.0,1,Pcs,1.0,2800.0
11,53,46,,1.0,1,Pcs,1.0,2800.0
11,53,46,,1.0,1,Pcs,1.0,2800.0
11,53,46,,1.0,1,Pcs,1.0,2800.0
11,53,46,,1.0,1,Pcs,1.0,2800.0
11,54,46,,1.0,1,Pcs,1.0,2800.0
11,54,46,,1.0,1,Pcs,1.0,2800.0
11,54,46,,1.0,1,Pcs,1.0,2800.0
11,54,46,,1.0,1,Pcs,1.0,2800.0
11,54,46,,1.0,1,Pcs,1.0,2800.0
11,55,46,,1.0,1,Pcs,0.0,0.0
11,55,46,,1.0,1,Pcs,0.0,0.0
11,55,46,,1.0,1,Pcs,0.0,0.0
11,55,46,,1.0,1,Pcs,0.0,0.0
11,55,46,,1.0,1,Pcs,0.0,0.0
11,56,46,,1.0,1,Pcs,1.0,2800.0
11,56,46,,1.0,1,Pcs,1.0,2800.0
11,56,46,,1.0,1,Pcs,1.0,2800.0
11,56,46,,1.0,1,Pcs,1.0,2800.0
11,56,46,,1.0,1,Pcs,1.0,2800.0
11,57,46,,1.0,1,Pcs,1.0,2800.0
11,57,46,,1.0,1,Pcs,1.0,2800.0
11,57,46,,1.0,1,Pcs,1.0,2800.0
11,57,46,,1.0,1,Pcs,1.0,2800.0
11,57,46,,1.0,1,Pcs,1.0,2800.0
11,58,46,,1.0,1,Pcs,1.0,2800.0
11,58,46,,1.0,1,Pcs,1.0,2800.0
11,58,46,,1.0,1,Pcs,1.0,2800.0
11,58,46,,1.0,1,Pcs,1.0,2800.0
11,58,46,,1.0,1,Pcs,1.0,2800.0
11,59,46,,1.0,1,Pcs,1.0,2800.0
11,59,46,,1.0,1,Pcs,1.0,2800.0
11,59,46,,1.0,1,Pcs,1.0,2800.0
11,59,46,,1.0,1,Pcs,1.0,2800.0
11,59,46,,1.0,1,Pcs,1.0,2800.0
11,60,46,,1.0,1,Pcs,1.0,2800.0
11,60,46,,1.0,1,Pcs,1.0,2800.0
11,60,46,,1.0,1,Pcs,1.0,2800.0
11,60,46,,1.0,1,Pcs,1.0,2800.0
11,60,46,,1.0,1,Pcs,1.0,2800.0
11,61,46,,1.0,1,Pcs,1.0,2800.0
11,61,46,,1.0,1,Pcs,1.0,2800.0
11,61,46,,1.0,1,Pcs,1.0,2800.0
11,61,46,,1.0,1,Pcs,1.0,2800.0
11,61,46,,1.0,1,Pcs,1.0,2800.0
11,62,46,,1.0,1,Pcs,0.0,0.0
11,62,46,,1.0,1,Pcs,0.0,0.0
11,62,46,,1.0,1,Pcs,0.0,0.0
11,62,46,,1.0,1,Pcs,0.0,0.0
11,62,46,,1.0,1,Pcs,0.0,0.0
11,63,46,,1.0,1,Pcs,1.0,2800.0
11,63,46,,1.0,1,Pcs,1.0,2800.0
11,63,46,,1.0,1,Pcs,1.0,2800.0
11,63,46,,1.0,1,Pcs,1.0,2800.0
11,63,46,,1.0,1,Pcs,1.0,2800.0
11,64,46,,1.0,1,Pcs,1.0,2800.0
11,64,46,,1.0,1,Pcs,1.0,2800.0
11,64,46,,1.0,1,Pcs,1.0,2800.0
11,64,46,,1.0,1,Pcs,1.0,2800.0
11,64,46,,1.0,1,Pcs,1.0,2800.0
11,65,46,,1.0,1,Pcs,1.0,2800.0
11,65,46,,1.0,1,Pcs,1.0,2800.0
11,65,46,,1.0,1,Pcs,1.0,2800.0
11,65,46,,1.0,1,Pcs,1.0,2800.0
11,65,46,,1.0,1,Pcs,1.0,2800.0
11,66,46,,1.0,1,Pcs,1.0,2800.0
11,66,46,,1.0,1,Pcs,1.0,2800.0
11,66,46,,1.0,1,Pcs,1.0,2800.0
11,66,46,,1.0,1,Pcs,1.0,2800.0
11,66,46,,1.0,1,Pcs,1.0,2800.0
11,67,46,,1.0,1,Pcs,1.0,2800.0
11,67,46,,1.0,1,Pcs,1.0,2800.0
11,67,46,,1.0,1,Pcs,1.0,2800.0
11,67,46,,1.0,1,Pcs,1.0,2800.0
11,67,46,,1.0,1,Pcs,1.0,2800.0
11,68,46,,1.0,1,Pcs,1.0,2800.0
11,68,46,,1.0,1,Pcs,1.0,2800.0
11,68,46,,1.0,1,Pcs,1.0,2800.0
11,68,46,,1.0,1,Pcs,1.0,2800.0
11,68,46,,1.0,1,Pcs,1.0,2800.0
11,69,46,,1.0,1,Pcs,0.0,0.0
11,69,46,,1.0,1,Pcs,0.0,0.0
