qty,plant,assembly,component
1.0,62,4076,3660
1.0,211,4072,3660
1.0,211,4063,3660
1.0,211,4062,3660
1.0,211,4060,3660
1.0,62,4059,3660
1.0,62,4058,3660
1.0,62,4047,3660
1.0,62,4046,3660
1.0,62,4037,3660
1.0,210,4035,3660
1.0,210,4034,3660
1.0,210,4033,3660
1.0,210,4032,3660
1.0,210,4031,3660
1.0,210,4030,3660
1.0,61,4015,3660
1.0,61,4014,3660
1.0,61,3979,3660
1.0,61,3974,3660
1.0,61,3962,3660
1.0,210,3957,3660
1.0,61,3957,3660
1.0,61,3949,3660
1.0,153,3948,3660
1.0,150,3948,3660
1.0,61,3947,3660
1.0,61,3946,3660
1.0,61,3926,3660
1.0,61,3924,3660
1.0,61,3922,3660
1.0,60,3922,3660
1.0,61,3917,3660
1.0,62,4081,3644
1.0,211,4080,3644
1.0,62,4056,3644
1.0,62,4054,3644
1.0,61,3979,3644
1.0,61,3974,3644
6.0,62,4081,3598
3.0,62,4036,3598
3.0,61,3979,3598
1.0,62,4081,3480
1.0,62,4076,3480
1.0,62,4059,3480
1.0,62,4058,3480
1.0,62,4047,3480
1.0,62,4046,3480
1.0,62,4045,3480
1.0,62,4044,3480
1.0,62,4037,3480
1.0,61,4015,3480
1.0,61,4014,3480
1.0,62,4081,3341
1.0,62,4076,3341
1.0,62,4059,3341
1.0,62,4058,3341
1.0,62,4047,3341
1.0,62,4046,3341
1.0,62,4037,3341
1.0,61,4015,3341
1.0,61,4014,3341
1.0,61,3962,3341
1.0,150,3925,3341
1.0,61,3925,3341
1.0,61,3922,3341
1.0,60,3922,3341
1.0,150,3909,3341
1.0,61,3909,3341
1.0,62,4081,3030
1.0,62,4076,3030
1.0,62,4059,3030
1.0,62,4058,3030
1.0,62,4047,3030
1.0,62,4046,3030
1.0,62,4037,3030
1.0,61,4015,3030
1.0,61,4014,3030
1.0,62,4081,2892
1.0,62,4081,2886
2.0,231,471,2886
2.0,231,469,2886
1.0,69,463,2886
2.0,69,460,2886
1.0,69,459,2886
1.0,62,4081,2881
1.0,62,4056,2881
1.0,62,4054,2881
1.0,62,4029,2881
1.0,133,520,2881
1.0,62,4081,2847
1.0,62,4076,2847
1.0,62,4059,2847
1.0,62,4058,2847
1.0,62,4047,2847
1.0,62,4046,2847
2.0,62,4045,2847
2.0,62,4044,2847
1.0,62,4037,2847
1.0,61,4015,2847
1.0,61,4014,2847
2.0,70,467,2847
2.0,70,455,2847
1.0,62,4081,2779
2.0,62,4036,2779
2.0,62,4027,2779
2.0,62,4025,2779
2.0,62,4024,2779
2.0,62,4023,2779
2.0,62,4022,2779
2.0,62,4021,2779
2.0,62,4020,2779
2.0,62,4019,2779
2.0,62,4018,2779
1.0,68,831,2779
1.0,70,578,2779
1.0,70,577,2779
1.0,70,575,2779
1.0,72,570,2779
1.0,72,569,2779
1.0,62,4081,2735
1.0,181,111,2735
1.0,46,111,2735
2.0,62,4081,2729
2.0,62,4076,2729
2.0,62,4059,2729
2.0,62,4058,2729
2.0,62,4047,2729
2.0,62,4046,2729
2.0,62,4037,2729
2.0,61,4015,2729
2.0,61,4014,2729
3.0,62,4081,2690
3.0,62,4076,2690
2.0,62,4066,2690
3.0,62,4059,2690
3.0,62,4058,2690
1.0,62,4056,2690
1.0,62,4054,2690
3.0,62,4047,2690
3.0,62,4046,2690
3.0,62,4037,2690
3.0,61,4015,2690
3.0,61,4014,2690
1.0,62,4081,2682
1.0,62,4076,2682
1.0,62,4059,2682
1.0,62,4058,2682
1.0,62,4047,2682
1.0,62,4046,2682
1.0,62,4037,2682
1.0,61,4015,2682
1.0,61,4014,2682
1.0,62,4081,2632
1.0,62,4076,2632
1.0,62,4059,2632
1.0,62,4058,2632
1.0,62,4047,2632
1.0,62,4046,2632
1.0,62,4037,2632
8.0,62,4036,2632
8.0,62,4027,2632
8.0,62,4025,2632
8.0,62,4024,2632
8.0,62,4023,2632
8.0,62,4022,2632
8.0,62,4021,2632
8.0,62,4020,2632
8.0,62,4019,2632
8.0,62,4018,2632
1.0,61,4015,2632
1.0,61,4014,2632
1.0,70,578,2632
1.0,70,577,2632
1.0,70,575,2632
3.0,181,544,2632
2.0,70,446,2632
1.0,181,144,2632
1.0,181,111,2632
1.0,181,111,2632
1.0,46,111,2632
1.0,46,111,2632
2.0,261,110,2632
1.0,261,110,2632
2.0,181,110,2632
1.0,181,110,2632
2.0,80,110,2632
1.0,80,110,2632
2.0,46,110,2632
1.0,46,110,2632
7.0,261,106,2632
2.0,261,106,2632
7.0,168,106,2632
2.0,168,106,2632
1.0,62,4081,2623
2.0,62,4081,2617
2.0,62,4076,2617
2.0,62,4059,2617
2.0,62,4058,2617
2.0,62,4047,2617
2.0,62,4046,2617
2.0,62,4037,2617
2.0,62,4027,2617
2.0,62,4025,2617
2.0,62,4024,2617
2.0,62,4023,2617
2.0,62,4022,2617
2.0,62,4021,2617
2.0,62,4020,2617
2.0,62,4019,2617
2.0,62,4018,2617
2.0,61,4015,2617
2.0,61,4014,2617
2.0,231,826,2617
9.0,68,825,2617
9.0,72,587,2617
9.0,72,586,2617
6.0,72,553,2617
7.0,181,544,2617
3.0,181,144,2617
4.0,181,111,2617
4.0,46,111,2617
1.0,261,110,2617
1.0,181,110,2617
1.0,80,110,2617
1.0,46,110,2617
11.0,261,106,2617
11.0,168,106,2617
1.0,181,98,2617
1.0,46,98,2617
1.0,62,4081,2596
1.0,62,4081,2560
1.0,62,4076,2560
1.0,62,4059,2560
1.0,62,4058,2560
1.0,62,4047,2560
1.0,62,4046,2560
4.0,210,4039,2560
1.0,62,4037,2560
1.0,62,4036,2560
1.0,62,4027,2560
1.0,62,4025,2560
1.0,62,4024,2560
1.0,62,4023,2560
1.0,62,4022,2560
1.0,62,4021,2560
1.0,62,4020,2560
1.0,62,4019,2560
1.0,62,4018,2560
1.0,61,4015,2560
1.0,61,4014,2560
1.0,62,4081,2286
1.0,62,4076,2286
1.0,62,4066,2286
1.0,62,4059,2286
1.0,62,4058,2286
1.0,62,4056,2286
1.0,62,4047,2286
1.0,62,4046,2286
1.0,62,4040,2286
1.0,62,4037,2286
1.0,62,4036,2286
1.0,62,4029,2286
1.0,62,4027,2286
1.0,62,4025,2286
1.0,62,4024,2286
1.0,62,4023,2286
1.0,62,4022,2286
1.0,62,4021,2286
1.0,62,4020,2286
1.0,62,4019,2286
1.0,62,4018,2286
1.0,61,4015,2286
1.0,61,4014,2286
1.0,61,3962,2286
1.0,61,3949,2286
1.0,61,3947,2286
1.0,61,3946,2286
1.0,61,3926,2286
1.0,150,3925,2286
1.0,61,3925,2286
1.0,61,3924,2286
1.0,61,3922,2286
1.0,60,3922,2286
1.0,61,3917,2286
1.0,150,3909,2286
1.0,61,3909,2286
1.0,62,4081,2282
1.0,62,4045,2282
1.0,62,4044,2282
2.0,263,4043,2282
2.0,263,4042,2282
1.0,62,4040,2282
1.0,62,4036,2282
1.0,62,4027,2282
1.0,62,4025,2282
1.0,62,4024,2282
1.0,62,4023,2282
1.0,62,4022,2282
1.0,62,4021,2282
1.0,62,4020,2282
1.0,62,4019,2282
1.0,62,4018,2282
2.0,210,3980,2282
2.0,60,3980,2282
2.0,210,3953,2282
2.0,61,3953,2282
2.0,60,3953,2282
2.0,210,3934,2282
2.0,153,3934,2282
2.0,61,3934,2282
2.0,60,3934,2282
2.0,210,3933,2282
2.0,61,3933,2282
2.0,60,3933,2282
2.0,210,3932,2282
2.0,61,3932,2282
2.0,60,3932,2282
2.0,210,3912,2282
2.0,60,3912,2282
2.0,210,3910,2282
2.0,60,3910,2282
2.0,210,3906,2282
2.0,60,3906,2282
2.0,210,3902,2282
2.0,60,3902,2282
2.0,210,3900,2282
2.0,60,3900,2282
1.0,211,4080,3809
1.0,61,3979,3809
1.0,211,4080,3645
1.0,211,4063,3645
1.0,211,4062,3645
1.0,211,4060,3645
1.0,62,4027,3645
1.0,62,4023,3645
1.0,62,4022,3645
1.0,61,3979,3645
1.0,211,4080,3641
1.0,211,4072,3641
1.0,211,4063,3641
1.0,211,4062,3641
1.0,211,4060,3641
1.0,210,4035,3641
1.0,210,4034,3641
1.0,210,4033,3641
1.0,210,4032,3641
1.0,210,4031,3641
1.0,210,4030,3641
1.0,210,3957,3641
1.0,61,3957,3641
1.0,210,3953,3641
1.0,61,3953,3641
1.0,60,3953,3641
1.0,210,3952,3641
1.0,150,3952,3641
1.0,60,3952,3641
1.0,153,3948,3641
1.0,150,3948,3641
1.0,210,3934,3641
1.0,153,3934,3641
1.0,61,3934,3641
1.0,60,3934,3641
1.0,210,3933,3641
1.0,61,3933,3641
1.0,60,3933,3641
1.0,210,3932,3641
1.0,61,3932,3641
1.0,60,3932,3641
3.0,211,4080,3596
3.0,62,4076,3596
3.0,211,4072,3596
3.0,62,4066,3596
3.0,211,4063,3596
3.0,211,4062,3596
3.0,211,4060,3596
3.0,62,4059,3596
3.0,62,4058,3596
3.0,62,4047,3596
3.0,62,4046,3596
1.0,62,4045,3596
1.0,62,4044,3596
3.0,263,4043,3596
3.0,263,4042,3596
3.0,62,4040,3596
3.0,62,4037,3596
3.0,210,4035,3596
3.0,210,4034,3596
3.0,210,4033,3596
3.0,210,4032,3596
3.0,210,4031,3596
3.0,210,4030,3596
3.0,62,4027,3596
3.0,62,4025,3596
3.0,62,4024,3596
3.0,62,4023,3596
3.0,62,4022,3596
3.0,62,4021,3596
3.0,62,4020,3596
3.0,62,4019,3596
3.0,62,4018,3596
3.0,61,4015,3596
3.0,61,4014,3596
4.0,61,3962,3596
3.0,210,3957,3596
3.0,61,3957,3596
2.0,210,3953,3596
2.0,61,3953,3596
2.0,60,3953,3596
1.0,210,3952,3596
1.0,150,3952,3596
1.0,60,3952,3596
4.0,61,3949,3596
4.0,61,3947,3596
4.0,61,3946,3596
1.0,210,3943,3596
1.0,61,3943,3596
1.0,210,3940,3596
1.0,61,3940,3596
2.0,210,3934,3596
2.0,153,3934,3596
2.0,61,3934,3596
2.0,60,3934,3596
2.0,210,3933,3596
2.0,61,3933,3596
2.0,60,3933,3596
2.0,210,3932,3596
2.0,61,3932,3596
2.0,60,3932,3596
4.0,61,3926,3596
3.0,150,3925,3596
3.0,61,3925,3596
4.0,61,3924,3596
4.0,61,3922,3596
4.0,60,3922,3596
1.0,210,3921,3596
1.0,150,3921,3596
1.0,60,3921,3596
4.0,61,3917,3596
3.0,150,3909,3596
3.0,61,3909,3596
3.0,61,3904,3596
3.0,60,3904,3596
2.0,181,144,3596
1.0,181,144,3596
1.0,181,111,3596
1.0,181,111,3596
1.0,46,111,3596
1.0,46,111,3596
1.0,261,110,3596
1.0,261,110,3596
1.0,181,110,3596
1.0,181,110,3596
1.0,80,110,3596
1.0,80,110,3596
1.0,46,110,3596
1.0,46,110,3596
1.0,181,98,3596
1.0,181,98,3596
1.0,46,98,3596
1.0,46,98,3596
4.0,211,4080,3591
3.0,62,4076,3591
4.0,211,4072,3591
4.0,211,4063,3591
4.0,211,4062,3591
4.0,211,4060,3591
3.0,62,4059,3591
3.0,62,4058,3591
3.0,62,4047,3591
3.0,62,4046,3591
3.0,62,4045,3591
3.0,62,4044,3591
2.0,263,4043,3591
2.0,263,4042,3591
4.0,62,4040,3591
3.0,62,4037,3591
4.0,210,4035,3591
4.0,210,4034,3591
4.0,210,4033,3591
4.0,210,4032,3591
4.0,210,4031,3591
4.0,210,4030,3591
4.0,62,4027,3591
4.0,62,4025,3591
4.0,62,4024,3591
4.0,62,4023,3591
4.0,62,4022,3591
4.0,62,4021,3591
4.0,62,4020,3591
4.0,62,4019,3591
4.0,62,4018,3591
3.0,61,4015,3591
3.0,61,4014,3591
4.0,210,3980,3591
4.0,60,3980,3591
4.0,61,3979,3591
4.0,210,3957,3591
4.0,61,3957,3591
2.0,210,3952,3591
2.0,150,3952,3591
2.0,60,3952,3591
1.0,61,3949,3591
1.0,61,3947,3591
1.0,61,3946,3591
3.0,210,3943,3591
3.0,61,3943,3591
3.0,210,3940,3591
3.0,61,3940,3591
1.0,61,3926,3591
3.0,150,3925,3591
3.0,61,3925,3591
1.0,61,3924,3591
2.0,210,3921,3591
2.0,150,3921,3591
2.0,60,3921,3591
1.0,61,3917,3591
4.0,210,3912,3591
4.0,60,3912,3591
4.0,210,3910,3591
4.0,60,3910,3591
3.0,150,3909,3591
3.0,61,3909,3591
4.0,210,3906,3591
4.0,60,3906,3591
4.0,61,3904,3591
4.0,60,3904,3591
4.0,210,3902,3591
4.0,60,3902,3591
4.0,210,3900,3591
4.0,60,3900,3591
1.0,211,4080,3538
1.0,62,4027,3538
1.0,62,4023,3538
1.0,62,4022,3538
1.0,61,3979,3538
1.0,72,568,3538
1.0,4,506,3538
1.0,4,505,3538
1.0,133,504,3538
1.0,4,504,3538
1.0,72,494,3538
1.0,72,491,3538
1.0,72,490,3538
1.0,133,486,3538
5.0,70,449,3538
1.0,231,155,3538
1.0,231,154,3538
1.0,211,4080,3424
1.0,61,3979,3424
6.0,211,4080,3420
6.0,61,3979,3420
4.0,235,800,3420
4.0,235,799,3420
4.0,72,513,3420
4.0,72,512,3420
4.0,133,493,3420
1.0,72,473,3420
1.0,72,465,3420
1.0,72,464,3420
8.0,69,463,3420
8.0,69,459,3420
1.0,70,449,3420
1.0,211,4080,3354
1.0,61,3979,3354
1.0,210,3957,3354
1.0,61,3957,3354
1.0,211,4080,3348
1.0,61,3979,3348
1.0,211,4080,3346
1.0,211,4072,3346
1.0,211,4063,3346
1.0,211,4062,3346
1.0,211,4060,3346
1.0,62,4040,3346
1.0,62,4036,3346
1.0,210,4035,3346
1.0,210,4034,3346
1.0,210,4033,3346
1.0,210,4032,3346
1.0,210,4031,3346
1.0,210,4030,3346
1.0,62,4027,3346
1.0,62,4025,3346
1.0,62,4024,3346
1.0,62,4023,3346
1.0,62,4022,3346
1.0,62,4021,3346
1.0,62,4020,3346
1.0,62,4019,3346
1.0,62,4018,3346
1.0,61,3979,3346
1.0,210,3957,3346
1.0,61,3957,3346
1.0,211,4080,3324
1.0,211,4072,3324
1.0,62,4066,3324
1.0,211,4063,3324
1.0,211,4062,3324
1.0,211,4060,3324
1.0,263,4043,3324
1.0,263,4042,3324
1.0,210,4035,3324
1.0,210,4034,3324
1.0,210,4033,3324
1.0,210,4032,3324
1.0,210,4031,3324
1.0,210,4030,3324
1.0,61,3979,3324
1.0,210,3957,3324
1.0,61,3957,3324
1.0,68,831,3324
1.0,231,826,3324
4.0,68,825,3324
4.0,72,587,3324
4.0,72,586,3324
2.0,70,578,3324
2.0,70,577,3324
2.0,70,575,3324
1.0,72,570,3324
1.0,72,569,3324
1.0,133,565,3324
1.0,72,565,3324
1.0,133,564,3324
1.0,72,564,3324
1.0,72,553,3324
1.0,11,550,3324
1.0,11,549,3324
1.0,11,547,3324
1.0,4,536,3324
1.0,72,531,3324
4.0,72,529,3324
1.0,72,521,3324
1.0,133,520,3324
1.0,133,518,3324
1.0,133,517,3324
1.0,72,516,3324
1.0,72,491,3324
1.0,72,490,3324
1.0,72,474,3324
2.0,72,473,3324
2.0,72,465,3324
2.0,72,464,3324
2.0,72,457,3324
2.0,70,446,3324
5.0,211,4080,2661
5.0,211,4072,2661
5.0,211,4063,2661
5.0,211,4062,2661
5.0,211,4060,2661
5.0,210,4035,2661
5.0,210,4034,2661
5.0,210,4033,2661
5.0,210,4032,2661
5.0,210,4031,2661
5.0,210,4030,2661
2.0,72,473,2661
2.0,72,465,2661
2.0,72,464,2661
4.0,69,463,2661
4.0,69,459,2661
2.0,62,4076,3890
2.0,62,4059,3890
2.0,62,4058,3890
2.0,62,4047,3890
2.0,62,4046,3890
2.0,62,4037,3890
2.0,61,4015,3890
2.0,61,4014,3890
1.0,62,4076,3861
1.0,62,4059,3861
1.0,62,4058,3861
1.0,62,4056,3861
1.0,62,4054,3861
1.0,62,4047,3861
1.0,62,4046,3861
1.0,62,4037,3861
1.0,61,4015,3861
1.0,61,4014,3861
1.0,210,3964,3861
1.0,61,3964,3861
1.0,61,3962,3861
1.0,210,3953,3861
1.0,61,3953,3861
1.0,60,3953,3861
1.0,210,3952,3861
1.0,150,3952,3861
1.0,60,3952,3861
1.0,153,3948,3861
1.0,150,3948,3861
1.0,210,3934,3861
1.0,153,3934,3861
1.0,61,3934,3861
1.0,60,3934,3861
1.0,210,3933,3861
1.0,61,3933,3861
1.0,60,3933,3861
1.0,210,3932,3861
1.0,61,3932,3861
1.0,60,3932,3861
1.0,61,3922,3861
1.0,60,3922,3861
1.0,210,3921,3861
1.0,150,3921,3861
1.0,60,3921,3861
1.0,61,3904,3861
1.0,60,3904,3861
1.0,62,4076,3663
1.0,62,4059,3663
1.0,62,4058,3663
1.0,62,4047,3663
1.0,62,4046,3663
1.0,62,4037,3663
1.0,62,4029,3663
1.0,61,4015,3663
1.0,61,4014,3663
1.0,62,4076,3643
1.0,62,4059,3643
1.0,62,4058,3643
1.0,62,4047,3643
1.0,62,4046,3643
1.0,62,4045,3643
1.0,62,4044,3643
1.0,263,4043,3643
1.0,263,4042,3643
1.0,62,4037,3643
1.0,62,4036,3643
1.0,62,4029,3643
1.0,61,4015,3643
1.0,61,4014,3643
1.0,210,3964,3643
1.0,61,3964,3643
1.0,61,3962,3643
1.0,210,3957,3643
1.0,61,3957,3643
1.0,153,3954,3643
1.0,61,3954,3643
1.0,210,3953,3643
1.0,61,3953,3643
1.0,60,3953,3643
1.0,210,3952,3643
1.0,150,3952,3643
1.0,60,3952,3643
1.0,153,3948,3643
1.0,150,3948,3643
1.0,210,3943,3643
1.0,61,3943,3643
1.0,210,3940,3643
1.0,61,3940,3643
1.0,210,3934,3643
1.0,153,3934,3643
1.0,61,3934,3643
1.0,60,3934,3643
1.0,210,3933,3643
1.0,61,3933,3643
1.0,60,3933,3643
1.0,210,3932,3643
1.0,61,3932,3643
1.0,60,3932,3643
1.0,150,3925,3643
1.0,61,3925,3643
1.0,61,3922,3643
1.0,60,3922,3643
1.0,210,3921,3643
1.0,150,3921,3643
1.0,60,3921,3643
1.0,150,3909,3643
1.0,61,3909,3643
1.0,61,3904,3643
1.0,60,3904,3643
1.0,62,4076,3233
1.0,62,4059,3233
1.0,62,4058,3233
1.0,62,4047,3233
1.0,62,4046,3233
1.0,61,4015,3233
1.0,61,4014,3233
1.0,62,4076,2897
1.0,62,4059,2897
1.0,62,4058,2897
1.0,62,4047,2897
1.0,62,4046,2897
1.0,62,4037,2897
1.0,61,4015,2897
1.0,61,4014,2897
2.0,62,4076,2894
2.0,62,4059,2894
2.0,62,4058,2894
2.0,62,4047,2894
2.0,62,4046,2894
2.0,62,4037,2894
2.0,61,4015,2894
2.0,61,4014,2894
1.0,62,4076,2838
1.0,62,4059,2838
1.0,62,4058,2838
1.0,62,4047,2838
1.0,62,4046,2838
1.0,62,4037,2838
1.0,61,4015,2838
1.0,61,4014,2838
1.0,62,4076,2778
5.0,62,4066,2778
1.0,62,4059,2778
1.0,62,4058,2778
1.0,62,4047,2778
1.0,62,4046,2778
3.0,62,4040,2778
1.0,62,4037,2778
1.0,61,4015,2778
1.0,61,4014,2778
1.0,231,826,2778
3.0,68,825,2778
3.0,68,820,2778
3.0,68,819,2778
1.0,235,791,2778
1.0,231,791,2778
3.0,72,587,2778
3.0,72,586,2778
1.0,72,579,2778
2.0,4,556,2778
1.0,11,550,2778
1.0,11,549,2778
3.0,72,529,2778
3.0,133,524,2778
3.0,72,524,2778
3.0,133,523,2778
3.0,72,523,2778
1.0,72,495,2778
1.0,72,494,2778
3.0,4,492,2778
2.0,72,479,2778
1.0,70,467,2778
5.0,72,457,2778
1.0,70,455,2778
2.0,62,4076,2717
2.0,62,4059,2717
2.0,62,4058,2717
2.0,62,4047,2717
2.0,62,4046,2717
2.0,62,4040,2717
2.0,62,4037,2717
2.0,62,4036,2717
2.0,62,4027,2717
2.0,62,4025,2717
2.0,62,4024,2717
2.0,62,4023,2717
2.0,62,4022,2717
2.0,62,4021,2717
2.0,62,4020,2717
2.0,62,4019,2717
2.0,62,4018,2717
2.0,61,4015,2717
2.0,61,4014,2717
1.0,62,4076,2711
1.0,62,4059,2711
1.0,62,4058,2711
1.0,62,4047,2711
1.0,62,4046,2711
1.0,62,4037,2711
1.0,61,4015,2711
1.0,61,4014,2711
1.0,62,4076,2626
1.0,62,4059,2626
1.0,62,4058,2626
1.0,62,4047,2626
1.0,62,4046,2626
1.0,62,4037,2626
1.0,61,4015,2626
1.0,61,4014,2626
1.0,72,491,2626
1.0,72,490,2626
2.0,62,4076,2622
2.0,62,4059,2622
2.0,62,4058,2622
2.0,62,4047,2622
2.0,62,4046,2622
2.0,62,4037,2622
2.0,61,4015,2622
2.0,61,4014,2622
1.0,68,825,2622
1.0,72,587,2622
1.0,72,586,2622
2.0,133,525,2622
2.0,72,494,2622
1.0,72,457,2622
1.0,231,155,2622
1.0,231,154,2622
1.0,62,4076,2278
1.0,62,4059,2278
1.0,62,4058,2278
1.0,62,4056,2278
1.0,62,4054,2278
1.0,62,4047,2278
1.0,62,4046,2278
1.0,62,4037,2278
1.0,62,4029,2278
1.0,61,4015,2278
1.0,61,4014,2278
1.0,210,3980,2278
1.0,60,3980,2278
1.0,210,3964,2278
1.0,61,3964,2278
1.0,61,3962,2278
1.0,210,3953,2278
1.0,61,3953,2278
1.0,60,3953,2278
1.0,61,3949,2278
1.0,61,3947,2278
1.0,61,3946,2278
1.0,210,3934,2278
1.0,153,3934,2278
1.0,61,3934,2278
1.0,60,3934,2278
1.0,210,3933,2278
1.0,61,3933,2278
1.0,60,3933,2278
1.0,210,3932,2278
1.0,61,3932,2278
1.0,60,3932,2278
1.0,61,3926,2278
1.0,150,3925,2278
1.0,61,3925,2278
1.0,61,3924,2278
1.0,61,3922,2278
1.0,60,3922,2278
1.0,61,3917,2278
1.0,210,3912,2278
1.0,60,3912,2278
1.0,210,3910,2278
1.0,60,3910,2278
1.0,150,3909,2278
1.0,61,3909,2278
1.0,210,3906,2278
1.0,60,3906,2278
1.0,210,3902,2278
1.0,60,3902,2278
1.0,210,3900,2278
1.0,60,3900,2278
1.0,68,831,2278
1.0,231,826,2278
1.0,72,570,2278
1.0,72,569,2278
1.0,72,495,2278
1.0,72,473,2278
1.0,72,465,2278
1.0,72,464,2278
1.0,69,463,2278
1.0,69,459,2278
11.0,62,4076,2020
11.0,62,4059,2020
11.0,62,4058,2020
11.0,62,4047,2020
11.0,62,4046,2020
11.0,62,4037,2020
11.0,61,4015,2020
11.0,61,4014,2020
5.0,62,4076,2011
5.0,62,4059,2011
5.0,62,4058,2011
5.0,62,4047,2011
5.0,62,4046,2011
5.0,62,4037,2011
5.0,61,4015,2011
5.0,61,4014,2011
46.0,72,457,2011
1.0,211,4072,3808
1.0,211,4063,3808
1.0,211,4062,3808
1.0,211,4060,3808
1.0,62,4040,3808
1.0,62,4036,3808
1.0,210,4035,3808
1.0,210,4034,3808
1.0,210,4033,3808
1.0,210,4032,3808
1.0,210,4031,3808
1.0,210,4030,3808
1.0,62,4027,3808
1.0,62,4025,3808
1.0,62,4024,3808
1.0,62,4023,3808
1.0,62,4022,3808
1.0,62,4021,3808
1.0,62,4020,3808
1.0,62,4019,3808
1.0,62,4018,3808
1.0,210,3957,3808
1.0,61,3957,3808
1.0,211,4072,3646
1.0,210,4035,3646
1.0,210,4034,3646
1.0,210,4033,3646
1.0,210,4032,3646
1.0,210,4031,3646
1.0,210,4030,3646
1.0,62,4025,3646
1.0,62,4024,3646
1.0,62,4021,3646
1.0,62,4020,3646
1.0,62,4019,3646
1.0,62,4018,3646
1.0,211,4072,3353
1.0,211,4063,3353
1.0,211,4062,3353
1.0,211,4060,3353
1.0,210,4035,3353
1.0,210,4034,3353
1.0,210,4033,3353
1.0,210,4032,3353
1.0,210,4031,3353
1.0,210,4030,3353
1.0,211,4072,3345
1.0,210,4035,3345
1.0,210,4034,3345
1.0,210,4033,3345
1.0,210,4032,3345
1.0,210,4031,3345
1.0,210,4030,3345
1.0,62,4025,3345
1.0,62,4024,3345
1.0,62,4021,3345
1.0,62,4020,3345
1.0,62,4019,3345
1.0,62,4018,3345
1.0,211,4072,3238
1.0,210,4035,3238
1.0,210,4034,3238
1.0,210,4033,3238
1.0,210,4032,3238
1.0,210,4031,3238
1.0,210,4030,3238
1.0,211,4072,3204
1.0,210,4035,3204
1.0,210,4034,3204
1.0,210,4033,3204
1.0,210,4032,3204
1.0,210,4031,3204
1.0,210,4030,3204
1.0,211,4072,3203
1.0,210,4035,3203
1.0,210,4034,3203
1.0,210,4033,3203
1.0,210,4032,3203
1.0,210,4031,3203
1.0,210,4030,3203
1.0,211,4072,426
1.0,211,4063,426
1.0,211,4062,426
1.0,211,4060,426
1.0,62,4040,426
1.0,62,4036,426
1.0,210,4035,426
1.0,210,4034,426
1.0,210,4033,426
1.0,210,4032,426
1.0,210,4031,426
1.0,210,4030,426
1.0,62,4027,426
1.0,62,4025,426
1.0,62,4024,426
1.0,62,4023,426
1.0,62,4022,426
1.0,62,4021,426
1.0,62,4020,426
1.0,62,4019,426
1.0,62,4018,426
1.0,210,3957,426
1.0,61,3957,426
1.0,211,4072,29
1.0,211,4063,29
1.0,211,4062,29
1.0,211,4060,29
1.0,210,4035,29
1.0,210,4034,29
1.0,210,4033,29
1.0,210,4032,29
1.0,210,4031,29
1.0,210,4030,29
1.0,62,4066,3886
1.0,62,4066,3874
2.0,62,4066,3845
1.0,62,4040,3845
1.0,62,4036,3845
