item_code,period,order_demand,pre_demand
52,41,0,0
52,42,0,0
52,43,0,0
52,44,0,0
52,45,0,0
52,46,0,0
52,47,0,0
52,48,0,0
52,56,0,0
52,57,0,0
52,58,0,0
52,59,0,0
52,60,0,0
52,61,0,0
52,62,0,0
53,36,0,0
53,37,0,0
53,38,0,0
53,39,0,0
53,40,0,0
53,41,0,0
53,42,0,0
53,43,0,0
53,44,0,0
53,45,0,0
53,46,0,0
53,47,0,0
53,48,150,150
53,49,0,0
53,50,0,0
53,51,0,0
53,52,0,0
53,53,0,0
53,54,0,0
53,55,0,0
53,56,0,0
53,57,0,0
53,58,0,0
53,59,0,0
53,60,0,0
53,61,0,0
53,62,0,0
54,36,0,0
54,37,4057,4057
54,38,0,0
54,39,0,0
54,40,0,0
54,41,0,0
54,42,1536,1536
54,43,0,0
54,44,0,0
54,45,0,0
54,46,3000,3000
54,47,0,0
54,48,0,0
54,57,1000,1000
54,63,0,0
54,64,0,0
54,65,0,0
54,66,0,0
54,67,0,0
54,68,0,0
54,69,0,0
57,36,0,0
57,37,3057,3057
57,38,0,0
57,39,1000,1000
57,40,2000,2000
57,41,0,0
57,42,0,0
57,43,1000,1000
57,44,0,0
57,45,0,0
57,46,0,0
57,47,0,0
57,48,0,0
57,56,0,0
57,57,0,0
57,58,0,0
57,59,0,0
57,60,0,0
57,61,0,0
57,62,0,0
57,63,0,0
57,64,0,0
57,65,0,0
57,66,0,0
57,67,0,0
57,68,0,0
57,69,0,0
58,36,0,0
58,37,17987,17987
58,38,4000,4000
58,39,0,0
58,40,0,0
58,41,0,0
58,42,1000,1000
58,43,0,0
58,44,0,0
58,45,0,0
58,46,0,0
58,47,0,0
58,48,0,0
58,49,0,0
58,50,0,0
58,51,0,0
58,52,14800,14800
58,53,0,0
58,54,0,0
58,55,0,0
58,56,0,0
58,57,0,0
58,58,0,0
58,59,0,0
58,60,0,0
58,61,0,0
58,62,0,0
58,63,0,0
58,64,0,0
58,65,0,0
58,66,0,0
58,67,0,0
58,68,0,0
58,69,0,0
59,36,0,0
59,37,9057,9057
59,38,0,0
59,39,0,0
59,40,0,0
59,41,0,0
59,42,2000,2000
59,43,0,0
59,44,0,0
59,45,0,0
59,46,0,0
59,47,0,0
59,48,0,0
59,49,0,0
59,50,0,0
59,51,0,0
59,52,0,0
59,53,0,0
59,54,0,0
59,55,0,0
59,56,0,0
59,57,0,0
59,58,0,0
59,59,0,0
59,60,0,0
59,61,0,0
59,62,0,0
59,63,0,0
59,64,0,0
59,65,0,0
59,66,0,0
59,67,0,0
59,68,0,0
59,69,0,0
60,36,0,0
60,37,12005,12005
60,38,0,0
60,39,1400,1400
60,40,0,0
60,41,0,0
60,42,700,700
60,43,700,700
60,44,1000,1000
60,45,0,0
60,46,0,0
60,47,700,700
60,48,0,0
60,49,0,0
60,50,0,0
60,51,0,0
60,52,7400,7400
60,53,0,0
60,54,0,0
60,55,0,0
62,36,1600,1600
62,37,600,600
62,38,0,0
62,39,0,0
62,40,0,0
62,41,0,0
62,42,0,0
62,43,0,0
62,44,0,0
62,45,0,0
62,46,0,0
62,47,0,0
62,48,0,0
62,49,0,0
62,50,300,300
62,51,0,0
62,52,0,0
62,53,0,0
62,54,0,0
62,55,0,0
62,56,0,0
62,57,0,0
62,58,0,0
62,59,0,0
62,60,0,0
62,61,0,0
62,62,300,300
62,63,0,0
62,64,0,0
62,65,0,0
62,66,0,0
62,67,0,0
62,68,0,0
62,69,0,0
63,47,600,600
64,36,0,0
64,37,0,0
64,38,0,0
64,39,0,0
64,40,0,0
64,41,0,0
64,63,0,0
64,64,0,0
64,65,0,0
64,66,0,0
64,67,0,0
64,68,0,0
64,69,0,0
65,40,27,27
65,41,2,2
65,42,16,16
65,47,6,6
65,53,20,20
65,54,4,4
65,55,4,4
65,58,2,2
65,61,12,12
65,67,2,2
65,69,1,1
66,41,2,2
66,69,1,1
68,36,0,0
68,37,0,0
68,38,0,0
68,39,0,0
68,40,0,0
68,41,0,0
68,55,0,0
68,63,0,0
68,64,0,0
68,65,0,0
68,66,0,0
68,67,0,0
68,68,0,0
68,69,0,0
69,36,11,11
69,37,13,13
69,40,19,19
69,44,28,28
69,46,27,27
69,49,11,11
69,52,49,49
69,55,10,10
69,58,25,25
69,63,4,4
69,64,18,18
69,67,10,10
70,44,13,18
70,50,11,16
70,53,4,5
70,54,3,4
71,50,42,47
72,36,4345,5544
72,37,482,615
72,38,742,946
72,39,1277,1629
72,40,1348,1720
72,41,487,621
72,42,555,708
72,43,660,842
72,44,652,832
72,45,802,1023
72,46,1056,1347
72,47,1247,1591
72,48,782,997
72,49,775,989
72,50,768,979
72,51,721,920
72,52,1689,2155
72,53,1853,2364
72,54,1534,1957
72,55,1474,1880
72,56,1696,2164
72,57,1171,1494
72,58,678,865
72,59,1125,1435
72,60,1128,1439
72,61,565,720
72,62,649,828
72,64,13,16
72,65,5,6
72,68,3,3
73,36,117,117
73,37,11,11
73,38,57,57
73,39,67,67
73,41,75,75
73,42,97,97
73,43,27,27
73,44,250,250
73,45,112,112
73,46,27,27
73,47,62,62
73,48,21,21
73,49,12,12
73,50,111,111
73,51,85,85
73,52,91,91
73,53,80,80
73,54,80,80
73,55,380,380
73,56,92,92
73,57,87,87
73,58,83,83
73,59,44,44
73,60,57,57
73,61,16,16
73,64,2,2
73,65,6,6
73,66,7,7
73,67,2,2
74,36,0,0
74,37,0,0
74,38,0,0
74,39,0,0
74,40,0,0
74,41,4,4
74,49,10,10
74,57,12,12
75,36,9,9
75,39,5,5
81,36,0,0
86,36,1,1
89,36,7644,7644
89,37,4062,4062
89,38,5076,5076
89,39,7812,7812
89,40,7376,7376
89,41,3020,3020
89,42,3566,3566
89,43,3404,3404
89,44,4672,4672
89,45,4632,4632
89,46,5588,5588
89,47,6840,6840
89,48,4148,4148
89,49,4252,4252
89,50,4556,4556
89,51,4032,4032
89,52,9092,9092
89,53,10048,10048
89,54,8476,8476
89,55,9667,9667
89,56,9124,9124
89,57,6372,6372
89,58,3804,3804
89,59,5932,5932
89,60,6080,6080
89,61,2944,2944
89,62,3372,3372
89,63,16,16
89,64,88,88
89,65,48,48
89,66,96,96
89,67,348,348
89,68,12,12
90,59,1,13
91,59,1,14
92,56,19,33
93,65,6,6
94,59,11,11
95,59,6,6
96,65,1,1
97,36,0,0
97,37,0,0
97,38,0,0
97,39,0,0
97,40,0,0
97,41,0,0
97,42,0,0
97,43,0,0
97,44,0,0
97,45,0,0
97,46,0,0
97,47,0,0
97,48,0,0
97,49,0,0
97,50,0,0
97,51,0,0
97,52,0,0
97,53,0,0
97,54,0,0
97,55,0,0
97,56,0,0
97,57,0,0
97,58,0,0
97,59,0,0
97,60,0,0
97,61,0,0
97,62,0,0
97,63,0,0
97,64,0,0
97,65,0,0
97,66,0,0
97,67,0,0
97,68,0,0
97,69,0,0
98,36,10,27
98,49,43,124
98,64,4,10
99,38,69,69
99,41,103,103
99,44,864,864
99,46,69,69
99,49,150,150
99,54,909,909
99,56,1,1
99,61,466,466
99,64,4,4
100,43,8,8
100,52,170,170
101,46,1,1
101,50,3,3
101,62,16,16
102,56,8,8
106,36,849,849
106,41,890,890
106,48,223,223
106,55,26,26
106,66,6,6
106,69,22,22
109,36,37,37
109,52,34,34
109,67,4,4
110,36,756,4104
110,37,1427,7750
110,40,1806,9807
110,43,1163,6317
110,46,1651,8964
110,49,1475,8012
110,52,2066,11218
110,55,1717,9322
110,58,1025,5566
110,61,572,3104
110,64,284,1538
110,67,379,2056
111,36,0,0
111,37,0,0
111,38,0,0
111,39,0,0
111,40,0,0
111,41,0,0
111,42,0,0
111,43,0,0
111,44,0,0
111,45,0,0
111,46,0,0
111,47,0,0
111,48,0,0
111,49,0,0
111,50,0,0
111,51,0,0
111,52,0,0
111,53,0,0
111,54,0,0
111,55,0,0
111,56,0,0
111,57,0,0
111,58,0,0
111,59,0,0
111,60,0,0
111,61,0,0
111,62,0,0
111,63,0,0
111,64,0,0
111,65,0,0
111,66,0,0
111,67,0,0
111,68,0,0
111,69,0,0
121,39,8,8
121,40,590,590
121,43,688,688
121,46,1600,1600
121,49,16,16
121,52,56,56
121,55,382,382
121,62,612,612
121,67,218,218
122,36,52,314
122,37,121,734
122,40,287,1740
122,43,380,2309
122,46,302,1831
122,49,314,1908
122,52,201,1221
122,55,411,2497
122,58,92,559
122,61,139,840
122,64,152,923
122,67,118,711
125,36,12,12
125,58,4,4
125,65,4,4
128,38,3,3
137,37,8,8
144,36,101,2935
144,48,113,3286
144,62,69,2000
145,60,6,6
156,44,0,0
156,51,0,0
156,58,0,0
159,48,0,9
163,48,0,1
168,44,1,1
168,56,1,1
169,47,0,2
169,57,0,1
177,45,0,1
182,48,0,8
184,41,14,34
184,62,2,5
184,66,17,41
186,41,1,1
186,56,3,3
186,66,2,2
188,39,4,16
188,50,4,14
188,66,12,47
190,39,1,2
190,50,1,2
190,66,1,3
193,36,16,46
193,37,54,162
193,40,182,553
193,43,78,236
193,46,80,242
193,49,91,276
193,52,41,124
193,55,62,188
193,58,35,106
193,61,2,4
193,64,3,8
193,67,6,16
194,40,36,36
194,48,22,22
194,67,22,22
195,37,7,7
195,58,2,2
196,36,79,100
196,37,4,4
196,40,4,4
196,41,16,20
196,42,23,29
196,43,11,14
196,44,30,38
196,47,32,40
196,54,11,14
196,57,35,44
196,58,7,8
196,61,7,8
196,62,4,4
196,64,40,51
196,65,32,40
196,66,28,35
196,68,2,2
197,48,0,1
198,52,0,6
200,36,0,0
201,37,86,86
201,48,44,44
201,67,20,20
202,41,0,0
202,55,0,0
202,63,0,1
206,36,215,424
206,37,497,982
206,40,624,1232
206,43,1099,2172
206,46,369,728
206,49,515,1018
206,52,638,1260
206,55,592,1169
206,58,265,523
206,61,331,654
206,64,277,547
206,67,41,80
216,42,57,57
225,62,0,13
229,36,34454,66022
229,37,1136,2176
229,40,1861,3566
229,43,4694,8993
229,46,8538,16360
229,49,4015,7693
229,52,2529,4846
229,55,1848,3540
229,58,4044,7749
229,61,698,1336
229,64,1762,3376
229,67,2721,5213
230,41,7,7
230,44,48,48
230,46,1,1
230,53,168,168
230,55,50,50
230,65,312,312
230,68,4,4
232,66,2,2
234,53,1,2
234,65,9,18
236,66,6,6
238,44,2,2
238,53,6,6
238,66,7,7
244,48,1,1
246,38,2,2
246,45,8,8
246,53,4,4
246,56,4,4
246,68,4,4
249,41,12,12
249,48,739,739
249,66,48,48
250,42,12,12
253,39,3,3
253,54,27,27
254,39,2,2
254,41,20,20
254,53,7,7
254,55,4,4
254,66,9,9
254,69,8,8
256,38,12,12
256,47,344,344
256,48,69,69
256,55,75,75
257,36,20,20
257,39,34,34
257,46,101,101
257,51,64,64
257,53,322,322
257,66,70,70
257,67,316,316
259,41,4,7
259,51,5,9
259,62,1,1
261,41,1,1
261,60,2,2
263,66,1,1
265,66,8,10
267,61,3,3
268,42,1,1
269,61,1,1
270,42,1,1
273,41,2,2
273,53,2,2
273,67,4,4
275,53,9,15
277,39,7,8
277,50,13,16
277,67,14,17
279,36,29,29
279,48,10,10
279,66,8,8
283,38,15,15
283,48,4,4
285,39,10,13
285,54,2,2
285,67,5,6
289,69,3,3
293,39,2,2
293,51,5,5
293,66,6,6
295,54,2,5
298,37,1,1
301,62,4,4
308,46,2,2
321,46,5,5
453,36,36,36
453,41,68,68
453,48,44,44
453,55,11,11
453,62,39,39
453,69,19,19
454,36,18,18
454,41,33,33
454,48,32,32
454,58,2,2
454,67,10,10
459,44,0,0
459,51,0,0
459,58,0,0
462,37,0,0
462,51,0,0
579,36,30,58
579,41,94,182
579,48,99,192
579,55,70,136
579,62,240,466
579,69,8,14
580,36,0,0
580,63,112,112
581,36,34,34
581,55,4,4
581,63,10,10
582,40,8,8
582,44,3,3
583,41,1,1
585,36,28,28
585,37,80,80
585,40,79,79
585,43,112,112
585,46,33,33
585,49,70,70
585,52,75,75
585,55,82,82
585,59,16,16
585,61,20,20
585,64,62,62
585,67,58,58
586,42,27,37
586,48,44,62
603,40,0,34
603,48,0,22
603,67,0,10
606,40,5,5
608,58,0,2
609,37,3,7
609,62,0,0
611,36,0,0
611,51,0,0
613,36,3,3
613,65,2,2
615,40,2,2
615,48,0,0
615,62,0,0
620,68,0,4
622,39,14,14
622,48,32,32
622,66,30,30
623,42,30,30
624,48,0,0
624,65,0,1
627,48,0,0
641,36,5785,5785
641,37,14914,14914
641,38,3213,3213
641,39,4762,4762
641,40,5257,5257
641,41,2022,2022
641,42,6139,6139
641,43,4764,4764
641,44,2535,2535
641,45,2230,2230
641,46,3615,3615
641,47,5669,5669
641,48,1888,1888
641,49,1391,1391
641,50,2903,2903
641,51,2028,2028
641,52,3832,3832
641,53,1248,1248
641,54,4758,4758
641,55,2204,2204
641,56,2125,2125
641,57,2734,2734
641,58,1204,1204
641,59,1403,1403
641,60,436,436
641,61,1516,1516
641,62,869,869
641,63,1308,1308
641,64,164,164
641,65,68,68
641,66,108,108
641,67,16,16
641,68,1051,1051
641,69,90,90
642,36,0,0
642,37,0,0
642,38,0,0
642,39,0,0
642,42,0,0
642,43,0,0
642,44,0,0
642,45,0,0
642,46,0,0
642,49,0,0
642,50,0,0
642,51,0,0
642,52,0,0
642,53,0,0
642,56,0,0
642,57,0,0
642,58,0,0
642,59,0,0
642,60,0,0
643,36,5,5
643,37,6,6
643,38,0,0
643,39,0,0
643,40,2,2
643,42,2,2
643,44,1,1
643,47,2,2
643,48,5,5
643,49,0,0
643,50,0,0
643,51,0,0
643,52,2,2
643,53,0,0
643,56,1,1
643,57,0,0
643,58,0,0
643,59,0,0
643,60,3,3
643,67,0,0
644,36,4454,4454
644,37,2416,2416
644,38,2098,2098
644,39,3424,3424
644,40,8704,8704
644,41,1534,1534
644,42,4286,4286
644,43,1806,1806
644,44,1854,1854
644,45,2134,2134
644,46,2600,2600
644,47,3010,3010
644,48,1600,1600
644,49,1716,1716
644,50,1287,1287
644,51,1308,1308
644,52,2044,2044
644,53,1702,1702
644,54,1422,1422
644,55,1431,1431
644,56,1278,1278
644,57,2276,2276
644,58,1204,1204
644,59,405,405
644,60,44,44
644,61,82,82
644,62,113,113
644,63,549,549
644,64,262,262
644,65,8,8
644,66,90,90
644,67,34,34
644,68,472,472
644,69,4,4
646,36,4,4
646,52,2,2
646,56,0,0
647,40,2,2
648,36,60,60
648,37,10,10
648,38,832,832
648,39,22,22
648,40,572,572
648,41,234,234
648,42,220,220
648,43,110,110
648,44,190,190
648,45,46,46
648,46,17,17
648,47,32,32
648,48,52,52
648,49,54,54
648,50,8,8
648,52,24,24
648,53,10,10
648,54,392,392
648,55,20,20
648,56,14,14
648,57,12,12
648,58,136,136
648,59,210,210
648,60,116,116
648,62,36,36
648,63,8,8
648,64,36,36
648,65,6,6
648,66,16,16
648,67,20,20
648,68,6,6
649,36,80,80
649,37,8,8
649,38,70,70
649,39,116,116
649,40,43,43
649,41,156,156
649,42,182,182
649,43,5,5
649,44,224,224
649,46,20,20
649,47,100,100
649,48,28,28
649,49,60,60
649,50,0,0
649,51,18,18
649,52,498,498
649,53,12,12
649,54,6,6
649,55,40,40
649,56,44,44
649,57,40,40
649,58,40,40
649,59,16,16
649,60,2,2
649,62,2,2
649,64,4,4
649,66,14,14
649,67,6,6
650,36,132,132
650,37,432,432
650,38,32,32
650,39,10,10
650,40,103,103
650,41,6,6
650,42,160,160
650,43,5,5
650,44,40,40
650,46,47,47
650,47,162,162
650,48,20,20
650,49,82,82
650,50,160,160
650,52,16,16
650,53,122,122
650,54,80,80
650,55,206,206
650,56,36,36
650,57,12,12
650,58,6,6
650,59,2,2
650,62,28,28
650,66,18,18
650,67,148,148
651,36,8,8
651,37,14,14
651,38,16,16
651,39,3,3
651,40,12,12
651,41,3,3
651,42,377,377
651,43,51,51
651,44,7,7
651,45,28,28
651,46,37,37
651,47,52,52
651,48,25,25
651,49,11,11
651,51,19,19
651,52,31,31
651,53,8,8
651,54,275,275
651,55,12,12
651,56,3,3
651,57,14,14
651,59,11,11
651,61,1,1
651,62,24,24
651,63,4,4
651,66,25,25
651,67,12,12
652,36,21,21
652,37,10,10
652,39,5,5
652,40,5,5
652,42,1770,1770
652,44,28,28
652,45,23,23
652,46,21,21
652,47,38,38
652,48,15,15
652,49,52,52
652,50,80,80
652,52,27,27
652,53,64,64
652,54,38,38
652,55,67,67
652,57,44,44
652,62,4,4
652,63,4,4
652,65,32,32
652,66,8,8
652,67,84,84
653,36,71,71
653,37,246,246
653,38,9,9
653,39,57,57
653,40,12,12
653,44,18,18
653,45,9,9
653,46,39,39
653,47,30,30
653,48,39,39
653,49,36,36
653,50,0,0
653,52,6,6
653,54,9,9
653,56,9,9
653,57,18,18
653,58,90,90
653,59,39,39
653,65,9,9
654,36,3111,3111
654,37,807,807
654,38,1000,1000
654,39,1665,1665
654,40,1710,1710
654,41,681,681
654,42,857,857
654,43,1003,1003
654,44,1046,1046
654,45,1149,1149
654,46,1129,1129
654,47,1312,1312
654,48,1001,1001
654,49,746,746
654,50,724,724
654,51,725,725
654,52,729,729
654,53,720,720
654,54,786,786
654,55,1072,1072
654,56,721,721
654,57,728,728
654,58,70,70
654,59,102,102
654,60,41,41
654,61,5,5
654,62,1228,1228
654,64,16,16
654,65,3,3
654,66,7,7
654,67,2,2
654,68,3,3
655,36,66,66
655,37,90,90
655,38,32,32
655,39,40,40
655,40,6,6
655,41,6,6
655,42,124,124
655,43,102,102
655,44,30,30
655,45,46,46
655,46,86,86
655,47,36,36
655,48,36,36
655,49,32,32
655,51,32,32
655,52,76,76
655,53,16,16
655,54,232,232
655,55,36,36
655,56,42,42
655,57,140,140
655,58,16,16
655,59,22,22
655,62,48,48
655,63,8,8
655,64,4,4
655,65,64,64
655,66,34,34
655,67,20,20
656,36,4,4
656,37,13,13
656,39,15,15
656,41,3,3
656,42,14,14
656,43,1,1
656,46,16,16
656,47,8,8
656,48,4,4
656,52,13,13
656,54,2,2
656,55,2,2
656,57,2,2
656,58,1,1
656,59,0,0
656,62,24,24
656,63,4,4
656,64,2,2
656,66,8,8
657,44,12,12
657,49,30,30
657,57,36,36
658,36,700,700
659,38,6,6
659,48,26,26
659,50,2,2
659,54,10,10
659,57,2,2
659,64,8,8
660,36,30,30
660,37,14,14
660,38,14,14
660,39,16,16
660,40,16,16
660,41,28,28
660,42,14,14
660,43,16,16
660,44,92,92
660,45,38,38
660,46,6,6
660,47,20,20
660,48,6,6
660,49,16,16
660,50,16,16
660,51,30,30
660,52,22,22
660,53,4,4
660,54,134,134
660,55,42,42
660,56,6,6
660,57,18,18
660,58,56,56
660,59,14,14
660,61,24,24
660,62,4,4
660,63,48,48
660,64,10,10
660,65,2,2
660,67,38,38
660,68,2,2
660,69,4,4
661,36,6,6
661,37,9,9
661,38,4,4
661,39,4,4
661,40,20,20
661,41,10,10
661,42,13,13
661,43,7,7
661,44,24,24
661,45,11,11
661,46,33,33
661,47,4,4
661,48,1,1
661,49,1,1
661,50,3,3
661,51,6,6
661,52,3,3
661,53,10,10
661,54,44,44
661,55,2,2
661,56,1,1
661,57,3,3
661,59,13,13
661,61,4,4
661,62,22,22
661,63,2,2
661,64,18,18
661,65,0,0
661,67,21,21
661,69,0,0
662,36,19,19
662,37,3,3
662,38,4,4
662,39,11,11
662,40,35,35
662,41,6,6
662,42,11,11
662,43,4,4
662,44,52,52
662,45,3,3
662,46,4,4
662,47,9,9
662,48,4,4
662,49,8,8
662,50,17,17
662,51,5,5
662,52,18,18
662,53,1,1
662,54,48,48
662,55,43,43
662,56,2,2
662,58,21,21
662,59,7,7
662,61,2,2
662,62,224,224
662,63,38,38
662,64,2,2
663,52,534,534
664,36,593,593
664,39,16,16
664,41,1,1
664,42,6,6
664,43,329,329
664,47,7,7
664,48,16,16
664,51,2,2
664,54,3,3
664,55,2,2
664,57,48,48
667,36,731,731
667,37,96,96
667,38,84,84
667,39,1589,1589
667,40,215,215
667,41,105,105
667,42,1174,1174
667,43,92,92
667,44,697,697
667,45,103,103
667,46,98,98
667,47,646,646
667,48,179,179
667,49,48,48
667,50,57,57
667,51,52,52
667,52,135,135
667,53,682,682
667,54,569,569
667,55,25,25
667,56,24,24
667,57,47,47
667,58,97,97
667,59,476,476
667,60,31,31
667,61,17,17
667,62,41,41
667,63,33,33
667,64,162,162
667,65,22,22
667,66,80,80
667,67,16,16
667,68,31,31
667,69,79,79
668,36,184,184
668,37,190,190
668,38,93,93
668,39,160,160
668,40,227,227
668,41,143,143
668,42,607,607
668,43,95,95
668,44,161,161
668,45,276,276
668,46,374,374
668,47,500,500
668,48,199,199
668,49,212,212
668,50,72,72
668,51,58,58
668,52,307,307
668,53,33,33
668,54,205,205
668,55,702,702
668,56,36,36
668,57,184,184
668,58,533,533
668,59,137,137
668,60,49,49
668,61,8,8
668,62,10,10
668,63,9,9
668,64,12,12
668,65,77,77
668,66,4,4
668,67,114,114
668,68,48,48
668,69,42,42
670,36,0,0
670,37,77,77
670,38,0,0
670,39,0,0
670,41,3,3
670,42,14,14
670,43,15,15
670,44,2,2
670,45,79,79
670,46,1,1
670,47,45,45
670,49,0,0
670,50,0,0
670,51,0,0
670,52,0,0
670,53,0,0
670,54,3,3
670,56,0,0
670,57,9,9
670,58,0,0
670,59,4,4
670,60,12,12
670,65,1,1
671,67,12,12
673,36,0,0
673,37,3,3
673,38,7,7
673,39,0,0
673,42,12,12
673,43,0,0
673,44,0,0
673,45,0,0
673,46,0,0
673,50,10,10
674,36,0,0
674,37,0,0
674,38,0,0
674,39,0,0
674,42,12,12
674,43,0,0
674,44,0,0
674,45,0,0
674,46,0,0
674,50,10,10
676,36,19,19
676,37,11,11
676,38,4,4
676,39,20,20
676,40,12,12
676,41,7,7
676,42,13,13
676,43,9,9
676,44,46,46
676,45,14,14
676,46,4,4
676,47,12,12
676,48,5,5
676,49,6,6
676,50,5,5
676,51,23,23
676,52,6,6
676,53,16,16
676,54,15,15
676,55,13,13
676,57,8,8
676,58,5,5
676,59,30,30
676,61,19,19
676,62,1,1
676,63,2,2
676,64,14,14
676,65,0,0
676,67,29,29
676,68,1,1
676,69,2,2
677,36,17,17
677,37,15,15
677,38,17,17
677,39,7,7
677,40,23,23
677,41,20,20
677,42,18,18
677,43,14,14
677,44,19,19
677,45,31,31
677,46,16,16
677,47,9,9
677,48,3,3
677,49,38,38
677,50,4,4
677,51,9,9
677,52,5,5
677,53,6,6
677,54,8,8
677,55,20,20
677,56,23,23
677,57,24,24
677,59,5,5
677,60,2,2
677,61,17,17
677,62,20,20
677,63,13,13
677,64,6,6
677,65,3,3
677,66,5,5
677,67,6,6
677,68,3,3
678,36,23,23
678,37,66,66
678,38,31,31
678,39,47,47
678,40,38,38
678,41,12,12
678,42,453,453
678,43,130,130
678,44,52,52
678,45,101,101
678,46,46,46
678,47,75,75
678,48,38,38
678,49,44,44
678,50,3,3
678,51,16,16
678,52,111,111
678,53,12,12
678,54,87,87
678,55,26,26
678,56,16,16
678,57,185,185
678,58,62,62
678,59,58,58
678,60,53,53
678,61,1,1
678,62,24,24
678,63,4,4
678,64,2,2
678,66,24,24
678,67,10,10
678,68,18,18
679,36,36,36
679,37,25,25
679,39,19,19
679,40,3,3
679,41,4,4
679,43,50,50
679,44,27,27
679,45,24,24
679,46,1,1
679,47,16,16
679,48,48,48
679,50,1,1
679,51,1,1
679,54,8,8
679,55,74,74
679,57,2,2
679,59,1,1
679,62,2,2
680,45,24,24
680,48,36,36
681,36,17,17
681,37,12,12
681,38,34,34
681,39,91,91
681,40,267,267
681,41,43,43
681,42,19,19
681,43,378,378
681,44,34,34
681,45,3,3
681,46,28,28
681,47,10,10
681,48,44,44
681,49,25,25
681,50,4,4
681,51,3,3
681,53,4,4
681,54,6,6
681,55,12,12
681,56,7,7
681,57,78,78
681,58,102,102
681,59,122,122
681,60,34,34
681,62,18,18
681,64,16,16
681,66,7,7
681,68,3,3
684,40,24,24
684,42,16,16
684,47,6,6
684,53,20,20
684,54,4,4
684,55,4,4
684,58,2,2
684,64,12,12
684,67,2,2
685,36,42,42
685,37,0,0
685,38,8,8
685,39,0,0
685,40,24,24
685,42,16,16
685,43,0,0
685,44,3,3
685,45,0,0
685,46,0,0
685,47,6,6
685,49,0,0
685,50,0,0
685,51,0,0
685,52,0,0
685,53,20,20
685,54,4,4
685,55,4,4
685,56,0,0
685,57,0,0
685,58,52,52
685,59,0,0
685,60,0,0
685,61,131,131
685,63,3,3
685,67,2,2
685,68,150,150
686,36,0,0
686,37,0,0
686,38,0,0
686,39,0,0
686,42,0,0
686,43,0,0
686,44,0,0
686,45,0,0
686,46,0,0
686,49,0,0
686,50,0,0
686,51,0,0
686,52,0,0
686,53,0,0
686,56,0,0
686,57,0,0
