qty,period,item_code,plant
18.0,74,2270,78
27.0,79,2270,78
35.0,80,2270,78
29.0,74,2290,78
10.0,79,2290,78
138.0,81,2290,78
36.0,87,2290,78
5.0,94,2290,78
33.0,101,2290,78
10.0,108,2290,78
21.0,122,2290,78
15.0,143,2290,78
21.0,74,2309,78
266.0,81,2309,78
30.0,136,2309,78
30.0,143,2309,78
30.0,150,2309,78
30.0,157,2309,78
32.0,164,2309,78
5.0,74,2317,78
23.0,75,2317,78
241.0,81,2317,78
6.0,87,2317,78
142.0,101,2317,78
37.0,115,2317,78
53.0,122,2317,78
214.0,129,2317,78
26.0,136,2317,78
105.0,150,2317,78
62.0,74,2331,78
1.0,75,2331,78
1347.0,79,2331,78
602.0,81,2331,78
181.0,94,2331,78
25.0,74,2411,78
253.0,81,2411,78
24.0,122,2411,78
126.0,150,2411,78
9.0,74,2442,78
2.0,77,2442,78
70.0,81,2442,78
4.0,82,2442,78
8.0,87,2442,78
14.0,94,2442,78
22.0,101,2442,78
9.0,108,2442,78
38.0,115,2442,78
26.0,122,2442,78
48.0,164,2442,78
64.0,74,2445,78
149.0,81,2445,78
14.0,82,2445,78
20.0,84,2445,78
30.0,86,2445,78
27.0,88,2445,78
43.0,115,2445,78
12.0,122,2445,78
24.0,143,2445,78
67.0,164,2445,78
2534.0,74,7421,78
453.0,75,7421,78
3118.0,74,7423,78
660.0,75,7423,78
1755.0,74,7449,78
240.0,75,7449,78
30000.0,74,7805,78
16200.0,77,7805,78
30000.0,81,7805,78
3562.0,82,7805,78
3560.0,83,7805,78
3560.0,84,7805,78
3560.0,85,7805,78
3560.0,86,7805,78
38730.0,87,7805,78
30000.0,88,7805,78
30000.0,94,7805,78
30000.0,101,7805,78
40800.0,108,7805,78
35400.0,115,7805,78
31800.0,122,7805,78
31800.0,129,7805,78
5757.0,136,7805,78
20478.0,143,7805,78
4704.0,150,7805,78
5041.0,157,7805,78
9600.0,74,7936,78
25200.0,129,7936,78
1800000.0,74,8188,78
664500.0,75,8188,78
1800000.0,97,8188,78
1800000.0,99,8188,78
2002500.0,108,8188,78
28500.0,143,8188,78
1800000.0,74,8237,78
1521000.0,75,8237,78
480000.0,108,8237,78
6054000.0,143,8237,78
717000.0,157,8237,78
360000.0,74,8281,78
192000.0,136,8281,78
423000.0,164,8281,78
7200000.0,74,8283,78
3600000.0,76,8283,78
3600000.0,77,8283,78
7200000.0,80,8283,78
1800000.0,81,8283,78
19584000.0,101,8283,78
99840000.0,143,8283,78
61449000.0,164,8283,78
186000.0,74,8345,78
544500.0,122,8345,78
2367000.0,129,8345,78
810000.0,136,8345,78
2101500.0,143,8345,78
250500.0,74,8459,78
82500.0,75,8459,78
360000.0,81,8459,78
2358000.0,108,8459,78
13500.0,143,8459,78
1599000.0,74,8488,78
2295000.0,115,8488,78
30000.0,143,8488,78
6000.0,150,8488,78
24000.0,74,8572,78
24000.0,115,8572,78
58800.0,74,8584,78
212400.0,115,8584,78
6000.0,74,8618,78
2396.0,75,8618,78
61200.0,101,8618,78
49200.0,74,8625,78
912000.0,157,8625,78
13500.0,74,8674,78
686841.0,74,8763,78
168000.0,78,8763,78
75000.0,80,8763,78
8373000.0,83,8763,78
1398000.0,99,8763,78
795000.0,157,8763,78
110400.0,74,8852,78
694800.0,86,8852,78
900000.0,87,8852,78
600000.0,94,8852,78
600000.0,101,8852,78
604500.0,108,8852,78
238800.0,115,8852,78
275400.0,122,8852,78
188840.0,74,9054,78
593841.0,74,9059,78
1955541.0,84,9059,78
152100.0,74,9074,78
300.0,79,9074,78
138600.0,86,9074,78
457800.0,87,9074,78
56700.0,94,9074,78
332100.0,108,9074,78
400500.0,115,9074,78
261900.0,122,9074,78
228600.0,129,9074,78
286200.0,136,9074,78
644700.0,143,9074,78
286200.0,150,9074,78
66300.0,157,9074,78
27000.0,74,9157,78
2700.0,79,9157,78
30600.0,74,9162,78
5400.0,86,9162,78
1125.0,94,9162,78
3150.0,101,9162,78
2475.0,115,9162,78
225.0,129,9162,78
27000.0,74,9163,78
2475.0,79,9163,78
7200.0,87,9163,78
51975.0,101,9163,78
8325.0,115,9163,78
8100.0,129,9163,78
6300.0,150,9163,78
12150.0,74,9183,78
15000.0,136,9183,78
15000.0,164,9183,78
5100.0,74,9189,78
31353.0,81,9189,78
5760.0,87,9189,78
9360.0,94,9189,78
2666.0,108,9189,78
17771.0,115,9189,78
5379.0,122,9189,78
9927.0,129,9189,78
4575.0,136,9189,78
4789.0,143,9189,78
4367.0,150,9189,78
4797.0,157,9189,78
3000.0,164,9189,78
921.0,74,9197,78
37800.0,81,9197,78
37800.0,88,9197,78
41040.0,89,9197,78
48600.0,96,9197,78
59400.0,101,9197,78
124200.0,108,9197,78
59400.0,115,9197,78
59400.0,122,9197,78
41040.0,129,9197,78
48600.0,136,9197,78
48600.0,143,9197,78
925452.0,157,9197,78
6480.0,74,9198,78
5940.0,79,9198,78
1500.0,85,9198,78
6237.0,108,9198,78
3636.0,115,9198,78
2748.0,122,9198,78
2747.0,129,9198,78
6115.0,136,9198,78
2147.0,143,9198,78
3367.0,150,9198,78
3465.0,157,9198,78
1500.0,164,9198,78
8100.0,74,9214,78
1800.0,108,9214,78
2400.0,115,9214,78
3000.0,122,9214,78
3000.0,129,9214,78
3600.0,136,9214,78
3600.0,143,9214,78
3600.0,150,9214,78
7140.0,157,9214,78
3600.0,164,9214,78
45000.0,74,9219,78
48918.0,75,9219,78
90000.0,81,9219,78
30000.0,85,9219,78
60000.0,86,9219,78
90000.0,87,9219,78
30000.0,88,9219,78
90000.0,94,9219,78
90000.0,101,9219,78
120000.0,108,9219,78
90000.0,115,9219,78
30000.0,122,9219,78
30000.0,129,9219,78
90000.0,136,9219,78
47100.0,143,9219,78
30000.0,150,9219,78
30000.0,157,9219,78
30000.0,164,9219,78
33600.0,74,9268,78
15000.0,79,9268,78
18000.0,86,9268,78
15000.0,94,9268,78
15000.0,101,9268,78
15000.0,108,9268,78
1500.0,115,9268,78
33600.0,122,9268,78
15000.0,129,9268,78
15000.0,136,9268,78
15000.0,143,9268,78
19500.0,150,9268,78
19500.0,157,9268,78
660.0,74,9426,78
41745.0,100,9426,78
15015.0,101,9426,78
73425.0,115,9426,78
41580.0,129,9426,78
41580.0,136,9426,78
112035.0,143,9426,78
41580.0,150,9426,78
42075.0,157,9426,78
480.0,74,9461,78
360.0,79,9461,78
360.0,80,9461,78
540.0,81,9461,78
360.0,85,9461,78
360.0,86,9461,78
1440.0,87,9461,78
1440.0,94,9461,78
1440.0,101,9461,78
2640.0,74,9496,78
207.0,75,9496,78
2088.0,80,9496,78
3001.0,86,9496,78
3301.0,94,9496,78
806.0,101,9496,78
281.0,74,9501,78
325.0,75,9501,78
103.0,94,9501,78
3597.0,74,9509,78
13668.0,80,9509,78
11700.0,81,9509,78
12420.0,87,9509,78
9000.0,88,9509,78
11397.0,94,9509,78
36672.0,101,9509,78
20701.0,108,9509,78
13500.0,115,9509,78
3600.0,122,9509,78
28080.0,129,9509,78
2520.0,143,9509,78
8364.0,157,9509,78
1800.0,74,9520,78
1800.0,79,9520,78
1800.0,80,9520,78
1800.0,81,9520,78
1800.0,84,9520,78
1800.0,85,9520,78
1800.0,86,9520,78
3600.0,87,9520,78
3600.0,94,9520,78
3600.0,101,9520,78
4464.0,108,9520,78
6183.0,115,9520,78
3600.0,122,9520,78
1800.0,129,9520,78
1800.0,136,9520,78
1800.0,143,9520,78
1800.0,150,9520,78
1800.0,157,9520,78
1920.0,74,9534,78
1920.0,80,9534,78
1920.0,81,9534,78
1920.0,85,9534,78
1920.0,86,9534,78
3840.0,87,9534,78
3840.0,94,9534,78
3840.0,101,9534,78
3840.0,108,9534,78
769.0,115,9534,78
4320.0,164,9534,78
111900.0,74,9639,78
24331.0,74,10064,78
24698.0,75,10064,78
282.0,74,10083,78
36.0,74,10084,78
14.0,75,10084,78
44.0,94,10084,78
36.0,101,10084,78
7.0,129,10084,78
50.0,74,10085,78
80.0,75,10085,78
119.0,80,10085,78
119.0,85,10085,78
248.0,94,10085,78
187.0,101,10085,78
188.0,108,10085,78
353.0,129,10085,78
254.0,136,10085,78
249.0,143,10085,78
369.0,150,10085,78
750289.0,74,10106,78
371656.0,74,10107,78
723052.0,74,10108,78
15512.0,74,10109,78
56371.0,75,10109,78
23938.0,74,10111,78
5403.0,74,10124,78
174.0,75,10124,78
130094.0,74,10127,78
529.0,74,10135,78
1956.0,74,10136,78
1513.0,74,10138,78
1242.0,74,10142,78
27583.0,74,10161,78
109.0,74,10208,78
17.0,75,10208,78
2455.0,74,10217,78
714.0,74,10218,78
683100.0,74,10243,78
274.0,74,10245,78
300.0,75,10245,78
300.0,76,10245,78
300.0,77,10245,78
300.0,78,10245,78
300.0,79,10245,78
300.0,80,10245,78
300.0,81,10245,78
300.0,82,10245,78
300.0,83,10245,78
900.0,84,10245,78
300.0,85,10245,78
300.0,86,10245,78
600.0,87,10245,78
300.0,88,10245,78
300.0,94,10245,78
300.0,101,10245,78
900.0,108,10245,78
300.0,115,10245,78
300.0,122,10245,78
300.0,129,10245,78
300.0,136,10245,78
300.0,143,10245,78
300.0,150,10245,78
300.0,157,10245,78
300.0,164,10245,78
300.0,74,10247,78
300.0,75,10247,78
300.0,76,10247,78
300.0,77,10247,78
300.0,78,10247,78
300.0,79,10247,78
300.0,80,10247,78
300.0,81,10247,78
300.0,82,10247,78
300.0,83,10247,78
300.0,84,10247,78
300.0,85,10247,78
900.0,86,10247,78
3300.0,87,10247,78
300.0,88,10247,78
3600.0,94,10247,78
900.0,101,10247,78
3600.0,108,10247,78
3600.0,115,10247,78
4200.0,122,10247,78
3600.0,129,10247,78
3600.0,136,10247,78
3600.0,143,10247,78
3000.0,150,10247,78
3000.0,157,10247,78
3000.0,164,10247,78
673800.0,74,10272,78
901200.0,74,10273,78
559800.0,74,10274,78
10.0,74,10291,78
103.0,75,10291,78
3.0,87,10291,78
5.0,94,10291,78
3.0,101,10291,78
88.0,122,10291,78
1.0,129,10291,78
26.0,136,10291,78
31.0,74,10306,78
103.0,75,10306,78
95.0,82,10306,78
88.0,87,10306,78
47.0,88,10306,78
16.0,94,10306,78
99.0,101,10306,78
21.0,108,10306,78
22.0,115,10306,78
21.0,122,10306,78
30.0,129,10306,78
8.0,136,10306,78
3.0,143,10306,78
5170.0,74,10320,78
163.0,74,10321,78
91.0,74,10329,78
6.0,74,10373,78
95.0,75,10373,78
18.0,82,10373,78
43.0,87,10373,78
34.0,94,10373,78
29.0,101,10373,78
6.0,108,10373,78
5001.0,74,10397,78
27.0,74,10434,78
12.0,74,10435,78
13836.0,74,10440,78
12152.0,75,10440,78
228.0,74,10447,78
10491.0,74,10448,78
2972.0,74,10456,78
1589.0,75,10456,78
322.0,74,10457,78
135.0,74,10458,78
110598.0,74,10469,78
7560.0,75,10469,78
643.0,74,10477,78
1729.0,75,10477,78
8420.0,74,10478,78
1800.0,75,10478,78
4922.0,74,10483,78
2028.0,75,10483,78
22435.0,74,10485,78
2401.0,75,10485,78
3.0,74,10487,78
1517.0,75,10487,78
5045.0,74,10489,78
8890.0,75,10489,78
1378.0,74,10490,78
3241.0,75,10490,78
12844.0,74,10491,78
1249.0,75,10491,78
2932.0,74,10493,78
14749.0,75,10493,78
11616.0,74,10494,78
6390.0,75,10494,78
4647.0,74,10495,78
6908.0,75,10495,78
8138.0,74,10497,78
10009.0,75,10497,78
30837.0,74,10499,78
7261.0,75,10499,78
372.0,74,10502,78
1524.0,75,10502,78
110.0,74,10506,78
95.0,74,10508,78
274.0,75,10508,78
127.0,74,10518,78
309.0,75,10518,78
13336.0,74,10522,78
31699.0,75,10522,78
523.0,74,10525,78
624.0,75,10525,78
473.0,74,10530,78
414.0,75,10530,78
1456.0,74,10532,78
93.0,75,10532,78
58.0,74,10536,78
204.0,75,10536,78
5748.0,74,10564,78
1221.0,75,10564,78
3638.0,74,10567,78
3045.0,75,10567,78
40879.0,74,10568,78
12241.0,75,10568,78
135.0,74,10571,78
10996.0,75,10571,78
4106.0,74,10575,78
2441.0,75,10575,78
887.0,74,10581,78
34.0,75,10581,78
21209.0,74,10585,78
14197.0,75,10585,78
3431.0,74,10587,78
1513.0,75,10587,78
2042.0,74,10588,78
1170.0,75,10588,78
753.0,74,10609,78
18.0,75,10609,78
31978.0,74,10613,78
46242.0,75,10613,78
364226.0,74,10617,78
22070.0,74,10619,78
4811.0,74,10621,78
8055.0,74,10622,78
751.0,74,10624,78
13635.0,75,10624,78
53964.0,74,10625,78
23267.0,75,10625,78
1990.0,74,10627,78
12097.0,75,10627,78
39946.0,74,10628,78
1416.0,74,10630,78
1859.0,74,10634,78
1440.0,75,10634,78
43402.0,74,10635,78
65180.0,75,10635,78
11366.0,74,10637,78
13988.0,75,10637,78
5.0,74,10638,78
1.0,74,10655,78
2036.0,75,10655,78
9000.0,74,10656,78
2341.0,75,10656,78
1239.0,74,10672,78
718.0,75,10672,78
336.0,74,10683,78
347.0,75,10683,78
1131.0,74,10684,78
597.0,75,10684,78
229.0,74,10685,78
177.0,75,10685,78
5160.0,74,10687,78
2334.0,75,10687,78
300.0,74,10699,78
7760.0,75,10699,78
601.0,76,10699,78
1502.0,77,10699,78
601.0,78,10699,78
1502.0,79,10699,78
601.0,80,10699,78
1502.0,81,10699,78
602.0,82,10699,78
601.0,83,10699,78
2198.0,84,10699,78
601.0,85,10699,78
600.0,86,10699,78
7426.0,87,10699,78
600.0,88,10699,78
6824.0,94,10699,78
6824.0,101,10699,78
6892.0,108,10699,78
7797.0,115,10699,78
6905.0,122,10699,78
2699.0,129,10699,78
22283.0,136,10699,78
3.0,143,10699,78
687.0,74,10713,78
171.0,75,10713,78
19646.0,74,10720,78
42698.0,75,10720,78
546040.0,74,10722,78
60023.0,74,10724,78
1680046.0,74,10725,78
1615245.0,74,10726,78
265568.0,74,10727,78
192037.0,74,10728,78
1638061.0,74,10729,78
504440.0,74,10730,78
36657.0,74,10731,78
36007.0,74,10732,78
186633.0,74,10733,78
6034.0,74,10734,78
14249.0,74,10736,78
6014.0,74,10737,78
24572.0,74,10738,78
144609.0,74,10739,78
11437.0,74,10740,78
60456.0,74,10741,78
40532.0,74,10742,78
134867.0,74,10743,78
86407.0,74,10744,78
9011.0,74,10745,78
1674041.0,74,10746,78
804043.0,74,10748,78
2579648.0,74,10750,78
2772030.0,74,10751,78
387031.0,74,10752,78
379512.0,74,10753,78
12009.0,74,10754,78
6034.0,74,10755,78
106323.0,74,10756,78
127850.0,74,10758,78
89423.0,74,10759,78
33620.0,74,10760,78
5728.0,74,10762,78
10559.0,74,10766,78
51929.0,74,10767,78
187819.0,74,10769,78
6034.0,74,10770,78
120050.0,74,10771,78
69766.0,74,10773,78
24076.0,74,10774,78
398360.0,74,10775,78
99334.0,74,10776,78
9051.0,74,10777,78
3017.0,74,10778,78
711064.0,74,10779,78
21000.0,74,10781,78
3017.0,74,10782,78
39025.0,74,10785,78
75029.0,74,10786,78
912053.0,74,10787,78
6320.0,74,10792,78
24462.0,74,10793,78
36006.0,74,10797,78
114011.0,74,10820,78
194169.0,74,10832,78
411640.0,74,10833,78
31229.0,74,10834,78
417.0,74,10835,78
933223.0,74,10836,78
431870.0,74,10841,78
9031.0,74,10842,78
114771.0,74,10849,78
203152.0,74,10850,78
7809.0,74,10888,78
13517.0,74,10889,78
1233890.0,74,10907,78
291003.0,74,10908,78
18003.0,74,10912,78
309555.0,74,10913,78
13822.0,74,10915,78
75.0,74,10955,78
120.0,74,10983,78
60.0,74,10984,78
174717.0,74,11029,78
41878.0,74,11034,78
312.0,74,11035,78
77.0,74,11036,78
87597.0,74,11037,78
61782.0,74,11042,78
3228.0,74,11045,78
14547.0,74,11046,78
221302.0,74,11049,78
131306.0,74,11050,78
265666.0,74,11051,78
207425.0,74,11052,78
128918.0,74,11055,78
157283.0,74,11056,78
12167.0,74,11067,78
4348.0,75,11067,78
1512.0,74,11071,78
5565.0,75,11071,78
600.0,74,11108,78
600.0,75,11108,78
600.0,80,11108,78
1242.0,83,11108,78
1631.0,87,11108,78
750.0,88,11108,78
2004.0,94,11108,78
1655.0,101,11108,78
233.0,115,11108,78
180.0,136,11108,78
161.0,143,11108,78
153.0,150,11108,78
152.0,157,11108,78
155.0,164,11108,78
6000.0,74,11112,78
6000.0,75,11112,78
270.0,79,11112,78
29520.0,80,11112,78
1419.0,83,11112,78
14918.0,87,11112,78
8520.0,88,11112,78
11095.0,94,11112,78
16804.0,101,11112,78
16813.0,108,11112,78
30004.0,115,11112,78
9000.0,122,11112,78
9000.0,129,11112,78
9000.0,136,11112,78
9000.0,143,11112,78
9000.0,150,11112,78
12000.0,157,11112,78
41762.0,164,11112,78
750.0,74,11114,78
750.0,75,11114,78
537.0,94,11114,78
30.0,74,11121,78
30.0,79,11121,78
30.0,83,11121,78
30.0,86,11121,78
30.0,94,11121,78
150.0,115,11121,78
150.0,136,11121,78
150.0,150,11121,78
19.0,74,11177,78
4200.0,74,11886,78
4200.0,81,11886,78
4200.0,87,11886,78
4200.0,88,11886,78
4200.0,94,11886,78
4200.0,101,11886,78
4200.0,108,11886,78
4200.0,115,11886,78
4200.0,122,11886,78
4200.0,129,11886,78
4200.0,136,11886,78
4200.0,143,11886,78
4200.0,157,11886,78
4200.0,164,11886,78
450.0,74,11891,78
600.0,81,11891,78
900.0,87,11891,78
750.0,88,11891,78
900.0,94,11891,78
900.0,101,11891,78
900.0,108,11891,78
8699.0,74,12270,78
3280.0,74,12272,78
3269.0,75,12272,78
6625.0,74,12275,78
326.0,74,12276,78
9718.0,74,12277,78
6278.0,75,12277,78
491.0,74,12278,78
1512.0,75,12278,78
3017.0,74,12299,78
968397.0,74,12300,78
84002.0,74,12301,78
1137.0,74,12304,78
334.0,74,12306,78
70.0,74,12307,78
625.0,74,12312,78
9826.0,74,12313,78
6.0,74,12315,78
186.0,74,12317,78
247.0,74,12319,78
3255.0,74,12320,78
513.0,74,12322,78
887.0,74,12323,78
92.0,74,12327,78
165.0,74,12330,78
2552.0,74,12334,78
9761.0,74,12340,78
324.0,74,12350,78
850.0,74,12351,78
868050.0,74,12352,78
922321.0,74,12356,78
34830.0,74,12357,78
9561.0,74,12358,78
4200.0,74,12359,78
749417.0,74,12366,78
321300.0,74,12367,78
13935.0,74,12368,78
750.0,74,12369,78
12449.0,74,12370,78
3150.0,74,12372,78
1859.0,74,12374,78
6.0,74,12376,78
3.0,74,12378,78
52962.0,74,12382,78
300014.0,74,12384,78
167.0,74,12385,78
1.0,75,315,78
2.0,101,315,78
1.0,75,358,78
1.0,136,358,78
1.0,75,484,78
1.0,108,484,78
16.0,75,490,78
155.0,78,490,78
18.0,79,490,78
18.0,80,490,78
18.0,81,490,78
1.0,84,490,78
12.0,87,490,78
62.0,75,491,78
97.0,78,491,78
2.0,75,494,78
2.0,78,494,78
2.0,82,494,78
2.0,87,494,78
3.0,94,494,78
2.0,101,494,78
2.0,108,494,78
2.0,115,494,78
2.0,122,494,78
2.0,129,494,78
2.0,136,494,78
2.0,143,494,78
35.0,75,511,78
68.0,78,511,78
5.0,82,511,78
3.0,83,511,78
3.0,84,511,78
3.0,85,511,78
3.0,86,511,78
24.0,87,511,78
3.0,88,511,78
23.0,75,512,78
113.0,129,512,78
4.0,75,525,78
2.0,82,525,78
15.0,75,526,78
10.0,78,526,78
3.0,79,526,78
3.0,80,526,78
3.0,81,526,78
4.0,82,526,78
3.0,83,526,78
3.0,84,526,78
3.0,85,526,78
3.0,86,526,78
8.0,87,526,78
3.0,88,526,78
1.0,94,526,78
16.0,101,526,78
5.0,108,526,78
1.0,115,526,78
17.0,122,526,78
272.0,75,558,78
1265.0,75,561,78
16.0,77,561,78
46.0,78,561,78
44.0,79,561,78
46.0,80,561,78
45.0,81,561,78
42.0,82,561,78
41.0,83,561,78
41.0,84,561,78
41.0,85,561,78
41.0,86,561,78
325.0,87,561,78
42.0,88,561,78
1078.0,94,561,78
1577.0,101,561,78
384.0,75,562,78
270.0,77,562,78
610.0,85,562,78
24.0,94,562,78
61.0,101,562,78
4.0,75,1548,78
7.0,78,1548,78
1.0,79,1548,78
1.0,80,1548,78
2.0,81,1548,78
4.0,82,1548,78
4.0,83,1548,78
4.0,84,1548,78
3.0,85,1548,78
3.0,86,1548,78
7.0,87,1548,78
4.0,88,1548,78
1.0,94,1548,78
4.0,101,1548,78
3.0,108,1548,78
2.0,115,1548,78
1.0,122,1548,78
3.0,129,1548,78
1.0,136,1548,78
1.0,75,1678,78
1.0,79,1678,78
2.0,80,1678,78
1.0,81,1678,78
2.0,87,1678,78
1.0,129,1678,78
1.0,75,1683,78
1.0,75,1791,78
2.0,78,1791,78
3.0,79,1791,78
3.0,80,1791,78
3.0,81,1791,78
1.0,87,1791,78
4.0,108,1791,78
1.0,115,1791,78
1.0,122,1791,78
2.0,129,1791,78
4.0,136,1791,78
1.0,143,1791,78
2.0,75,1792,78
1.0,76,1792,78
1.0,77,1792,78
1.0,78,1792,78
1.0,79,1792,78
1.0,80,1792,78
1.0,81,1792,78
2.0,82,1792,78
1.0,83,1792,78
1.0,84,1792,78
1.0,85,1792,78
1.0,86,1792,78
8.0,87,1792,78
1.0,88,1792,78
2.0,75,2159,78
3.0,78,2159,78
3.0,82,2159,78
1.0,83,2159,78
1.0,84,2159,78
1.0,85,2159,78
1.0,86,2159,78
3.0,87,2159,78
1.0,88,2159,78
2.0,108,2159,78
21.0,122,2159,78
3.0,129,2159,78
24.0,136,2159,78
6.0,75,2175,78
49.0,101,2175,78
111.0,75,2351,78
774.0,76,2351,78
888.0,87,2351,78
1.0,75,2403,78
39.0,76,2403,78
40.0,78,2403,78
23.0,79,2403,78
37.0,80,2403,78
109.0,81,2403,78
9.0,82,2403,78
45.0,85,2403,78
87.0,94,2403,78
57.0,108,2403,78
147.0,115,2403,78
87.0,122,2403,78
48.0,129,2403,78
198.0,143,2403,78
110.0,75,7417,78
644.0,75,7424,78
30.0,75,7428,78
47.0,87,7428,78
272.0,101,7428,78
906.0,75,7429,78
312.0,75,7430,78
503.0,75,7431,78
1070.0,94,7431,78
782.0,101,7431,78
915.0,108,7431,78
151.0,115,7431,78
1495.0,164,7431,78
50.0,75,7432,78
77.0,75,7436,78
6.0,75,7440,78
277.0,94,7440,78
75.0,75,7442,78
278.0,75,7443,78
633.0,94,7443,78
490.0,101,7443,78
921.0,108,7443,78
630.0,75,7447,78
185.0,75,7448,78
600.0,75,7792,78
28.0,82,7792,78
26.0,83,7792,78
26.0,84,7792,78
26.0,85,7792,78
26.0,86,7792,78
537.0,87,7792,78
26.0,88,7792,78
6.0,94,7792,78
21.0,101,7792,78
219.0,108,7792,78
375.0,115,7792,78
414.0,122,7792,78
429.0,129,7792,78
256.0,136,7792,78
123.0,143,7792,78
120.0,150,7792,78
168.0,157,7792,78
600.0,75,7793,78
293.0,82,7793,78
293.0,83,7793,78
293.0,84,7793,78
293.0,85,7793,78
293.0,86,7793,78
3089.0,87,7793,78
293.0,88,7793,78
795.0,94,7793,78
1000.0,101,7793,78
1280.0,108,7793,78
1978.0,115,7793,78
1980.0,122,7793,78
1924.0,129,7793,78
1292.0,136,7793,78
1092.0,143,7793,78
903.0,150,7793,78
886.0,157,7793,78
