plant,qty,item_code,pre_qty
78,10860,9461,10860
3,568,9676,568
36,17276,8501,17276
118,229,9547,229
78,253789,11935,253789
78,1404676,11539,1404676
36,1339,8239,1339
132,748,9345,748
31,773,12270,773
31,2055,8443,2055
82,263,8503,263
34,1296,9059,1296
12,0.0,7039,4
3,600,8073,600
34,272,9193,272
118,3521,7944,3521
22,1,11689,1
78,16741163,9936,16741163
34,28980,8535,28980
88,12661,8943,12661
109,821,11056,821
78,53136,9674,53136
36,2344,8714,2344
132,864,9820,864
78,45,11752,45
111,1377,7841,1377
27,334,11564,334
31,9250,8656,9250
31,17038,8790,17038
34,308,9272,308
84,6170,11930,6170
3,7427,7890,7427
34,10895,9010,10895
22,1052,9428,1052
78,6632737,9753,6632737
34,10724,8748,10724
99,495,8734,495
78,149527,9887,149527
132,2214,10033,2214
78,158512,9229,158512
132,478,9375,478
31,2052,12300,2052
8,1752,9843,1752
115,1350,11185,1350
115,102,10789,102
22,1508,9903,1508
82,2258,8929,2258
3,4365,8103,4365
31,4166,8741,4166
34,20280,8827,20280
12,0.0,6807,6
15,15,10458,15
78,82587,9966,82587
3,1949,7841,1949
108,1025,8309,1025
36,819,8744,819
78,482,9308,482
111,2397,8133,2397
111,2198,8529,2198
15,9,12274,9
36,2564,8482,2564
88,1320,8845,1320
22,462,9720,462
118,199,11222,199
108,9049,8126,9049
78,695343,9917,695343
78,146268,9521,146268
88,495876,9058,495876
78,7932,9655,7932
111,6704,8084,6704
132,15,9405,15
42,38571,8739,38571
117,4910,8262,4910
3,3725,8133,3725
78,1,7522,1
34,309,9253,309
3,7334,7871,7334
34,22184,8991,22184
78,467336,9734,467336
111,111962,8559,111962
111,1089,7901,1089
115,79,11032,79
78,10434,7735,10434
3,68,11119,68
78,3976818,7869,3976818
132,1311,8015,1311
3,15823,7822,15823
58,457,8667,457
108,745,9925,745
117,438,8950,438
84,1094,9729,1094
22,10,7623,10
117,4297,8688,4297
117,483,8292,483
78,36696520,7948,36696520
117,2133,8426,2133
78,78,7686,78
132,2411,8228,2411
58,4734,8484,4734
132,2741,7966,2741
31,27,10233,27
22,22,7702,22
115,3821,8722,3821
117,605,8505,605
84,56,9680,56
22,4896,9914,4896
55,737,8739,737
117,3785,8243,3785
78,8.0,1994,13
78,11,1598,11
78,24539,7503,24539
78,11214,7899,11214
15,3,10073,3
22,560,7915,560
22,5,7519,5
22,14860,8049,14860
31,1863,9788,1863
117,5871,8322,5871
22,491,10127,491
118,24172,8759,24172
117,811,8456,811
78,570030,11147,570030
3,951,11362,951
78,2828,7716,2828
132,4034,8258,4034
78,5,1549,5
15,6,10682,6
58,1294,8910,1294
82,5385,8111,5385
111,15,11526,15
22,38344,8128,38344
84,4033,8028,4033
118,252,9234,252
117,1679,8931,1679
115,1019,8490,1019
78,154905,11226,154905
84,44,10106,44
54,572,11501,572
78,1503,11360,1503
3,122,11179,122
3,1,11575,1
78,140196,7929,140196
117,1244,8407,1244
36,718,9742,718
111,246,9527,246
78,1522,7667,1522
111,622,9923,622
108,195,9307,195
82,10113,8324,10113
82,2859,7928,2859
31,29386,8002,29386
84,1169,7845,1169
12,2,11711,2
31,2,10214,2
115,38900,8965,38900
3,196,9180,196
115,1653,8703,1653
22,162673,8079,162673
118,203,9185,203
117,33,8486,33
78,315,11177,315
118,887,8923,887
3,53,11526,53
78,8400,10915,8400
111,687,9740,687
82,5598,8537,5598
8,2856,8793,2856
82,45112,8141,45112
31,12707,8215,12707
84,3034,8320,3034
12,31,11790,31
84,3929,8058,3929
31,10940,10031,10940
22,10283,7896,10283
115,864,8916,864
3,177,9527,177
118,362,9002,362
118,117,9398,117
117,1649,8699,1649
78,275,11390,275
3,12022,8869,12022
111,1455,9819,1455
78,81,11128,81
78,626,10732,626
78,3,1792,3
78,2,7697,2
118,2401,8478,2401
111,781,9295,781
132,589,11408,589
82,5814,8354,5814
68,94,11067,94
31,33200,8032,33200
82,1566,8092,1566
84,40,7875,40
12,3,11741,3
34,133191,7990,133191
115,34076,8995,34076
3,381,9344,381
3,2765,8948,2765
22,2255,7847,2255
118,366,9349,366
118,14787,8953,14787
78,2325885,11207,2325885
111,291,10032,291
108,565,9812,565
16,21192,8967,21192
78,54,10945,54
36,1587,9985,1587
111,140,9770,140
82,20412,8567,20412
84,582,11385,582
31,2541,7849,2541
82,7524,8305,7524
22,357,11619,357
115,202,9208,202
84,3062,7826,3062
36,18294,8382,18294
36,3008,8120,3008
78,44528,11420,44528
118,17972,8770,17972
78,0.0,5649,14
16,804,8784,804
78,16,11158,16
78,293,10762,293
8,8742,9036,8742
82,4689,8384,4689
31,32472,8062,32472
82,2866,8122,2866
12,1,491,1
12,20,11771,20
34,6135,8020,6135
84,457,11074,457
78,64164,9159,64164
78,78,9293,78
78,4615049,8897,4615049
3,37,9112,37
36,331,7937,331
118,1452,8983,1452
78,22601,11371,22601
111,375,9800,375
88,55741,8300,55741
28,868,11486,868
111,1374,9538,1374
8,1499,8853,1499
31,38376,8275,38376
82,2014,8335,2014
34,8353,8495,8353
84,82,11153,82
88,680,8775,680
78,404,9372,404
78,281155,8976,281155
34,18591,7971,18591
78,94863,9110,94863
78,841641,8714,841641
3,219,8929,219
36,6827,8150,6827
118,300,9196,300
78,103353,8452,103353
78,5402,11188,5402
88,58477,8117,58477
108,4710,9793,4710
111,95,9751,95
101,5365,7874,5365
31,7211,7830,7211
31,9805,7964,9805
22,270,11338,270
78,113469,9189,113469
34,10036,8184,10036
117,482,9667,482
88,18610,8330,18610
78,9443,8927,9443
101,7395,7953,7395
78,1488,8665,1488
78,15087,11401,15087
132,2974,8811,2974
82,2605,11400,2605
31,784,11474,784
31,2185,8043,2185
84,309,11317,309
34,16769,8263,16769
78,56116,9402,56116
12,3,11752,3
34,4115,8001,4115
15,728,12368,728
78,2348,9140,2348
78,3920739,8744,3920739
34,3705,8397,3705
88,2905,8147,2905
78,18008295,8878,18008295
78,6975871,8482,6975871
36,2374,7918,2374
88,2118,8281,2118
58,24444,9676,24444
22,585,9156,585
31,17454,8256,17454
22,51,9290,51
34,29830,8476,29830
78,39,6879,39
88,11208,8756,11208
78,37878552,9091,37878552
78,346213,8695,346213
111,148,7916,148
88,18147,8098,18147
132,23744,8841,23744
31,1636,11900,1636
117,9010,8094,9010
82,4416,11564,4416
84,988,8873,988
34,874,11858,874
22,53021,8845,53021
78,33,7092,33
58,1410,8286,1410
78,63581,9170,63581
78,105804,8908,105804
132,16827,9054,16827
8,39,12691,39
117,3369,8307,3369
78,33,7171,33
111,664,11243,664
78,16,742,16
99,5468,8760,5468
36,395,11196,395
78,706,9121,706
82,1293,9382,1293
115,2831,8207,2831
117,5491,8124,5491
108,170053,8762,170053
34,564,11492,564
78,12,6726,12
34,17202,8457,17202
111,345,11456,345
99,7823,8839,7823
78,1590,12369,1590
36,819,11409,819
58,1413,8054,1413
101,6473,8098,6473
115,852,8554,852
117,6134,8075,6134
107,900,8672,900
78,42,10370,42
36,18,9148,18
34,460,11443,460
78,53,772,53
78,19,6677,19
78,0.0,7073,2
111,727,11407,727
31,36,9748,36
115,77395,7975,77395
31,837,9224,837
12,294,7686,294
22,2,12598,2
84,854,8933,854
117,2659,7892,2659
111,38,11224,38
78,0.0,6628,18
31,288,9961,288
82,8267,10021,8267
115,1032,8450,1032
54,40485,8859,40485
118,3444,8804,3444
3,53517,8537,53517
22,42,7040,42
118,14967,8408,14967
78,9999,10796,9999
78,1,10400,1
88,322,9803,322
78,93,10138,93
78,150,12612,150
78,9,6841,9
82,1830,9838,1830
31,228,9912,228
115,5066,8401,5066
3,53,8616,53
34,9161,9736,9161
12,105,7716,105
3,3343,8750,3343
34,270,9474,270
118,22227,8755,22227
78,57,11009,57
78,7,10351,7
36,441,9391,441
111,294,9176,294
8,0.0,2720,16
82,3394,7973,3394
31,163,9729,163
115,1559,8614,1559
3,1441,8963,1441
3,19784,8567,19784
34,929,9687,929
12,21,7667,21
117,1586,8135,1586
3,39852,8305,39852
78,546,10430,546
118,2025,8176,2025
108,503,8066,503
118,3527,7914,3527
36,132,9208,132
111,190,8993,190
111,309,9389,309
108,1266,8773,1266
31,612,9942,612
115,4370,8431,4370
3,2883,9042,2883
78,3356,2398,3356
78,0,11039,0
3,2595,8914,2595
132,603,8449,603
78,13,10381,13
88,28,9918,28
8,11143,8259,11143
82,6,7607,6
118,210,12295,210
78,4876528,8382,4876528
78,3434546,8516,3434546
78,2245484,8120,2245484
117,211,11334,211
3,5626,8335,5626
78,22,10594,22
132,2687,8400,2687
78,1,10332,1
82,678,11251,678
82,2288,7820,2288
31,424,7894,424
78,824956,8595,824956
117,656,11413,656
78,368,2428,368
78,359456,8333,359456
78,5932613,8729,5932613
34,440,9668,440
58,214,9131,214
132,2317,8217,2317
78,1,10545,1
82,509,11202,509
31,2002,7845,2002
3,5,12320,5
78,17407,8808,17407
78,433155,8412,433155
78,472196,8546,472196
78,3881809,8150,3881809
78,120,2379,120
78,1661903,8284,1661903
111,19,9187,19
22,4358,8562,4358
22,5025,8300,5025
118,880,9802,880
88,1435,8424,1435
34,6,7620,6
78,2486,11794,2486
88,1312,8162,1312
78,13,2458,13
78,92259,8363,92259
78,9359745,8759,9359745
3,36957,8578,36957
78,306842,8497,306842
78,1261306,8101,1261306
3,121,8974,121
31,1253,10910,1253
31,15386,7875,15386
115,1971,9795,1971
34,91,11130,91
22,6240,8909,6240
34,23649,8095,23649
34,3791,7833,3791
58,1053,10032,1053
88,1519,7979,1519
78,3856543,8576,3856543
78,1850683,8180,1850683
3,2145,8791,2145
58,447,9374,447
78,2360061,8314,2360061
78,737445,7918,737445
132,1004,8856,1004
132,1221,8460,1221
101,1204,7998,1204
82,876,11311,876
115,9870,9874,9870
22,21168,8988,21168
84,25075,8492,25075
22,1622,8726,1622
22,2695,8330,2695
34,427,11081,427
118,331,9570,331
78,1994,11824,1994
78,1893544,8789,1893544
78,18939472,8393,18939472
78,17859,11562,17859
78,1152738,8527,1152738
78,231335,8131,231335
78,659,2360,659
78,5597436,8265,5597436
82,326,9184,326
132,1365,8411,1365
8,719,11914,719
82,362,11262,362
115,4706,9691,4706
84,3433,8571,3433
22,584,8939,584
22,3938,8543,3938
34,187,11294,187
22,3891,8281,3891
34,2,1958,2
118,660,9783,660
88,361,11440,361
78,16479,11775,16479
88,624,8143,624
78,2927268,8344,2927268
78,962017,8478,962017
84,1008,8784,1008
82,63,11079,63
84,3251,8918,3251
84,1613,8522,1613
22,2679,8756,2679
115,792,9380,792
78,3,836,3
22,21176,8098,21176
88,921,11257,921
78,11069,11854,11069
34,3,1909,3
34,8326,10849,8326
78,671736,11592,671736
78,11064221,8557,11064221
82,14133,9080,14133
82,2725,8818,2725
31,3156,8892,3156
22,1,11742,1
118,456,9813,456
118,366,9551,366
78,27,11805,27
78,1436564,11543,1436564
31,2632,8971,2632
115,41302,7856,41302
115,84399,7990,84399
84,2053,8948,2053
115,4638,9806,4638
26,199,9443,199
78,7136,9544,7136
78,1401,11622,1401
78,231,11756,231
31,15712,8922,15712
82,4887,8982,4887
31,5512,9056,5512
84,747,8765,747
139,1854,9348,1854
84,2397,8503,2397
78,394695,10019,394695
22,5,11772,5
78,674806,9757,674806
34,717,11488,717
36,4407,8535,4407
78,51691,11835,51691
115,450,11055,450
82,10181,9195,10181
118,1360,8240,1360
3,24820,7973,24820
118,2419,7978,2419
78,826740,9836,826740
34,420,11567,420
88,818,9373,818
78,8061,9574,8061
3,8846,9789,8846
78,6,6539,6
36,4275,8748,4275
78,12.0,768,15
111,1891,8137,1891
83,6,10107,6
22,10835,9724,10835
3,2466,8186,2466
34,11251,8910,11251
78,20,10445,20
78,30179,10049,30179
88,51,9190,51
36,1468,8827,1468
108,2373,8130,2373
78,634,9525,634
115,2024,11347,2024
117,1104,11264,1104
31,6712,8903,6712
3,2336,8399,2336
31,56788,9037,56788
3,20004,8003,20004
118,12060,8270,12060
118,4018,8008,4018
78,2477,7526,2477
78,9,10262,9
88,531,9665,531
108,64917,8605,64917
78,13520,10000,13520
78,52944,9604,52944
78,827831,9738,827831
111,681,8167,681
111,18614,8563,18614
115,579,11298,579
3,1448,8216,1448
3,1494,7820,1494
3,89,8350,89
78,6,7739,6
118,1001,7825,1001
111,0.0,3133,99
58,1391,8537,1391
78,703936,9817,703936
108,1905,8160,1905
88,2387,8958,2387
78,3830,9555,3830
111,131,8118,131
31,1,9329,1
31,5249,8933,5249
117,3386,8558,3386
54,895,11524,895
3,324,8033,324
3,1362,8429,1362
78,2,2047,2
78,236784,7952,236784
118,126,11335,126
34,496,8891,496
58,25430,8750,25430
78,153550,10030,153550
111,56,8855,56
111,0.0,2688,9
78,1552849,9768,1552849
111,2553,8197,2553
101,127889,8794,127889
111,1648,7935,1648
78,6,2260,6
78,8634227,8165,8634227
78,14473,7769,14473
3,2370,8380,2370
132,30035,8311,30035
3,27861,8118,27861
78,77126,10243,77126
36,1,12318,1
22,1093,9918,1093
118,640,8251,640
78,22679,9981,22679
58,5904,8567,5904
115,159,9067,159
3,4,11890,4
3,62,11628,62
25,29,10613,29
22,677,9735,677
78,157699,7982,157699
3,28782,8197,28782
132,3422,8524,3422
132,791,8128,791
78,5,7720,5
132,419,8262,419
16,32821,7954,32821
22,1220,7998,1220
22,2954,8132,2954
117,782,8801,782
117,1455,8935,1455
84,2852,9714,2852
78,36,2290,36
78,282626,8195,282626
78,5244,7799,5244
3,69362,8410,69362
78,30,2028,30
78,166903,7933,166903
78,21,7537,21
3,14645,8148,14645
132,2800,8079,2800
3,227,11183,227
111,6670,8836,6670
111,406,11871,406
58,1242,8597,1242
111,778,8574,778
22,34680,8211,34680
84,2696,8111,2696
117,1645,9014,1645
84,1468,9793,1468
22,3,7687,3
78,46939,8012,46939
117,4465,8490,4465
3,267,11396,267
36,450,10617,450
78,1,7750,1
132,1173,8292,1173
115,79,9706,79
84,5382,8324,5382
34,4500,10913,4500
78,1,11656,1
78,56212,11260,56212
3,4,11871,4
78,2716745,8225,2716745
117,325,8703,325
78,15,10998,15
55,1566,8803,1566
78,1258059,7963,1258059
82,6757,8224,6757
84,1500,8007,1500
84,1597,8141,1597
22,11570,11410,11570
31,1459,10114,1459
3,14,9610,14
86,303,11093,303
22,13183,8113,13183
78,2724,11869,2724
117,35584,8386,35584
117,1121,8916,1121
78,611647,11607,611647
78,3890,11211,3890
78,663,2271,663
3,270,11426,270
3,4135,11822,4135
88,1389,10614,1389
78,70665,7914,70665
82,764,8437,764
82,5971,8175,5971
54,177,9749,177
115,463,9212,463
22,264,11216,264
22,13251,7930,13251
118,50,9432,50
78,1,11686,1
78,1708338,11290,1708338
78,289433,11424,289433
118,17218,8774,17218
111,1120,9853,1120
78,9227529,7993,9227529
58,1057,8791,1057
31,9594,8328,9594
82,4615,8388,4615
84,251,11602,251
31,52778,8066,52778
84,1513,8305,1513
12,72,11775,72
88,729,11302,729
3,60,9378,60
78,6924,11503,6924
118,1348,9249,1348
78,7898,11637,7898
78,581,11241,581
78,44,10979,44
82,2287,8863,2287
82,2667,8467,2667
16,1677,11213,1677
82,5354,8205,5354
84,1500,8384,1500
22,6,11787,6
84,3279,8122,3279
22,121314,7960,121314
88,1014,8779,1014
78,30667,8980,30667
88,1299,11253,1299
78,983861,11454,983861
78,10145,11588,10145
78,975592,11192,975592
111,4905,10017,4905
31,158830,8358,158830
31,145300,8492,145300
82,2457,8156,2457
34,5394,8712,5394
34,1712,8316,1712
84,4500,8335,4500
84,2177,11370,2177
22,93,11604,93
22,26848,8173,26848
117,0.0,597,687
88,900,8992,900
78,228658,9193,228658
118,29,9413,29
3,93,9146,93
36,26043,7971,26043
78,35100,11405,35100
82,333,11928,333
111,452,9968,452
31,80270,8309,80270
31,6124,8047,6124
117,83,10012,83
78,15064,9272,15064
78,27529,9406,27529
78,44293,9010,44293
15,6,562,6
12,10,11756,10
36,1777,8184,1777
78,4039,11484,4039
111,525,7835,525
84,4,12320,4
31,1188,8784,1188
8,119,9100,119
82,710,8448,710
31,11169,8126,11169
31,3805,8522,3805
31,30424,8260,30424
22,1677,11238,1677
78,39054,9485,39054
78,56,3318,56
78,71434,9223,71434
78,5635,9619,5635
78,75670,8961,75670
82,4945,8661,4945
22,5138,9769,5138
22,3210,9373,3210
3,4827,7835,4827
88,25968,8839,25968
78,16073,9436,16073
78,152582,9040,152582
34,60,8035,60
36,2480,8476,2480
78,6469334,9174,6469334
111,11985,7865,11985
82,45,11909,45
22,842,9848,842
31,3108,8552,3108
22,76,9190,76
34,89529,8772,89529
78,0.0,12684,3
78,1028,9649,1028
78,930224,9253,930224
34,41319,8248,41319
3,953,9864,953
78,32134,9387,32134
78,980663,8991,980663
88,4659,8656,4659
111,8467,7950,8467
82,5880,12384,5880
3,7063,7865,7063
31,431,8503,431
34,241,8723,241
58,50232,8186,50232
78,605331,9466,605331
34,14153,8461,14153
88,16246,8607,16246
78,195770,9204,195770
78,1585,9338,1585
54,708,11435,708
117,88,8207,88
84,1233,9778,1233
107,1199,8804,1199
22,156,9220,156
33,285,11930,285
78,6,1300,6
22,3468,8958,3468
34,17826,8540,17826
88,2732,8820,2732
78,3966,9417,3966
111,197,7846,197
111,10164,7980,10164
31,163,9752,163
84,139,9595,139
117,1196,8024,1196
107,4365,9017,4365
107,3051,8755,3051
78,236,7418,236
34,1623,8753,1623
34,405,11922,405
58,2326,8612,2326
82,268,9891,268
31,4243,9965,4243
111,1143,7797,1143
3,1,11143,1
12,849,10243,849
117,2930,7975,2930
3,3552,7846,3552
15,4,10201,4
78,46262,12616,46262
115,6,8271,6
22,3,7781,3
117,4692,8450,4692
3,1767,11356,1767
3,963,11490,963
36,2298,9919,2298
117,1082,7926,1082
3,764,11228,764
78,20,6790,20
78,0.0,7320,1
31,315,9995,315
115,44139,8484,44139
12,3,2028,3
117,575,11436,575
12,28,7537,28
117,2597,8401,2597
36,904,9736,904
118,11922,8838,11922
36,8,9870,8
78,2,10434,2
36,1692,9474,1692
78,10,7137,10
8,40,10786,40
115,2892,8301,2892
31,8,9550,8
34,3098,10032,3098
115,3006,8831,3006
22,741,7811,741
118,11817,8917,11817
36,633,9687,633
88,492,9788,492
8,2467,8525,2467
115,11776,8910,11776
82,1542,9689,1542
115,2892,8514,2892
22,11,7628,11
3,81029,8863,81029
34,21,9983,21
3,13184,8601,13184
78,191355,10726,191355
117,1584,2264,1584
118,3997,8472,3997
78,400,10860,400
118,15993,8210,15993
78,135,7429,135
8,1914,8738,1914
82,6721,8086,6721
82,1477,8220,1477
115,5096,8465,5096
88,13123,8002,13123
78,41521,11335,41521
34,992,9934,992
3,26679,8814,26679
16,15135,8833,15135
78,14389,11073,14389
118,11776,8423,11776
108,212,9020,212
78,1,10415,1
111,56,9240,56
82,8648,8037,8648
31,955,8111,955
84,2508,7820,2508
22,2415,11089,2415
3,42,9289,42
31,106,9927,106
118,64,2993,64
88,28111,8215,28111
78,195896,8416,195896
118,6474,8502,6474
78,6311,10628,6311
36,276,9668,276
111,55,9453,55
58,1040,11822,1040
31,224,7928,224
22,78,11302,78
84,338,11202,338
3,0.0,2939,99
88,471,8032,471
132,3182,8775,3182
108,1043,9050,1043
58,1079,11901,1079
78,2441,10841,2441
82,2938,8067,2938
31,3055,8141,3055
22,34904,8779,34904
31,13312,7879,13312
117,52,9844,52
22,716,11253,716
78,75235,8708,75235
88,2953,8245,2953
78,484844,8842,484844
78,1837546,8446,1837546
3,438,8661,438
36,1394,7882,1394
78,343621,8580,343621
3,8339,8795,8339
108,2690,9263,2690
111,1656,9087,1656
82,1439,7884,1439
31,105751,7958,105751
115,3567,9878,3567
84,455,11494,455
22,53377,8596,53377
115,213,12352,213
117,133410,9661,133410
22,610,8992,610
34,2841,8312,2841
88,1948,8458,1948
78,40303,9055,40303
78,1852594,8659,1852594
34,2,1749,2
132,324,9201,324
78,25827,8793,25827
78,1214471,8397,1214471
3,180,9008,180
4,441,9311,441
111,72,9434,72
84,87,11445,87
31,41846,7909,41846
84,238,11049,238
108,160,7806,160
88,3036,8275,3036
34,1136,7867,1136
78,1373354,8476,1373354
3,512,9087,512
78,922457,8610,922457
58,566,9804,566
132,5515,8890,5515
22,251,9284,251
84,736,9184,736
117,5760,9691,5760
22,179082,8760,179082
34,6302,8342,6302
34,6130,7946,6130
117,580,9825,580
88,2252,8488,2252
78,723156,9085,723156
36,690,11294,690
78,106688212,8823,106688212
78,3367784,8427,3367784
88,3,7830,3
88,19866,7964,19866
78,306555,8561,306555
84,1200,8867,1200
31,564,11370,564
22,23886,8839,23886
84,205,11213,205
34,5471,8159,5471
78,501,12333,501
78,6.0,6562,9
78,6976859,8640,6976859
16,7758,8874,7758
78,11468730,8774,11468730
82,861,9297,861
82,1291,11375,1291
28,655,11363,655
84,1847,8818,1847
85,1,315,1
22,3805,8656,3805
84,2781,8556,2781
34,2330,11407,2330
22,18061,8790,18061
78,13,6775,13
78,273,12284,273
88,6307,8256,6307
78,17947537,8853,17947537
78,1171417,8457,1171417
31,6,9188,6
58,716,9785,716
82,417,9248,417
22,123,6791,123
31,224,11266,224
22,13541,12300,13541
84,463,9165,463
22,70297,8607,70297
118,1103,10109,1103
78,20384,12363,20384
78,0.0,6592,2
118,37,9847,37
88,17140,8469,17140
78,638,11839,638
84,5568,8982,5568
118,3238,7848,3238
34,325,11833,325
78,7.0,7067,31
36,187,9276,187
78,6.0,6805,94
78,35,12314,35
78,30686,11918,30686
111,305,11139,305
82,307,9144,307
31,940,9352,940
31,1217,8956,1217
22,15,6955,15
12,980,7552,980
31,686,11430,686
108,2633,8524,2633
139,4468,9778,4468
78,24903,10053,24903
78,14,851,14
115,1033,7920,1033
31,310,9169,310
115,8003,8054,8003
108,99209,8737,99209
118,1713,7878,1713
108,550,8871,550
88,447,9669,447
78,5,10266,5
78,5425221,9870,5425221
36,1832,8910,1832
78,48,6835,48
36,45,9044,45
31,28,9644,28
115,2188,8267,2188
115,625,7871,625
84,805,9225,805
3,8848,8220,8848
118,9168,8487,9168
118,8064,7829,8064
108,1612,8426,1612
88,270,9224,270
111,1568,8646,1568
31,366,9595,366
3,800,8299,800
22,54.0,6802,330
108,231,9163,231
3,1065,8037,1065
22,60,6936,60
118,2382,7908,2382
118,11929,8042,11929
78,34,10296,34
34,37188,8895,37188
111,28,8725,28
58,619,11356,619
78,128468,10034,128468
111,3069,8859,3069
78,0.0,698,64
82,2157,9734,2157
12,148,7612,148
78,102,10771,102
118,94956,8121,94956
117,410,7818,410
118,5310,7859,5310
34,4218,9108,4218
118,1734,8255,1734
88,1,9516,1
78,729,10247,729
132,644,10789,644
36,89,9025,89
16,6568,9689,6568
22,2,10659,2
3,7713,8463,7713
78,237032,7852,237032
3,29435,8067,29435
118,2960,8334,2960
3,36699,8201,36699
3,858,7805,858
118,376,8072,376
88,473,9729,473
108,33,8931,33
36,168,9104,168
99,438,9307,438
84,41,10504,41
22,10075,8002,10075
117,790,9067,790
118,309,11582,309
78,3.0,2160,5
78,376603,8065,376603
3,39914,8280,39914
78,80,2294,80
3,2053,8414,2053
78,2801,7803,2801
3,1723,8018,1723
118,2000,7889,2000
118,1420,8285,1420
111,2016,9102,2016
88,1569,9680,1569
58,2950,9259,2950
3,113,11924,113
78,522,2373,522
78,704325,8278,704325
78,138853,7882,138853
