item_code,period,order_demand,pre_demand
7551,78,2393,3581
7552,78,88,88
7554,78,110,910
7561,78,0,0
7569,78,1,1
7570,78,3,4
7576,78,5,10
7577,78,3,16
7580,78,656,1288
7584,78,0,11
7590,78,3,100
7591,78,1,160
7594,78,0,41
7613,78,2,18
7614,78,1,2
7615,78,7,60
7617,78,2,2
7625,78,204,204
7629,78,36,36
7635,78,3,6
7639,78,601,601
7643,78,757,1100
7651,78,127,127
7653,78,0,1
7655,78,144,144
7662,78,52,184
7663,78,49,98
7667,78,6,6
7671,78,2,11
7672,78,16,234
7689,78,27,48
7695,78,207,265
7708,78,50,76
7709,78,2,2
7713,78,755,864
7714,78,3,8
7716,78,43,92
7719,78,14,22
7723,78,76,76
7724,78,12,96
7729,78,9,36
7755,78,312,312
7759,78,12,12
7760,78,0,12
7764,78,641,1901
7785,78,44,44
7809,78,13000,13000
7810,78,10000,10000
7811,78,0,0
7847,78,0,0
7853,78,0,0
7856,78,5000,5000
7869,78,65000,65000
7877,78,0,0
7883,78,0,0
7887,78,0,0
7893,78,35000,35000
7906,78,0,0
7909,78,10000,10000
7911,78,5000,5000
7913,78,15000,15000
7916,78,0,0
7917,78,15000,15000
7927,78,0,0
7929,78,5000,5000
7945,78,0,0
7947,78,2000,2000
7948,78,40000,40000
7951,78,60000,60000
7953,78,10000,10000
7954,78,90000,90000
7956,78,0,0
7959,78,0,0
7960,78,120000,120000
7967,78,30000,30000
7968,78,10000,10000
7970,78,10000,10000
7971,78,20000,20000
7974,78,50000,50000
7975,78,35000,35000
7985,78,10000,10000
7990,78,70000,70000
7993,78,0,0
7994,78,10000,10000
8000,78,35000,35000
8002,78,50000,50000
8015,78,20000,20000
8036,78,50000,50000
8049,78,0,0
8070,78,210000,210000
8076,78,50000,50000
8077,78,10000,10000
8078,78,10000,10000
8079,78,0,0
8080,78,10000,10000
8081,78,30000,30000
8082,78,0,0
8083,78,0,0
8084,78,0,0
8085,78,0,0
8086,78,0,0
8088,78,0,0
8089,78,10000,10000
8099,78,0,0
8100,78,10000,10000
8102,78,0,0
8103,78,0,0
8110,78,0,0
8142,78,0,0
8143,78,15000,15000
8145,78,0,0
8146,78,0,0
8147,78,0,0
8148,78,10000,10000
8150,78,25000,25000
8151,78,5000,5000
8153,78,10000,10000
8154,78,0,0
8155,78,0,0
8156,78,10000,10000
8157,78,0,0
8160,78,50000,50000
8162,78,0,0
8163,78,20000,20000
8164,78,0,0
8166,78,0,0
8168,78,220000,220000
8169,78,0,0
8170,78,140000,140000
8171,78,30000,30000
8172,78,0,0
8173,78,0,0
8174,78,0,0
8176,78,40000,40000
8177,78,0,0
8178,78,41000,41000
8179,78,0,0
8181,78,0,0
8182,78,0,0
8184,78,0,0
8186,78,15000,15000
8187,78,10000,10000
8188,78,0,0
8189,78,0,0
8191,78,5000,5000
8193,78,0,0
8195,78,10000,10000
8197,78,0,0
8199,78,0,0
8201,78,10000,10000
8202,78,0,0
8203,78,90000,90000
8204,78,0,0
8205,78,5000,5000
8206,78,0,0
8207,78,10000,10000
8208,78,0,0
8210,78,0,0
8211,78,5000,5000
8214,78,0,0
8215,78,0,0
8217,78,10000,10000
8220,78,10000,10000
8222,78,0,0
8224,78,5000,5000
8228,78,20000,20000
8229,78,0,0
8230,78,0,0
8232,78,7000,7000
8236,78,9000,9000
8237,78,0,0
8238,78,0,0
8239,78,0,0
8241,78,10000,10000
8242,78,25000,25000
8243,78,5000,5000
8244,78,5000,5000
8245,78,10000,10000
8246,78,5000,5000
8248,78,8000,8000
8249,78,0,0
8252,78,0,0
8253,78,130000,130000
8254,78,10000,10000
8258,78,0,0
8259,78,2000,2000
8264,78,30000,30000
8265,78,10000,10000
8266,78,0,0
8270,78,0,0
8275,78,20000,20000
8279,78,0,0
8280,78,20000,20000
8281,78,0,0
8282,78,30000,30000
8283,78,10000,10000
8286,78,0,0
8287,78,5000,5000
8289,78,5000,5000
8290,78,0,0
8291,78,0,0
8293,78,70000,70000
8294,78,10000,10000
8295,78,65000,65000
8296,78,0,0
8298,78,0,0
8299,78,10000,10000
8300,78,30000,30000
8301,78,0,0
8305,78,10000,10000
8306,78,0,0
8307,78,10000,10000
8308,78,2000,2000
8311,78,22000,22000
8312,78,10000,10000
8313,78,0,0
8314,78,5000,5000
8316,78,5000,5000
8317,78,30000,30000
8318,78,10000,10000
8320,78,0,0
8324,78,6000,6000
8325,78,2000,2000
8326,78,47000,47000
8330,78,0,0
8334,78,0,0
8336,78,0,0
8337,78,1000,1000
8338,78,20000,20000
8339,78,10000,10000
8343,78,0,0
8344,78,0,0
8345,78,0,0
8347,78,0,0
8348,78,0,0
8352,78,15000,15000
8357,78,0,0
8358,78,10000,10000
8359,78,0,0
8362,78,0,0
8366,78,5000,5000
8367,78,0,0
8369,78,20000,20000
8370,78,0,0
8371,78,0,0
8372,78,50000,50000
8377,78,60000,60000
8378,78,0,0
8379,78,50000,50000
8381,78,0,0
8382,78,0,0
8386,78,10000,10000
8387,78,0,0
8388,78,0,0
8389,78,0,0
8392,78,0,0
8393,78,25000,25000
8394,78,0,0
8397,78,0,0
8400,78,20000,20000
8401,78,0,0
8403,78,0,0
8404,78,0,0
8406,78,5000,5000
8407,78,0,0
8410,78,10000,10000
8413,78,10000,10000
8414,78,0,0
8417,78,388000,388000
8418,78,0,0
8419,78,0,0
8423,78,10000,10000
8426,78,10000,10000
8427,78,0,0
8430,78,70000,70000
8431,78,0,0
8434,78,10000,10000
8436,78,0,0
8438,78,75000,75000
8439,78,0,0
8441,78,10000,10000
8442,78,0,0
8444,78,0,0
8445,78,30000,30000
8446,78,0,0
8447,78,0,0
8448,78,0,0
8449,78,0,0
8450,78,0,0
8451,78,0,0
8452,78,0,0
8453,78,130000,130000
8454,78,0,0
8455,78,20000,20000
8456,78,0,0
8459,78,0,0
8460,78,10000,10000
8463,78,10000,10000
8465,78,0,0
8472,78,40000,40000
8473,78,0,0
8482,78,30000,30000
8483,78,0,0
8484,78,0,0
8487,78,20000,20000
8488,78,0,0
8489,78,0,0
8492,78,35000,35000
8493,78,0,0
8494,78,5000,5000
8495,78,50000,50000
8496,78,0,0
8501,78,13000,13000
8502,78,0,0
8503,78,0,0
8506,78,0,0
8507,78,0,0
8508,78,0,0
8512,78,0,0
8514,78,0,0
8515,78,0,0
8517,78,0,0
8519,78,0,0
8520,78,0,0
8522,78,0,0
8524,78,5000,5000
8525,78,0,0
8526,78,0,0
8528,78,0,0
8530,78,10000,10000
8531,78,0,0
8532,78,10000,10000
8533,78,0,0
8535,78,0,0
8537,78,20000,20000
8540,78,30000,30000
8545,78,0,0
8549,78,0,0
8553,78,5000,5000
8554,78,0,0
8557,78,0,0
8562,78,0,0
8566,78,0,0
8567,78,50000,50000
8568,78,0,0
8569,78,0,0
8571,78,0,0
8576,78,0,0
8579,78,0,0
8581,78,20000,20000
8597,78,0,0
8603,78,25000,25000
8604,78,5000,5000
8605,78,0,0
8606,78,0,0
8607,78,0,0
8608,78,0,0
8610,78,0,0
8614,78,0,0
8628,78,0,0
8630,78,0,0
8631,78,0,0
8632,78,0,0
8637,78,0,0
8654,78,0,0
8657,78,0,0
8659,78,0,0
8660,78,0,0
8662,78,0,0
8716,78,2000,2000
8722,78,4000,4000
8729,78,0,0
8732,78,0,0
8733,78,0,0
8734,78,12000,12000
8736,78,10000,10000
8737,78,66000,66000
8738,78,10000,10000
8739,78,0,0
8740,78,10000,10000
8741,78,0,0
8742,78,4000,4000
8746,78,0,0
8747,78,4000,4000
8751,78,3000,3000
8753,78,0,0
8755,78,0,0
8756,78,10000,10000
8757,78,78000,78000
8758,78,10000,10000
8759,78,0,0
8760,78,0,0
8761,78,10000,10000
8762,78,0,0
8763,78,10000,10000
8764,78,0,0
8765,78,10000,10000
8766,78,8000,8000
8768,78,0,0
8769,78,10000,10000
8770,78,0,0
8771,78,10000,10000
8773,78,10000,10000
8774,78,0,0
8775,78,10000,10000
8776,78,6000,6000
8777,78,10000,10000
8786,78,0,0
8787,78,10000,10000
8788,78,0,0
8790,78,12000,12000
8791,78,1000,1000
8792,78,0,0
8795,78,0,0
8800,78,21000,21000
8804,78,10000,10000
8805,78,0,0
8806,78,0,0
8810,78,0,0
8812,78,0,0
8813,78,40000,40000
8814,78,0,0
8819,78,0,0
8820,78,10000,10000
8821,78,0,0
8823,78,0,0
8825,78,4000,4000
8828,78,90000,90000
8829,78,1000,1000
8830,78,0,0
8837,78,0,0
8840,78,0,0
8841,78,0,0
8842,78,3000,3000
8845,78,4000,4000
8846,78,1000,1000
8847,78,7000,7000
8848,78,12000,12000
8852,78,0,0
8853,78,4000,4000
8854,78,0,0
8856,78,0,0
8857,78,0,0
8859,78,0,0
8860,78,0,0
8861,78,9000,9000
8862,78,0,0
8863,78,0,0
8864,78,4000,4000
8865,78,10000,10000
8866,78,0,0
8867,78,5000,5000
8868,78,9000,9000
8869,78,3000,3000
8870,78,0,0
8874,78,6000,6000
8876,78,50000,50000
8877,78,0,0
8878,78,0,0
8879,78,16000,16000
8881,78,28000,28000
8883,78,10000,10000
8885,78,40000,40000
8889,78,4000,4000
8890,78,0,0
8893,78,12000,12000
8894,78,0,0
8895,78,277000,277000
8896,78,0,0
8897,78,0,0
8899,78,128000,128000
8903,78,0,0
8904,78,24000,24000
8905,78,0,0
8906,78,201000,201000
8907,78,0,0
8909,78,40000,40000
8910,78,10000,10000
8912,78,5000,5000
8914,78,20000,20000
8915,78,16000,16000
8917,78,8000,8000
8920,78,30000,30000
8922,78,28000,28000
8932,78,4000,4000
8933,78,388000,388000
8934,78,28000,28000
8936,78,27000,27000
8941,78,28000,28000
8943,78,13000,13000
8944,78,8000,8000
8945,78,72000,72000
8947,78,80000,80000
8949,78,40000,40000
8951,78,5000,5000
8953,78,30000,30000
8960,78,8000,8000
8963,78,90000,90000
8964,78,24000,24000
8965,78,20000,20000
8967,78,0,0
8968,78,0,0
8970,78,42000,42000
8982,78,10000,10000
8983,78,30000,30000
8989,78,4000,4000
8991,78,11000,11000
8992,78,14000,14000
8997,78,0,0
9000,78,0,0
9001,78,0,0
9002,78,0,0
9004,78,0,0
9017,78,0,0
9018,78,9000,9000
9019,78,8000,8000
9020,78,0,0
9021,78,0,0
9023,78,0,0
9025,78,6000,6000
9032,78,51000,51000
9033,78,0,0
9034,78,0,0
9042,78,0,0
9043,78,6000,6000
9044,78,0,0
9046,78,9000,9000
9050,78,8000,8000
9056,78,0,0
9057,78,10000,10000
9062,78,2000,2000
9066,78,8000,8000
9067,78,4000,4000
9070,78,0,0
9071,78,2000,2000
9072,78,0,0
9073,78,10000,10000
9080,78,0,0
9083,78,4000,4000
9085,78,0,0
9086,78,0,0
9087,78,2000,2000
9089,78,86000,86000
9092,78,0,0
9094,78,0,0
9098,78,120,120
9101,78,0,0
9108,78,11000,11000
9109,78,1000,1000
9110,78,0,0
9111,78,0,0
9114,78,0,0
9119,78,0,0
9125,78,0,0
9135,78,3000,3000
9138,78,4000,4000
9147,78,0,0
9148,78,0,0
9178,78,3000,3000
9180,78,1000,1000
9188,78,4320,4320
9189,78,20300,20300
9196,78,0,0
9197,78,0,0
9198,78,24408,24408
9205,78,0,0
9206,78,0,0
9208,78,0,0
9210,78,0,0
9211,78,0,0
9214,78,0,0
9219,78,0,0
9220,78,0,0
9232,78,0,0
9251,78,0,0
9252,78,8000,8000
9254,78,0,0
9255,78,60000,60000
9256,78,20000,20000
9257,78,0,0
9258,78,0,0
9259,78,20000,20000
9261,78,0,0
9262,78,0,0
9263,78,0,0
9264,78,0,0
9270,78,0,0
9279,78,0,0
9280,78,0,0
9289,78,0,0
9292,78,0,0
9295,78,0,0
9297,78,0,0
9298,78,0,0
9311,78,6000,6000
9324,78,0,0
9346,78,0,0
9348,78,0,0
9349,78,0,0
9382,78,0,0
9385,78,1,1
9411,78,0,0
9415,78,0,0
9426,78,0,0
9433,78,47,47
9440,78,0,0
9443,78,220,220
9446,78,158400,158400
9447,78,6500,6500
9448,78,4752,5000
9456,78,5064,5064
9457,78,8500,8500
9458,78,8500,8500
9463,78,0,0
9465,78,41000,41000
9478,78,600,600
9508,78,0,0
9516,78,800,800
9527,78,1020,1020
9592,78,0,0
9639,78,116,116
9646,78,0,0
9655,78,72,72
9656,78,0,0
9663,78,0,0
9666,78,0,0
9676,78,0,0
9681,78,0,0
9687,78,0,0
9689,78,27000,27000
9693,78,0,0
9699,78,0,0
9712,78,0,0
9715,78,0,0
9722,78,0,0
9725,78,3000,3000
9738,78,6000,6000
9743,78,0,0
9749,78,0,0
9750,78,0,0
9751,78,0,0
9753,78,78000,78000
9754,78,0,0
9757,78,0,0
9766,78,0,0
9769,78,0,0
9780,78,0,0
9790,78,0,0
9793,78,0,0
9796,78,0,0
9812,78,0,0
9819,78,0,0
9820,78,0,0
9822,78,0,0
9831,78,0,0
9834,78,6000,6000
9838,78,0,0
9840,78,0,0
9841,78,0,0
9843,78,0,0
9872,78,84800,84800
9890,78,0,0
9891,78,0,0
9892,78,0,0
9925,78,0,0
9936,78,0,0
9979,78,0,0
9985,78,0,0
9986,78,2502,2502
9987,78,2700,2700
9998,78,4100,4100
9999,78,2100,2100
10000,78,2100,2100
10021,78,0,0
10024,78,0,0
10032,78,0,0
10044,78,0,0
10045,78,0,0
10046,78,0,0
10047,78,0,0
10084,78,4,4
10086,78,4,4
10089,78,4,4
10101,78,0,0
10106,78,600,600
10107,78,1545,1545
10108,78,2425,2425
10124,78,692,692
10127,78,3143,3143
10133,78,2076,2076
10137,78,121,272
10142,78,18,18
10143,78,148,148
10217,78,18,18
10243,78,3751,3751
10272,78,3818,3818
10273,78,9578,9578
10274,78,2295,2295
10397,78,86,86
10456,78,204,204
10457,78,3,3
10469,78,166,166
10487,78,1786,2100
10489,78,1452,1452
10497,78,1665,1665
10498,78,42,42
10499,78,467,467
10551,78,0,0
10565,78,36,36
10566,78,154,346
10567,78,101,102
10568,78,1048,1048
10586,78,0,2100
10614,78,9000,9000
10615,78,0,0
10617,78,837,837
10619,78,0,0
10621,78,9,9
10628,78,2257,2313
10629,78,15040,15040
10635,78,1832,1832
10638,78,0,0
10692,78,1,2
10697,78,1,1
10698,78,1,1
10716,78,5,5
10719,78,0,0
10720,78,2692,4524
10722,78,1578,1578
10725,78,3693,3693
10726,78,1443,1443
10727,78,54,54
10728,78,80,80
10729,78,12565,12565
10730,78,58,58
10731,78,181,181
10732,78,485,485
10736,78,3,3
10739,78,8,8
10742,78,373,373
10746,78,17,17
10751,78,0,0
10753,78,64,64
10754,78,14,14
10756,78,56,56
10760,78,16,16
10766,78,2,2
10771,78,574,574
10773,78,26,26
10775,78,10,10
10776,78,154,154
10779,78,7600,7600
10780,78,0,0
10787,78,12,12
10789,78,0,0
10797,78,92,92
10819,78,210,210
10824,78,2,3
10827,78,5,14
10832,78,111,111
10833,78,94,94
10834,78,2629,2629
10835,78,5,5
10836,78,35,35
10841,78,64,64
10842,78,370,370
10849,78,3996,4483
10850,78,3073,3073
10895,78,4183,4183
10907,78,12354,12354
10908,78,8034,8034
10912,78,4,4
10913,78,140,140
10915,78,0,0
10938,78,0,4
10947,78,272,272
10979,78,9,10
10990,78,6,6
10991,78,4,5
10992,78,1,1
11006,78,1,1
11049,78,10,10
11050,78,199,199
11051,78,97,97
11052,78,24,24
11056,78,9,9
11066,78,1,1
11067,78,5,5
11082,78,120,120
11089,78,0,0
11091,78,220,220
11093,78,205,205
11095,78,33,33
11097,78,2,2
11098,78,193,248
11100,78,2,2
11105,78,16,16
11112,78,1794,1794
11114,78,477,934
11139,78,0,0
11147,78,0,0
11192,78,0,0
11199,78,0,0
11206,78,0,0
11208,78,0,0
11209,78,0,220
11211,78,0,0
11214,78,0,0
11216,78,0,0
11217,78,0,0
11222,78,0,0
11226,78,0,0
11227,78,0,0
11231,78,0,0
11234,78,0,0
11235,78,0,0
11237,78,0,0
11252,78,0,0
11254,78,0,0
11259,78,0,0
11261,78,0,0
11263,78,0,0
11272,78,0,0
11306,78,0,0
11315,78,0,0
11317,78,0,0
11319,78,0,0
11324,78,120,120
11325,78,0,0
11363,78,0,0
11364,78,120,120
11409,78,420,420
11417,78,0,0
11425,78,0,0
11437,78,0,0
11438,78,0,0
11443,78,0,0
11454,78,0,0
11455,78,0,0
11467,78,0,0
11496,78,0,0
11498,78,0,0
11501,78,0,0
11502,78,0,0
11520,78,0,0
11533,78,0,0
11538,78,0,0
11543,78,0,0
11602,78,0,0
11614,78,1,50
11678,78,3,3
11690,78,5,5
11713,78,188,188
11732,78,202,290
11733,78,88,88
11738,78,0,0
11744,78,10,10
11750,78,4,4
11751,78,6,6
11752,78,1,2
11754,78,3,4
11755,78,2,2
11756,78,2,4
11758,78,137,262
11763,78,110,110
11764,78,4,5
11765,78,23,28
11766,78,7,10
11767,78,2,2
11773,78,26,26
11775,78,32,32
11781,78,210,210
11783,78,118,118
11787,78,5,5
11789,78,65,236
11790,78,1,2
11791,78,70,70
11792,78,2,4
11793,78,6,6
11794,78,203,408
11802,78,1,1
11832,78,0,60
11840,78,0,0
11851,78,0,0
11883,78,0,0
11884,78,0,0
11892,78,0,0
11904,78,0,0
11916,78,0,0
11934,78,0,0
11936,78,0,0
12272,78,118,118
12277,78,500,500
12300,78,104,104
12301,78,116,116
12312,78,2,2
12313,78,0,0
12320,78,0,0
12323,78,1,1
12341,78,264,264
12344,78,0,0
12346,78,0,0
12352,78,0,0
12367,78,0,0
12369,78,0,0
12384,78,0,0
12691,78,5391,5391
315,80,2,2
494,80,2,2
509,80,30,42
512,80,15,140
526,80,3,4
532,80,28,54
559,80,14,14
561,80,61,107
562,80,44,112
588,80,0,0
589,80,0,0
591,80,0,0
595,80,0,0
599,80,0,0
602,80,0,0
604,80,0,0
672,80,46,46
1071,80,0,0
1075,80,0,0
1248,80,16,16
1547,80,10,17
1548,80,5,6
1581,80,1,1
1673,80,500,500
1751,80,6,6
1756,80,0,0
1767,80,0,2
1784,80,53,679
1897,80,0,0
1911,80,0,0
1912,80,4,4
1955,80,1,5
2079,80,109,109
2082,80,0,0
2083,80,240,240
2114,80,46,46
2119,80,0,0
2120,80,0,0
2682,80,0,0
2688,80,0,0
2695,80,0,0
2717,80,0,0
2718,80,0,0
2723,80,0,0
2797,80,0,0
2837,80,0,0
2879,80,0,0
2931,80,0,0
2932,80,0,0
2933,80,0,0
2934,80,0,0
2939,80,0,0
2993,80,0,0
3017,80,0,0
3053,80,0,0
3142,80,0,0
3899,80,0,0
4114,80,0,0
4575,73,0,0
6562,80,1,1
6565,80,41,220
6586,80,7,14
6588,80,4,8
6616,80,1,4
6618,80,7,47
6624,80,1,21
6625,80,1,8
6645,80,0,0
6675,80,4,22
6677,80,16,41
6686,80,16,57
6782,80,2,2
6783,80,2,2
6952,80,0,0
7052,80,13,34
7062,80,0,0
7078,80,1,2
7106,80,0,0
7202,80,0,0
7315,80,0,0
7443,80,15,15
7488,80,0,0
7501,80,12,12
7526,80,3,4
7527,80,14,52
7528,80,156,156
7532,80,12,192
7535,80,365,1248
7536,80,1,72
7538,80,121,331
7544,80,1,644
7545,80,109,157
7548,80,4,274
7551,80,973,1456
7552,80,172,172
7554,80,71,591
7555,80,10,106
7561,80,0,0
7569,80,25,33
7570,80,10,15
7580,80,204,399
7590,80,1,16
7591,80,1,58
7594,80,0,7
7607,80,1199,1199
7614,80,1,9
7615,80,4,35
7629,80,24,24
7635,80,5,10
7639,80,298,298
7640,80,0,6
7643,80,391,568
7651,80,223,223
7662,80,5,15
7663,80,35,70
7671,80,4,24
7672,80,13,190
7687,80,1,1
7689,80,154,280
7709,80,36,36
7713,80,28,32
7716,80,58,123
7723,80,266,266
7729,80,4,16
7745,80,15,1242
7755,80,1944,1944
7785,80,20,20
7789,80,112,112
7795,80,0,0
7809,80,0,0
7826,80,10000,10000
7847,80,5000,5000
7861,80,5000,5000
7871,80,10000,10000
7886,80,0,0
7887,80,0,0
7893,80,0,0
7905,80,0,0
7906,80,10000,10000
7916,80,0,0
7924,80,0,0
7927,80,0,0
7930,80,0,0
7944,80,0,0
7945,80,0,0
7946,80,0,0
7947,80,0,0
7948,80,10000,10000
7951,80,50000,50000
7954,80,50000,50000
7957,80,0,0
7958,80,0,0
7959,80,0,0
7960,80,0,0
7963,80,0,0
7967,80,0,0
7971,80,0,0
7973,80,0,0
7974,80,40000,40000
7985,80,0,0
7990,80,0,0
7991,80,0,0
7993,80,10000,10000
7994,80,10000,10000
7995,80,5000,5000
8009,80,0,0
8019,80,0,0
8026,80,0,0
8038,80,0,0
8040,80,0,0
8041,80,0,0
8044,80,0,0
8045,80,0,0
8051,80,0,0
8055,80,0,0
8064,80,0,0
8068,80,0,0
8070,80,10000,10000
8079,80,10000,10000
8080,80,10000,10000
8083,80,10000,10000
8084,80,0,0
8085,80,0,0
8088,80,0,0
8089,80,10000,10000
8098,80,0,0
8102,80,0,0
8106,80,0,0
8107,80,0,0
8109,80,0,0
8110,80,0,0
8111,80,0,0
8112,80,0,0
8121,80,0,0
8130,80,0,0
8141,80,0,0
8142,80,0,0
8145,80,0,0
8146,80,0,0
8148,80,0,0
8150,80,0,0
8151,80,5000,5000
8153,80,0,0
8154,80,10000,10000
8156,80,0,0
8157,80,0,0
8161,80,0,0
8162,80,0,0
8163,80,10000,10000
8164,80,10000,10000
8167,80,1000,1000
8168,80,0,0
8169,80,15496,15496
8171,80,0,0
8172,80,0,0
8173,80,0,0
8174,80,5000,5000
8175,80,0,0
8176,80,0,0
8177,80,0,0
8178,80,10000,10000
8179,80,0,0
8180,80,0,0
8181,80,0,0
8182,80,0,0
8184,80,0,0
8186,80,0,0
8187,80,0,0
8188,80,0,0
8189,80,0,0
8190,80,0,0
8198,80,0,0
8199,80,0,0
8200,80,0,0
8201,80,0,0
8202,80,0,0
8203,80,0,0
8204,80,0,0
8208,80,0,0
8210,80,0,0
8213,80,0,0
8214,80,0,0
8215,80,0,0
8216,80,0,0
8220,80,0,0
8221,80,0,0
8222,80,0,0
8224,80,0,0
8225,80,0,0
8226,80,0,0
8228,80,0,0
8229,80,0,0
8230,80,0,0
8231,80,0,0
8232,80,0,0
8234,80,0,0
8236,80,0,0
8237,80,0,0
8238,80,0,0
8239,80,0,0
8240,80,0,0
8241,80,0,0
8242,80,0,0
8243,80,0,0
8244,80,0,0
8245,80,0,0
8246,80,0,0
8252,80,0,0
8254,80,10000,10000
8257,80,0,0
8259,80,10000,10000
8260,80,0,0
8264,80,0,0
8265,80,728,728
8266,80,0,0
8267,80,0,0
8269,80,0,0
8271,80,0,0
8275,80,0,0
8278,80,0,0
8279,80,0,0
8280,80,0,0
8281,80,0,0
8282,80,0,0
8283,80,6552,6552
8284,80,0,0
8285,80,0,0
8286,80,0,0
8287,80,0,0
8288,80,0,0
8290,80,0,0
8291,80,0,0
8293,80,0,0
8294,80,10000,10000
8295,80,5000,5000
8296,80,5000,5000
8299,80,10000,10000
8301,80,0,0
8302,80,0,0
8304,80,0,0
8305,80,0,0
8308,80,10000,10000
8309,80,0,0
8310,80,0,0
8311,80,0,0
8312,80,520,520
8313,80,0,0
8314,80,0,0
8316,80,0,0
8317,80,0,0
8318,80,10000,10000
8323,80,0,0
8324,80,0,0
8325,80,10000,10000
8326,80,0,0
8327,80,0,0
8328,80,0,0
8330,80,0,0
8331,80,0,0
8333,80,0,0
8336,80,0,0
8337,80,10000,10000
8338,80,0,0
8339,80,10000,10000
8341,80,0,0
8342,80,0,0
8343,80,0,0
8344,80,0,0
8345,80,0,0
8347,80,0,0
8348,80,14768,14768
8351,80,0,0
8356,80,0,0
8357,80,0,0
8358,80,0,0
8359,80,10000,10000
8362,80,0,0
8363,80,0,0
8366,80,5000,5000
8367,80,0,0
8368,80,0,0
8369,80,0,0
8370,80,10000,10000
8373,80,0,0
8377,80,0,0
8378,80,10000,10000
8379,80,0,0
8380,80,10000,10000
8381,80,5000,5000
8382,80,0,0
8383,80,10000,10000
8384,80,0,0
8386,80,0,0
8387,80,312,312
8388,80,0,0
8389,80,5000,5000
8392,80,5000,5000
8393,80,0,0
8394,80,312,312
8396,80,0,0
8397,80,0,0
8399,80,0,0
8400,80,0,0
8401,80,208,208
8403,80,0,0
8404,80,416,416
8407,80,0,0
8408,80,0,0
8409,80,0,0
8410,80,0,0
8411,80,10000,10000
8414,80,10000,10000
8417,80,10000,10000
8418,80,0,0
8419,80,0,0
8420,80,0,0
8421,80,0,0
8422,80,0,0
8423,80,0,0
8424,80,0,0
8425,80,0,0
8426,80,0,0
8427,80,0,0
8429,80,0,0
8430,80,0,0
8431,80,0,0
8432,80,0,0
8434,80,0,0
8435,80,0,0
8436,80,0,0
8437,80,0,0
8438,80,0,0
8439,80,0,0
8440,80,0,0
8441,80,0,0
8442,80,0,0
8443,80,0,0
8444,80,0,0
8445,80,0,0
8446,80,0,0
8447,80,0,0
8448,80,0,0
8449,80,0,0
8450,80,0,0
8451,80,0,0
8453,80,0,0
8454,80,0,0
8455,80,0,0
8456,80,0,0
8457,80,0,0
8458,80,0,0
8459,80,0,0
8461,80,0,0
8462,80,0,0
8463,80,0,0
8466,80,0,0
8467,80,0,0
8470,80,0,0
8472,80,0,0
8473,80,0,0
8474,80,0,0
8475,80,0,0
8478,80,0,0
8480,80,0,0
8483,80,0,0
8486,80,0,0
8487,80,0,0
