item_type,holding_cost,asl,item_code,orig_item,penalty_cost
Raw Material,0.0,42,10599,10599,0.0
Raw Material,0.0,32,10689,10689,0.0
Raw Material,0.0,122,9313,9313,0.0
Raw Material,0.0,122,9327,9327,0.0
Raw Material,0.0,67,9361,9361,0.0
Raw Material,0.0,44,9365,9365,0.0
Raw Material,0.0,58,9408,9408,0.0
Raw Material,0.0,62,9490,9490,0.0
Raw Material,0.0,62,9490,9490,0.0
Raw Material,0.0,62,9490,9490,0.0
Raw Material,0.0,30,11240,11240,0.0
Raw Material,0.0,164,11282,11282,0.0
Forecast Component,0.001,30,2782,2782,1.0
Forecast Component,0.001,30,2782,2782,1.0
Raw Material,0.0,72,8398,8398,0.0
Raw Material,0.0,92,8403,8403,0.0
Raw Material,0.0,92,8403,8403,0.0
Raw Material,0.0,92,8403,8403,0.0
Raw Material,0.0,92,8479,8479,0.0
Raw Material,0.0,92,8489,8489,0.0
Raw Material,0.0,92,8489,8489,0.0
Raw Material,0.0,92,8489,8489,0.0
Raw Material,0.0,86,8639,8639,0.0
Raw Material,0.0,120,8707,8707,0.0
Raw Material,0.0,120,8707,8707,0.0
Raw Material,0.0,120,8707,8707,0.0
Raw Material,0.0,58,8742,8742,0.0
Raw Material,0.0,32,9639,9639,0.0
Raw Material,0.0,177,9666,9666,0.0
Raw Material,0.0,177,9666,9666,0.0
Raw Material,0.0,177,9666,9666,0.0
Raw Material,0.0,61,9732,9732,0.0
Raw Material,0.0,30,10283,10283,0.0
Raw Material,0.0,21,10328,10328,0.0
Raw Material,0.0,30,10340,10340,0.0
Raw Material,0.0,30,10348,10348,0.0
Raw Material,0.0,30,10447,10447,0.0
Raw Material,0.0,62,2289,2289,0.0
Raw Material,0.0,62,2289,2289,0.0
Raw Material,0.0,87,2423,2423,0.0
Raw Material,0.0,87,2423,2423,0.0
Raw Material,0.0,55,7632,7632,0.0
Raw Material,0.0,999,7726,7726,0.0
Raw Material,0.0,999,7726,7726,0.0
Raw Material,0.0,62,7768,7768,0.0
Raw Material,0.0,92,7943,7943,0.0
Raw Material,0.0,92,7943,7943,0.0
Raw Material,0.0,92,8076,8076,0.0
Raw Material,0.0,92,8076,8076,0.0
Raw Material,0.0,92,8076,8076,0.0
Raw Material,0.0,92,8077,8077,0.0
Raw Material,0.0,92,8077,8077,0.0
Raw Material,0.0,92,8077,8077,0.0
Raw Material,0.0,62,8254,8254,0.0
Raw Material,0.0,92,7939,7939,0.0
Raw Material,0.0,62,8023,8023,0.0
Raw Material,0.0,92,8055,8055,0.0
Raw Material,0.0,92,8055,8055,0.0
Raw Material,0.0,92,8055,8055,0.0
Raw Material,0.0,92,8149,8149,0.0
Raw Material,0.0,92,8149,8149,0.0
Raw Material,0.0,92,8149,8149,0.0
Raw Material,0.0,92,8153,8153,0.0
Raw Material,0.0,92,8153,8153,0.0
Raw Material,0.0,92,8153,8153,0.0
Raw Material,0.0,92,8168,8168,0.0
Raw Material,0.0,92,8168,8168,0.0
Raw Material,0.0,92,8168,8168,0.0
Raw Material,0.0,92,8228,8228,0.0
Raw Material,0.0,92,8228,8228,0.0
Raw Material,0.0,92,8228,8228,0.0
Raw Material,0.0,92,8253,8253,0.0
Raw Material,0.0,92,8253,8253,0.0
Raw Material,0.0,92,8279,8279,0.0
Raw Material,0.0,92,8286,8286,0.0
Raw Material,0.0,92,8288,8288,0.0
Raw Material,0.0,64,7505,7505,0.0
Raw Material,0.0,62,7620,7620,0.0
Raw Material,0.0,62,7624,7624,0.0
Raw Material,0.0,67,7656,7656,0.0
Raw Material,0.0,42,7765,7765,0.0
Raw Material,0.0,62,7957,7957,0.0
Raw Material,0.0,62,7957,7957,0.0
Raw Material,0.0,92,8017,8017,0.0
Raw Material,0.0,92,8032,8032,0.0
Raw Material,0.0,92,8058,8058,0.0
Raw Material,0.0,92,8058,8058,0.0
Raw Material,0.0,92,8092,8092,0.0
Raw Material,0.0,92,8092,8092,0.0
Raw Material,0.0,92,8092,8092,0.0
Raw Material,0.0,92,8166,8166,0.0
Raw Material,0.0,92,8166,8166,0.0
Raw Material,0.0,92,8166,8166,0.0
Raw Material,0.0,62,8221,8221,0.0
Raw Material,0.0,92,8342,8342,0.0
Raw Material,0.0,92,8349,8349,0.0
Raw Material,0.0,92,8349,8349,0.0
Raw Material,0.0,92,8349,8349,0.0
Raw Material,0.0,92,8350,8350,0.0
Raw Material,0.0,92,8350,8350,0.0
Raw Material,0.0,92,8350,8350,0.0
Raw Material,0.0,92,8510,8510,0.0
Raw Material,0.0,92,8537,8537,0.0
Raw Material,0.0,92,8537,8537,0.0
Raw Material,0.0,92,8537,8537,0.0
Raw Material,0.0,92,8572,8572,0.0
Raw Material,0.0,37,10831,10831,0.0
Raw Material,0.0,22,10868,10868,0.0
Raw Material,0.0,62,8169,8169,0.0
Raw Material,0.0,62,8169,8169,0.0
Raw Material,0.0,92,8441,8441,0.0
Raw Material,0.0,92,8441,8441,0.0
Raw Material,0.0,92,8441,8441,0.0
Raw Material,0.0,92,7926,7926,0.0
Raw Material,0.0,92,7979,7979,0.0
Raw Material,0.0,92,8046,8046,0.0
Raw Material,0.0,86,8124,8124,0.0
Raw Material,0.0,86,8124,8124,0.0
Raw Material,0.0,92,8134,8134,0.0
Raw Material,0.0,92,8214,8214,0.0
Raw Material,0.0,72,8273,8273,0.0
Raw Material,0.0,72,8273,8273,0.0
Raw Material,0.0,72,8273,8273,0.0
Raw Material,0.0,62,8468,8468,0.0
Raw Material,0.0,92,8501,8501,0.0
Raw Material,0.0,92,8501,8501,0.0
Raw Material,0.0,92,8501,8501,0.0
Raw Material,0.0,92,8569,8569,0.0
Raw Material,0.0,62,8602,8602,0.0
Raw Material,0.0,62,8769,8769,0.0
Raw Material,0.0,120,8832,8832,0.0
Normal,0.003,30,6570,6570,3.0
Order Only,0.0,30,6731,6731,0.0
Normal,0.001,30,6849,6849,1.0
Normal,0.004,30,6867,6867,4.0
Normal,0.004,30,6867,6867,4.0
Normal,0.004,30,6932,6932,4.0
Order Only,0.001,30,7007,7007,1.0
Order Only,0.001,30,7018,7018,1.0
Order Only,0.001,30,7067,7067,1.0
Raw Material,0.0,30,7430,7430,0.0
Raw Material,0.0,92,7559,7559,0.0
Raw Material,0.0,92,7559,7559,0.0
Raw Material,0.0,60,7561,7561,0.0
Raw Material,0.0,12,7574,7574,0.0
Raw Material,0.0,55,7697,7697,0.0
Raw Material,0.0,55,7730,7730,0.0
Raw Material,0.0,55,7771,7771,0.0
Raw Material,0.0,92,7823,7823,0.0
Raw Material,0.0,92,7823,7823,0.0
Raw Material,0.0,92,7848,7848,0.0
Raw Material,0.0,92,7873,7873,0.0
Raw Material,0.0,92,7914,7914,0.0
Raw Material,0.0,92,7984,7984,0.0
Raw Material,0.0,92,7989,7989,0.0
Raw Material,0.0,92,7989,7989,0.0
Raw Material,0.0,92,7996,7996,0.0
Raw Material,0.0,92,8020,8020,0.0
Raw Material,0.0,92,8020,8020,0.0
Raw Material,0.0,92,8127,8127,0.0
Raw Material,0.0,92,8127,8127,0.0
Raw Material,0.0,92,8127,8127,0.0
Raw Material,0.0,72,8147,8147,0.0
Raw Material,0.0,100,8266,8266,0.0
Raw Material,0.0,92,8344,8344,0.0
Raw Material,0.0,92,8344,8344,0.0
Raw Material,0.0,92,8344,8344,0.0
Raw Material,0.0,62,8431,8431,0.0
Raw Material,0.0,92,8449,8449,0.0
Raw Material,0.0,92,8449,8449,0.0
Raw Material,0.0,92,8449,8449,0.0
Raw Material,0.0,92,8463,8463,0.0
Raw Material,0.0,92,8463,8463,0.0
Raw Material,0.0,92,8463,8463,0.0
Raw Material,0.0,92,8000,8000,0.0
Raw Material,0.0,92,8000,8000,0.0
Raw Material,0.0,92,8000,8000,0.0
Raw Material,0.0,92,8159,8159,0.0
Raw Material,0.0,92,8171,8171,0.0
Raw Material,0.0,92,8171,8171,0.0
Raw Material,0.0,92,8171,8171,0.0
Raw Material,0.0,92,8251,8251,0.0
Raw Material,0.0,92,8314,8314,0.0
Raw Material,0.0,92,8314,8314,0.0
Raw Material,0.0,92,8314,8314,0.0
Raw Material,0.0,92,8317,8317,0.0
Raw Material,0.0,92,8317,8317,0.0
Raw Material,0.0,92,8317,8317,0.0
Raw Material,0.0,92,8513,8513,0.0
Raw Material,0.0,30,7443,7443,0.0
Raw Material,0.0,17,7488,7488,0.0
Raw Material,0.0,12,7535,7535,0.0
Raw Material,0.0,12,7535,7535,0.0
Raw Material,0.0,55,7565,7565,0.0
Raw Material,0.0,55,7599,7599,0.0
Raw Material,0.0,86,7638,7638,0.0
Raw Material,0.0,12,7700,7700,0.0
Raw Material,0.0,55,7728,7728,0.0
Raw Material,0.0,92,7880,7880,0.0
Raw Material,0.0,92,7892,7892,0.0
Raw Material,0.0,92,7976,7976,0.0
Raw Material,0.0,92,7976,7976,0.0
Raw Material,0.0,92,7853,7853,0.0
Raw Material,0.0,92,7853,7853,0.0
Order Only,0.0,30,773,773,0.0
Order Only,0.0,30,1237,1237,0.0
Normal,0.002,30,1299,1299,2.0
Normal,0.002,30,1709,1709,2.0
Normal,0.002,30,1709,1709,2.0
Normal,0.002,30,1709,1709,2.0
Order Only,0.002,30,1711,1711,2.0
Normal,0.003,30,1744,1744,3.0
Normal,0.003,30,1744,1744,3.0
Normal,0.003,30,1744,1744,3.0
Raw Material,0.0,31,11029,11029,0.0
Raw Material,0.0,58,9067,9067,0.0
Raw Material,0.0,104,9107,9107,0.0
Raw Material,0.0,86,9229,9229,0.0
Raw Material,0.0,86,9230,9230,0.0
Raw Material,0.0,86,9263,9263,0.0
Raw Material,0.0,86,9263,9263,0.0
Raw Material,0.0,58,9447,9447,0.0
Raw Material,0.0,62,7619,7619,0.0
Raw Material,0.0,12,7686,7686,0.0
Raw Material,0.0,12,7708,7708,0.0
Raw Material,0.0,55,7735,7735,0.0
Raw Material,0.0,56,7784,7784,0.0
Raw Material,0.0,44,7793,7793,0.0
Raw Material,0.0,92,7861,7861,0.0
Raw Material,0.0,92,7861,7861,0.0
Raw Material,0.0,92,7928,7928,0.0
Raw Material,0.0,92,7958,7958,0.0
Raw Material,0.0,92,7958,7958,0.0
Raw Material,0.0,92,7958,7958,0.0
Raw Material,0.0,92,8002,8002,0.0
Raw Material,0.0,92,8078,8078,0.0
Raw Material,0.0,92,8078,8078,0.0
Raw Material,0.0,92,8078,8078,0.0
Raw Material,0.0,92,8133,8133,0.0
Raw Material,0.0,92,8133,8133,0.0
Raw Material,0.0,92,8133,8133,0.0
Raw Material,0.0,92,8187,8187,0.0
Raw Material,0.0,92,8187,8187,0.0
Raw Material,0.0,92,8187,8187,0.0
Raw Material,0.0,92,8381,8381,0.0
Raw Material,0.0,62,8444,8444,0.0
Raw Material,0.0,62,8508,8508,0.0
Raw Material,0.0,86,8511,8511,0.0
Raw Material,0.0,120,8724,8724,0.0
Normal,0.0,30,5157,5157,0.0
Type4 Component,0.001,30,6565,6565,1.0
Order Only,0.004,30,6654,6654,4.0
Order Only,0.0,30,6734,6734,0.0
Order Only,0.0,30,6734,6734,0.0
Order Only,0.004,30,6865,6865,4.0
Normal,0.0,30,6951,6951,0.0
Order Only,0.004,30,7092,7092,4.0
Order Only,0.004,30,7216,7216,4.0
Raw Material,0.0,30,7446,7446,0.0
Normal,0.0,30,2089,2089,0.0
Order Only,0.002,30,2114,2114,2.0
Raw Material,0.0,82,2255,2255,0.0
Raw Material,0.0,82,2255,2255,0.0
Raw Material,0.0,62,2330,2330,0.0
Raw Material,0.0,62,2330,2330,0.0
Type4 Component,0.002,30,2827,2827,2.0
Type4 Component,0.002,30,2827,2827,2.0
Raw Material,0.0,12,7591,7591,0.0
Raw Material,0.0,12,7591,7591,0.0
Raw Material,0.0,92,7882,7882,0.0
Raw Material,0.0,92,7882,7882,0.0
Raw Material,0.0,92,7882,7882,0.0
Type4 Component,0.0,30,2916,2916,0.0
Type4 Component,0.0,30,2916,2916,0.0
Raw Material,0.0,60,7557,7557,0.0
Raw Material,0.0,12,7576,7576,0.0
Raw Material,0.0,12,7576,7576,0.0
Raw Material,0.0,55,7653,7653,0.0
Raw Material,0.0,55,7696,7696,0.0
Raw Material,0.0,12,7713,7713,0.0
Order Only,0.0,30,686,686,0.0
Order Only,0.0,30,765,765,0.0
Normal,0.0,30,922,922,0.0
Order Only,0.0,30,1552,1552,0.0
Order Only,0.002,30,1591,1591,2.0
Order Only,0.001,30,1659,1659,1.0
Type4 Component,0.001,30,1705,1705,1.0
Raw Material,0.0,57,2449,2449,0.0
Raw Material,0.0,57,2449,2449,0.0
Normal,0.001,30,2879,2879,1.0
Normal,0.001,30,2879,2879,1.0
Normal,0.001,30,2879,2879,1.0
Normal,0.001,30,2933,2933,1.0
Normal,0.001,30,2933,2933,1.0
Normal,0.001,30,3017,3017,1.0
Normal,0.001,30,3017,3017,1.0
Normal,0.001,30,3017,3017,1.0
Raw Material,0.0,12,7590,7590,0.0
Raw Material,0.0,12,7590,7590,0.0
Raw Material,0.0,55,7682,7682,0.0
Raw Material,0.0,12,7787,7787,0.0
Raw Material,0.0,92,7854,7854,0.0
Raw Material,0.0,49,9509,9509,0.0
Raw Material,0.0,66,9692,9692,0.0
Raw Material,0.0,66,9692,9692,0.0
Raw Material,0.0,66,9692,9692,0.0
Raw Material,0.0,72,9754,9754,0.0
Raw Material,0.0,72,9760,9760,0.0
Order Only,0.0,30,1562,1562,0.0
Order Only,0.001,30,1746,1746,1.0
Order Only,0.003,30,1886,1886,3.0
Normal,0.0,30,2053,2053,0.0
Normal,0.001,30,2081,2081,1.0
Order Only,0.003,30,2116,2116,3.0
Raw Material,0.0,82,2266,2266,0.0
Raw Material,0.0,82,2266,2266,0.0
Raw Material,0.0,82,2266,2266,0.0
Raw Material,0.0,82,2266,2266,0.0
Raw Material,0.0,47,2284,2284,0.0
Raw Material,0.0,47,2284,2284,0.0
Raw Material,0.0,51,2304,2304,0.0
Raw Material,0.0,51,2304,2304,0.0
Raw Material,0.0,82,2334,2334,0.0
Raw Material,0.0,82,2334,2334,0.0
Raw Material,0.0,82,2334,2334,0.0
Raw Material,0.0,82,2334,2334,0.0
Raw Material,0.0,48,2339,2339,0.0
Raw Material,0.0,52,2351,2351,0.0
Raw Material,0.0,52,2351,2351,0.0
Raw Material,0.0,92,2385,2385,0.0
Raw Material,0.0,92,2385,2385,0.0
Raw Material,0.0,44,7794,7794,0.0
Raw Material,0.0,86,7811,7811,0.0
Raw Material,0.0,58,7812,7812,0.0
Raw Material,0.0,92,7846,7846,0.0
Raw Material,0.0,92,7846,7846,0.0
Raw Material,0.0,92,7938,7938,0.0
Raw Material,0.0,92,7951,7951,0.0
Raw Material,0.0,92,7951,7951,0.0
Raw Material,0.0,92,7951,7951,0.0
Order Only,0.003,30,6766,6766,3.0
Raw Material,0.0,51,9861,9861,0.0
Raw Material,0.0,122,10023,10023,0.0
Raw Material,0.0,122,10023,10023,0.0
Raw Material,0.0,122,10023,10023,0.0
Raw Material,0.0,122,10047,10047,0.0
Raw Material,0.0,37,10060,10060,0.0
Raw Material,0.0,58,9492,9492,0.0
Raw Material,0.0,86,10009,10009,0.0
Raw Material,0.0,122,10027,10027,0.0
Raw Material,0.0,122,10030,10030,0.0
Raw Material,0.0,122,10030,10030,0.0
Raw Material,0.0,128,11367,11367,0.0
Raw Material,0.0,128,11445,11445,0.0
Raw Material,0.0,128,11445,11445,0.0
Raw Material,0.0,128,11445,11445,0.0
Raw Material,0.0,114,11480,11480,0.0
Raw Material,0.0,86,11502,11502,0.0
Raw Material,0.0,180,11540,11540,0.0
Raw Material,0.0,180,11544,11544,0.0
Raw Material,0.0,30,11624,11624,0.0
Raw Material,0.0,92,11670,11670,0.0
Raw Material,0.0,122,11905,11905,0.0
Raw Material,0.0,56,12308,12308,0.0
Raw Material,0.0,58,9711,9711,0.0
Raw Material,0.0,58,9711,9711,0.0
Raw Material,0.0,58,9711,9711,0.0
Raw Material,0.0,177,9839,9839,0.0
Raw Material,0.0,177,9839,9839,0.0
Raw Material,0.0,177,9839,9839,0.0
Raw Material,0.0,122,9994,9994,0.0
Raw Material,0.0,122,9994,9994,0.0
Raw Material,0.0,122,9994,9994,0.0
Raw Material,0.0,122,10015,10015,0.0
Raw Material,0.0,47,10074,10074,0.0
Raw Material,0.0,999,10150,10150,0.0
Raw Material,0.0,32,10201,10201,0.0
Raw Material,0.0,182,9312,9312,0.0
Raw Material,0.0,45,9329,9329,0.0
Raw Material,0.0,32,9371,9371,0.0
Order Only,0.003,30,6553,6553,3.0
Order Only,0.003,30,6553,6553,3.0
Order Only,0.003,30,6567,6567,3.0
Raw Material,0.0,32,10202,10202,0.0
Raw Material,0.0,30,10217,10217,0.0
Raw Material,0.0,32,10492,10492,0.0
Raw Material,0.0,32,10516,10516,0.0
Raw Material,0.0,44,10699,10699,0.0
Raw Material,0.0,27,10733,10733,0.0
Raw Material,0.0,23,10769,10769,0.0
Raw Material,0.0,23,10769,10769,0.0
Raw Material,0.0,23,10769,10769,0.0
Raw Material,0.0,17,10876,10876,0.0
Raw Material,0.0,17,10876,10876,0.0
Raw Material,0.0,17,10876,10876,0.0
Raw Material,0.0,22,10904,10904,0.0
Raw Material,0.0,32,9637,9637,0.0
Raw Material,0.0,92,9796,9796,0.0
Raw Material,0.0,122,10041,10041,0.0
Raw Material,0.0,30,10192,10192,0.0
Raw Material,0.0,32,10298,10298,0.0
Raw Material,0.0,30,10342,10342,0.0
Raw Material,0.0,32,10506,10506,0.0
Raw Material,0.0,32,10581,10581,0.0
Raw Material,0.0,32,10682,10682,0.0
Raw Material,0.0,86,8257,8257,0.0
Raw Material,0.0,86,8257,8257,0.0
Raw Material,0.0,86,8257,8257,0.0
Raw Material,0.0,62,8302,8302,0.0
Raw Material,0.0,62,8343,8343,0.0
Raw Material,0.0,92,8362,8362,0.0
Raw Material,0.0,92,8371,8371,0.0
Raw Material,0.0,92,8371,8371,0.0
Raw Material,0.0,92,8371,8371,0.0
Raw Material,0.0,92,8628,8628,0.0
Raw Material,0.0,120,8790,8790,0.0
Raw Material,0.0,120,8790,8790,0.0
Raw Material,0.0,120,8790,8790,0.0
Raw Material,0.0,120,8838,8838,0.0
Raw Material,0.0,120,8838,8838,0.0
Raw Material,0.0,120,8881,8881,0.0
Raw Material,0.0,120,8881,8881,0.0
Raw Material,0.0,120,8881,8881,0.0
Raw Material,0.0,102,8900,8900,0.0
Raw Material,0.0,120,8997,8997,0.0
Raw Material,0.0,120,9031,9031,0.0
Raw Material,0.0,86,9156,9156,0.0
Raw Material,0.0,86,9164,9164,0.0
Raw Material,0.0,86,9164,9164,0.0
Raw Material,0.0,86,9169,9169,0.0
Raw Material,0.0,86,9169,9169,0.0
Raw Material,0.0,86,9169,9169,0.0
Raw Material,0.0,86,9190,9190,0.0
Raw Material,0.0,86,9194,9194,0.0
Raw Material,0.0,32,9398,9398,0.0
Raw Material,0.0,32,9398,9398,0.0
Raw Material,0.0,32,9398,9398,0.0
Raw Material,0.0,58,9415,9415,0.0
Raw Material,0.0,58,9415,9415,0.0
Raw Material,0.0,58,9415,9415,0.0
Raw Material,0.0,74,9416,9416,0.0
Raw Material,0.0,58,9530,9530,0.0
Raw Material,0.0,79,9797,9797,0.0
Raw Material,0.0,79,9797,9797,0.0
Raw Material,0.0,79,9797,9797,0.0
Raw Material,0.0,51,9859,9859,0.0
Raw Material,0.0,104,9923,9923,0.0
Raw Material,0.0,104,9923,9923,0.0
Raw Material,0.0,104,9923,9923,0.0
Raw Material,0.0,181,9966,9966,0.0
Raw Material,0.0,62,525,525,0.0
Type4 Component,0.001,30,539,539,1.0
Raw Material,0.0,39,561,561,0.0
Raw Material,0.0,32,10152,10152,0.0
Raw Material,0.0,47,10246,10246,0.0
Raw Material,0.0,47,10246,10246,0.0
Raw Material,0.0,47,10246,10246,0.0
Raw Material,0.0,37,10301,10301,0.0
Raw Material,0.0,30,10311,10311,0.0
Raw Material,0.0,27,10339,10339,0.0
Raw Material,0.0,30,10391,10391,0.0
Raw Material,0.0,32,10478,10478,0.0
Raw Material,0.0,32,10530,10530,0.0
Raw Material,0.0,62,10550,10550,0.0
Raw Material,0.0,77,11063,11063,0.0
Raw Material,0.0,32,12337,12337,0.0
Raw Material,0.0,999,12666,12666,0.0
Normal,0.001,30,962,962,1.0
Order Only,0.0,30,1564,1564,0.0
Order Only,0.003,30,1872,1872,3.0
Raw Material,0.0,272,11167,11167,0.0
Raw Material,0.0,100,11182,11182,0.0
Raw Material,0.0,30,11245,11245,0.0
Raw Material,0.0,30,11245,11245,0.0
Raw Material,0.0,30,11245,11245,0.0
Raw Material,0.0,121,11253,11253,0.0
Raw Material,0.0,121,11253,11253,0.0
Raw Material,0.0,121,11253,11253,0.0
Raw Material,0.0,156,11258,11258,0.0
Raw Material,0.0,114,11303,11303,0.0
Raw Material,0.0,114,11303,11303,0.0
Raw Material,0.0,114,11303,11303,0.0
Raw Material,0.0,114,11308,11308,0.0
Raw Material,0.0,114,8667,8667,0.0
Raw Material,0.0,114,8667,8667,0.0
Raw Material,0.0,114,8667,8667,0.0
Raw Material,0.0,114,8694,8694,0.0
Raw Material,0.0,62,8761,8761,0.0
Raw Material,0.0,120,8914,8914,0.0
Raw Material,0.0,120,9037,9037,0.0
Raw Material,0.0,120,9066,9066,0.0
Raw Material,0.0,114,9068,9068,0.0
Raw Material,0.0,120,9096,9096,0.0
Type4 Component,0.003,30,5047,5047,3.0
Type4 Component,0.003,30,5047,5047,3.0
Raw Material,0.0,23,10753,10753,0.0
Raw Material,0.0,122,9606,9606,0.0
Raw Material,0.0,32,9646,9646,0.0
Raw Material,0.0,61,9728,9728,0.0
Raw Material,0.0,86,9777,9777,0.0
Raw Material,0.0,58,9831,9831,0.0
Raw Material,0.0,104,9886,9886,0.0
Raw Material,0.0,92,7855,7855,0.0
Raw Material,0.0,92,7870,7870,0.0
Raw Material,0.0,92,7870,7870,0.0
Raw Material,0.0,92,7870,7870,0.0
Raw Material,0.0,92,7915,7915,0.0
Raw Material,0.0,92,7915,7915,0.0
Raw Material,0.0,92,7990,7990,0.0
Raw Material,0.0,92,7990,7990,0.0
Raw Material,0.0,92,7990,7990,0.0
Raw Material,0.0,92,8086,8086,0.0
Raw Material,0.0,92,8086,8086,0.0
Raw Material,0.0,92,8086,8086,0.0
Raw Material,0.0,92,8334,8334,0.0
Raw Material,0.0,92,8334,8334,0.0
Raw Material,0.0,92,8334,8334,0.0
Raw Material,0.0,62,8404,8404,0.0
Raw Material,0.0,92,8412,8412,0.0
Raw Material,0.0,92,8412,8412,0.0
Raw Material,0.0,92,8412,8412,0.0
Raw Material,0.0,120,8722,8722,0.0
Raw Material,0.0,62,8733,8733,0.0
Raw Material,0.0,120,8804,8804,0.0
Raw Material,0.0,120,8804,8804,0.0
Raw Material,0.0,120,8804,8804,0.0
Raw Material,0.0,17,9964,9964,0.0
Raw Material,0.0,42,9977,9977,0.0
Raw Material,0.0,86,9991,9991,0.0
Raw Material,0.0,21,10178,10178,0.0
Raw Material,0.0,30,10319,10319,0.0
Raw Material,0.0,32,10762,10762,0.0
Raw Material,0.0,22,10765,10765,0.0
Raw Material,0.0,22,10789,10789,0.0
Raw Material,0.0,86,8461,8461,0.0
Raw Material,0.0,92,8482,8482,0.0
Raw Material,0.0,92,8482,8482,0.0
Raw Material,0.0,92,8482,8482,0.0
Raw Material,0.0,92,8579,8579,0.0
Raw Material,0.0,92,8579,8579,0.0
Raw Material,0.0,92,8579,8579,0.0
Raw Material,0.0,122,8678,8678,0.0
Raw Material,0.0,114,8692,8692,0.0
Raw Material,0.0,77,8799,8799,0.0
Raw Material,0.0,120,8847,8847,0.0
Raw Material,0.0,120,8847,8847,0.0
Raw Material,0.0,58,8896,8896,0.0
Raw Material,0.0,58,8896,8896,0.0
Raw Material,0.0,120,9080,9080,0.0
Raw Material,0.0,114,9117,9117,0.0
Raw Material,0.0,114,9117,9117,0.0
Raw Material,0.0,86,9145,9145,0.0
Raw Material,0.0,86,9145,9145,0.0
Raw Material,0.0,86,9145,9145,0.0
Raw Material,0.0,86,9251,9251,0.0
Raw Material,0.0,86,9251,9251,0.0
Raw Material,0.0,86,9251,9251,0.0
Raw Material,0.0,65,9623,9623,0.0
Raw Material,0.0,47,9597,9597,0.0
Raw Material,0.0,92,9672,9672,0.0
Raw Material,0.0,72,9752,9752,0.0
Raw Material,0.0,72,9752,9752,0.0
Raw Material,0.0,122,9787,9787,0.0
Raw Material,0.0,71,9794,9794,0.0
Raw Material,0.0,32,9803,9803,0.0
Raw Material,0.0,32,9803,9803,0.0
Raw Material,0.0,32,9803,9803,0.0
Raw Material,0.0,170,9817,9817,0.0
