orig_production_cost,lot_size,fixed_days_supply,lead_time,component_holding_cost,production_cost,min_production,max_production,item_code,plant
0.967703256,1,5,3,0.0315,0.9992032559999999,1,702,12684,12
11.15850325,10,3,3,0.3384,11.49690325,1000,2000,12687,12
265.6199129,1,7,3,9.73065,275.3505629,1,36,725,46
265.6199129,1,7,3,9.73065,275.3505629,1,36,725,46
255.9765603,1,7,3,8.1753,264.1518603,1,50,760,46
255.9765603,1,7,3,8.1753,264.1518603,1,50,760,46
83.01255499,2,3,3,2.6839500000000003,85.69650499,2,96,698,46
83.01255499,2,3,3,2.6839500000000003,85.69650499,2,96,698,46
83.01255499,2,3,3,2.6839500000000003,85.69650499,2,96,698,46
401.7762584,1,7,3,13.07685,414.8531084,1,50,699,46
88.87204108,1,5,3,2.8098,91.68184108,10,50,700,46
88.87204108,1,5,3,2.8098,91.68184108,10,50,700,46
2.328564999,1,7,3,0.069972,2.398536999,1,100,871,46
25.38571165,1,7,3,0.6957899999999999,26.08150165,1,40,768,46
3.467108262,1,7,6,0.196944,3.6640522620000002,1,50,676,46
3.042425448,1,1,7,0.0245,3.066925448,1,1000000,603,46
0,1,1,7,0.019600000000000003,0.019600000000000003,1,1000000,606,46
330.06,1,10,4,14.65683144,344.7168314,1,24,6913,46
330.06,1,10,4,14.65683144,344.7168314,1,24,6913,46
330.06,1,10,4,14.65683144,344.7168314,1,24,6913,46
418.812333,1,10,3,0.65811852,419.4704516,1,60,6923,46
418.812333,1,10,3,0.65811852,419.4704516,1,60,6923,46
449.8564437,1,10,3,0.76221852,450.61866223199996,1,60,6932,46
749.1126568,1,10,3,2.071125,751.1837818,1,16,6998,46
409.86,1,10,3,8.618311319999998,418.4783113,1,60,7004,46
409.86,1,10,3,8.618311319999998,418.4783113,1,60,7004,46
212.3989003,1,5,2,0.0392,212.43810029899998,20,30,7005,46
180.8449128,1,10,3,1.2402,182.08511278199998,1,30,7008,46
296.8338597,1,10,3,1.4439,298.2777597,1,60,7009,46
303.150086,1,10,3,0.971718,304.121804,1,40,7033,46
297.5777839,1,10,3,0.971718,298.54950187500003,1,40,7034,46
297.5777839,1,10,3,0.971718,298.54950187500003,1,40,7034,46
161.5324181,1,10,3,0.33179639999999994,161.8642145,1,80,7035,46
136.5264171,1,10,4,0.4303952,136.9568123,1,80,7036,46
269.1803662,1,10,3,0.38694972000000005,269.567316,1,50,7041,46
269.1803662,1,10,3,0.38694972000000005,269.567316,1,50,7041,46
50.60198399,1,10,3,0.0834,50.685383984999994,1,50,7042,46
413.0172812,1,10,3,2.0481899999999995,415.0654712,2,50,7043,46
54.74744,1,5,3,0.18300000000000002,54.93044,1,50,7052,46
71.95294017,1,7,7,0.82685043,72.7797906,1,50,6818,46
82.75026266,1,10,8,0.9425719199999999,83.69283458,1,50,6822,46
43.87859942,1,10,3,0.0591,43.93769942,1,50,6826,46
60.41911368,1,7,4,0.16583808,60.58495176,1,50,6827,46
88.52123148,1,10,3,0.12963096,88.65086244,1,50,6831,46
109.9126765,1,10,3,0.3609,110.2735765,1,50,6832,46
605.6075461,1,10,3,3.063759,608.6713051,1,24,6833,46
605.6075461,1,10,3,3.063759,608.6713051,1,24,6833,46
297.108339,1,10,3,0.971718,298.080057,1,40,6835,46
297.108339,1,10,3,0.971718,298.080057,1,40,6835,46
150.3212322,1,10,3,0.33119819999999994,150.65243042999998,1,80,6836,46
135.4789848,1,10,3,0.5939982,136.07298301499998,1,40,6840,46
276.8765584,1,10,4,1.1131760000000002,277.98973443200003,1,60,6841,46
79.67233827,1,10,3,0.3939048,80.06624307,1,50,6856,46
811.8114693,1,10,5,4.992846999999999,816.8043163,1,32,6858,46
72.02284354,1,7,3,0.37170000000000003,72.39454354,1,100,6865,46
69.67304694,1,10,3,0.216,69.88904694,1,50,6867,46
69.67304694,1,10,3,0.216,69.88904694,1,50,6867,46
176.0157058,1,10,4,1.912,177.92770577800002,1,40,6871,46
176.0157058,1,10,4,1.912,177.92770577800002,1,40,6871,46
297.1252989,1,10,4,2.1683999999999997,299.29369886700005,1,60,6872,46
297.1252989,1,10,4,2.1683999999999997,299.29369886700005,1,60,6872,46
416.73,1,10,3,9.089611319999996,425.81961132000004,1,60,6879,46
59.02489672,1,7,3,0.216,59.24089672,1,50,6885,46
63.37280932,1,7,3,0.21630000000000002,63.58910932,1,50,6886,46
134.0929306,1,10,5,0.989997,135.0829276,1,40,6896,46
134.0929306,1,10,5,0.989997,135.0829276,1,40,6896,46
314.5979122,1,10,3,0.834882,315.43279420199997,1,32,6898,46
314.5979122,1,10,3,0.834882,315.43279420199997,1,32,6898,46
282.7828228,1,10,4,1.112868,283.8956908,1,50,6899,46
282.7828228,1,10,4,1.112868,283.8956908,1,50,6899,46
852.2266767,1,10,3,2.9834082,855.2100849,1,32,6907,46
90.91585417,1,10,3,0.12884454,91.04469871,2,50,6699,46
67.7458182,1,7,3,0.14111675999999998,67.88693496,1,200,6700,46
68.7780564,1,7,3,0.11747556,68.89553196,1,15,6701,46
66.61762464,1,5,3,0.12821675999999999,66.7458414,1,15,6703,46
67.41031513,1,7,7,0.31551197999999997,67.72582711,1,15,6704,46
152.7061855,1,3,3,1.6619982000000002,154.3681837,1,60,6708,46
152.7061855,1,3,3,1.6619982000000002,154.3681837,1,60,6708,46
131.19,1,3,3,5.398134780000001,136.5881348,10,96,6710,46
131.19,1,3,3,5.398134780000001,136.5881348,10,96,6710,46
131.19,1,3,3,5.398134780000001,136.5881348,10,96,6710,46
67.83078095,1,7,3,0.13367856,67.96445951,1,50,6717,46
51.77916252,1,7,4,0.0952664,51.87442892,1,12,6723,46
51.11410341,1,5,3,0.0876498,51.20175321,10,50,6724,46
51.11410341,1,5,3,0.0876498,51.20175321,10,50,6724,46
46.50284644,1,7,3,0.0840498,46.58689624,4,100,6725,46
49.85872195,1,5,3,0.0813498,49.94007175,8,300,6726,46
49.32077155,1,10,6,0.1440996,49.46487115199999,1,50,6727,46
49.58186373,1,7,2,0.0342,49.61606373,1,50,6732,46
49.58186373,1,7,2,0.0342,49.61606373,1,50,6732,46
46.77094016,1,7,3,0.0513,46.822240160999996,1,50,6733,46
53.86371442,1,7,3,0.040799999999999996,53.90451442,1,50,6736,46
53.86371442,1,7,3,0.040799999999999996,53.90451442,1,50,6736,46
67.87196303,1,3,3,0.10271676,67.97467979400001,10,50,6738,46
71.75839601,1,7,3,0.12167855999999999,71.88007456800001,1,50,6740,46
119.0955897,1,7,3,0.3609,119.4564897,1,50,6742,46
99.77546571,1,7,7,2.75645832,102.531924,1,2,6743,46
106.8270654,1,7,4,1.56631904,108.3933845,1,2,6744,46
119.0542884,1,7,6,0.723,119.7772884,1,50,6748,46
74.27852612,1,7,3,0.3866946,74.66522072,1,50,6749,46
1389.279318,1,10,7,12.271974960000001,1401.5512933500002,1,24,6750,46
163.74,1,7,3,4.418276760000001,168.1582768,30,120,6751,46
163.74,1,7,3,4.418276760000001,168.1582768,30,120,6751,46
105.18,1,7,3,2.0131785600000005,107.1931786,30,160,6752,46
130.35,1,7,3,4.1735356800000005,134.5235357,10,50,6753,46
227.413867,1,5,3,0.56497749,227.9788445,1,48,6755,46
71.91471113,1,7,4,0.16415567999999997,72.07886680799999,1,100,6759,46
78.07727211,1,7,3,0.13023095999999998,78.20750307,1,50,6766,46
81.27725813,1,7,7,0.30317224,81.58043037,30,50,6768,46
45.36090346,1,7,7,0.1197,45.480603456000004,1,50,6769,46
82.83552139,1,5,3,0.13473096,82.97025234899999,1,50,6774,46
112.5,1,7,3,3.3463581599999994,115.8463582,10,50,6775,46
179.8220794,1,10,3,0.33119819999999994,180.1532776,1,80,6782,46
362.612735,1,10,5,10.49447,373.10720496799996,1,60,6783,46
362.612735,1,10,5,10.49447,373.10720496799996,1,60,6783,46
258.771694,1,10,3,0.6296616,259.4013556,1,48,6785,46
239.0676205,1,1,7,12.684700000000001,251.7523205,1,1000000,2128,46
145.6836895,1,10,3,0.40799460000000004,146.0916841,1,17,6810,46
252.0157955,1,7,3,0.8735946,252.8893901,1,50,6811,46
241.2932582,1,10,4,1.112868,242.4061262,5,30,6812,46
241.2932582,1,10,4,1.112868,242.4061262,5,30,6812,46
385.86,1,3,3,9.4053336,395.2653336,10,300,6585,46
385.86,1,3,3,9.4053336,395.2653336,10,300,6585,46
50.23953556,1,1,7,3.7331,53.97263556,1,1000000,2246,46
172.617899,1,5,4,1.906,174.523899,1,50,7173,46
304.0481204,1,5,4,2.1452,306.1933204,1,1000000,7185,46
349.5063718,1,5,3,2.054145,351.5605168,1,50,7201,46
426.4911123,1,5,3,2.054145,428.5452573,1,36,7202,46
44.22948039,1,5,3,0.0033,44.232780393000006,1,50,7205,46
42.24250892,1,5,3,0.0015,42.24400892,1,400,7211,46
49.54996771,1,5,3,0.18330000000000002,49.73326771,1,50,7215,46
158.8363917,1,7,4,0.4392648,159.2756565,1,400,7216,46
348.6104951,1,7,7,1.39606103,350.0065561,1,400,7217,46
328.3753172,1,1,7,3.9605692,332.3358864,1,1000000,7218,46
108.1602962,1,1,7,0.5572000000000001,108.71749623999999,1,1000000,7239,46
310.6229143,1,7,7,1.39606103,312.0189753,1,400,7248,46
57.75314482,1,1,7,0.0056,57.75874482,1,1000000,7253,46
55.07742654,1,1,7,0.0091,55.086526539999994,1,1000000,7254,46
36.03490446,1,1,7,0.0056,36.04050446,1,1000000,7255,46
42.9503873,1,1,7,0.0084,42.958787298000004,1,1000000,7256,46
278.5155976,1,5,3,0.6671982000000001,279.18279578399995,1,1000000,7263,46
156.4065759,1,5,4,0.4423952,156.8489711,1,1000000,7264,46
227.4046881,1,5,4,1.85143808,229.25612621000002,1,32,7281,46
484.0055917,1,1,7,1.7954999999999999,485.8010917,1,1000000,7285,46
254.4963901,1,1,7,3.4326950000000007,257.9290851,1,1000000,7295,46
163.3717376,1,1,7,0.7434567000000001,164.1151943,1,1000000,7296,46
55.35996613,1,1,7,0.0091,55.36906613199999,1,1000000,7302,46
86.19195627,1,1,7,0.56,86.75195627000001,1,1000000,7313,46
53.01855428,1,7,7,0.196,53.21455428,1,50,7315,46
48.46504142,1,7,7,0.42490000000000006,48.88994142,1,50,7316,46
40.88213804,1,1,7,0.0042,40.88633804,1,1000000,7317,46
53.39252457,1,1,7,0.0049,53.39742457,1,1000000,7320,46
42.12427284,1,1,7,0.007,42.13127284,1,1000000,7340,46
58.80264247,1,1,7,0.4984,59.30104247,1,1000000,7348,46
66.602993,1,1,7,0.4984,67.101393,1,1000000,7349,46
60.84724601,1,1,7,0.0035,60.850746005000005,1,1000000,7364,46
57.1435006,1,1,7,0.0035,57.147000596000005,1,1000000,7365,46
330.06,1,10,4,14.65683144,344.7168314,1,24,7065,46
330.06,1,10,4,14.65683144,344.7168314,1,24,7065,46
52.94142718,1,10,3,0.2139,53.15532718,1,100,7066,46
302.4539242,1,10,3,0.38694972000000005,302.8408739,2,50,7072,46
47.76797119,1,10,3,0.1332,47.90117119,1,50,7073,46
44.02855642,1,10,3,0.15780000000000002,44.18635642,1,50,7074,46
46.87848199,1,10,3,0.10500000000000001,46.983481985999994,1,50,7075,46
46.87848199,1,10,3,0.10500000000000001,46.983481985999994,1,50,7075,46
53.15075558,1,10,3,0.08489999999999999,53.235655580999996,1,50,7076,46
53.15075558,1,10,3,0.08489999999999999,53.235655580999996,1,50,7076,46
55.16490452,1,10,3,0.0042,55.16910452,1,50,7077,46
57.4821479,1,5,3,0.2517,57.7338479,1,50,7078,46
57.4821479,1,5,3,0.2517,57.7338479,1,50,7078,46
263.261658,1,10,3,0.38694972000000005,263.6486077,1,50,7083,46
313.9189355,1,10,3,0.38694972000000005,314.3058852,1,50,7084,46
51.6835896,1,5,3,0.1839,51.8674896,1,50,7085,46
735.0490193,1,10,3,2.10528,737.1542993,1,50,7088,46
735.0490193,1,10,3,2.10528,737.1542993,1,50,7088,46
507.1550491,1,10,3,2.0733449999999998,509.2283941,1,50,7089,46
56.91137467,1,5,3,0.08489999999999999,56.99627467,1,100,7092,46
35.2909583,1,7,7,1.8157999999999999,37.1067583,1,400,2092,46
318.8438897,1,10,3,0.66713838,319.511028,1,50,7104,46
142.2696923,1,10,3,0.33179639999999994,142.6014887,1,50,7105,46
253.9686545,1,10,3,0.834882,254.8035365,1,50,7106,46
123.0091539,1,10,3,0.33179639999999994,123.3409503,1,50,7115,46
297.1912879,1,10,3,0.834882,298.0261699,1,50,7116,46
258.7608681,1,10,3,1.6398,260.4006681,1,30,7135,46
58.01195895,1,7,3,0.08489999999999999,58.09685895,1,50,7137,46
55.86778305,1,7,3,0.21330000000000002,56.08108305,1,50,7138,46
73.76385555,1,5,4,0.2476,74.01145555000001,1,50,7148,46
28.47639888,1,7,3,0.09239628,28.56879516,1,10,6589,46
25.70629416,1,7,3,0.07687361999999999,25.78316778,1,30,6592,46
165.7617986,1,7,3,0.70920555,166.4710041,1,500,6608,46
26.7570743,1,7,3,0.08527362,26.842347914999998,1,20,6611,46
382.08,1,5,3,12.36652563,394.4465256,1,40,6616,46
23.09088409,1,7,3,0.061273619999999994,23.15215771,3,8,6623,46
69.16571001,1,7,3,0.15698585999999998,69.32269587,2,50,6627,46
185.34,1,3,3,6.6277713600000006,191.9677714,30,200,6632,46
185.34,1,3,3,6.6277713600000006,191.9677714,30,200,6632,46
219.9813903,1,7,3,1.3433964,221.32478669999998,5,60,6633,46
219.9813903,1,7,3,1.3433964,221.32478669999998,5,60,6633,46
119.64,1,3,3,3.4115973000000004,123.0515973,10,100,6634,46
119.64,1,3,3,3.4115973000000004,123.0515973,10,100,6634,46
119.64,1,3,3,3.4115973000000004,123.0515973,10,100,6634,46
41.35591918,1,5,3,0.07229999999999999,41.42821918,10,78,6635,46
33.77220536,1,7,3,0.0663,33.838505354999995,4,300,6636,46
103.1539875,1,7,3,0.1254231,103.27941060600001,1,18,6637,46
254.97,1,14,7,18.9816487,273.9516487,1,600,6641,46
76.94575099,1,7,2,0.08065723999999999,77.02640823,9,100,6642,46
250.7329826,1,3,2,0.04,250.77298260999999,30,50,6645,46
26.34800209,1,7,3,0.061873620000000004,26.40987571,1,200,6646,46
29.01370483,1,7,3,0.07597361999999999,29.089678451999998,4,100,6649,46
914.1558588,1,7,7,6.324626,920.4804848,1,10,6652,46
914.1558588,1,7,7,6.324626,920.4804848,1,10,6652,46
360.1033956,1,7,3,5.453616240000001,365.5570118,1,50,6653,46
73.57093735,1,10,3,0.13268586,73.70362321,1,100,6654,46
139.0985826,1,10,6,4.562278560000001,143.6608612,1,20,6657,46
424.0864029,1,10,5,8.52751105,432.6139139,1,200,6658,46
111.2395651,1,7,7,0.2051539,111.444719,1,15,6664,46
78.52998219,1,7,3,0.14042706,78.67040925299999,1,21,6676,46
78.52998219,1,7,3,0.14042706,78.67040925299999,1,21,6676,46
73.9587722,1,7,3,0.14192706,74.10069926,2,300,6677,46
69.88464257,1,7,7,0.32416314,70.20880571,1,6,6679,46
69.29183134,1,7,3,0.12422706,69.4160584,4,33,6680,46
63.96169046,1,7,3,0.13502706,64.09671752,1,100,6681,46
87.96155512,1,7,4,0.17339272,88.13494784199999,4,200,6687,46
88.14271257,1,10,3,0.09853139999999999,88.24124397,4,50,6688,46
416.013743,1,5,10,9.778737399999999,425.7924804,1,96,6555,46
245.7016915,1,7,10,4.6285952,250.33028670800002,1,120,6556,46
245.7016915,1,7,10,4.6285952,250.33028670800002,1,120,6556,46
94.74784586,1,7,8,3.14943808,97.89728394,10,200,6557,46
31.007156,1,7,3,0.4414187399999999,31.44857474,1,49,6567,46
99.61534204,1,7,8,3.1510380799999997,102.76638011600001,1,15,6570,46
98.25566642,1,5,8,3.13423808,101.3899045,12,130,6571,46
110.9631153,1,5,3,1.1900392800000001,112.1531546,10,23,6572,46
110.9631153,1,5,3,1.1900392800000001,112.1531546,10,23,6572,46
238.71,1,3,3,4.9271106,243.6371106,8,200,6581,46
238.71,1,3,3,4.9271106,243.6371106,8,200,6581,46
113.9369376,1,3,3,3.56925,117.5061876,1,50,12688,46
197.5005923,1,7,4,8.2162,205.7167923,5,81,12689,46
2.277610701,10,7,2,0.0462,2.3238107009999998,20,1200,12691,46
2.277610701,10,7,2,0.0462,2.3238107009999998,20,1200,12691,46
2.277610701,10,7,2,0.0462,2.3238107009999998,20,1200,12691,46
48.06,1,3,3,0,48.06,20,200,3398,46
92.22,1,3,4,0,92.22,50,50,3400,46
144.36,1,5,3,0,144.36,50,200,3331,46
64.5,1,3,6,0,64.5,20,200,2827,46
3.007509264,1,7,3,0,3.007509264,1,50,2837,46
2.473929081,1,10,3,0,2.473929081,60,500,2840,46
5.52,1,10,4,0,5.52,60,500,2841,46
227.1,1,3,7,0,227.1,20,200,2857,46
279.12,1,7,4,0,279.12,1,400,5557,46
218.28,1,1,7,0,218.28,1,1000000,5558,46
173.19,1,7,4,0,173.19,1,400,5560,46
79.26,1,1,7,0,79.26,1,1000000,5561,46
93.06,1,7,5,0,93.06,3,50,3496,46
284.72945,1,10,7,0,284.72945,1,60,7037,46
279.8768562,1,10,5,0,279.8768562,1,60,7038,46
37.4907472,1,14,3,0,37.4907472,1,50,3518,46
29.63274892,2,5,2,0,29.63274892,30,30,2934,46
0.9,8,3,3,0,0.9,48,600,2718,46
39.06,1,14,3,0,39.06,5,100,2988,46
409.86,1,10,3,0,409.86,1,200,4503,46
409.86,1,10,3,0,409.86,1,200,4503,46
546.062787,1,5,2,0,546.062787,30,30,4506,46
212.4792479,1,5,3,0,212.4792479,100,100,4508,46
460.2012892,1,5,2,0,460.2012892,30,30,3017,46
101.61,1,7,6,0,101.61,5,30,3018,46
101.61,1,7,6,0,101.61,5,30,3018,46
76.35,1,7,3,0,76.35,1,100,5594,46
1.59,15,7,6,0,1.59,45,120,3041,46
1.59,15,7,6,0,1.59,45,120,3041,46
595.77,1,1,5,0,595.77,6,37,3049,46
595.77,1,1,5,0,595.77,6,37,3049,46
131.19,1,3,3,0,131.19,50,500,3051,46
48.75,4,3,3,0,48.75,80,600,3052,46
292.59,1,5,3,0,292.59,20,300,2823,46
301.17,1,10,3,0,301.17,1,50,5475,46
301.17,1,10,3,0,301.17,1,50,5476,46
4.32,1,7,2,0,4.32,1,600,2694,46
4.8,1,7,2,0,4.8,20,600,2695,46
3.612245616,8,3,3,0,3.612245616,48,600,2717,46
647.43,1,10,3,0,647.43,1,50,4177,46
416.73,1,10,3,0,416.73,1,300,4178,46
91.89,1,5,6,0,91.89,50,200,3317,46
91.74,1,10,3,0,91.74,1,500,4181,46
533.85,1,10,3,0,533.85,2,100,3837,46
92.67,1,10,3,0,92.67,1,500,3838,46
127.26,1,10,3,0,127.26,1,50,3839,46
101.07,1,7,5,0,101.07,50,300,3584,46
132.78,1,7,3,0,132.78,30,100,3589,46
177.96,1,7,3,0,177.96,30,100,3590,46
55.26,1,7,3,0,55.26,10,300,3422,46
204.24,1,10,3,0,204.24,1,200,3840,46
138.15,1,10,3,0,138.15,1,300,3841,46
226.44,1,10,3,0,226.44,1,100,3842,46
229.68,1,10,3,0,229.68,1,200,3843,46
149.37,1,10,3,0,149.37,1,200,3844,46
222.18,1,10,3,0,222.18,1,300,3845,46
0.66,30,14,2,0,0.66,60,60,3846,46
0.66,30,5,7,0,0.66,30,999990,3847,46
699.06,1,10,3,0,699.06,1,50,3882,46
1.14,18,5,3,0,1.14,54,180,4213,46
1.14,18,5,3,0,1.14,54,180,4213,46
66.69,1,7,3,0,66.69,1,50,3074,46
64.14,1,5,3,0,64.14,62,150,3075,46
64.14,1,5,3,0,64.14,62,150,3075,46
112.5,1,7,3,0,112.5,10,200,3441,46
0.36,20,5,3,0,0.36,100,400,3083,46
107.31,1,3,3,0,107.31,50,350,3088,46
351.03,1,7,3,0,351.03,9,200,3093,46
64.89,1,7,5,0,64.89,1,50,3098,46
17.4,2,14,3,0,17.4,20,100,3100,46
8.13,3,5,3,0,8.13,6,48,3104,46
375.18,1,7,3,0,375.18,10,200,3459,46
642.06,1,7,7,0,642.06,20,100,3460,46
22.73383622,1,7,3,0,22.73383622,1,100,3622,46
13.68,1,14,7,0,13.68,1,50,3895,46
78.27,1,7,4,0,78.27,50,100,3487,46
411.33,1,7,3,0,411.33,10,500,3662,46
222.3,1,7,3,0,222.3,1,200,3666,46
162.96,1,7,3,0,162.96,50,100,3667,46
170.67,1,7,8,0,170.67,2,50,3668,46
197.52,1,7,3,0,197.52,50,200,3669,46
57.77583416,1,3,3,0,57.77583416,30,30,2682,46
108.09,1,10,3,0,108.09,1,100,4801,46
489.9143794,1,1,7,0,489.9143794,1,1000000,6037,46
228.54,1,1,4,0,228.54,1,1000000,6038,46
278.37,1,7,4,0,278.37,1,400,6108,46
178.9879282,1,1,7,0,178.9879282,1,1000000,5950,46
512.76,1,10,3,0,512.76,1,50,4877,46
91.74,1,10,3,0,91.74,1,200,5218,46
0.48,40,7,2,0,0.48,40,1200,5711,46
76.74,1,1,7,0,76.74,1,1000000,5721,46
700.26,1,10,3,0,700.26,1,50,4951,46
513.54,1,10,3,0,513.54,1,50,4952,46
300.93,1,10,3,0,300.93,1,100,4964,46
99.96,1,9,3,0,99.96,1,50,4993,46
102.6,1,10,3,0,102.6,1,200,4994,46
101.04,1,10,3,0,101.04,1,50,4995,46
88.47,1,5,3,0,88.47,1,50,4996,46
89.07,1,7,3,0,89.07,1,100,4997,46
89.07,1,7,3,0,89.07,1,100,4997,46
75.45,1,10,3,0,75.45,1,50,4998,46
108.09,1,10,3,0,108.09,1,100,5000,46
405.27,1,7,3,0,405.27,2,100,5619,46
404.79,1,7,3,0,404.79,2,100,5620,46
132.39,1,5,3,0,132.39,1,1000000,5648,46
226.65,1,7,3,0,226.65,1,1000000,5649,46
115.71,1,1,7,0,115.71,1,1000000,5760,46
74.34,1,7,4,0,74.34,2,100,5189,46
229.68,1,10,3,0,229.68,20,50,5047,46
149.37,1,10,3,0,149.37,20,50,5048,46
222.18,1,10,3,0,222.18,20,50,5049,46
229.68,1,10,3,0,229.68,2,100,4733,46
149.37,1,10,3,0,149.37,2,100,4734,46
222.18,1,10,3,0,222.18,1,200,4735,46
108.9,10,3,3,0,108.9,10,250,2785,46
108.9,10,3,3,0,108.9,10,250,2785,46
94.47,10,3,2,0,94.47,10,100,2801,46
94.47,10,3,2,0,94.47,10,100,2801,46
172.5610726,1,3,3,0,172.5610726,100,100,3066,46
75.96,1,5,3,0,75.96,2,100,5595,46
300.93,1,10,3,0,300.93,1,50,4788,46
9.48,3,5,3,0,9.48,3,30,5413,46
91.92,1,5,7,0,91.92,2,200,2918,46
23.83524818,1,7,3,0.7781999999999999,24.61344818,1,144,757,22
34.83304847,1,7,3,1.0152,35.84824847,1,200,856,22
14.44815058,2,7,3,0.47669999999999996,14.92485058,2,100,836,22
21.65215767,2,7,3,0.6144,22.26655767,2,144,838,22
21.06164428,1,7,3,0.6144,21.67604428,1,144,742,22
22.53452659,1,7,3,0.879,23.41352659,1,144,743,22
13.70340055,1,7,7,1.1123,14.81570055,1,60,745,22
19.66097635,2,7,3,0.6657,20.32667635,2,100,747,22
29.80041127,1,7,3,0.8556,30.65601127,1,100,749,22
32.37601095,2,7,3,1.173,33.54901095,2,144,772,22
25.12276936,100,1,3,0.8856,26.00836936,100,1000,778,22
173.9682968,1,10,4,7.5276,181.4958968,1,100,909,22
25.65429917,1,14,3,0.7746,26.428899173999998,100,500,1026,22
204.2744175,1,7,4,7.5276,211.8020175,1,200,1412,22
28.88617399,1,7,4,0.9988,29.88497399,1,400,1416,22
92.6585587,1,14,3,3.3558000000000003,96.0143587,1,100,1270,22
30.07806986,1,7,3,0.8556,30.933669854999998,1,200,1596,22
21.08949566,1,5,3,0.62124375,21.71073941,1,200,1599,22
25.55619894,1,7,3,0.69624375,26.252442690000002,1,200,1600,22
23.55403527,1,7,7,1.5533000000000001,25.10733527,1,200,1633,22
32.83752581,1,7,3,0.8556,33.69312581,1,100,1634,22
18.11051308,1,7,7,1.4336,19.54411308,1,24,1635,22
24.64877709,1,7,7,2.051,26.699777089999998,1,144,1636,22
19.45768131,1,7,3,0.6657,20.123381310000003,1,200,1639,22
28.97428748,1,7,3,0.8556,29.82988748,1,200,1640,22
24.41402683,1,7,3,0.879,25.293026832000002,1,144,1643,22
28.98316479,1,7,7,1.8157999999999999,30.79896479,1,144,1648,22
51.55503355,1,14,3,1.8485999999999998,53.403633551999995,1,100,1294,22
58.50372238,1,14,4,2.4648,60.968522375999996,1,100,1295,22
99.46646554,1,14,3,3.9561,103.42256553600001,1,100,1296,22
119.3311868,1,14,4,4.2096,123.5407868,1,100,1298,22
171.2616594,1,14,3,6.7545,178.0161594,1,100,1300,22
31.73320301,1,14,3,0.8313,32.56450301,2,1000,1305,22
23.17656569,2,7,7,1.7535,24.93006569,2,216,1672,22
31.75132959,1,5,7,2.5431000000000004,34.29442959,1,216,1673,22
23.83597121,1,14,3,0.6843,24.52027121,100,500,798,22
12.72052224,1,7,5,0.8284999999999999,13.54902224,1,50,932,22
21.15493592,1,10,3,0.7746,21.92953592,1,100,961,22
50.61904636,1,14,3,1.7124,52.33144636,1,200,962,22
80.64,1,12,3,6.380181600000001,87.0201816,100,260,6934,22
47.76,1,12,3,0.89614341,48.65614341,100,350,6936,22
40.29,4,12,3,1.8431114100000001,42.13311141,100,348,6947,22
