alter_cost,multiplier,period,plant,priority_col,type,assembly,item_code1,item_code2
-1.0,1,31,50,2,alternate,46,2362,2363
-1.0,1,32,50,2,alternate,46,2362,2363
-1.0,1,33,50,2,alternate,46,2362,2363
-1.0,1,34,50,2,alternate,46,2362,2363
-1.0,1,35,50,2,alternate,46,2362,2363
-1.0,1,36,50,2,alternate,46,2362,2363
-1.0,1,37,50,2,alternate,46,2362,2363
-1.0,1,38,50,2,alternate,46,2362,2363
-1.0,1,39,50,2,alternate,46,2362,2363
-1.0,1,40,50,2,alternate,46,2362,2363
-1.0,1,41,50,2,alternate,46,2362,2363
-1.0,1,42,50,2,alternate,46,2362,2363
-1.0,1,43,50,2,alternate,46,2362,2363
-1.0,1,44,50,2,alternate,46,2362,2363
-1.0,1,45,50,2,alternate,46,2362,2363
-1.0,1,46,50,2,alternate,46,2362,2363
-1.0,1,47,50,2,alternate,46,2362,2363
-1.0,1,48,50,2,alternate,46,2362,2363
-1.0,1,49,50,2,alternate,46,2362,2363
-1.0,1,50,50,2,alternate,46,2362,2363
-1.0,1,51,50,2,alternate,46,2362,2363
-1.0,1,52,50,2,alternate,46,2362,2363
-1.0,1,53,50,2,alternate,46,2362,2363
-1.0,1,54,50,2,alternate,46,2362,2363
-1.0,1,55,50,2,alternate,46,2362,2363
-1.0,1,56,50,2,alternate,46,2362,2363
-1.0,1,63,50,2,alternate,46,2362,2363
-1.0,1,70,50,2,alternate,46,2362,2363
-1.0,1,23,50,2,alternate,54,2362,2363
-1.0,1,24,50,2,alternate,54,2362,2363
-1.0,1,25,50,2,alternate,54,2362,2363
-1.0,1,26,50,2,alternate,54,2362,2363
-1.0,1,27,50,2,alternate,54,2362,2363
-1.0,1,28,50,2,alternate,54,2362,2363
-1.0,1,29,50,2,alternate,54,2362,2363
-1.0,1,30,50,2,alternate,54,2362,2363
-1.0,1,31,50,2,alternate,54,2362,2363
-1.0,1,32,50,2,alternate,54,2362,2363
-1.0,1,33,50,2,alternate,54,2362,2363
-1.0,1,34,50,2,alternate,54,2362,2363
-1.0,1,35,50,2,alternate,54,2362,2363
-1.0,1,36,50,2,alternate,54,2362,2363
-1.0,1,37,50,2,alternate,54,2362,2363
-1.0,1,38,50,2,alternate,54,2362,2363
-1.0,1,39,50,2,alternate,54,2362,2363
-1.0,1,40,50,2,alternate,54,2362,2363
-1.0,1,41,50,2,alternate,54,2362,2363
-1.0,1,42,50,2,alternate,54,2362,2363
-1.0,1,43,50,2,alternate,54,2362,2363
-1.0,1,44,50,2,alternate,54,2362,2363
-1.0,1,45,50,2,alternate,54,2362,2363
-1.0,1,46,50,2,alternate,54,2362,2363
-1.0,1,47,50,2,alternate,54,2362,2363
-1.0,1,48,50,2,alternate,54,2362,2363
-1.0,1,49,50,2,alternate,54,2362,2363
-1.0,1,50,50,2,alternate,54,2362,2363
-1.0,1,51,50,2,alternate,54,2362,2363
-1.0,1,52,50,2,alternate,54,2362,2363
-1.0,1,53,50,2,alternate,54,2362,2363
-1.0,1,54,50,2,alternate,54,2362,2363
-1.0,1,55,50,2,alternate,54,2362,2363
-1.0,1,56,50,2,alternate,54,2362,2363
-1.0,1,63,50,2,alternate,54,2362,2363
-1.0,1,70,50,2,alternate,54,2362,2363
-1.0,1,23,126,2,alternate,54,2362,2363
-1.0,1,24,126,2,alternate,54,2362,2363
-1.0,1,25,126,2,alternate,54,2362,2363
-1.0,1,26,126,2,alternate,54,2362,2363
-1.0,1,27,126,2,alternate,54,2362,2363
-1.0,1,28,126,2,alternate,54,2362,2363
-1.0,1,29,126,2,alternate,54,2362,2363
-1.0,1,30,126,2,alternate,54,2362,2363
-1.0,1,31,126,2,alternate,54,2362,2363
-1.0,1,32,126,2,alternate,54,2362,2363
-1.0,1,33,126,2,alternate,54,2362,2363
-1.0,1,34,126,2,alternate,54,2362,2363
-1.0,1,35,126,2,alternate,54,2362,2363
-1.0,1,36,126,2,alternate,54,2362,2363
-1.0,1,37,126,2,alternate,54,2362,2363
-1.0,1,38,126,2,alternate,54,2362,2363
-1.0,1,39,126,2,alternate,54,2362,2363
-1.0,1,40,126,2,alternate,54,2362,2363
-1.0,1,41,126,2,alternate,54,2362,2363
-1.0,1,42,126,2,alternate,54,2362,2363
-1.0,1,43,126,2,alternate,54,2362,2363
-1.0,1,44,126,2,alternate,54,2362,2363
-1.0,1,45,126,2,alternate,54,2362,2363
-1.0,1,46,126,2,alternate,54,2362,2363
-1.0,1,47,126,2,alternate,54,2362,2363
-1.0,1,48,126,2,alternate,54,2362,2363
-1.0,1,49,126,2,alternate,54,2362,2363
-1.0,1,50,126,2,alternate,54,2362,2363
-1.0,1,51,126,2,alternate,54,2362,2363
-1.0,1,52,126,2,alternate,54,2362,2363
-1.0,1,53,126,2,alternate,54,2362,2363
-1.0,1,54,126,2,alternate,54,2362,2363
-1.0,1,55,126,2,alternate,54,2362,2363
-1.0,1,56,126,2,alternate,54,2362,2363
-1.0,1,63,126,2,alternate,54,2362,2363
-1.0,1,70,126,2,alternate,54,2362,2363
-1.0,1,23,50,2,alternate,47,2368,2369
-1.0,1,24,50,2,alternate,47,2368,2369
-1.0,1,25,50,2,alternate,47,2368,2369
-1.0,1,26,50,2,alternate,47,2368,2369
-1.0,1,27,50,2,alternate,47,2368,2369
-1.0,1,28,50,2,alternate,47,2368,2369
-1.0,1,29,50,2,alternate,47,2368,2369
-1.0,1,30,50,2,alternate,47,2368,2369
-1.0,1,31,50,2,alternate,47,2368,2369
-1.0,1,32,50,2,alternate,47,2368,2369
-1.0,1,33,50,2,alternate,47,2368,2369
-1.0,1,34,50,2,alternate,47,2368,2369
-1.0,1,35,50,2,alternate,47,2368,2369
-1.0,1,36,50,2,alternate,47,2368,2369
-1.0,1,37,50,2,alternate,47,2368,2369
-1.0,1,38,50,2,alternate,47,2368,2369
-1.0,1,39,50,2,alternate,47,2368,2369
-1.0,1,40,50,2,alternate,47,2368,2369
-1.0,1,41,50,2,alternate,47,2368,2369
-1.0,1,42,50,2,alternate,47,2368,2369
-1.0,1,43,50,2,alternate,47,2368,2369
-1.0,1,44,50,2,alternate,47,2368,2369
-1.0,1,45,50,2,alternate,47,2368,2369
-1.0,1,46,50,2,alternate,47,2368,2369
-1.0,1,47,50,2,alternate,47,2368,2369
-1.0,1,48,50,2,alternate,47,2368,2369
-1.0,1,49,50,2,alternate,47,2368,2369
-1.0,1,50,50,2,alternate,47,2368,2369
-1.0,1,51,50,2,alternate,47,2368,2369
-1.0,1,52,50,2,alternate,47,2368,2369
-1.0,1,53,50,2,alternate,47,2368,2369
-1.0,1,54,50,2,alternate,47,2368,2369
-1.0,1,55,50,2,alternate,47,2368,2369
-1.0,1,56,50,2,alternate,47,2368,2369
-1.0,1,63,50,2,alternate,47,2368,2369
-1.0,1,70,50,2,alternate,47,2368,2369
-1.0,1,23,126,2,alternate,47,2368,2369
-1.0,1,24,126,2,alternate,47,2368,2369
-1.0,1,25,126,2,alternate,47,2368,2369
-1.0,1,26,126,2,alternate,47,2368,2369
-1.0,1,27,126,2,alternate,47,2368,2369
-1.0,1,28,126,2,alternate,47,2368,2369
-1.0,1,29,126,2,alternate,47,2368,2369
-1.0,1,30,126,2,alternate,47,2368,2369
-1.0,1,31,126,2,alternate,47,2368,2369
-1.0,1,32,126,2,alternate,47,2368,2369
-1.0,1,33,126,2,alternate,47,2368,2369
-1.0,1,34,126,2,alternate,47,2368,2369
-1.0,1,35,126,2,alternate,47,2368,2369
-1.0,1,36,126,2,alternate,47,2368,2369
-1.0,1,37,126,2,alternate,47,2368,2369
-1.0,1,38,126,2,alternate,47,2368,2369
-1.0,1,39,126,2,alternate,47,2368,2369
-1.0,1,40,126,2,alternate,47,2368,2369
-1.0,1,41,126,2,alternate,47,2368,2369
-1.0,1,42,126,2,alternate,47,2368,2369
-1.0,1,43,126,2,alternate,47,2368,2369
-1.0,1,44,126,2,alternate,47,2368,2369
-1.0,1,45,126,2,alternate,47,2368,2369
-1.0,1,46,126,2,alternate,47,2368,2369
-1.0,1,47,126,2,alternate,47,2368,2369
-1.0,1,48,126,2,alternate,47,2368,2369
-1.0,1,49,126,2,alternate,47,2368,2369
-1.0,1,50,126,2,alternate,47,2368,2369
-1.0,1,51,126,2,alternate,47,2368,2369
-1.0,1,52,126,2,alternate,47,2368,2369
-1.0,1,53,126,2,alternate,47,2368,2369
-1.0,1,54,126,2,alternate,47,2368,2369
-1.0,1,55,126,2,alternate,47,2368,2369
-1.0,1,56,126,2,alternate,47,2368,2369
-1.0,1,63,126,2,alternate,47,2368,2369
-1.0,1,70,126,2,alternate,47,2368,2369
-1.0,1,23,50,2,alternate,47,2368,2369
-1.0,1,24,50,2,alternate,47,2368,2369
-1.0,1,25,50,2,alternate,47,2368,2369
-1.0,1,26,50,2,alternate,47,2368,2369
-1.0,1,27,50,2,alternate,47,2368,2369
-1.0,1,28,50,2,alternate,47,2368,2369
-1.0,1,29,50,2,alternate,47,2368,2369
-1.0,1,30,50,2,alternate,47,2368,2369
-1.0,1,31,50,2,alternate,47,2368,2369
-1.0,1,32,50,2,alternate,47,2368,2369
-1.0,1,33,50,2,alternate,47,2368,2369
-1.0,1,34,50,2,alternate,47,2368,2369
-1.0,1,35,50,2,alternate,47,2368,2369
-1.0,1,36,50,2,alternate,47,2368,2369
-1.0,1,37,50,2,alternate,47,2368,2369
-1.0,1,38,50,2,alternate,47,2368,2369
-1.0,1,39,50,2,alternate,47,2368,2369
-1.0,1,40,50,2,alternate,47,2368,2369
-1.0,1,41,50,2,alternate,47,2368,2369
-1.0,1,42,50,2,alternate,47,2368,2369
-1.0,1,43,50,2,alternate,47,2368,2369
-1.0,1,44,50,2,alternate,47,2368,2369
-1.0,1,45,50,2,alternate,47,2368,2369
-1.0,1,46,50,2,alternate,47,2368,2369
-1.0,1,47,50,2,alternate,47,2368,2369
-1.0,1,48,50,2,alternate,47,2368,2369
-1.0,1,49,50,2,alternate,47,2368,2369
-1.0,1,50,50,2,alternate,47,2368,2369
-1.0,1,51,50,2,alternate,47,2368,2369
-1.0,1,52,50,2,alternate,47,2368,2369
-1.0,1,53,50,2,alternate,47,2368,2369
-1.0,1,54,50,2,alternate,47,2368,2369
-1.0,1,55,50,2,alternate,47,2368,2369
-1.0,1,56,50,2,alternate,47,2368,2369
-1.0,1,63,50,2,alternate,47,2368,2369
-1.0,1,70,50,2,alternate,47,2368,2369
-1.0,1,23,126,2,alternate,47,2368,2369
-1.0,1,24,126,2,alternate,47,2368,2369
-1.0,1,25,126,2,alternate,47,2368,2369
-1.0,1,26,126,2,alternate,47,2368,2369
-1.0,1,27,126,2,alternate,47,2368,2369
-1.0,1,28,126,2,alternate,47,2368,2369
-1.0,1,29,126,2,alternate,47,2368,2369
-1.0,1,30,126,2,alternate,47,2368,2369
-1.0,1,31,126,2,alternate,47,2368,2369
-1.0,1,32,126,2,alternate,47,2368,2369
-1.0,1,33,126,2,alternate,47,2368,2369
-1.0,1,34,126,2,alternate,47,2368,2369
-1.0,1,35,126,2,alternate,47,2368,2369
-1.0,1,36,126,2,alternate,47,2368,2369
-1.0,1,37,126,2,alternate,47,2368,2369
-1.0,1,38,126,2,alternate,47,2368,2369
-1.0,1,39,126,2,alternate,47,2368,2369
-1.0,1,40,126,2,alternate,47,2368,2369
-1.0,1,41,126,2,alternate,47,2368,2369
-1.0,1,42,126,2,alternate,47,2368,2369
-1.0,1,43,126,2,alternate,47,2368,2369
-1.0,1,44,126,2,alternate,47,2368,2369
-1.0,1,45,126,2,alternate,47,2368,2369
-1.0,1,46,126,2,alternate,47,2368,2369
-1.0,1,47,126,2,alternate,47,2368,2369
-1.0,1,48,126,2,alternate,47,2368,2369
-1.0,1,49,126,2,alternate,47,2368,2369
-1.0,1,50,126,2,alternate,47,2368,2369
-1.0,1,51,126,2,alternate,47,2368,2369
-1.0,1,52,126,2,alternate,47,2368,2369
-1.0,1,53,126,2,alternate,47,2368,2369
-1.0,1,54,126,2,alternate,47,2368,2369
-1.0,1,55,126,2,alternate,47,2368,2369
-1.0,1,56,126,2,alternate,47,2368,2369
-1.0,1,63,126,2,alternate,47,2368,2369
-1.0,1,70,126,2,alternate,47,2368,2369
-1.0,1,23,50,2,alternate,47,2368,2369
-1.0,1,24,50,2,alternate,47,2368,2369
-1.0,1,25,50,2,alternate,47,2368,2369
-1.0,1,26,50,2,alternate,47,2368,2369
-1.0,1,27,50,2,alternate,47,2368,2369
-1.0,1,28,50,2,alternate,47,2368,2369
-1.0,1,29,50,2,alternate,47,2368,2369
-1.0,1,30,50,2,alternate,47,2368,2369
-1.0,1,31,50,2,alternate,47,2368,2369
-1.0,1,32,50,2,alternate,47,2368,2369
-1.0,1,33,50,2,alternate,47,2368,2369
-1.0,1,34,50,2,alternate,47,2368,2369
-1.0,1,35,50,2,alternate,47,2368,2369
-1.0,1,36,50,2,alternate,47,2368,2369
-1.0,1,37,50,2,alternate,47,2368,2369
-1.0,1,38,50,2,alternate,47,2368,2369
-1.0,1,39,50,2,alternate,47,2368,2369
-1.0,1,40,50,2,alternate,47,2368,2369
-1.0,1,41,50,2,alternate,47,2368,2369
-1.0,1,42,50,2,alternate,47,2368,2369
-1.0,1,43,50,2,alternate,47,2368,2369
-1.0,1,44,50,2,alternate,47,2368,2369
-1.0,1,45,50,2,alternate,47,2368,2369
-1.0,1,46,50,2,alternate,47,2368,2369
-1.0,1,47,50,2,alternate,47,2368,2369
-1.0,1,48,50,2,alternate,47,2368,2369
-1.0,1,49,50,2,alternate,47,2368,2369
-1.0,1,50,50,2,alternate,47,2368,2369
-1.0,1,51,50,2,alternate,47,2368,2369
-1.0,1,52,50,2,alternate,47,2368,2369
-1.0,1,53,50,2,alternate,47,2368,2369
-1.0,1,54,50,2,alternate,47,2368,2369
-1.0,1,55,50,2,alternate,47,2368,2369
-1.0,1,56,50,2,alternate,47,2368,2369
-1.0,1,63,50,2,alternate,47,2368,2369
-1.0,1,70,50,2,alternate,47,2368,2369
-1.0,1,23,126,2,alternate,47,2368,2369
-1.0,1,24,126,2,alternate,47,2368,2369
-1.0,1,25,126,2,alternate,47,2368,2369
-1.0,1,26,126,2,alternate,47,2368,2369
-1.0,1,27,126,2,alternate,47,2368,2369
-1.0,1,28,126,2,alternate,47,2368,2369
-1.0,1,29,126,2,alternate,47,2368,2369
-1.0,1,30,126,2,alternate,47,2368,2369
-1.0,1,31,126,2,alternate,47,2368,2369
-1.0,1,32,126,2,alternate,47,2368,2369
-1.0,1,33,126,2,alternate,47,2368,2369
-1.0,1,34,126,2,alternate,47,2368,2369
-1.0,1,35,126,2,alternate,47,2368,2369
-1.0,1,36,126,2,alternate,47,2368,2369
-1.0,1,37,126,2,alternate,47,2368,2369
-1.0,1,38,126,2,alternate,47,2368,2369
-1.0,1,39,126,2,alternate,47,2368,2369
-1.0,1,40,126,2,alternate,47,2368,2369
-1.0,1,41,126,2,alternate,47,2368,2369
-1.0,1,42,126,2,alternate,47,2368,2369
-1.0,1,43,126,2,alternate,47,2368,2369
-1.0,1,44,126,2,alternate,47,2368,2369
-1.0,1,45,126,2,alternate,47,2368,2369
-1.0,1,46,126,2,alternate,47,2368,2369
-1.0,1,47,126,2,alternate,47,2368,2369
-1.0,1,48,126,2,alternate,47,2368,2369
-1.0,1,49,126,2,alternate,47,2368,2369
-1.0,1,50,126,2,alternate,47,2368,2369
-1.0,1,51,126,2,alternate,47,2368,2369
-1.0,1,52,126,2,alternate,47,2368,2369
-1.0,1,53,126,2,alternate,47,2368,2369
-1.0,1,54,126,2,alternate,47,2368,2369
-1.0,1,55,126,2,alternate,47,2368,2369
-1.0,1,56,126,2,alternate,47,2368,2369
-1.0,1,63,126,2,alternate,47,2368,2369
-1.0,1,70,126,2,alternate,47,2368,2369
-1.0,1,23,50,2,alternate,55,2368,2369
-1.0,1,24,50,2,alternate,55,2368,2369
-1.0,1,25,50,2,alternate,55,2368,2369
-1.0,1,26,50,2,alternate,55,2368,2369
-1.0,1,27,50,2,alternate,55,2368,2369
-1.0,1,28,50,2,alternate,55,2368,2369
-1.0,1,29,50,2,alternate,55,2368,2369
-1.0,1,30,50,2,alternate,55,2368,2369
-1.0,1,31,50,2,alternate,55,2368,2369
-1.0,1,32,50,2,alternate,55,2368,2369
-1.0,1,33,50,2,alternate,55,2368,2369
-1.0,1,34,50,2,alternate,55,2368,2369
-1.0,1,35,50,2,alternate,55,2368,2369
-1.0,1,36,50,2,alternate,55,2368,2369
-1.0,1,37,50,2,alternate,55,2368,2369
-1.0,1,38,50,2,alternate,55,2368,2369
-1.0,1,39,50,2,alternate,55,2368,2369
-1.0,1,40,50,2,alternate,55,2368,2369
-1.0,1,41,50,2,alternate,55,2368,2369
-1.0,1,42,50,2,alternate,55,2368,2369
-1.0,1,43,50,2,alternate,55,2368,2369
-1.0,1,44,50,2,alternate,55,2368,2369
-1.0,1,45,50,2,alternate,55,2368,2369
-1.0,1,46,50,2,alternate,55,2368,2369
-1.0,1,47,50,2,alternate,55,2368,2369
-1.0,1,48,50,2,alternate,55,2368,2369
-1.0,1,49,50,2,alternate,55,2368,2369
-1.0,1,50,50,2,alternate,55,2368,2369
-1.0,1,51,50,2,alternate,55,2368,2369
-1.0,1,52,50,2,alternate,55,2368,2369
-1.0,1,53,50,2,alternate,55,2368,2369
-1.0,1,54,50,2,alternate,55,2368,2369
-1.0,1,55,50,2,alternate,55,2368,2369
-1.0,1,56,50,2,alternate,55,2368,2369
-1.0,1,63,50,2,alternate,55,2368,2369
-1.0,1,70,50,2,alternate,55,2368,2369
-1.0,1,23,126,2,alternate,55,2368,2369
-1.0,1,24,126,2,alternate,55,2368,2369
-1.0,1,25,126,2,alternate,55,2368,2369
-1.0,1,26,126,2,alternate,55,2368,2369
-1.0,1,27,126,2,alternate,55,2368,2369
-1.0,1,28,126,2,alternate,55,2368,2369
-1.0,1,29,126,2,alternate,55,2368,2369
-1.0,1,30,126,2,alternate,55,2368,2369
-1.0,1,31,126,2,alternate,55,2368,2369
-1.0,1,32,126,2,alternate,55,2368,2369
-1.0,1,33,126,2,alternate,55,2368,2369
-1.0,1,34,126,2,alternate,55,2368,2369
-1.0,1,35,126,2,alternate,55,2368,2369
-1.0,1,36,126,2,alternate,55,2368,2369
-1.0,1,37,126,2,alternate,55,2368,2369
-1.0,1,38,126,2,alternate,55,2368,2369
-1.0,1,39,126,2,alternate,55,2368,2369
-1.0,1,40,126,2,alternate,55,2368,2369
-1.0,1,41,126,2,alternate,55,2368,2369
-1.0,1,42,126,2,alternate,55,2368,2369
-1.0,1,43,126,2,alternate,55,2368,2369
-1.0,1,44,126,2,alternate,55,2368,2369
-1.0,1,45,126,2,alternate,55,2368,2369
-1.0,1,46,126,2,alternate,55,2368,2369
-1.0,1,47,126,2,alternate,55,2368,2369
-1.0,1,48,126,2,alternate,55,2368,2369
-1.0,1,49,126,2,alternate,55,2368,2369
-1.0,1,50,126,2,alternate,55,2368,2369
-1.0,1,51,126,2,alternate,55,2368,2369
-1.0,1,52,126,2,alternate,55,2368,2369
-1.0,1,53,126,2,alternate,55,2368,2369
-1.0,1,54,126,2,alternate,55,2368,2369
-1.0,1,55,126,2,alternate,55,2368,2369
-1.0,1,56,126,2,alternate,55,2368,2369
-1.0,1,63,126,2,alternate,55,2368,2369
-1.0,1,70,126,2,alternate,55,2368,2369
-1.0,1,23,50,2,alternate,48,3766,4197
-1.0,1,24,50,2,alternate,48,3766,4197
-1.0,1,25,50,2,alternate,48,3766,4197
-1.0,1,26,50,2,alternate,48,3766,4197
-1.0,1,27,50,2,alternate,48,3766,4197
-1.0,1,28,50,2,alternate,48,3766,4197
-1.0,1,29,50,2,alternate,48,3766,4197
-1.0,1,30,50,2,alternate,48,3766,4197
-1.0,1,31,50,2,alternate,48,3766,4197
-1.0,1,32,50,2,alternate,48,3766,4197
-1.0,1,33,50,2,alternate,48,3766,4197
-1.0,1,34,50,2,alternate,48,3766,4197
-1.0,1,35,50,2,alternate,48,3766,4197
-1.0,1,36,50,2,alternate,48,3766,4197
-1.0,1,37,50,2,alternate,48,3766,4197
-1.0,1,38,50,2,alternate,48,3766,4197
-1.0,1,39,50,2,alternate,48,3766,4197
-1.0,1,40,50,2,alternate,48,3766,4197
-1.0,1,41,50,2,alternate,48,3766,4197
-1.0,1,42,50,2,alternate,48,3766,4197
-1.0,1,43,50,2,alternate,48,3766,4197
-1.0,1,44,50,2,alternate,48,3766,4197
-1.0,1,45,50,2,alternate,48,3766,4197
-1.0,1,46,50,2,alternate,48,3766,4197
-1.0,1,47,50,2,alternate,48,3766,4197
-1.0,1,48,50,2,alternate,48,3766,4197
-1.0,1,49,50,2,alternate,48,3766,4197
-1.0,1,50,50,2,alternate,48,3766,4197
-1.0,1,51,50,2,alternate,48,3766,4197
-1.0,1,52,50,2,alternate,48,3766,4197
-1.0,1,53,50,2,alternate,48,3766,4197
-1.0,1,54,50,2,alternate,48,3766,4197
-1.0,1,55,50,2,alternate,48,3766,4197
-1.0,1,23,126,2,alternate,48,3766,4197
-1.0,1,24,126,2,alternate,48,3766,4197
-1.0,1,25,126,2,alternate,48,3766,4197
-1.0,1,26,126,2,alternate,48,3766,4197
-1.0,1,27,126,2,alternate,48,3766,4197
-1.0,1,28,126,2,alternate,48,3766,4197
-1.0,1,29,126,2,alternate,48,3766,4197
-1.0,1,30,126,2,alternate,48,3766,4197
-1.0,1,31,126,2,alternate,48,3766,4197
-1.0,1,32,126,2,alternate,48,3766,4197
-1.0,1,33,126,2,alternate,48,3766,4197
-1.0,1,34,126,2,alternate,48,3766,4197
-1.0,1,35,126,2,alternate,48,3766,4197
-1.0,1,36,126,2,alternate,48,3766,4197
-1.0,1,37,126,2,alternate,48,3766,4197
-1.0,1,38,126,2,alternate,48,3766,4197
-1.0,1,39,126,2,alternate,48,3766,4197
-1.0,1,40,126,2,alternate,48,3766,4197
-1.0,1,41,126,2,alternate,48,3766,4197
-1.0,1,42,126,2,alternate,48,3766,4197
-1.0,1,43,126,2,alternate,48,3766,4197
-1.0,1,44,126,2,alternate,48,3766,4197
-1.0,1,45,126,2,alternate,48,3766,4197
-1.0,1,46,126,2,alternate,48,3766,4197
-1.0,1,47,126,2,alternate,48,3766,4197
-1.0,1,48,126,2,alternate,48,3766,4197
-1.0,1,49,126,2,alternate,48,3766,4197
-1.0,1,50,126,2,alternate,48,3766,4197
-1.0,1,51,126,2,alternate,48,3766,4197
-1.0,1,52,126,2,alternate,48,3766,4197
-1.0,1,53,126,2,alternate,48,3766,4197
-1.0,1,54,126,2,alternate,48,3766,4197
-1.0,1,55,126,2,alternate,48,3766,4197
-1.0,1,23,50,2,alternate,54,639,640
-1.0,1,24,50,2,alternate,54,639,640
-1.0,1,25,50,2,alternate,54,639,640
-1.0,1,26,50,2,alternate,54,639,640
-1.0,1,27,50,2,alternate,54,639,640
-1.0,1,28,50,2,alternate,54,639,640
-1.0,1,29,50,2,alternate,54,639,640
-1.0,1,30,50,2,alternate,54,639,640
-1.0,1,31,50,2,alternate,54,639,640
-1.0,1,32,50,2,alternate,54,639,640
-1.0,1,33,50,2,alternate,54,639,640
-1.0,1,34,50,2,alternate,54,639,640
-1.0,1,35,50,2,alternate,54,639,640
-1.0,1,36,50,2,alternate,54,639,640
-1.0,1,37,50,2,alternate,54,639,640
-1.0,1,38,50,2,alternate,54,639,640
-1.0,1,39,50,2,alternate,54,639,640
-1.0,1,40,50,2,alternate,54,639,640
-1.0,1,41,50,2,alternate,54,639,640
-1.0,1,42,50,2,alternate,54,639,640
-1.0,1,43,50,2,alternate,54,639,640
-1.0,1,44,50,2,alternate,54,639,640
-1.0,1,45,50,2,alternate,54,639,640
-1.0,1,46,50,2,alternate,54,639,640
-1.0,1,47,50,2,alternate,54,639,640
