item_type,holding_cost,asl,item_code,orig_item,penalty_cost
Raw Material,0.0,92,1482,1482,0.0
Raw Material,0.0,92,1482,1482,0.0
Raw Material,0.0,92,1482,1482,0.0
Raw Material,0.0,107,683,683,0.0
Raw Material,0.0,37,3326,3326,0.0
Raw Material,0.0,37,3326,3326,0.0
Raw Material,0.0,478,3560,3560,0.0
Raw Material,0.0,478,3560,3560,0.0
Raw Material,0.0,478,3560,3560,0.0
Raw Material,0.0,92,1494,1494,0.0
Raw Material,0.0,92,1494,1494,0.0
Raw Material,0.0,92,1494,1494,0.0
Raw Material,0.0,62,2822,2822,0.0
Raw Material,0.0,92,2759,2759,0.0
Raw Material,0.0,62,713,713,0.0
Raw Material,0.0,360,3967,3967,0.0
Raw Material,0.0,32,3146,3146,0.0
Raw Material,0.0,86,1830,1830,0.0
Raw Material,0.0,86,1840,1840,0.0
Raw Material,0.0,87,1560,1560,0.0
Raw Material,0.0,87,1560,1560,0.0
Raw Material,0.0,87,1560,1560,0.0
Raw Material,0.0,51,2507,2507,0.0
Raw Material,0.0,360,2780,2780,0.0
Raw Material,0.0,360,2771,2771,0.0
Raw Material,0.0,360,3608,3608,0.0
Type4 Component,0.001,30,142,142,1.0
Raw Material,0.0,92,1743,1743,0.0
Raw Material,0.0,32,3141,3141,0.0
Raw Material,0.0,360,3859,3859,0.0
Raw Material,0.0,360,3859,3859,0.0
Raw Material,0.0,360,3859,3859,0.0
Order Only,0.001,30,4097,4097,1.0
Raw Material,0.0,44,2630,2630,0.0
Raw Material,0.0,92,1648,1648,0.0
Raw Material,0.0,92,1648,1648,0.0
Order Only,0.0,30,577,577,0.0
Raw Material,0.0,92,1061,1061,0.0
Order Only,0.0,30,578,578,0.0
Raw Material,0.0,92,2631,2631,0.0
Raw Material,0.0,92,2562,2562,0.0
Raw Material,0.0,120,1845,1845,0.0
Raw Material,0.0,102,2227,2227,0.0
Normal,0.003,30,155,155,3.0
Raw Material,0.0,92,1489,1489,0.0
Raw Material,0.0,92,1489,1489,0.0
Raw Material,0.0,92,1489,1489,0.0
Normal,0.003,30,156,156,3.0
Raw Material,0.0,58,2857,2857,0.0
Raw Material,0.0,86,1413,1413,0.0
Raw Material,0.0,86,1413,1413,0.0
Raw Material,0.0,86,1413,1413,0.0
Raw Material,0.0,93,1493,1493,0.0
Raw Material,0.0,360,2823,2823,0.0
Raw Material,0.0,92,1497,1497,0.0
Raw Material,0.0,92,1497,1497,0.0
Raw Material,0.0,92,1497,1497,0.0
Raw Material,0.0,92,2764,2764,0.0
Raw Material,0.0,91,1960,1960,0.0
Raw Material,0.0,91,1960,1960,0.0
Raw Material,0.0,122,2266,2266,0.0
Raw Material,0.0,302,3958,3958,0.0
Raw Material,0.0,366,3033,3033,0.0
Type4 Component,0.001,30,143,143,1.0
Type4 Component,0.001,30,143,143,1.0
Raw Material,0.0,122,3989,3989,0.0
Raw Material,0.0,122,3989,3989,0.0
Raw Material,0.0,122,3989,3989,0.0
Raw Material,0.0,87,1553,1553,0.0
Raw Material,0.0,87,1553,1553,0.0
Raw Material,0.0,87,1553,1553,0.0
Raw Material,0.0,120,2101,2101,0.0
Raw Material,0.0,120,2101,2101,0.0
Raw Material,0.0,120,2101,2101,0.0
Raw Material,0.0,122,1558,1558,0.0
Raw Material,0.0,47,2548,2548,0.0
Raw Material,0.0,122,3034,3034,0.0
Raw Material,0.0,360,3994,3994,0.0
Order Only,0.0,30,37,37,0.0
Raw Material,0.0,122,1196,1196,0.0
Raw Material,0.0,132,2438,2438,0.0
Order Only,0.0,30,38,38,0.0
Raw Material,0.0,92,2748,2748,0.0
Raw Material,0.0,360,3773,3773,0.0
Order Only,0.003,30,160,160,3.0
Raw Material,0.0,122,3972,3972,0.0
Raw Material,0.0,58,2659,2659,0.0
Raw Material,0.0,360,3626,3626,0.0
Raw Material,0.0,92,1473,1473,0.0
Raw Material,0.0,92,1473,1473,0.0
Raw Material,0.0,92,2427,2427,0.0
Raw Material,0.0,122,3097,3097,0.0
Raw Material,0.0,360,2789,2789,0.0
Raw Material,0.0,360,2789,2789,0.0
Raw Material,0.0,360,2789,2789,0.0
Raw Material,0.0,182,3524,3524,0.0
Raw Material,0.0,92,1002,1002,0.0
Raw Material,0.0,92,1002,1002,0.0
Raw Material,0.0,92,1002,1002,0.0
Raw Material,0.0,360,855,855,0.0
Raw Material,0.0,86,1003,1003,0.0
Raw Material,0.0,86,1003,1003,0.0
Raw Material,0.0,86,1003,1003,0.0
Raw Material,0.0,121,1961,1961,0.0
Raw Material,0.0,32,3533,3533,0.0
Raw Material,0.0,32,3533,3533,0.0
Raw Material,0.0,32,3533,3533,0.0
Raw Material,0.0,86,1004,1004,0.0
Raw Material,0.0,122,2348,2348,0.0
Normal,0.0,30,98,98,0.0
Raw Material,0.0,122,2988,2988,0.0
Raw Material,0.0,92,1508,1508,0.0
Raw Material,0.0,92,1508,1508,0.0
Raw Material,0.0,92,1508,1508,0.0
Raw Material,0.0,92,80,80,0.0
Raw Material,0.0,114,2195,2195,0.0
Raw Material,0.0,114,2195,2195,0.0
Order Only,0.001,30,4128,4128,1.0
Raw Material,0.0,92,1511,1511,0.0
Raw Material,0.0,122,1720,1720,0.0
Raw Material,0.0,92,1578,1578,0.0
Raw Material,0.0,92,1578,1578,0.0
Raw Material,0.0,92,1578,1578,0.0
Raw Material,0.0,92,1512,1512,0.0
Raw Material,0.0,92,1512,1512,0.0
Raw Material,0.0,92,1512,1512,0.0
Raw Material,0.0,122,1148,1148,0.0
Raw Material,0.0,92,1582,1582,0.0
Raw Material,0.0,92,1582,1582,0.0
Raw Material,0.0,92,1582,1582,0.0
Raw Material,0.0,80,1734,1734,0.0
Raw Material,0.0,92,1516,1516,0.0
Raw Material,0.0,93,1133,1133,0.0
Raw Material,0.0,93,1133,1133,0.0
Raw Material,0.0,93,1133,1133,0.0
Normal,0.0,30,607,607,0.0
Raw Material,0.0,122,1520,1520,0.0
Raw Material,0.0,360,3640,3640,0.0
Raw Material,0.0,121,2008,2008,0.0
Type4 Component,0.003,30,593,593,3.0
Order Only,0.002,30,479,479,2.0
Order Only,0.002,30,479,479,2.0
Raw Material,0.0,65,2693,2693,0.0
Raw Material,0.0,122,3841,3841,0.0
Raw Material,0.0,122,2307,2307,0.0
Raw Material,0.0,42,3193,3193,0.0
Raw Material,0.0,360,4071,4071,0.0
Raw Material,0.0,360,4071,4071,0.0
Raw Material,0.0,91,2795,2795,0.0
Raw Material,0.0,91,2795,2795,0.0
Raw Material,0.0,91,2795,2795,0.0
Raw Material,0.0,37,3207,3207,0.0
Raw Material,0.0,120,1963,1963,0.0
Raw Material,0.0,120,1963,1963,0.0
Raw Material,0.0,120,1963,1963,0.0
Raw Material,0.0,92,1277,1277,0.0
Raw Material,0.0,92,1277,1277,0.0
Raw Material,0.0,92,1277,1277,0.0
Raw Material,0.0,114,1997,1997,0.0
Raw Material,0.0,44,2486,2486,0.0
Raw Material,0.0,32,3309,3309,0.0
Raw Material,0.0,44,2487,2487,0.0
Raw Material,0.0,58,2684,2684,0.0
Raw Material,0.0,37,2488,2488,0.0
Raw Material,0.0,58,2685,2685,0.0
Raw Material,0.0,37,2489,2489,0.0
