period,bucket,order_demand,forecast_demand_with_fr,item_code
42,0,0,111,18
43,0,0,110,18
44,0,0,110,18
45,0,0,110,18
46,0,0,110,18
24,0,2,0,21
26,0,37,0,21
33,0,5,0,21
37,0,0,64,21
42,0,2,0,21
44,0,28,0,21
46,0,1,0,21
47,0,7,0,21
48,0,320,0,21
49,0,56,0,21
55,0,0,90,21
56,0,170,160,21
63,0,437,894,21
70,0,141,18,21
112,0,1288,0,21
27,0,808,0,23
119,0,1999,0,26
29,0,10,0,27
23,10,21,3,34
26,11,14,2,34
34,12,18,1,34
26,11,3,0,35
34,12,1,0,35
40,13,3,0,35
41,14,3,0,35
24,0,58,0,36
28,0,10,0,36
29,0,12,0,36
33,0,62,0,36
34,0,2,0,36
36,0,10,0,36
37,0,18,0,36
49,0,12,0,36
56,0,40,0,36
63,0,0,4,36
23,7,50,1,39
27,8,135,1,39
34,9,177,0,39
42,10,51,0,39
48,11,94,0,39
55,12,152,0,39
63,13,36,0,39
70,14,3,0,39
77,15,144,0,39
84,16,25,2,39
91,17,6,2,39
98,18,77,1,39
105,19,0,18,39
112,20,4,17,39
119,21,1,38,39
23,17,40,2,40
25,18,44,3,40
28,19,66,1,40
31,20,34,0,40
34,21,57,2,40
37,22,53,3,40
40,23,38,3,40
43,24,56,3,40
46,25,42,3,40
49,26,71,3,40
52,27,22,3,40
55,28,84,2,40
63,30,83,17,40
70,33,63,23,40
77,35,72,20,40
84,37,59,21,40
91,40,80,28,40
98,42,80,22,40
105,44,64,23,40
112,47,60,22,40
119,49,110,40,40
24,7,4,0,42
27,8,0,1,42
56,12,1,1,42
23,0,16,0,43
24,0,16,0,43
25,0,24,0,43
26,0,76,0,43
27,0,28,0,43
28,0,8,0,43
31,0,184,0,43
32,0,88,0,43
33,0,212,0,43
34,0,64,0,43
35,0,152,0,43
36,0,60,0,43
37,0,8,16,43
38,0,48,0,43
40,0,40,32,43
41,0,20,0,43
42,0,8,0,43
44,0,20,0,43
45,0,124,0,43
46,0,8,16,43
48,0,261,0,43
53,0,200,0,43
56,0,350,16,43
63,0,8,20,43
70,0,12,20,43
77,0,0,8,43
91,0,64,0,43
23,-2,0,5051,44
24,-2,0,5050,44
25,-2,0,5050,44
26,-2,0,5050,44
27,-2,0,5051,44
23,-2,0,232877,46
24,-2,0,232877,46
25,-2,0,232877,46
26,-2,0,232877,46
27,-2,0,232878,46
35,-2,0,18746,46
36,-2,0,18746,46
37,-2,0,18746,46
38,-2,0,18746,46
39,-2,0,18746,46
40,-2,0,18746,46
41,-2,0,18750,46
42,-2,0,5374,46
43,-2,0,5374,46
44,-2,0,5374,46
45,-2,0,5374,46
46,-2,0,5374,46
47,-2,0,5374,46
48,-2,0,5379,46
70,-2,0,5424,46
105,-2,0,77907,46
23,-2,0,73781,46
24,-2,0,73781,46
25,-2,0,73781,46
26,-2,0,73781,46
27,-2,0,73782,46
35,-2,0,5939,46
36,-2,0,5939,46
37,-2,0,5939,46
38,-2,0,5939,46
39,-2,0,5939,46
40,-2,0,5939,46
41,-2,0,5940,46
42,-2,0,1702,46
43,-2,0,1702,46
44,-2,0,1702,46
45,-2,0,1702,46
46,-2,0,1702,46
47,-2,0,1702,46
48,-2,0,1703,46
70,-2,0,1718,46
105,-2,0,24683,46
23,-2,0,191644,47
24,-2,0,191644,47
25,-2,0,191644,47
26,-2,0,191644,47
27,-2,0,191645,47
35,-2,0,27143,47
36,-2,0,27143,47
37,-2,0,27143,47
38,-2,0,27143,47
39,-2,0,27143,47
40,-2,0,27143,47
41,-2,0,27144,47
70,-2,0,7051,47
105,-2,0,2892,47
23,-2,0,129313,47
24,-2,0,129313,47
25,-2,0,129313,47
26,-2,0,129313,47
27,-2,0,129313,47
35,-2,0,18314,47
36,-2,0,18314,47
37,-2,0,18314,47
38,-2,0,18314,47
39,-2,0,18314,47
40,-2,0,18314,47
41,-2,0,18315,47
70,-2,0,4757,47
105,-2,0,1950,47
23,-2,0,864234,48
24,-2,542,864776,48
25,-2,8000,872234,48
26,-2,3000,867234,48
27,-2,0,864235,48
28,-2,0,21504,48
29,-2,0,21504,48
30,-2,0,21504,48
31,-2,0,21504,48
32,-2,0,21504,48
33,-2,0,21504,48
34,-2,0,21504,48
35,-2,0,57792,48
36,-2,0,57792,48
37,-2,0,57792,48
38,-2,0,57792,48
39,-2,0,57792,48
40,-2,0,57792,48
41,-2,0,57792,48
42,-2,0,10752,48
43,-2,0,10752,48
44,-2,0,10752,48
45,-2,0,10752,48
46,-2,0,10752,48
47,-2,0,10752,48
48,-2,0,10752,48
49,-2,0,1000264,48
50,-2,0,1000264,48
51,-2,0,1000264,48
52,-2,0,1000264,48
53,-2,0,1000264,48
54,-2,0,1000264,48
55,-2,0,1000269,48
56,-2,0,860832,48
63,-2,0,545664,48
70,-2,0,71894,48
105,-2,0,79031,48
23,-2,0,3107,49
24,-2,0,1492,49
25,-2,0,1492,49
26,-2,0,685,49
27,-2,0,688,49
35,-2,0,640,49
36,-2,0,640,49
37,-2,0,640,49
38,-2,0,640,49
39,-2,0,640,49
77,-2,0,27166,49
84,-2,0,2094,49
91,-2,0,2332,49
98,-2,0,625,49
105,-2,0,2513,49
112,-2,0,2600,49
119,-2,0,3461,49
23,-2,0,447844,51
24,-2,0,447440,51
25,-2,5540,452979,51
26,-2,0,447238,51
27,-2,0,447238,51
35,-2,0,22048,51
36,-2,0,22048,51
37,-2,0,22048,51
38,-2,0,22048,51
39,-2,0,22048,51
40,-2,0,21888,51
41,-2,5,21888,51
42,-2,0,6253,51
43,-2,0,6253,51
44,-2,0,6253,51
45,-2,0,6253,51
46,-2,0,6253,51
47,-2,0,6253,51
48,-2,0,6258,51
49,-2,0,142857,51
50,-2,0,142857,51
51,-2,0,142857,51
52,-2,0,142857,51
53,-2,0,142857,51
54,-2,0,142857,51
55,-2,0,142858,51
23,-2,0,667324,52
24,-2,0,666425,52
25,-2,19440,685865,52
26,-2,9000,674977,52
27,-2,0,665981,52
28,-2,0,18331,52
29,-2,0,18331,52
30,-2,0,18331,52
31,-2,0,18331,52
32,-2,0,18331,52
33,-2,0,18081,52
34,-2,2900,20985,52
35,-2,0,36571,52
36,-2,0,36571,52
37,-2,0,36571,52
38,-2,0,36571,52
39,-2,0,36571,52
40,-2,0,36411,52
41,-2,0,36413,52
42,-2,0,62496,52
43,-2,0,62496,52
44,-2,0,62496,52
45,-2,0,62496,52
46,-2,0,62496,52
47,-2,0,62496,52
48,-2,0,62496,52
49,-2,0,360502,52
50,-2,0,360502,52
51,-2,0,360502,52
52,-2,0,360502,52
53,-2,0,360502,52
54,-2,0,360502,52
55,-2,0,360508,52
84,-2,0,120,52
119,-2,0,24,52
23,0,12135,0,53
24,0,44,0,53
25,0,44,0,53
28,0,250,0,53
29,0,250,0,53
30,0,250,0,53
31,0,250,0,53
32,0,250,0,53
35,0,60,0,53
36,0,60,0,53
37,0,60,0,53
38,0,60,0,53
39,0,60,0,53
23,-2,0,812560,54
24,-2,0,812560,54
25,-2,0,812560,54
26,-2,0,812560,54
27,-2,0,812562,54
28,-2,0,61361,54
29,-2,0,61361,54
30,-2,0,61361,54
31,-2,0,61361,54
32,-2,0,61361,54
33,-2,0,61361,54
34,-2,0,61362,54
35,-2,0,82704,54
36,-2,0,82704,54
37,-2,0,82704,54
38,-2,0,82704,54
39,-2,0,82704,54
40,-2,0,82704,54
41,-2,5,82707,54
42,-2,0,41331,54
43,-2,0,41331,54
44,-2,0,41331,54
45,-2,0,41331,54
46,-2,0,41331,54
47,-2,0,41331,54
48,-2,0,41331,54
49,-2,0,12448,54
50,-2,0,12448,54
51,-2,0,12448,54
52,-2,0,12448,54
53,-2,0,12448,54
54,-2,0,12448,54
55,-2,0,12452,54
56,-2,0,308038,54
70,-2,0,759,54
84,-2,0,4234193,54
91,-2,0,2277,54
23,-2,0,442653,55
24,-2,0,442653,55
25,-2,0,442653,55
26,-2,0,442653,55
27,-2,0,442655,55
28,-2,0,46101,55
29,-2,0,46101,55
30,-2,0,46101,55
31,-2,0,46101,55
32,-2,0,46101,55
33,-2,0,46101,55
34,-2,0,46105,55
35,-2,0,26641,55
36,-2,0,26641,55
37,-2,0,26641,55
38,-2,0,26641,55
39,-2,0,26641,55
40,-2,0,26641,55
41,-2,5,26643,55
42,-2,0,52850,55
43,-2,0,52850,55
44,-2,0,52850,55
45,-2,0,52850,55
46,-2,0,52850,55
47,-2,0,52850,55
48,-2,0,52854,55
49,-2,0,23213,55
50,-2,0,23213,55
51,-2,0,23213,55
52,-2,0,23213,55
53,-2,0,23213,55
54,-2,0,23213,55
55,-2,0,23218,55
56,-2,0,18055,55
70,-2,0,2022160,55
77,-2,0,217,55
105,-2,0,217,55
23,-2,0,3027,56
24,-2,0,1009,56
25,-2,0,1009,56
31,-2,400,400,56
35,-2,0,800,56
36,-2,0,800,56
37,-2,0,800,56
38,-2,0,800,56
39,-2,0,800,56
56,-2,400,400,56
70,-2,0,45668,56
77,-2,0,3745,56
84,-2,0,1877,56
91,-2,400,3052,56
98,-2,0,2186,56
105,-2,400,3035,56
112,-2,0,2625,56
119,-2,400,3575,56
28,4,200,0,57
24,0,8,0,59
56,0,12,0,59
84,0,1,0,59
84,0,1,0,60
23,0,1,0,65
24,0,1,0,65
29,0,2,0,65
32,0,2,0,65
33,0,4,0,65
56,0,2,0,65
23,0,127,0,67
24,0,16,0,67
25,0,2,0,67
26,0,11,0,67
27,0,3,0,67
28,0,30,0,67
29,0,9,0,67
31,0,8,0,67
32,0,4,0,67
33,0,50,0,67
36,0,31,0,67
37,0,1,7,67
38,0,18,0,67
39,0,3,0,67
41,0,52,0,67
42,0,11,0,67
43,0,54,0,67
44,0,3,0,67
46,0,5,0,67
48,0,84,0,67
50,0,2,0,67
54,0,7,0,67
55,0,176,0,67
56,0,3,35,67
63,0,0,10,67
70,0,4,1,67
77,0,16,0,67
84,0,7,0,67
91,0,2,0,67
112,0,3,0,67
25,18,2,0,68
29,19,3,0,68
31,20,3,0,68
38,22,1,0,68
51,26,57,0,68
56,-3,0,1,68
56,28,0,0,68
63,30,1,0,68
84,37,1,0,68
91,40,1,0,68
27,0,46,0,70
48,0,5,0,70
27,8,1,0,72
24,7,1,0,74
27,8,2,0,74
105,19,1,0,74
23,10,1,0,75
32,8,2,0,76
91,17,2,0,76
31,4,27,0,77
51,5,1,0,77
26,7,133,0,78
31,8,79,0,78
54,11,3,0,78
23,0,557,0,79
24,0,293,0,79
25,0,151,0,79
26,0,209,0,79
27,0,453,0,79
28,0,585,0,79
29,0,74,0,79
30,0,582,0,79
32,0,1252,0,79
33,0,1444,0,79
34,0,530,0,79
35,0,620,0,79
36,0,556,0,79
37,0,432,0,79
38,0,42,0,79
39,0,116,0,79
40,0,236,0,79
41,0,825,0,79
42,0,32,0,79
43,0,252,0,79
44,0,388,0,79
45,0,20,0,79
46,0,348,0,79
47,0,526,0,79
48,0,25,0,79
49,0,596,0,79
50,0,142,0,79
51,0,14,0,79
52,0,14,0,79
53,0,14,0,79
54,0,14,0,79
55,0,343,0,79
56,0,1150,0,79
63,0,5914,0,79
70,0,5926,0,79
77,0,5925,0,79
84,0,5799,0,79
91,0,5726,0,79
98,0,5714,0,79
105,0,5699,0,79
112,0,5642,0,79
119,0,5880,0,79
23,0,438,0,80
24,0,2056,0,80
25,0,318,0,80
26,0,296,0,80
27,0,872,0,80
28,0,336,44,80
29,0,10491,44,80
30,0,920,44,80
31,0,2324,44,80
32,0,3969,44,80
33,0,672,0,80
34,0,6671,0,80
35,0,9073,0,80
36,0,1946,0,80
37,0,2696,160,80
38,0,8540,0,80
39,0,456,28,80
40,0,484,0,80
41,0,872,0,80
42,0,339,0,80
43,0,684,0,80
44,0,184,0,80
45,0,4408,0,80
46,0,5200,4,80
47,0,328,0,80
48,0,1640,0,80
49,0,3052,0,80
50,0,522,0,80
51,0,1012,0,80
53,0,160,0,80
54,0,420,0,80
55,0,1136,0,80
56,0,960,172,80
63,0,640,196,80
70,0,96,1141,80
77,0,652,0,80
84,0,420,4,80
91,0,12,0,80
98,0,124,0,80
105,0,24,32,80
112,0,104,0,80
119,0,8,0,80
34,9,3,0,89
34,9,2,0,90
23,-2,0,1682,91
24,-2,0,1682,91
25,-2,0,1682,91
26,-2,0,1682,91
27,-2,0,1686,91
28,-2,0,101,91
29,-2,0,101,91
30,-2,0,101,91
31,-2,0,101,91
32,-2,0,101,91
33,-2,0,101,91
34,-2,0,107,91
35,-2,0,428,91
36,-2,0,428,91
37,-2,0,428,91
38,-2,0,428,91
39,-2,0,428,91
40,-2,0,428,91
41,-2,0,432,91
42,-2,0,66,91
43,-2,0,66,91
44,-2,0,66,91
45,-2,0,66,91
46,-2,0,66,91
47,-2,0,66,91
48,-2,0,70,91
49,-2,0,10,91
50,-2,0,10,91
51,-2,0,10,91
52,-2,0,10,91
53,-2,0,10,91
54,-2,0,10,91
55,-2,0,15,91
56,-2,0,6,91
63,-2,0,44,91
70,-2,0,161,91
77,-2,0,16,91
84,-2,0,368,91
91,-2,0,150,91
98,-2,0,20,91
23,0,15,0,95
24,0,6,0,95
25,0,14,0,95
26,0,10,0,95
27,0,110,0,95
28,0,2,0,95
29,0,32,0,95
30,0,116,0,95
31,0,78,0,95
32,0,28,0,95
33,0,6,0,95
34,0,138,0,95
35,0,20,0,95
36,0,79,0,95
37,0,36,0,95
38,0,70,0,95
39,0,84,0,95
40,0,28,0,95
41,0,31,0,95
43,0,26,0,95
45,0,6,0,95
46,0,4,0,95
47,0,24,0,95
48,0,18,0,95
49,0,2,0,95
51,0,96,0,95
54,0,22,0,95
55,0,12,0,95
56,0,10,0,95
63,0,12,0,95
77,0,270,0,95
84,0,2,0,95
91,0,4,0,95
105,0,4,0,95
119,0,4,0,95
23,3,191,0,96
27,4,1032,0,96
42,5,314,0,96
56,6,3580,0,96
91,8,76,0,96
112,10,18,0,96
24,17,8,0,97
37,22,18,0,97
56,28,22,0,97
25,18,105,0,101
41,10,124,0,104
23,-3,0,3,106
23,10,0,0,106
24,-3,0,3,106
25,-3,0,3,106
26,-3,0,3,106
26,11,0,0,106
27,-3,0,3,106
28,-3,0,1,106
29,-3,0,1,106
30,-3,0,1,106
31,-3,0,1,106
31,12,0,0,106
32,-3,0,1,106
33,-3,0,1,106
34,-3,0,1,106
35,-3,0,1,106
36,-3,0,1,106
36,13,0,0,106
37,-3,0,1,106
38,-3,0,1,106
39,-3,0,1,106
40,-3,0,1,106
41,-3,0,1,106
41,14,0,0,106
42,-3,0,1,106
43,-3,0,1,106
44,-3,0,1,106
45,-3,0,1,106
46,-3,0,1,106
46,15,0,0,106
47,-3,0,1,106
48,-3,0,1,106
49,-3,0,1,106
50,-3,0,1,106
51,-3,0,1,106
51,16,0,0,106
52,-3,0,1,106
53,-3,0,1,106
54,-3,0,1,106
55,-3,0,1,106
56,-3,0,2,106
56,17,0,0,106
91,24,1014,0,106
98,-3,0,181,106
98,25,0,0,106
105,-3,0,130,106
105,26,0,0,106
112,28,290,0,106
119,-3,0,291,106
119,29,0,0,106
35,21,129,0,107
23,7,194,301,109
27,8,152,76,109
34,9,146,423,109
41,10,19,135,109
49,11,42,78,109
55,12,60,82,109
63,13,515,1207,109
70,14,43,94,109
77,15,40,97,109
84,16,38,92,109
91,17,87,113,109
98,18,657,1542,109
105,19,59,140,109
112,20,58,139,109
119,21,59,140,109
23,-3,0,2,117
23,17,0,0,117
24,-3,0,2,117
25,-3,0,2,117
25,18,55,0,117
26,-3,0,2,117
27,-3,0,2,117
28,-3,0,1,117
28,19,0,0,117
29,-3,0,1,117
30,-3,0,1,117
31,-3,0,1,117
31,20,48,0,117
32,-3,0,1,117
33,-3,0,1,117
34,-3,0,1,117
34,21,0,0,117
41,-3,0,1,117
41,23,665,0,117
49,-3,0,1,117
49,26,0,0,117
50,-3,0,1,117
51,-3,0,1,117
52,-3,0,1,117
52,27,0,0,117
53,-3,0,1,117
54,-3,0,1,117
55,-3,0,1,117
55,28,0,0,117
56,-3,0,4,117
63,-3,0,94,117
63,30,0,0,117
70,-3,0,94,117
70,33,0,0,117
77,-3,0,93,117
77,35,0,0,117
84,-3,0,93,117
84,37,0,0,117
91,-3,0,181,117
91,40,0,0,117
98,-3,0,181,117
98,42,0,0,117
105,-3,0,176,117
105,44,7,0,117
112,-3,0,181,117
112,47,0,0,117
119,-3,0,237,117
119,49,0,0,117
23,17,8,1,118
25,18,2,0,118
29,19,5,0,118
31,20,105,0,118
34,21,7,0,118
41,23,5,0,118
43,24,7,1,118
46,25,5,0,118
49,26,3,1,118
52,27,20,0,118
55,28,23,0,118
63,30,30,0,118
91,40,1,0,118
23,17,3136,12008,119
25,18,2150,17634,119
28,19,1223,1509,119
31,20,2271,1491,119
34,21,1400,24426,119
37,22,842,11971,119
40,23,540,0,119
43,24,4060,11971,119
46,25,578,0,119
49,26,967,0,119
53,27,212,0,119
55,28,1032,0,119
63,30,163,167,119
70,33,546,0,119
77,35,257,2121,119
84,37,924,7676,119
91,40,820,7182,119
98,42,846,7154,119
105,44,1289,11212,119
112,47,819,7191,119
119,49,819,7181,119
23,-2,0,1243,120
24,-2,0,1242,120
25,-2,0,1242,120
26,-2,0,1242,120
27,-2,0,1244,120
28,-2,0,400,120
29,-2,0,400,120
30,-2,0,400,120
31,-2,0,400,120
32,-2,0,400,120
33,-2,0,400,120
34,-2,0,403,120
35,-2,0,1252,120
36,-2,0,1252,120
37,-2,0,1252,120
38,-2,0,1252,120
39,-2,0,1252,120
40,-2,0,1252,120
41,-2,0,1252,120
48,-2,0,6,120
55,-2,0,6,120
56,-2,0,16,120
63,-2,0,12,120
70,-2,0,58,120
77,-2,0,404,120
84,-2,0,1857,120
91,-2,0,2148,120
98,-2,0,2006,120
105,-2,0,2012,120
112,-2,0,1988,120
119,-2,0,3075,120
26,7,14,0,127
27,8,45,0,127
39,9,7,0,127
56,12,8,0,127
63,13,4,0,127
77,-3,0,4,127
77,15,0,0,127
91,-3,0,4,127
91,17,0,0,127
98,-3,0,4,127
98,18,0,0,127
105,-3,0,4,127
105,19,0,0,127
112,-3,0,4,127
112,20,0,0,127
119,-3,0,4,127
119,21,0,0,127
24,7,54,0,133
32,8,73,0,133
63,13,11,0,133
26,7,7,0,136
32,8,14,0,136
56,12,13,0,136
63,13,7,0,136
70,14,6,0,136
77,15,6,0,136
84,16,3,0,136
91,17,5,0,136
98,18,5,0,136
105,19,4,0,136
112,20,4,0,136
119,21,4,0,136
26,7,3,0,137
31,8,14,0,137
36,9,11,0,137
63,-3,0,1,137
63,13,0,0,137
70,-3,0,2,137
70,14,0,0,137
77,-3,0,2,137
77,15,0,0,137
84,-3,0,1,137
84,16,0,0,137
91,-3,0,1,137
91,17,0,0,137
98,-3,0,1,137
98,18,0,0,137
105,-3,0,1,137
105,19,0,0,137
112,-3,0,1,137
112,20,0,0,137
119,-3,0,1,137
119,21,0,0,137
31,8,9,0,139
34,9,1,0,139
42,10,30,0,139
48,11,8,0,139
63,13,6,0,139
91,17,11,0,139
98,18,11,0,139
105,19,11,0,139
112,20,10,0,139
119,21,10,0,139
26,7,24,0,140
23,7,496,1,142
27,8,1287,2,142
34,9,1439,1,142
41,10,664,1,142
49,11,943,1,142
55,12,366,3,142
63,13,485,148,142
70,14,480,154,142
77,15,544,167,142
84,16,546,165,142
91,17,675,191,142
98,18,527,174,142
105,19,506,162,142
112,20,470,151,142
119,21,893,281,142
23,17,354,8,143
25,18,587,9,143
28,19,285,3,143
31,20,135,0,143
34,21,257,0,143
37,22,223,0,143
40,23,82,0,143
43,24,249,1,143
46,25,63,0,143
49,26,10,0,143
54,27,47,0,143
55,28,246,0,143
63,30,500,0,143
70,33,462,142,143
77,35,462,142,143
84,37,459,141,143
91,40,514,158,143
98,42,467,144,143
105,44,464,143,143
112,47,461,142,143
119,49,856,263,143
27,8,3,0,146
70,14,1,0,146
77,15,2,0,146
84,16,2,0,146
91,17,2,0,146
98,18,2,0,146
105,19,2,0,146
112,20,1,0,146
119,21,1,0,146
38,9,4,0,147
84,16,0,1,147
91,17,0,1,147
98,18,0,1,147
105,19,0,1,147
112,20,0,1,147
119,21,0,1,147
112,10,3,0,149
56,12,23,0,155
63,13,0,5,155
32,8,21,0,156
26,7,1,0,159
23,3,4,0,160
31,4,2,0,160
42,5,141,0,160
63,6,300,0,160
36,4,201,0,161
24,7,2,0,162
35,9,6,6,162
41,10,78,1,162
49,11,44,6,162
55,12,103,5,162
63,13,54,2,162
70,14,54,2,162
77,15,54,2,162
84,16,54,2,162
23,3,5,0,175
27,4,6,0,179
23,3,1,0,182
23,3,2,0,182
70,7,0,5,184
98,9,0,5,184
33,8,3,0,186
36,9,8,0,186
44,10,11,0,186
91,17,0,33,186
33,8,1,0,190
70,14,0,1,190
30,8,1,0,193
24,7,2,0,194
46,10,1,0,194
98,18,3,0,194
34,-3,0,1,195
34,9,0,0,195
112,-3,0,4,195
112,20,0,0,195
27,8,15,0,196
26,3,4,0,207
27,4,23,0,207
56,6,24,0,207
98,9,22,0,207
27,4,2,0,209
56,6,2,0,209
98,9,1,0,209
48,5,1,0,210
27,4,18,0,211
46,5,8,0,211
70,7,2,0,211
27,4,2,0,213
23,3,2,1,217
29,4,22,2,217
44,5,4,1,217
23,3,81,4,218
27,4,735,1,218
42,5,857,0,218
56,6,412,0,218
70,7,8,0,218
98,9,16,54,218
112,10,8,172,218
23,3,1,0,219
23,3,1,0,220
33,4,26,0,222
56,6,89,0,222
33,4,99,0,223
56,6,55,0,223
34,4,2,0,224
40,9,6,0,225
23,0,2662,52,236
24,0,6710,50,236
25,0,3992,50,236
26,0,2978,50,236
27,0,6447,50,236
28,0,1214,0,236
29,0,3586,0,236
30,0,3729,10,236
31,0,545,0,236
32,0,5803,0,236
33,0,2712,0,236
34,0,3446,0,236
35,0,3625,8,236
36,0,4787,8,236
37,0,1656,9,236
38,0,3228,8,236
39,0,1528,8,236
40,0,1620,8,236
41,0,4374,8,236
42,0,2640,22,236
43,0,4071,22,236
44,0,1351,26,236
45,0,1243,22,236
46,0,3279,22,236
47,0,4274,22,236
48,0,3765,22,236
49,0,2165,29,236
50,0,2164,28,236
51,0,2502,28,236
52,0,2602,28,236
53,0,1558,28,236
54,0,1976,28,236
55,0,3041,28,236
56,0,15741,208,236
63,0,16286,16542,236
70,0,12033,19796,236
77,0,15956,16625,236
84,0,13649,18468,236
91,0,12079,18827,236
98,0,11835,19025,236
105,0,11643,19174,236
112,0,15410,16105,236
119,0,11870,19525,236
33,8,4,0,237
27,8,8,0,239
36,9,4,0,239
45,10,2,0,239
48,11,14,0,239
84,16,1,0,239
91,17,2,0,239
27,8,3,0,241
35,9,1,0,241
91,17,3,0,241
24,3,2,0,242
27,4,13,0,242
41,5,25,0,242
56,6,6,0,242
91,8,2,0,242
63,6,2,0,247
25,7,10,0,249
27,8,81,0,249
40,9,9,0,249
44,10,4,0,249
56,12,8,0,249
84,16,2,0,249
91,17,13,0,249
98,18,4,0,249
46,10,9,0,250
50,11,5,0,250
77,15,1,0,250
84,16,0,7,250
91,17,0,1,250
98,18,0,2,250
105,19,0,3,250
112,20,0,3,250
119,21,0,3,250
23,7,2,4,251
27,8,1002,1,251
34,9,129,0,251
44,10,12,0,251
48,11,4,1,251
56,12,402,1,251
63,13,36,0,251
70,14,27,3,251
91,17,187,4,251
98,18,12,0,251
105,19,50,6,251
112,20,50,6,251
119,21,58,6,251
98,18,2,0,252
26,7,8,0,254
27,8,39,0,254
36,9,26,0,254
45,10,17,0,254
48,11,8,0,254
56,12,38,0,254
63,13,2,0,254
63,13,0,5,255
84,16,0,12,255
105,19,0,2,255
112,20,0,2,255
119,21,0,2,255
35,1,90,0,256
26,7,8,0,260
27,8,26,0,260
39,9,2,0,260
44,10,1,0,260
56,12,4,0,260
63,13,2,0,260
84,16,2,0,260
91,17,5,0,260
98,18,2,0,260
112,20,2,0,260
27,8,4,0,262
56,12,2,0,262
63,13,1,0,262
91,17,1,0,262
98,18,1,0,262
27,4,6,0,264
56,6,3,0,264
70,7,2,0,264
84,8,3,0,264
98,9,2,0,264
112,10,1,0,264
26,7,6,0,266
27,8,10,0,266
34,9,24,0,266
45,10,4,0,266
41,10,1,0,268
48,11,1,0,268
63,13,4,0,268
70,14,4,0,268
77,15,4,0,268
84,16,4,0,268
91,17,5,0,268
98,18,5,0,268
105,19,5,0,268
112,20,5,0,268
119,21,5,0,268
63,13,0,4,269
70,14,0,4,269
77,15,0,4,269
84,16,0,4,269
91,17,0,5,269
98,18,0,5,269
105,19,0,4,269
112,20,0,4,269
119,21,0,4,269
44,10,1,0,271
56,12,0,1,271
63,13,0,3,271
70,14,0,3,271
77,15,0,3,271
84,16,0,3,271
91,17,0,3,271
98,18,0,3,271
105,19,0,2,271
112,20,0,2,271
119,21,0,3,271
46,5,1,0,275
23,3,6,0,276
27,4,39,0,276
44,5,6,0,276
56,6,34,0,276
70,7,10,0,276
84,8,13,0,276
98,9,9,0,276
112,10,11,0,276
31,4,7,0,278
40,4,1,0,280
28,4,37,0,282
48,5,2,0,282
98,9,5,0,282
112,10,3,0,282
63,6,2,0,288
33,4,4,0,292
23,17,0,2,294
49,26,39,0,294
84,37,0,1,294
23,17,80,0,295
26,18,7,0,295
28,19,3,0,295
32,20,5,0,295
34,21,29,0,295
40,23,3,0,295
44,24,3,0,295
48,25,3,0,295
50,26,8,0,295
55,28,68,1,295
84,37,7,0,295
98,42,3,0,295
24,0,1380,0,333
23,0,0,6,340
24,0,0,2,340
25,0,0,2,340
23,0,0,72,348
24,0,0,24,348
25,0,0,24,348
