set,period,plant,line,shift,i_shift,capacity_type,work_day,max_capacity
3,27,123,,1.0,1,Pcs,1.0,1500.0
3,27,123,,1.0,1,Pcs,1.0,1500.0
3,28,123,,1.0,1,Pcs,1.0,1500.0
3,28,123,,1.0,1,Pcs,1.0,1500.0
3,29,123,,1.0,1,Pcs,1.0,1500.0
3,29,123,,1.0,1,Pcs,1.0,1500.0
3,30,123,,1.0,1,Pcs,1.0,1500.0
3,30,123,,1.0,1,Pcs,1.0,1500.0
3,31,123,,1.0,1,Pcs,1.0,1500.0
3,31,123,,1.0,1,Pcs,1.0,1500.0
3,32,123,,1.0,1,Pcs,1.0,1500.0
3,32,123,,1.0,1,Pcs,1.0,1500.0
3,33,123,,1.0,1,Pcs,1.0,1500.0
3,33,123,,1.0,1,Pcs,1.0,1500.0
3,34,123,,1.0,1,Pcs,0.0,0.0
3,34,123,,1.0,1,Pcs,0.0,0.0
3,35,123,,1.0,1,Pcs,1.0,1500.0
3,35,123,,1.0,1,Pcs,1.0,1500.0
3,36,123,,1.0,1,Pcs,1.0,1500.0
3,36,123,,1.0,1,Pcs,1.0,1500.0
3,37,123,,1.0,1,Pcs,1.0,1500.0
3,37,123,,1.0,1,Pcs,1.0,1500.0
3,38,123,,1.0,1,Pcs,1.0,1500.0
3,38,123,,1.0,1,Pcs,1.0,1500.0
3,39,123,,1.0,1,Pcs,1.0,1500.0
3,39,123,,1.0,1,Pcs,1.0,1500.0
3,40,123,,1.0,1,Pcs,1.0,1500.0
3,40,123,,1.0,1,Pcs,1.0,1500.0
3,41,123,,1.0,1,Pcs,0.0,0.0
3,41,123,,1.0,1,Pcs,0.0,0.0
3,42,123,,1.0,1,Pcs,1.0,1500.0
3,42,123,,1.0,1,Pcs,1.0,1500.0
3,43,123,,1.0,1,Pcs,1.0,1500.0
3,43,123,,1.0,1,Pcs,1.0,1500.0
3,44,123,,1.0,1,Pcs,1.0,1500.0
3,44,123,,1.0,1,Pcs,1.0,1500.0
3,45,123,,1.0,1,Pcs,1.0,1500.0
3,45,123,,1.0,1,Pcs,1.0,1500.0
3,46,123,,1.0,1,Pcs,1.0,1500.0
3,46,123,,1.0,1,Pcs,1.0,1500.0
3,47,123,,1.0,1,Pcs,1.0,1500.0
3,47,123,,1.0,1,Pcs,1.0,1500.0
3,48,123,,1.0,1,Pcs,0.0,0.0
3,48,123,,1.0,1,Pcs,0.0,0.0
3,49,123,,1.0,1,Pcs,1.0,1500.0
3,49,123,,1.0,1,Pcs,1.0,1500.0
3,50,123,,1.0,1,Pcs,1.0,1500.0
3,50,123,,1.0,1,Pcs,1.0,1500.0
3,51,123,,1.0,1,Pcs,1.0,1500.0
3,51,123,,1.0,1,Pcs,1.0,1500.0
3,52,123,,1.0,1,Pcs,1.0,1500.0
3,52,123,,1.0,1,Pcs,1.0,1500.0
3,53,123,,1.0,1,Pcs,1.0,1500.0
3,53,123,,1.0,1,Pcs,1.0,1500.0
3,54,123,,1.0,1,Pcs,1.0,1500.0
3,54,123,,1.0,1,Pcs,1.0,1500.0
3,55,123,,1.0,1,Pcs,0.0,0.0
3,55,123,,1.0,1,Pcs,0.0,0.0
3,56,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,56,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,63,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,63,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,70,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,70,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,77,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,77,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,84,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,84,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,91,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,91,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,98,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,98,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,105,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,105,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,112,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,112,123,,1.0,1,Pcs,0.8571428571428571,9000.0
3,119,123,,1.0,1,Pcs,1.0,10500.0
3,119,123,,1.0,1,Pcs,1.0,10500.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,23,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,24,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,25,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,26,46,,1.0,1,Pcs,1.0,2000.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,27,46,,1.0,1,Pcs,0.0,0.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,28,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,29,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,30,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,31,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,32,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,33,46,,1.0,1,Pcs,1.0,2000.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,34,46,,1.0,1,Pcs,0.0,0.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,35,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,36,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,37,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,38,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,39,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,40,46,,1.0,1,Pcs,1.0,2000.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,41,46,,1.0,1,Pcs,0.0,0.0
4,42,46,,1.0,1,Pcs,1.0,2000.0
4,42,46,,1.0,1,Pcs,1.0,2000.0
4,42,46,,1.0,1,Pcs,1.0,2000.0
4,42,46,,1.0,1,Pcs,1.0,2000.0
4,42,46,,1.0,1,Pcs,1.0,2000.0
4,42,46,,1.0,1,Pcs,1.0,2000.0
4,42,46,,1.0,1,Pcs,1.0,2000.0
