plant,qty,item_code
60,2079,943
64,8938,943
76,9762,943
78,14086,943
80,10974,943
110,476434,943
116,6480,943
123,6553,943
169,4640,943
3,4315,945
27,4578,945
41,524,945
60,9363,945
78,11794,945
80,19767,945
110,858237,945
116,21506,945
123,5000,945
3,917,946
27,4200,946
45,80269,946
60,6648,946
64,4644,946
78,1441,946
110,5751764,946
116,1515,946
3,13730,949
20,6400,949
41,33947,949
45,3175,949
46,7887,949
60,40681,949
64,97167,949
72,10899,949
76,20000,949
78,14116,949
80,86991,949
110,361574,949
114,7616,949
116,33269,949
123,20040,949
137,279900,949
140,1093,949
150,26363,949
220,4999,949
41,3346,951
78,4850,951
80,8390,951
110,293558,951
46,228,952
64,3924,952
78,9718,952
80,4600,952
110,42212,952
123,5212,952
41,3576,953
76,9940,953
78,3201,953
110,191961,953
150,3792,953
156,4167,953
167,601,953
169,3915,953
3,5576,954
59,4798,954
60,65000,954
78,10748,954
110,258238,954
123,230678,954
140,22502,954
150,45690,954
220,300,954
3,2904,955
60,2784,955
64,8822,955
78,3534,955
110,655880,955
123,4152,955
60,10239,956
64,8721,956
76,29357,956
78,49948,956
110,264650,956
114,13281,956
123,17838,956
220,4997,956
3,5903,957
9,238,957
60,14136,957
64,7070,957
78,8046,957
80,4717,957
110,17024,957
116,3141,957
169,3246,957
110,11245,959
3,208,962
76,10000,962
110,15109,962
116,3738,962
3,4268,963
41,3675,963
60,26752,963
76,19928,963
78,6171,963
110,836901,963
123,10000,963
20,19649,964
27,33832,964
41,20062,964
45,31086,964
60,28551,964
64,20289,964
76,39730,964
78,10453,964
80,82752,964
110,409573,964
114,1440,964
116,14363,964
123,6960,964
140,7232,964
3,4197,965
60,2614,965
76,4245,965
80,3447,965
123,476,965
41,5901,966
46,1046,966
60,6263,966
76,26677,966
78,7656,966
110,1266318,966
3,1574,967
41,1240,967
46,19645,967
60,147140,967
64,40867,967
78,71603,967
80,20329,967
110,37246,967
114,37097,967
116,38830,967
123,19597,967
156,19849,967
169,560,967
3,3990,968
41,3920,968
45,25190,968
46,8205,968
60,40788,968
64,23397,968
78,14887,968
80,5397,968
110,661705,968
114,3902,968
116,21957,968
156,3500,968
220,4111,968
3,20455,969
41,11668,969
45,40542,969
46,25912,969
60,321319,969
64,90000,969
78,36396,969
80,82842,969
110,5927019,969
114,19450,969
116,17035,969
123,33805,969
126,21415,969
3,5276,970
41,3755,970
46,4500,970
60,15000,970
64,4292,970
72,4950,970
78,14651,970
80,3632,970
110,1480297,970
114,8581,970
116,8750,970
3,3108,971
27,8650,971
41,4570,971
60,36710,971
64,4533,971
78,9480,971
80,3180,971
110,1296549,971
116,4800,971
169,4194,971
3,7030,972
60,49096,972
64,197,972
76,9720,972
78,95644,972
80,19604,972
110,4710813,972
114,10198,972
116,5168,972
123,8562,972
156,5790,972
169,3750,972
3,317,973
41,2310,973
46,2612,973
64,20000,973
78,13527,973
110,254926,973
116,2580,973
150,2730,973
3,2660,974
46,4840,974
60,2482,974
64,9146,974
78,4052,974
80,4266,974
110,96807,974
114,9570,974
116,2281,974
110,22584,978
114,2216,978
78,5000,981
3,5000,984
60,9672,984
78,4602,984
110,9400,984
116,4703,984
3,3600,985
41,2803,985
45,4873,985
78,53494,985
80,13894,985
110,138627,985
123,4858,985
3,4707,986
41,3800,986
60,28586,986
64,59103,986
76,24132,986
78,3414,986
80,13615,986
110,111678,986
114,2880,986
156,601,986
169,2509,986
3,2140,987
78,4132,987
110,142999,987
123,4668,987
140,3957,987
3,3780,988
41,915,988
60,23526,988
64,8093,988
78,10948,988
80,30981,988
110,105838,988
114,1358,988
123,145,988
78,2790,990
80,14825,990
110,25000,990
169,588,990
3,4052,991
41,1921,991
60,5000,991
78,6050,991
110,54217,991
114,3760,991
123,4586,991
27,34,993
110,4334,993
3,134068,995
41,788,995
46,2134,995
60,25673,995
78,20638,995
80,17611,995
110,1804414,995
114,13011,995
123,9699,995
45,9209,996
60,1151029,996
64,35213,996
76,19181,996
78,20255,996
80,11902,996
110,5627037,996
114,8334,996
116,9518,996
123,4869,996
169,9111,996
3,901,997
27,43304,997
41,19450,997
46,27360,997
60,358981,997
64,25390,997
78,41092,997
80,439,997
110,2556770,997
114,4694,997
116,17720,997
140,6470,997
169,3621,997
46,4412,998
60,13210,998
110,32792,998
114,3407,998
116,2361,998
3,1092,999
41,4950,999
46,373,999
60,13058,999
64,4986,999
78,3932,999
80,494,999
110,49783,999
114,3810,999
116,1,999
150,3800,999
60,25655,1001
64,19378,1001
78,9173,1001
80,28769,1001
114,9862,1001
123,7911,1001
156,5,1001
3,6538,1002
9,120886,1002
27,42205,1002
41,1133,1002
45,90000,1002
46,630,1002
59,9648,1002
60,399246,1002
78,26462,1002
110,5350168,1002
114,20866,1002
116,47219,1002
123,127439,1002
140,3542,1002
150,1974,1002
156,4595,1002
167,9900,1002
41,9569,1003
46,9824,1003
60,25396,1003
64,9398,1003
78,17099,1003
80,18596,1003
110,77406,1003
60,10000,1004
64,16855,1004
78,9691,1004
80,18806,1004
110,147407,1004
3,7481,1005
9,3533,1005
27,12125,1005
41,7736,1005
45,10884,1005
60,39419,1005
64,14163,1005
76,53271,1005
78,145875,1005
80,26414,1005
110,492837,1005
114,5306,1005
116,5447,1005
123,5437,1005
167,18500,1005
169,8800,1005
3,198830,1007
9,31203,1007
27,35993,1007
41,35432,1007
45,100000,1007
46,32648,1007
59,9100,1007
60,301049,1007
64,398733,1007
76,2400,1007
78,128114,1007
110,60044817,1007
114,94821,1007
116,68223,1007
123,98174,1007
140,512,1007
150,77216,1007
156,9162,1007
169,638,1007
220,99996,1007
3,8714,1008
27,64276,1008
46,25790,1008
59,18810,1008
60,13285,1008
64,111649,1008
76,19850,1008
78,21173,1008
80,8282,1008
110,1235193,1008
114,1898,1008
123,13318,1008
3,7013,1009
27,1794,1009
45,4940,1009
60,492104,1009
64,53842,1009
76,25087,1009
78,178578,1009
110,7432534,1009
114,9843,1009
116,311,1009
123,102439,1009
149,3664,1009
169,6580,1009
220,4464,1009
3,11602,1010
41,9778,1010
45,6406,1010
60,22128,1010
64,19410,1010
78,15190,1010
80,58614,1010
110,5193,1010
150,7805,1010
3,10,1011
27,24087,1011
60,80505,1011
64,45456,1011
78,35362,1011
80,60578,1011
110,2848080,1011
114,8371,1011
169,8089,1011
3,1902,1012
27,4237,1012
41,17605,1012
45,16510,1012
60,553705,1012
64,215563,1012
78,1046315,1012
80,85645,1012
110,4844894,1012
114,26575,1012
116,5454,1012
149,7816,1012
3,9836,1013
9,9880,1013
27,73113,1013
41,8830,1013
46,49729,1013
59,49800,1013
60,76866,1013
76,49896,1013
78,133549,1013
110,3216918,1013
114,41976,1013
116,33480,1013
123,36585,1013
140,89266,1013
150,17047,1013
3,16734,1014
20,7380,1014
27,823,1014
45,11148,1014
46,19392,1014
60,82526,1014
78,28709,1014
80,89892,1014
110,5101812,1014
114,16631,1014
123,13238,1014
140,8574,1014
60,8306,1015
76,26502,1015
78,26808,1015
80,104612,1015
110,228670,1015
123,25224,1015
169,6135,1015
3,16414,1016
27,10000,1016
46,8575,1016
60,850,1016
64,2339,1016
78,5034,1016
80,24092,1016
110,2440840,1016
114,6012,1016
116,19115,1016
220,10738,1016
3,2317,1017
45,7951,1017
46,5114,1017
60,27732,1017
64,8372,1017
78,2337,1017
80,24621,1017
110,109269,1017
114,9449,1017
123,12866,1017
150,1000,1017
46,8992,1018
60,17075,1018
64,18163,1018
76,15000,1018
78,13047,1018
80,55992,1018
110,429436,1018
140,9736,1018
220,2,1018
3,3660,1019
9,26071,1019
27,12179,1019
45,54472,1019
46,13224,1019
59,25695,1019
60,1651759,1019
64,53964,1019
76,16376,1019
78,20716,1019
110,12001645,1019
114,20665,1019
116,5356935,1019
123,21007,1019
140,2656,1019
150,6464,1019
169,8905,1019
220,10000,1019
3,19294,1020
41,3398,1020
46,627,1020
60,21817,1020
64,39721,1020
76,12391,1020
78,21505,1020
80,2978,1020
110,1422220,1020
114,4937,1020
116,3280,1020
140,3862,1020
167,220000,1020
220,460,1020
3,18718,1021
27,4019,1021
41,10000,1021
45,10000,1021
46,20,1021
60,32942,1021
64,51261,1021
72,17394,1021
78,12482,1021
80,103680,1021
110,3885199,1021
114,7931,1021
123,19260,1021
46,757,1022
60,10605,1022
76,9496,1022
78,3051,1022
80,30317,1022
110,106551,1022
116,7226,1022
123,8740,1022
220,9870,1022
3,4596,1025
41,9340,1025
46,8040,1025
60,40081,1025
64,19640,1025
78,6382,1025
80,18031,1025
110,2877789,1025
114,6440,1025
116,16282,1025
150,5994,1025
169,8900,1025
220,9978,1025
60,39879,1026
80,23310,1026
110,259205,1026
3,10000,1027
45,22033,1027
46,17189,1027
60,22160,1027
64,19343,1027
76,9916,1027
78,17428,1027
80,108705,1027
110,987844,1027
114,19135,1027
140,15324,1027
3,100371,1028
27,20000,1028
45,7448,1028
46,10404,1028
60,118470,1028
64,19048,1028
78,95035,1028
80,89043,1028
110,2281420,1028
114,16197,1028
116,31974,1028
123,25710,1028
150,29400,1028
156,3825,1028
169,27574,1028
220,39180,1028
3,38888,1029
20,33041,1029
27,50000,1029
41,4374,1029
46,37232,1029
59,9947,1029
60,57115,1029
64,143437,1029
76,78784,1029
78,11640,1029
80,144994,1029
110,3737300,1029
114,64425,1029
116,53007,1029
123,2211,1029
126,131953,1029
140,34426,1029
150,36130,1029
156,4529,1029
167,48680,1029
169,8589,1029
220,2,1029
3,32412,1030
41,35142,1030
46,49796,1030
60,52521,1030
64,31048,1030
76,1940,1030
78,11840,1030
80,43062,1030
110,449377,1030
114,2621,1030
116,12110,1030
123,18825,1030
150,49491,1030
169,11906,1030
3,5000,1033
60,14777,1033
78,9484,1033
110,37308,1033
3,9627,1034
41,3,1034
46,603,1034
60,141714,1034
64,10000,1034
78,8513,1034
80,5258,1034
110,299292,1034
114,19002,1034
140,8066,1034
150,35560,1034
3,29460,1035
20,9802,1035
45,1094,1035
46,1150,1035
60,11279,1035
78,19898,1035
80,5580,1035
110,275536,1035
123,10000,1035
140,8514,1035
150,4824,1035
60,3157,1036
78,9912,1036
110,95000,1036
140,2697,1036
27,4517,1037
110,88261,1037
140,1808,1037
150,4400,1037
3,1560,1038
41,43,1038
80,6046,1038
110,1934,1038
41,77169,1040
46,1726,1040
59,46877,1040
60,96269,1040
64,265061,1040
78,76505,1040
80,97262,1040
110,34615838,1040
140,46524,1040
150,97720,1040
3,5000,1042
60,9671,1042
76,9982,1042
78,4261,1042
80,2255,1042
110,11602,1042
41,4958,1043
46,4913,1043
60,5000,1043
78,5545,1043
80,2660,1043
110,336593,1043
116,9516,1043
140,3958,1043
3,1670,1044
46,4840,1044
60,4992,1044
78,4152,1044
110,109728,1044
140,1808,1044
3,3321,1046
60,13726,1046
78,23568,1046
80,10753,1046
110,4710,1046
123,587,1046
3,28933,1049
46,83,1049
60,46872,1049
64,9442,1049
78,3750,1049
80,87121,1049
110,49677,1049
114,4582,1049
3,600,1051
60,4861,1051
78,1180,1051
80,5192,1051
110,49374,1051
114,1128,1051
123,6946,1051
167,5000,1051
9,3898,1053
60,17220,1053
64,7234,1053
78,53996,1053
80,14350,1053
110,672800,1053
123,9800,1053
3,20,1054
76,5500,1054
110,4929,1054
3,2503,1055
46,9625,1055
60,39318,1055
78,4700,1055
110,283044,1055
220,80,1055
3,20145,1057
27,2240,1057
41,4947,1057
64,5232,1057
78,3727,1057
110,5104713,1057
123,24550,1057
3,1891,1058
41,5000,1058
60,11271,1058
64,25000,1058
78,7481,1058
110,1142672,1058
116,6520,1058
123,2458,1058
140,848,1058
3,2200,1059
80,4117,1059
114,402,1059
116,1512,1059
76,10000,1061
78,6365,1061
110,104902,1061
156,3649,1061
169,621,1061
3,5796,1062
59,4160,1062
60,19481,1062
64,29862,1062
72,4900,1062
76,10000,1062
78,21191,1062
80,11951,1062
110,159568,1062
114,10456,1062
3,8666,1063
27,4659,1063
60,45505,1063
64,20963,1063
76,9794,1063
78,185548,1063
80,14539,1063
110,289963,1063
114,3698,1063
123,1295,1063
156,3704,1063
220,5830,1063
3,14632,1064
46,19509,1064
60,76202,1064
64,16782,1064
78,10405,1064
80,70012,1064
110,746798,1064
116,2408,1064
123,9850,1064
220,4745,1064
27,261,1065
60,2580,1065
72,7955,1065
78,5437,1065
110,28429,1065
116,843,1065
3,7992,1066
60,19049,1066
64,7944,1066
78,7770,1066
80,6259,1066
110,57355,1066
114,6390,1066
3,4684,1067
60,9090,1067
64,1780,1067
76,14746,1067
78,6117,1067
80,5420,1067
87,3480,1067
110,1919984,1067
167,3565,1067
169,10000,1067
60,5171,1068
64,6798,1068
76,23260,1068
78,9469,1068
80,16199,1068
87,52800,1068
110,1486520,1068
3,9394,1069
41,1044,1069
45,8739,1069
60,19968,1069
64,8241,1069
78,11303,1069
80,21535,1069
110,584032,1069
123,7678,1069
220,9996,1069
3,10000,1070
27,1808,1070
60,18849,1070
64,28847,1070
76,9713,1070
78,24181,1070
110,76797,1070
3,9970,1071
27,2026,1071
41,2889,1071
45,36210,1071
60,96105,1071
64,136767,1071
76,25792,1071
78,104885,1071
80,178962,1071
110,191010,1071
114,6437,1071
123,820,1071
169,13270,1071
27,150,1072
45,20000,1072
46,6656,1072
60,20318,1072
64,7714,1072
72,45590,1072
76,100,1072
78,12234,1072
80,86774,1072
110,2420976,1072
123,19103,1072
150,8280,1072
3,19950,1073
27,5567,1073
45,107919,1073
60,288867,1073
64,15748,1073
78,188733,1073
110,4767777,1073
123,79245,1073
3,12229,1074
41,5507,1074
45,15155,1074
46,2274,1074
60,53190,1074
64,9773,1074
78,7081,1074
80,80521,1074
110,2088261,1074
123,18998,1074
149,5,1074
3,8442,1075
60,2030,1075
78,12121,1075
80,5949,1075
110,2396479,1075
20,61458,1076
110,199952,1076
64,3909,1077
64,11345,1078
78,14982,1078
110,210000,1078
46,12145,1079
78,86901,1079
110,503507,1079
3,58,1080
9,1745,1080
64,4856,1080
3,46324,1081
27,3983,1081
46,31776,1081
59,820,1081
60,129436,1081
78,8956,1081
80,81681,1081
110,540663,1081
114,45855,1081
116,53195,1081
123,12632,1081
140,13567,1081
150,49113,1081
110,18403,1084
140,5579,1084
60,7566,1085
80,15687,1085
110,7738,1085
114,619,1085
220,3,1085
3,99284,1086
9,421,1086
27,98695,1086
41,161314,1086
45,41668,1086
46,70456,1086
59,46760,1086
60,61390,1086
64,130741,1086
76,49966,1086
78,104396,1086
110,57765062,1086
116,24489,1086
123,137359,1086
140,50580,1086
150,10022,1086
156,32743,1086
169,239,1086
20,10673,1088
46,45494,1088
78,66956,1088
110,400000,1088
140,5042,1088
3,10657,1089
20,95139,1089
41,2447,1089
45,58176,1089
46,162328,1089
60,92466,1089
78,119564,1089
80,132204,1089
110,2239112,1089
114,42961,1089
116,94918,1089
123,8748,1089
140,6988,1089
150,73150,1089
78,9969,1090
110,166800,1090
41,13486,1092
46,14039,1092
60,23114,1092
64,17771,1092
78,8910,1092
80,12503,1092
110,811678,1092
116,20000,1092
123,19900,1092
3,24722,1093
27,7145,1093
41,11943,1093
45,29360,1093
60,38428,1093
72,19400,1093
78,56415,1093
80,41445,1093
110,6502451,1093
114,21614,1093
116,25401,1093
123,10564,1093
140,5868,1093
150,13697,1093
3,6682,1094
27,37970,1094
41,6105,1094
45,501107,1094
60,463200,1094
64,21264,1094
78,115483,1094
110,24233693,1094
114,6240,1094
116,22234,1094
150,2153,1094
3,1948,1095
27,11320,1095
45,20000,1095
60,29741,1095
64,49093,1095
78,9754,1095
80,22035,1095
110,969514,1095
116,9526,1095
220,7032,1095
3,4662,1096
27,3096,1096
45,67079,1096
60,58107,1096
64,45013,1096
76,58045,1096
78,152086,1096
80,324458,1096
110,10612137,1096
123,7663,1096
169,13265,1096
110,9733,1097
3,10572,1098
20,4100,1098
27,9850,1098
41,1929,1098
45,3189,1098
46,4871,1098
59,6900,1098
60,62119,1098
64,9670,1098
72,18212,1098
76,19055,1098
78,107498,1098
80,65849,1098
110,4897626,1098
114,15717,1098
