period,bucket,order_demand,forecast_demand_with_fr,item_code
34,0.0,530.0,0.0,79
35,0.0,620.0,0.0,79
36,0.0,556.0,0.0,79
37,0.0,432.0,0.0,79
38,0.0,42.0,0.0,79
39,0.0,116.0,0.0,79
40,0.0,236.0,0.0,79
41,0.0,825.0,0.0,79
42,0.0,32.0,0.0,79
43,0.0,252.0,0.0,79
44,0.0,388.0,0.0,79
45,0.0,20.0,0.0,79
46,0.0,348.0,0.0,79
47,0.0,526.0,0.0,79
48,0.0,25.0,0.0,79
49,0.0,596.0,0.0,79
50,0.0,142.0,0.0,79
51,0.0,14.0,0.0,79
52,0.0,14.0,0.0,79
53,0.0,14.0,0.0,79
54,0.0,14.0,0.0,79
55,0.0,343.0,0.0,79
56,0.0,1150.0,0.0,79
63,0.0,5914.0,0.0,79
70,0.0,5926.0,0.0,79
77,0.0,5925.0,0.0,79
84,0.0,5799.0,0.0,79
91,0.0,5726.0,0.0,79
98,0.0,5714.0,0.0,79
105,0.0,5699.0,0.0,79
112,0.0,5642.0,0.0,79
119,0.0,5880.0,0.0,79
23,0.0,438.0,0.0,80
24,0.0,2056.0,0.0,80
25,0.0,318.0,0.0,80
26,0.0,296.0,0.0,80
27,0.0,872.0,0.0,80
28,0.0,336.0,44.0,80
29,0.0,10491.0,44.0,80
30,0.0,920.0,44.0,80
31,0.0,2324.0,44.0,80
32,0.0,3969.0,44.0,80
33,0.0,672.0,0.0,80
34,0.0,6671.0,0.0,80
35,0.0,9073.0,0.0,80
36,0.0,1946.0,0.0,80
37,0.0,2696.0,160.0,80
38,0.0,8540.0,0.0,80
39,0.0,456.0,28.0,80
40,0.0,484.0,0.0,80
41,0.0,872.0,0.0,80
42,0.0,339.0,0.0,80
43,0.0,684.0,0.0,80
44,0.0,184.0,0.0,80
45,0.0,4408.0,0.0,80
46,0.0,5200.0,4.0,80
47,0.0,328.0,0.0,80
48,0.0,1640.0,0.0,80
49,0.0,3052.0,0.0,80
50,0.0,522.0,0.0,80
51,0.0,1012.0,0.0,80
53,0.0,160.0,0.0,80
54,0.0,420.0,0.0,80
55,0.0,1136.0,0.0,80
56,0.0,960.0,172.0,80
63,0.0,640.0,196.0,80
70,0.0,96.0,1141.0,80
77,0.0,652.0,0.0,80
84,0.0,420.0,4.0,80
91,0.0,12.0,0.0,80
98,0.0,124.0,0.0,80
105,0.0,24.0,32.0,80
112,0.0,104.0,0.0,80
119,0.0,8.0,0.0,80
34,9.0,4.0,0.0,89
34,9.0,2.0,0.0,90
23,-2.0,0.0,1682.0,91
24,-2.0,0.0,1682.0,91
25,-2.0,0.0,1682.0,91
26,-2.0,0.0,1682.0,91
27,-2.0,0.0,1686.0,91
28,-2.0,0.0,101.0,91
29,-2.0,0.0,101.0,91
30,-2.0,0.0,101.0,91
31,-2.0,0.0,101.0,91
32,-2.0,0.0,101.0,91
33,-2.0,0.0,101.0,91
34,-2.0,0.0,107.0,91
35,-2.0,0.0,428.0,91
36,-2.0,0.0,428.0,91
37,-2.0,0.0,428.0,91
38,-2.0,0.0,428.0,91
39,-2.0,0.0,428.0,91
40,-2.0,0.0,428.0,91
41,-2.0,0.0,432.0,91
42,-2.0,0.0,66.0,91
43,-2.0,0.0,66.0,91
44,-2.0,0.0,66.0,91
45,-2.0,0.0,66.0,91
46,-2.0,0.0,66.0,91
47,-2.0,0.0,66.0,91
48,-2.0,0.0,70.0,91
49,-2.0,0.0,10.0,91
50,-2.0,0.0,10.0,91
51,-2.0,0.0,10.0,91
52,-2.0,0.0,10.0,91
53,-2.0,0.0,10.0,91
54,-2.0,0.0,10.0,91
55,-2.0,0.0,15.0,91
56,-2.0,0.0,6.0,91
63,-2.0,0.0,44.0,91
70,-2.0,0.0,161.0,91
77,-2.0,0.0,16.0,91
84,-2.0,0.0,368.0,91
91,-2.0,0.0,150.0,91
98,-2.0,0.0,20.0,91
23,0.0,15.0,0.0,95
24,0.0,6.0,0.0,95
25,0.0,14.0,0.0,95
26,0.0,10.0,0.0,95
27,0.0,110.0,0.0,95
28,0.0,2.0,0.0,95
29,0.0,32.0,0.0,95
30,0.0,116.0,0.0,95
31,0.0,78.0,0.0,95
32,0.0,28.0,0.0,95
33,0.0,6.0,0.0,95
34,0.0,138.0,0.0,95
35,0.0,20.0,0.0,95
36,0.0,79.0,0.0,95
37,0.0,36.0,0.0,95
38,0.0,70.0,0.0,95
39,0.0,84.0,0.0,95
40,0.0,28.0,0.0,95
41,0.0,31.0,0.0,95
43,0.0,26.0,0.0,95
45,0.0,6.0,0.0,95
46,0.0,4.0,0.0,95
47,0.0,24.0,0.0,95
48,0.0,18.0,0.0,95
49,0.0,2.0,0.0,95
51,0.0,96.0,0.0,95
54,0.0,22.0,0.0,95
55,0.0,12.0,0.0,95
56,0.0,10.0,0.0,95
63,0.0,12.0,0.0,95
77,0.0,270.0,0.0,95
84,0.0,2.0,0.0,95
91,0.0,4.0,0.0,95
105,0.0,4.0,0.0,95
119,0.0,4.0,0.0,95
23,3.0,191.0,0.0,96
27,4.0,1032.0,0.0,96
42,5.0,314.0,0.0,96
56,6.0,3580.0,0.0,96
91,8.0,76.0,0.0,96
112,10.0,18.0,0.0,96
24,17.0,8.0,0.0,97
37,22.0,18.0,0.0,97
56,28.0,22.0,0.0,97
25,18.0,105.0,0.0,101
41,10.0,124.0,0.0,104
23,-3.0,0.0,3.0,106
23,10.0,0.0,0.0,106
24,-3.0,0.0,3.0,106
25,-3.0,0.0,3.0,106
26,-3.0,0.0,3.0,106
26,11.0,0.0,0.0,106
27,-3.0,0.0,3.0,106
28,-3.0,0.0,1.0,106
29,-3.0,0.0,1.0,106
30,-3.0,0.0,1.0,106
31,-3.0,0.0,1.0,106
31,12.0,0.0,0.0,106
32,-3.0,0.0,1.0,106
33,-3.0,0.0,1.0,106
34,-3.0,0.0,1.0,106
35,-3.0,0.0,1.0,106
36,-3.0,0.0,1.0,106
36,13.0,0.0,0.0,106
37,-3.0,0.0,1.0,106
38,-3.0,0.0,1.0,106
39,-3.0,0.0,1.0,106
40,-3.0,0.0,1.0,106
41,-3.0,0.0,1.0,106
41,14.0,0.0,0.0,106
42,-3.0,0.0,1.0,106
43,-3.0,0.0,1.0,106
44,-3.0,0.0,1.0,106
45,-3.0,0.0,1.0,106
46,-3.0,0.0,1.0,106
46,15.0,0.0,0.0,106
47,-3.0,0.0,1.0,106
48,-3.0,0.0,1.0,106
49,-3.0,0.0,1.0,106
50,-3.0,0.0,1.0,106
51,-3.0,0.0,1.0,106
51,16.0,0.0,0.0,106
52,-3.0,0.0,1.0,106
53,-3.0,0.0,1.0,106
54,-3.0,0.0,1.0,106
55,-3.0,0.0,1.0,106
56,-3.0,0.0,2.0,106
56,17.0,0.0,0.0,106
91,24.0,1014.0,0.0,106
98,-3.0,0.0,181.0,106
98,25.0,0.0,0.0,106
105,-3.0,0.0,130.0,106
105,26.0,0.0,0.0,106
112,28.0,290.0,0.0,106
119,-3.0,0.0,291.0,106
119,29.0,0.0,0.0,106
35,21.0,129.0,0.0,107
23,7.0,194.0,301.0,109
27,8.0,152.0,76.0,109
34,9.0,146.0,423.0,109
41,10.0,19.0,135.0,109
49,11.0,42.0,78.0,109
55,12.0,60.0,82.0,109
63,13.0,515.0,1207.0,109
70,14.0,43.0,94.0,109
77,15.0,40.0,97.0,109
84,16.0,38.0,92.0,109
91,17.0,87.0,113.0,109
98,18.0,657.0,1542.0,109
105,19.0,59.0,140.0,109
112,20.0,58.0,139.0,109
119,21.0,59.0,140.0,109
23,-3.0,0.0,2.0,117
23,17.0,0.0,0.0,117
24,-3.0,0.0,2.0,117
25,-3.0,0.0,2.0,117
25,18.0,55.0,0.0,117
26,-3.0,0.0,2.0,117
27,-3.0,0.0,2.0,117
28,-3.0,0.0,1.0,117
28,19.0,0.0,0.0,117
29,-3.0,0.0,1.0,117
30,-3.0,0.0,1.0,117
31,-3.0,0.0,1.0,117
31,20.0,48.0,0.0,117
32,-3.0,0.0,1.0,117
33,-3.0,0.0,1.0,117
