plant,qty,item_code
17,509.0,656
27,341.0,656
110,756.0,656
118,128.0,656
226,2856.0,656
13,14.0,657
17,217.0,657
27,200.0,657
64,432.0,657
110,362.0,657
13,893.0,658
17,72.0,658
27,158.0,658
64,893.0,658
110,4247.0,658
118,137.0,658
226,100.0,658
13,382.0,659
17,173.0,659
64,624.0,659
110,211.0,659
13,16.0,660
17,21.0,660
110,372.0,660
226,200.0,660
13,172.0,661
17,2680.0,661
27,151.0,661
110,230.0,661
60,196.0,664
110,331.0,664
13,205.0,665
17,4333.0,665
64,567.0,665
110,8126.0,665
118,257.0,665
226,1986.0,665
13,109.0,666
17,457.0,666
110,646.0,666
226,262.0,666
13,4.0,667
17,45.0,667
64,87.0,667
110,369.0,667
17,159.0,668
60,1000.0,668
118,79.0,668
226,28.0,668
13,19.0,672
27,38.0,672
64,15.0,672
110,1194.0,672
13,14.0,673
27,222.0,673
64,14.0,673
110,160.0,673
13,125.0,674
27,33.0,674
64,66.0,674
110,748.0,674
13,44.0,675
17,34.0,675
27,219.0,675
64,190.0,675
110,1832.0,675
13,87.0,676
17,2511.0,676
110,617.0,676
110,596.0,677
226,228.0,677
17,1.0,681
60,196.0,681
110,70.0,681
17,50.0,682
64,210.0,682
110,460.0,682
110,5731.0,683
60,148.0,684
60,289.0,686
13,4.0,687
110,632.0,687
110,27.0,688
110,1282.0,689
17,30.0,691
13,1475.0,693
17,27.0,693
27,14.0,693
80,7.0,693
110,287.0,693
110,592.0,694
13,24.0,697
17,856.0,697
110,568.0,697
226,1002.0,697
9,170.0,699
110,824.0,699
17,6.0,700
60,201.0,700
110,1000.0,700
17,2657.0,701
64,92.0,701
110,575.0,701
226,1653.0,701
17,3072.0,702
110,550.0,702
118,590.0,702
226,1930.0,702
17,1059.0,705
110,959.0,705
118,70.0,705
226,24.0,705
13,286.0,706
27,119.0,706
64,129.0,706
110,205.0,706
13,31.0,707
27,8.0,707
110,310.0,707
13,960.0,708
17,100.0,708
64,119.0,708
110,1313.0,708
226,1.0,708
13,6.0,709
17,211.0,709
27,199.0,709
110,2468.0,709
118,10.0,709
13,240.0,710
17,344.0,710
64,25.0,710
110,6927.0,710
17,4.0,711
60,13.0,711
64,66.0,711
110,28.0,711
17,50.0,712
64,309.0,712
110,3502.0,712
17,66.0,713
27,84.0,713
64,1237.0,713
110,10587.0,713
17,799.0,714
110,167.0,716
27,4.0,721
64,4.0,721
110,94.0,721
9,32.0,722
17,252.0,722
110,288.0,722
60,1048.0,727
17,248.0,731
60,225.0,731
64,30.0,731
13,1161.0,732
27,50.0,732
60,248.0,732
64,89.0,732
110,1251.0,732
226,131.0,732
13,131.0,735
17,12.0,735
64,48.0,735
110,580.0,735
118,16.0,735
226,1.0,735
17,919.0,736
27,57.0,736
64,195.0,736
110,783.0,736
17,42.0,737
60,376.0,737
118,120.0,737
17,1.0,738
110,20.0,738
17,167.0,740
27,91.0,740
64,82.0,740
110,176.0,740
118,40.0,740
226,1522.0,740
13,461.0,741
64,446.0,741
110,3446.0,741
64,38.0,742
110,111.0,742
226,203.0,742
60,242.0,743
110,322.0,743
60,197.0,744
110,200.0,744
3,1531.0,748
110,45862.0,748
27,785.0,749
110,13017.0,749
60,433.0,750
17,12.0,751
64,15.0,751
110,73.0,751
110,3916.0,754
13,23.0,755
17,2.0,755
27,7.0,755
110,61.0,755
110,2396.0,757
17,8.0,759
110,1176.0,759
217,23.0,759
13,21.0,760
17,7.0,760
110,16.0,760
217,93.0,760
110,7825.0,761
13,9.0,762
17,8.0,762
110,267.0,762
217,3254.0,762
13,305.0,763
17,1.0,763
27,39.0,763
64,590.0,763
110,5216.0,763
60,179.0,766
60,32.0,780
60,18.0,782
60,43.0,784
60,82.0,793
60,36.0,795
60,36.0,797
17,2549.0,807
27,1245.0,807
110,5416.0,807
217,343583.0,807
110,662408.0,808
13,2535.0,809
17,172.0,809
27,124.0,809
64,974.0,809
110,12493.0,809
123,177.0,809
217,240.0,809
110,223813.0,810
13,151.0,811
17,100.0,811
27,597.0,811
64,870.0,811
110,80821.0,811
217,3693.0,811
13,3.0,812
17,79.0,812
110,12645.0,812
217,28088.0,812
110,38729.0,813
27,54.0,815
13,38.0,816
27,122.0,816
64,137.0,816
110,1999.0,816
123,73.0,816
110,7815.0,817
13,117.0,822
17,50.0,822
27,1.0,822
110,207.0,822
217,46.0,823
110,4.0,826
17,23.0,830
27,23.0,830
64,324.0,830
110,265.0,830
217,1123.0,830
110,8350.0,831
13,29.0,832
27,168.0,832
64,298.0,832
110,4304.0,832
110,291313.0,833
13,17.0,834
17,1.0,834
110,179.0,834
217,16.0,834
110,123918.0,835
13,31.0,836
17,6.0,836
110,51.0,836
217,6507.0,836
110,100840.0,837
13,12.0,839
64,50.0,839
110,19.0,839
110,7557.0,840
27,1.0,844
13,10.0,848
110,179.0,848
217,8989.0,848
110,64.0,849
60,53.0,853
60,22.0,854
110,1.0,855
217,26.0,855
110,1218.0,856
64,9.0,857
110,142.0,857
217,2060.0,857
17,1.0,859
60,5438.0,859
64,27.0,859
110,4.0,859
13,24.0,860
64,916.0,860
110,661.0,860
13,153.0,862
17,10.0,862
64,510.0,862
110,3759.0,862
13,2.0,864
64,7.0,864
13,64.0,866
110,35938.0,866
13,4.0,867
17,20.0,867
27,426.0,867
64,1906.0,867
110,33602.0,867
110,98.0,868
13,161.0,870
17,150.0,870
27,454.0,870
64,232.0,870
110,50491.0,870
13,8.0,873
110,57.0,873
13,3.0,875
17,4.0,875
64,1.0,875
118,2.0,875
13,170.0,876
17,17.0,876
64,1417.0,876
110,13188.0,876
13,7.0,878
17,199.0,878
64,2041.0,878
110,3761.0,878
118,43.0,878
13,109.0,880
17,23.0,880
64,252.0,880
110,1418.0,880
226,45.0,880
17,170.0,882
64,2111.0,882
110,22727.0,882
118,100.0,882
226,819.0,882
17,1.0,884
110,8.0,884
17,4.0,885
110,3.0,885
13,13.0,888
27,1.0,888
64,104.0,888
17,3.0,893
226,4.0,893
64,487.0,894
110,1.0,894
118,60.0,894
64,382.0,895
110,2848.0,895
118,7.0,895
13,6.0,897
17,395.0,897
64,2719.0,897
110,17658.0,897
118,108.0,897
226,1490.0,897
64,3.0,899
13,31.0,904
64,85.0,904
110,21412.0,904
226,166.0,904
17,572.0,905
64,658.0,905
110,22.0,905
118,6.0,905
13,69.0,907
17,4.0,907
64,98.0,907
110,2968.0,907
3,556.0,909
110,268973.0,909
156,1775.0,909
110,13500.0,910
169,370.0,910
3,563.0,911
60,542.0,911
110,220084.0,911
116,17820.0,911
156,561.0,911
41,300.0,912
60,112.0,912
78,68.0,912
110,1337089.0,912
169,3835.0,912
110,19549.0,913
169,2698.0,913
3,2882.0,914
110,343000.0,914
123,393.0,914
150,838.0,914
156,1262.0,914
76,4182.0,915
78,131.0,915
110,151113.0,915
169,288.0,915
27,3521.0,916
41,2822.0,916
45,7740.0,916
60,33656.0,916
64,26342.0,916
76,15600.0,916
78,7890.0,916
80,10000.0,916
87,480.0,916
110,8617915.0,916
167,1812.0,916
169,265.0,916
27,1564.0,917
60,13552.0,917
64,47396.0,917
76,56816.0,917
78,20207.0,917
87,7886.0,917
110,2967740.0,917
60,19712.0,918
64,26811.0,918
72,85094.0,918
76,10000.0,918
78,16905.0,918
80,39538.0,918
110,26396.0,918
150,8800.0,918
156,54.0,918
169,6169.0,918
3,138346.0,919
27,129730.0,919
41,52780.0,919
60,1884.0,919
78,33067.0,919
110,1379685.0,919
3,8.0,920
27,200.0,920
78,7093.0,920
110,325424.0,920
110,4000.0,921
110,142111.0,922
156,3067.0,922
167,906.0,922
169,382.0,922
76,192.0,923
110,326378.0,923
41,1151.0,924
110,56880.0,924
76,698.0,925
86,580.0,925
110,547161.0,925
76,130.0,926
87,6834.0,926
110,42501.0,926
169,71.0,926
41,507.0,927
110,121217.0,927
110,44636.0,928
156,2108.0,928
78,1580.0,929
110,166555.0,929
3,4783.0,930
27,4671.0,930
60,5029.0,930
64,4996.0,930
110,68800.0,930
114,5000.0,930
123,4799.0,930
3,9090.0,931
60,4923.0,931
110,33440.0,931
123,6982.0,931
3,3870.0,932
27,340.0,932
41,16465.0,932
60,54302.0,932
64,13107.0,932
78,17030.0,932
80,9215.0,932
110,1152870.0,932
114,7808.0,932
116,12054.0,932
123,18916.0,932
27,3721.0,933
110,97426.0,933
3,6274.0,934
27,3988.0,934
60,4989.0,934
64,4975.0,934
110,531596.0,934
123,15900.0,934
3,8193.0,935
27,15632.0,935
60,45445.0,935
64,29336.0,935
78,4550.0,935
110,1486677.0,935
116,8365.0,935
123,16404.0,935
220,9970.0,935
3,7392.0,936
27,6467.0,936
41,8249.0,936
60,62767.0,936
64,9003.0,936
78,18628.0,936
80,8923.0,936
110,2103230.0,936
114,5463.0,936
116,7286.0,936
123,1814.0,936
60,16167.0,940
80,519.0,940
78,10000.0,941
110,10000.0,941
60,14515.0,942
78,7401.0,942
110,51879.0,942
150,3300.0,942
3,5000.0,943
45,22137.0,943
46,4678.0,943
60,2079.0,943
64,8938.0,943
76,9762.0,943
78,14086.0,943
80,10974.0,943
110,476434.0,943
116,6480.0,943
123,6553.0,943
169,4640.0,943
3,4315.0,945
27,4578.0,945
41,524.0,945
60,9363.0,945
78,11794.0,945
80,19767.0,945
110,858237.0,945
116,21506.0,945
123,5000.0,945
3,917.0,946
27,4200.0,946
45,80269.0,946
60,6648.0,946
64,4644.0,946
78,1441.0,946
110,5751764.0,946
116,1515.0,946
3,13730.0,949
20,6400.0,949
41,33947.0,949
45,3175.0,949
46,7887.0,949
60,40681.0,949
64,97167.0,949
72,10899.0,949
76,20000.0,949
78,14116.0,949
80,86991.0,949
110,361574.0,949
114,7616.0,949
116,33269.0,949
123,20040.0,949
137,279900.0,949
140,1093.0,949
150,26363.0,949
220,4999.0,949
41,3346.0,951
78,4850.0,951
80,8390.0,951
110,293558.0,951
46,228.0,952
64,3924.0,952
78,9718.0,952
80,4600.0,952
110,42212.0,952
123,5212.0,952
41,3576.0,953
76,9940.0,953
78,3201.0,953
110,191961.0,953
150,3792.0,953
156,4167.0,953
167,601.0,953
169,3915.0,953
3,5576.0,954
59,4798.0,954
60,65000.0,954
78,10748.0,954
110,258238.0,954
123,230678.0,954
140,22502.0,954
150,45690.0,954
220,300.0,954
3,2904.0,955
60,2784.0,955
64,8822.0,955
78,3534.0,955
110,655880.0,955
123,4152.0,955
60,10239.0,956
64,8721.0,956
76,29357.0,956
78,49948.0,956
110,264650.0,956
114,13281.0,956
123,17838.0,956
220,4997.0,956
3,5903.0,957
9,238.0,957
60,14136.0,957
64,7070.0,957
78,8046.0,957
80,4717.0,957
110,17024.0,957
116,3141.0,957
169,3246.0,957
110,11245.0,959
3,208.0,962
76,10000.0,962
110,15109.0,962
116,3738.0,962
3,4268.0,963
41,3675.0,963
60,26752.0,963
76,19928.0,963
78,6171.0,963
110,836901.0,963
123,10000.0,963
20,19649.0,964
27,33832.0,964
41,20062.0,964
45,31086.0,964
60,28551.0,964
64,20289.0,964
76,39730.0,964
78,10453.0,964
80,82752.0,964
110,409573.0,964
114,1440.0,964
116,14363.0,964
123,6960.0,964
140,7232.0,964
3,4197.0,965
60,2614.0,965
76,4245.0,965
80,3447.0,965
123,476.0,965
41,5901.0,966
46,1046.0,966
60,6263.0,966
76,26677.0,966
78,7656.0,966
110,1266318.0,966
3,1574.0,967
41,1240.0,967
46,19645.0,967
60,147140.0,967
64,40867.0,967
78,71603.0,967
80,20329.0,967
110,37246.0,967
114,37097.0,967
116,38830.0,967
123,19597.0,967
156,19849.0,967
169,560.0,967
3,3990.0,968
41,3920.0,968
45,25190.0,968
46,8205.0,968
60,40788.0,968
64,23397.0,968
78,14887.0,968
80,5397.0,968
110,661705.0,968
114,3902.0,968
116,21957.0,968
156,3500.0,968
220,4111.0,968
3,20455.0,969
41,11668.0,969
45,40542.0,969
46,25912.0,969
60,321319.0,969
64,90000.0,969
78,36396.0,969
80,82842.0,969
110,5927019.0,969
114,19450.0,969
116,17035.0,969
123,33805.0,969
126,21415.0,969
3,5276.0,970
41,3755.0,970
46,4500.0,970
60,15000.0,970
64,4292.0,970
72,4950.0,970
78,14651.0,970
80,3632.0,970
110,1480297.0,970
114,8581.0,970
116,8750.0,970
3,3108.0,971
27,8650.0,971
41,4570.0,971
60,36710.0,971
64,4533.0,971
78,9480.0,971
80,3180.0,971
110,1296549.0,971
116,4800.0,971
169,4194.0,971
3,7030.0,972
60,49096.0,972
64,197.0,972
76,9720.0,972
78,95644.0,972
80,19604.0,972
110,4710813.0,972
114,10198.0,972
116,5168.0,972
123,8562.0,972
156,5790.0,972
169,3750.0,972
3,317.0,973
41,2310.0,973
46,2612.0,973
64,20000.0,973
78,13527.0,973
110,254926.0,973
116,2580.0,973
150,2730.0,973
3,2660.0,974
46,4840.0,974
60,2482.0,974
64,9146.0,974
78,4052.0,974
80,4266.0,974
110,96807.0,974
114,9570.0,974
116,2281.0,974
110,22584.0,978
114,2216.0,978
78,5000.0,981
3,5000.0,984
60,9672.0,984
78,4602.0,984
110,9400.0,984
116,4703.0,984
3,3600.0,985
41,2803.0,985
45,4873.0,985
78,53494.0,985
80,13894.0,985
110,138627.0,985
123,4858.0,985
3,4707.0,986
41,3800.0,986
60,28586.0,986
64,59103.0,986
76,24132.0,986
78,3414.0,986
80,13615.0,986
110,111678.0,986
114,2880.0,986
156,601.0,986
169,2509.0,986
3,2140.0,987
78,4132.0,987
110,142999.0,987
123,4668.0,987
140,3957.0,987
3,3780.0,988
41,915.0,988
60,23526.0,988
64,8093.0,988
78,10948.0,988
80,30981.0,988
110,105838.0,988
114,1358.0,988
123,145.0,988
78,2790.0,990
80,14825.0,990
110,25000.0,990
169,588.0,990
3,4052.0,991
41,1921.0,991
60,5000.0,991
78,6050.0,991
110,54217.0,991
114,3760.0,991
123,4586.0,991
27,34.0,993
110,4334.0,993
3,134068.0,995
41,788.0,995
46,2134.0,995
60,25673.0,995
78,20638.0,995
80,17611.0,995
110,1804414.0,995
114,13011.0,995
123,9699.0,995
45,9209.0,996
60,1151029.0,996
64,35213.0,996
76,19181.0,996
78,20255.0,996
80,11902.0,996
110,5627037.0,996
114,8334.0,996
116,9518.0,996
123,4869.0,996
169,9111.0,996
3,901.0,997
27,43304.0,997
41,19450.0,997
46,27360.0,997
60,358981.0,997
64,25390.0,997
78,41092.0,997
80,439.0,997
110,2556770.0,997
114,4694.0,997
116,17720.0,997
140,6470.0,997
169,3621.0,997
46,4412.0,998
60,13210.0,998
110,32792.0,998
114,3407.0,998
116,2361.0,998
3,1092.0,999
41,4950.0,999
46,373.0,999
60,13058.0,999
64,4986.0,999
78,3932.0,999
80,494.0,999
110,49783.0,999
114,3810.0,999
116,1.0,999
150,3800.0,999
60,25655.0,1001
64,19378.0,1001
78,9173.0,1001
80,28769.0,1001
114,9862.0,1001
123,7911.0,1001
156,5.0,1001
3,6538.0,1002
9,120886.0,1002
27,42205.0,1002
41,1133.0,1002
45,90000.0,1002
46,630.0,1002
59,9648.0,1002
60,399246.0,1002
78,26462.0,1002
110,5350168.0,1002
114,20866.0,1002
116,47219.0,1002
123,127439.0,1002
140,3542.0,1002
150,1974.0,1002
156,4595.0,1002
167,9900.0,1002
41,9569.0,1003
46,9824.0,1003
60,25396.0,1003
64,9398.0,1003
78,17099.0,1003
80,18596.0,1003
110,77406.0,1003
60,10000.0,1004
64,16855.0,1004
78,9691.0,1004
80,18806.0,1004
110,147407.0,1004
3,7481.0,1005
9,3533.0,1005
27,12125.0,1005
41,7736.0,1005
45,10884.0,1005
60,39419.0,1005
64,14163.0,1005
76,53271.0,1005
78,145875.0,1005
80,26414.0,1005
110,492837.0,1005
114,5306.0,1005
116,5447.0,1005
123,5437.0,1005
167,18500.0,1005
169,8800.0,1005
3,198830.0,1007
9,31203.0,1007
27,35993.0,1007
41,35432.0,1007
45,100000.0,1007
46,32648.0,1007
59,9100.0,1007
60,301049.0,1007
64,398733.0,1007
76,2400.0,1007
78,128114.0,1007
110,60044817.0,1007
114,94821.0,1007
116,68223.0,1007
123,98174.0,1007
140,512.0,1007
150,77216.0,1007
156,9162.0,1007
