period,plant,qty,item_code
77,110,100.0,731
84,110,99.0,731
24,110,33600.0,732
63,110,11208.0,732
84,110,8400.0,732
24,110,1200.0,735
55,110,1000.0,735
24,110,1200.0,736
24,110,2320.0,737
56,110,240.0,737
24,110,3480.0,738
77,110,722.0,738
24,110,800.0,740
56,110,63.0,740
24,110,20560.0,741
56,110,3000.0,741
63,110,4441.0,741
70,110,3200.0,741
77,110,3000.0,741
84,110,4800.0,741
98,110,5520.0,741
105,110,4800.0,741
112,110,400.0,741
24,110,221.0,751
24,110,2099512.0,997
34,110,60000.0,997
48,110,351581.0,997
55,110,61499.0,997
56,110,78319.0,997
63,110,73623.0,997
70,110,81824.0,997
77,110,58707.0,997
84,110,74292.0,997
91,110,61448.0,997
98,110,63873.0,997
105,110,66895.0,997
112,110,162600.0,997
119,110,80168.0,997
24,110,40000.0,1033
27,110,40000.0,1033
31,110,20000.0,1033
70,110,20000.0,1033
77,110,4665.0,1033
84,110,5655.0,1033
91,110,5195.0,1033
98,110,52532.0,1033
105,110,22573.0,1033
112,110,26842.0,1033
119,110,25176.0,1033
24,110,9884.0,1077
24,110,40000.0,1089
25,110,40000.0,1089
27,110,150000.0,1089
34,110,200000.0,1089
55,110,60000.0,1089
56,110,70000.0,1089
63,110,50000.0,1089
70,110,70000.0,1089
77,110,96203.0,1089
84,110,140905.0,1089
91,110,104086.0,1089
98,110,104251.0,1089
105,110,254475.0,1089
112,110,158038.0,1089
119,110,143777.0,1089
24,110,99525.0,1095
77,110,40000.0,1095
24,110,11004.0,1109
34,110,30000.0,1109
43,110,30000.0,1109
77,110,8352.0,1109
84,110,16954.0,1109
91,110,15813.0,1109
98,110,15640.0,1109
105,110,34456.0,1109
112,110,19725.0,1109
119,110,13889.0,1109
24,110,20000.0,1140
56,110,630.0,1140
63,110,928.0,1140
70,110,1572.0,1140
77,110,959.0,1140
84,110,916.0,1140
91,110,913.0,1140
98,110,909.0,1140
105,110,911.0,1140
112,110,1854.0,1140
119,110,408.0,1140
24,110,794512.0,1408
33,110,1320000.0,1408
56,110,3675000.0,1408
70,110,1150000.0,1408
91,110,485000.0,1408
98,110,2525000.0,1408
24,110,799756.0,1474
27,110,800000.0,1474
105,110,220108.0,1474
119,110,104666.0,1474
24,110,190000.0,1508
70,110,92099.0,1508
77,110,93094.0,1508
84,110,77888.0,1508
91,110,110269.0,1508
98,110,87519.0,1508
105,110,769131.0,1508
24,110,12000.0,1715
24,110,2419980.0,1717
26,110,1405000.0,1717
36,110,1000000.0,1717
42,110,3610000.0,1717
56,110,10911000.0,1717
24,110,14375.0,1777
77,110,41400.0,1777
24,110,4690.0,1800
38,110,3100.0,1800
56,110,3200.0,1800
84,110,2900.0,1800
24,110,581540.0,1846
27,110,87000.0,1846
28,110,1383000.0,1846
33,110,3528000.0,1846
37,110,348000.0,1846
42,110,3702000.0,1846
48,110,2037000.0,1846
55,110,1476000.0,1846
70,110,3540000.0,1846
24,110,3850000.0,1878
28,110,3680000.0,1878
48,110,2200000.0,1878
56,110,8200000.0,1878
63,110,3880000.0,1878
70,110,8230000.0,1878
77,110,5320000.0,1878
105,110,11150000.0,1878
112,110,11340000.0,1878
24,110,1730000.0,1897
28,110,1730000.0,1897
33,110,1960000.0,1897
98,110,4190000.0,1897
24,110,1410000.0,1899
48,110,2030000.0,1899
55,110,1450000.0,1899
56,110,930000.0,1899
63,110,3420000.0,1899
70,110,7800000.0,1899
77,110,370000.0,1899
91,110,660000.0,1899
105,110,180935.0,1899
112,110,201116.0,1899
119,110,1142668.0,1899
24,110,10000.0,1925
48,110,3460000.0,1925
24,110,1077000.0,1960
24,110,4377980.0,1970
41,110,54702000.0,1970
48,110,8930000.0,1970
55,110,65601000.0,1970
56,110,10479000.0,1970
63,110,30130000.0,1970
70,110,40176000.0,1970
77,110,26208000.0,1970
84,110,7866000.0,1970
91,110,10218000.0,1970
119,110,5733000.0,1970
24,110,2258000.0,1986
27,110,766000.0,1986
48,110,11738000.0,1986
63,110,512000.0,1986
84,110,3038000.0,1986
24,110,350000.0,1999
25,110,10000.0,1999
48,110,550000.0,1999
55,110,7120000.0,1999
77,110,2250000.0,1999
84,110,29090000.0,1999
24,110,174000.0,2009
28,110,332000.0,2009
33,110,234000.0,2009
48,110,741000.0,2009
55,110,1764000.0,2009
63,110,300000.0,2009
70,110,1389000.0,2009
98,110,1941000.0,2009
24,110,671780.0,2028
77,110,1290000.0,2028
84,110,2391000.0,2028
105,110,1565000.0,2028
24,110,796000.0,2030
33,110,952000.0,2030
55,110,17544000.0,2030
56,110,1728000.0,2030
84,110,52000.0,2030
91,110,2464000.0,2030
98,110,996000.0,2030
105,110,1684000.0,2030
112,110,200000.0,2030
119,110,236000.0,2030
24,110,38600.0,2032
24,110,2694000.0,2034
25,110,12948000.0,2034
28,110,3138000.0,2034
29,110,410000.0,2034
56,110,4622000.0,2034
105,110,66132000.0,2034
119,110,21304000.0,2034
24,110,7439460.0,2039
25,110,1764000.0,2039
32,110,900000.0,2039
34,110,1560000.0,2039
35,110,3594000.0,2039
38,110,876000.0,2039
39,110,1338000.0,2039
41,110,37940000.0,2039
42,110,3502000.0,2039
48,110,20804000.0,2039
55,110,5714000.0,2039
56,110,17146000.0,2039
63,110,11966000.0,2039
70,110,42584000.0,2039
77,110,6548000.0,2039
84,110,6538000.0,2039
91,110,5026000.0,2039
98,110,708000.0,2039
119,110,10606000.0,2039
24,110,1810000.0,2128
41,110,2250000.0,2128
70,110,1100000.0,2128
91,110,340000.0,2128
98,110,1810000.0,2128
24,110,4752900.0,2132
55,110,4041000.0,2132
56,110,2808000.0,2132
91,110,12000.0,2132
98,110,1089404.0,2132
105,110,1115065.0,2132
112,110,1322695.0,2132
119,110,1448123.0,2132
24,110,120140.0,2142
35,110,456000.0,2142
36,110,1900000.0,2142
63,110,3000.0,2142
84,110,2500000.0,2142
91,110,707909.0,2142
98,110,324464.0,2142
105,110,91227.0,2142
112,110,4264000.0,2142
24,110,1150000.0,2180
41,110,2960000.0,2180
56,110,910000.0,2180
24,110,100000.0,2195
33,110,168000.0,2195
56,110,224000.0,2195
84,110,676000.0,2195
105,110,40000.0,2195
112,110,835022.0,2195
119,110,102465.0,2195
24,110,1738930.0,2223
31,110,8056000.0,2223
35,110,2064000.0,2223
41,110,19412000.0,2223
42,110,2000000.0,2223
48,110,1960000.0,2223
55,110,1880000.0,2223
56,110,3274000.0,2223
70,110,25432000.0,2223
84,110,4038000.0,2223
112,110,6504000.0,2223
119,110,6656000.0,2223
24,110,19893780.0,2234
27,110,9008000.0,2234
30,110,32997000.0,2234
31,110,8812000.0,2234
34,110,975000.0,2234
42,110,13023000.0,2234
48,110,9798000.0,2234
55,110,36465000.0,2234
56,110,22607000.0,2234
63,110,7047000.0,2234
70,110,25623000.0,2234
77,110,34997000.0,2234
84,110,29698000.0,2234
91,110,35256000.0,2234
98,110,614000.0,2234
105,110,43700000.0,2234
112,110,15786000.0,2234
119,110,29046000.0,2234
24,110,144000.0,2242
26,110,108900.0,2242
55,110,92950.0,2242
63,110,226000.0,2242
77,110,5000.0,2242
84,110,30000.0,2242
91,110,133500.0,2242
98,110,30000.0,2242
105,110,30000.0,2242
112,110,324200.0,2242
119,110,153500.0,2242
24,110,362000.0,2251
31,110,224000.0,2251
41,110,126000.0,2251
56,110,1981000.0,2251
63,110,200000.0,2251
70,110,200000.0,2251
84,110,30000.0,2251
91,110,50000.0,2251
98,110,50000.0,2251
105,110,60000.0,2251
112,110,70000.0,2251
119,110,70000.0,2251
24,110,70000.0,2253
31,110,238000.0,2253
56,110,1617000.0,2253
91,110,220000.0,2253
98,110,1751000.0,2253
105,110,200000.0,2253
112,110,300000.0,2253
119,110,1217000.0,2253
24,110,23105.0,2261
55,110,20000.0,2261
56,110,23300.0,2261
77,110,733.0,2261
24,110,88941.0,2285
35,110,50000.0,2285
36,110,30000.0,2285
42,110,50000.0,2285
43,110,40000.0,2285
48,110,90000.0,2285
55,110,90000.0,2285
56,110,61600.0,2285
63,110,40000.0,2285
70,110,40000.0,2285
77,110,40000.0,2285
84,110,50000.0,2285
91,110,21286.0,2285
24,110,160.0,2291
24,110,3186.0,2300
34,110,6000.0,2300
41,110,2000.0,2300
48,110,2000.0,2300
55,110,12000.0,2300
56,110,12000.0,2300
63,110,2000.0,2300
70,110,2000.0,2300
77,110,12000.0,2300
84,110,12000.0,2300
91,110,2000.0,2300
98,110,4131.0,2300
112,110,10000.0,2300
119,110,10000.0,2300
24,110,4864.0,2301
25,110,4980.0,2301
34,110,150000.0,2301
41,110,5000.0,2301
48,110,5000.0,2301
55,110,28020.0,2301
56,110,33000.0,2301
63,110,13000.0,2301
70,110,13000.0,2301
77,110,33000.0,2301
84,110,33000.0,2301
91,110,13000.0,2301
98,110,13000.0,2301
105,110,13000.0,2301
112,110,33000.0,2301
119,110,33000.0,2301
24,110,3940.0,2309
24,110,70000.0,2324
31,110,204000.0,2324
35,110,363000.0,2324
37,110,144000.0,2324
48,110,184000.0,2324
56,110,211000.0,2324
63,110,558000.0,2324
84,110,45000.0,2324
24,110,51280.0,2332
24,110,22000.0,2349
30,110,105600.0,2349
50,110,86400.0,2349
56,110,101600.0,2349
70,110,200000.0,2349
84,110,200000.0,2349
24,110,101900.0,2353
34,110,20000.0,2353
41,110,20000.0,2353
48,110,20000.0,2353
55,110,250000.0,2353
56,110,20000.0,2353
63,110,20000.0,2353
70,110,20000.0,2353
77,110,20000.0,2353
84,110,250000.0,2353
91,110,20000.0,2353
98,110,20000.0,2353
105,110,20000.0,2353
112,110,20000.0,2353
119,110,339000.0,2353
24,110,371895.0,2363
33,110,140000.0,2363
35,110,200000.0,2363
48,110,148000.0,2363
55,110,447000.0,2363
56,110,205000.0,2363
63,110,431000.0,2363
70,110,137000.0,2363
77,110,250000.0,2363
84,110,1099000.0,2363
91,110,204000.0,2363
112,110,249000.0,2363
24,110,6000.0,2372
31,110,120000.0,2372
35,110,6000.0,2372
39,110,167000.0,2372
42,110,6000.0,2372
48,110,132000.0,2372
55,110,196000.0,2372
77,110,165000.0,2372
84,110,35000.0,2372
105,110,58000.0,2372
24,110,420.0,2386
34,110,1000.0,2386
41,110,500.0,2386
48,110,500.0,2386
55,110,3108.0,2386
91,110,1000.0,2386
98,110,1000.0,2386
105,110,1000.0,2386
112,110,1000.0,2386
119,110,1000.0,2386
24,110,704000.0,2407
48,110,174000.0,2407
63,110,867000.0,2407
70,110,500000.0,2407
77,110,1254000.0,2407
84,110,2418000.0,2407
98,110,1200000.0,2407
105,110,1161000.0,2407
112,110,693000.0,2407
119,110,2001000.0,2407
24,110,149920.0,2450
30,110,156000.0,2450
48,110,45003.0,2450
55,110,400700.0,2450
56,110,1677000.0,2450
84,110,987000.0,2450
105,110,1849.0,2450
24,110,70.0,2477
43,110,1143000.0,2477
24,110,22400.0,2502
41,110,72000.0,2502
48,110,72000.0,2502
55,110,72000.0,2502
56,110,72000.0,2502
63,110,72000.0,2502
70,110,784000.0,2502
77,110,304000.0,2502
84,110,5600.0,2502
24,110,14855.0,2503
27,110,16800.0,2503
63,110,16800.0,2503
77,110,15400.0,2503
24,110,131600.0,2509
34,110,288000.0,2509
41,110,144000.0,2509
48,110,144000.0,2509
56,110,79620.0,2509
70,110,49000.0,2509
84,110,49000.0,2509
91,110,78400.0,2509
119,110,46624.0,2509
24,110,4000.0,2527
31,110,6000.0,2527
35,110,9000.0,2527
42,110,6000.0,2527
48,110,10500.0,2527
55,110,22500.0,2527
56,110,69000.0,2527
70,110,69000.0,2527
84,110,22500.0,2527
24,110,29507.0,2534
35,110,80000.0,2534
41,110,80000.0,2534
48,110,39635.0,2534
24,110,2110.0,2550
27,110,1920.0,2550
30,110,3600.0,2550
34,110,14400.0,2550
41,110,14400.0,2550
48,110,13680.0,2550
24,110,21423.0,2611
25,110,500.0,2611
26,110,850.0,2611
27,110,1050.0,2611
28,110,500.0,2611
30,110,500.0,2611
31,110,500.0,2611
32,110,2500.0,2611
33,110,4350.0,2611
34,110,4950.0,2611
35,110,500.0,2611
37,110,500.0,2611
38,110,500.0,2611
39,110,500.0,2611
40,110,500.0,2611
41,110,500.0,2611
42,110,500.0,2611
48,110,5500.0,2611
55,110,15633.0,2611
56,110,15633.0,2611
63,110,14436.0,2611
70,110,14533.0,2611
77,110,1783.0,2611
84,110,883.0,2611
91,110,450.0,2611
112,110,50.0,2611
24,110,5850.0,2612
25,110,650.0,2612
26,110,600.0,2612
27,110,1600.0,2612
28,110,1600.0,2612
30,110,2600.0,2612
31,110,2600.0,2612
32,110,1800.0,2612
33,110,600.0,2612
34,110,600.0,2612
35,110,600.0,2612
37,110,600.0,2612
38,110,600.0,2612
39,110,600.0,2612
40,110,600.0,2612
41,110,600.0,2612
42,110,600.0,2612
48,110,4000.0,2612
55,110,4000.0,2612
56,110,4601.0,2612
63,110,4000.0,2612
70,110,17000.0,2612
77,110,1494.0,2612
112,110,600.0,2612
24,110,480.0,2679
29,110,16000.0,2679
30,110,40000.0,2679
36,110,10000.0,2679
37,110,40000.0,2679
43,110,10000.0,2679
48,110,42346.0,2679
55,110,40000.0,2679
56,110,40000.0,2679
63,110,40000.0,2679
70,110,34586.0,2679
24,110,150.0,2698
27,110,430.0,2698
34,110,14200.0,2698
41,110,4760.0,2698
48,110,2240.0,2698
56,110,11960.0,2698
77,110,10000.0,2698
98,110,10000.0,2698
24,110,16850.0,2700
25,110,23625.0,2700
34,110,24975.0,2700
40,110,8500.0,2700
41,110,1350.0,2700
48,110,6750.0,2700
63,110,1000.0,2700
70,110,1500.0,2700
77,110,835.0,2700
84,110,728.0,2700
91,110,609.0,2700
98,110,656.0,2700
105,110,645.0,2700
112,110,642.0,2700
119,110,646.0,2700
24,110,124.0,2733
48,110,13680.0,2733
55,110,5472.0,2733
63,110,28728.0,2733
77,110,4926.0,2733
84,110,10022.0,2733
91,110,10668.0,2733
98,110,9234.0,2733
105,110,9191.0,2733
112,110,12011.0,2733
119,110,13966.0,2733
24,110,432102.0,2786
91,110,288000.0,2786
98,110,47616.0,2786
105,110,120000.0,2786
112,110,285000.0,2786
24,110,1620000.0,2862
48,110,92000.0,2862
24,110,836880.0,2889
24,110,402350.0,2902
27,110,618690.0,2902
24,110,390.0,3038
26,110,502.0,3038
28,110,173.0,3038
70,110,264.0,3038
91,110,1439.0,3038
24,110,31940.0,3078
32,110,6000.0,3078
39,110,339000.0,3078
77,110,969000.0,3078
24,110,36000.0,3081
24,110,471000.0,3098
55,110,204000.0,3098
56,110,204000.0,3098
63,110,108000.0,3098
24,110,37.0,3103
25,110,8.0,3103
91,110,9.0,3103
24,110,846.0,3104
63,110,1014.0,3104
24,110,82.0,3105
24,110,122.0,3107
55,110,1054.0,3107
77,110,6.0,3107
84,110,10.0,3107
91,110,856.0,3107
24,110,501.0,3108
70,110,2.0,3108
24,110,2951.0,3110
55,110,2743.0,3110
24,110,749.0,3111
70,110,68.0,3111
24,110,415.0,3112
55,110,6424.0,3112
24,110,1117.0,3113
55,110,3753.0,3113
70,110,280.0,3113
24,110,10590.0,3115
35,110,2000.0,3115
55,110,21.0,3115
56,110,3038.0,3115
63,110,3042.0,3115
70,110,2295.0,3115
77,110,71.0,3115
84,110,9.0,3115
91,110,12952.0,3115
24,110,67.0,3117
25,110,2000.0,3117
28,110,2000.0,3117
31,110,2000.0,3117
34,110,2000.0,3117
37,110,3500.0,3117
38,110,1500.0,3117
39,110,3500.0,3117
40,110,1500.0,3117
43,110,1500.0,3117
48,110,11500.0,3117
55,110,9733.0,3117
56,110,2373.0,3117
63,110,4162.0,3117
91,110,1924.0,3117
105,110,1205.0,3117
112,110,3099.0,3117
119,110,6998.0,3117
24,110,5900.0,3118
25,110,550.0,3118
33,110,1800.0,3118
38,110,2000.0,3118
55,110,431.0,3118
56,110,4250.0,3118
112,110,1285.0,3118
119,110,1250.0,3118
24,110,1000.0,3119
48,110,16.0,3119
24,110,183.0,3121
24,110,88.0,3124
55,110,10.0,3124
56,110,321.0,3124
24,110,375.0,3125
63,110,484.0,3125
84,110,220.0,3125
24,110,3686.0,3126
55,110,2000.0,3126
56,110,2000.0,3126
63,110,380.0,3126
70,110,500.0,3126
77,110,2500.0,3126
84,110,2500.0,3126
91,110,500.0,3126
98,110,500.0,3126
105,110,2420.0,3126
112,110,3702.0,3126
24,110,792.0,3128
55,110,1064.0,3128
56,110,1497.0,3128
63,110,5.0,3128
24,110,421.0,3129
24,110,556.0,3130
55,110,1121.0,3130
56,110,51.0,3130
70,110,125.0,3130
77,110,30.0,3130
91,110,90.0,3130
105,110,79.0,3130
112,110,109.0,3130
119,110,140.0,3130
24,110,570.0,3132
56,110,590.0,3132
63,110,500.0,3132
70,110,500.0,3132
77,110,500.0,3132
84,110,500.0,3132
24,110,1200.0,3135
24,110,2040.0,3136
48,110,5110.0,3136
24,110,86800.0,3137
55,110,21710.0,3137
24,110,238000.0,3138
24,110,256000.0,3139
28,110,56000.0,3139
24,110,364229.0,3140
28,110,372000.0,3140
70,110,22000.0,3140
24,110,1500.0,3141
48,110,40000.0,3141
24,110,8000.0,3142
43,110,18000.0,3142
24,110,77801.0,3144
26,110,42800.0,3144
24,110,164000.0,3148
25,110,6000.0,3148
26,110,46000.0,3148
30,110,28000.0,3148
35,110,28000.0,3148
41,110,35000.0,3148
42,110,11690.0,3148
43,110,18690.0,3148
48,110,99854.0,3148
55,110,86723.0,3148
56,110,22046.0,3148
24,110,8368.0,3149
24,110,7946.0,3151
43,110,3168.0,3151
24,110,5485.0,3153
41,110,37.0,3153
24,110,617.0,3154
55,110,109.0,3154
56,110,500.0,3154
63,110,500.0,3154
70,110,500.0,3154
77,110,500.0,3154
24,110,50408.0,3157
25,110,2000.0,3157
30,110,2000.0,3157
34,110,6000.0,3157
41,110,6000.0,3157
48,110,12000.0,3157
55,110,15000.0,3157
56,110,11028.0,3157
24,110,26583.0,3158
24,110,44801.0,3161
48,110,10000.0,3161
55,110,60895.0,3161
24,110,1256.0,3162
27,110,952.0,3162
30,110,100.0,3162
31,110,500.0,3162
33,110,500.0,3162
37,110,500.0,3162
40,110,659.0,3162
41,110,300.0,3162
48,110,1000.0,3162
55,110,500.0,3162
56,110,500.0,3162
91,110,47.0,3162
24,110,11312.0,3163
38,110,540.0,3163
55,110,13599.0,3163
56,110,10461.0,3163
63,110,236.0,3163
24,110,10763.0,3164
43,110,14539.0,3164
24,110,5844.0,3165
55,110,763.0,3165
56,110,1000.0,3165
63,110,2000.0,3165
70,110,2000.0,3165
24,110,21384.0,3166
43,110,9908.0,3166
24,110,3900.0,3167
55,110,1611.0,3167
56,110,2000.0,3167
63,110,2000.0,3167
70,110,2000.0,3167
77,110,2000.0,3167
84,110,1700.0,3167
24,110,673.0,3171
43,110,1657.0,3171
55,110,3000.0,3171
24,110,1685.0,3172
43,110,2465.0,3172
24,110,1080.0,3173
43,110,1512.0,3173
24,110,2811.0,3174
77,110,10000.0,3174
84,110,7504.0,3174
24,110,6032.0,3176
77,110,272.0,3176
84,110,581.0,3176
91,110,4884.0,3176
24,110,200.0,3180
55,110,800.0,3180
56,110,1000.0,3180
63,110,1000.0,3180
70,110,1000.0,3180
24,110,22237.0,3181
25,110,1800.0,3181
26,110,1800.0,3181
27,110,1800.0,3181
28,110,1800.0,3181
31,110,1800.0,3181
32,110,1800.0,3181
33,110,1800.0,3181
34,110,1800.0,3181
35,110,1800.0,3181
38,110,1800.0,3181
39,110,1800.0,3181
40,110,950.0,3181
24,110,15000.0,3186
24,110,2268.0,3195
25,110,8520.0,3195
48,110,34376.0,3195
55,110,30000.0,3195
56,110,50000.0,3195
63,110,47410.0,3195
24,110,32000.0,3196
48,110,53000.0,3196
55,110,53000.0,3196
56,110,53000.0,3196
63,110,60000.0,3196
70,110,12597.0,3196
24,110,3880.0,3197
48,110,100000.0,3197
55,110,48962.0,3197
56,110,20000.0,3197
63,110,10071.0,3197
24,110,91.0,3200
24,110,10456.0,3201
55,110,766.0,3201
56,110,718.0,3201
70,110,2096.0,3201
24,110,2850.0,3205
55,110,585.0,3205
56,110,562.0,3205
63,110,468.0,3205
70,110,521.0,3205
77,110,525.0,3205
84,110,98.0,3205
24,110,3696.0,3206
26,110,2600.0,3206
33,110,2207.0,3206
77,110,852.0,3206
24,110,294.0,3207
42,110,3000.0,3207
48,110,4825.0,3207
55,110,4671.0,3207
56,110,4975.0,3207
63,110,3078.0,3207
24,110,2046.0,3209
55,110,10908.0,3209
24,110,7720.0,3214
25,110,3047.0,3214
24,110,3559.0,3215
25,110,1000.0,3215
26,110,1000.0,3215
27,110,1000.0,3215
28,110,1000.0,3215
30,110,1000.0,3215
31,110,1000.0,3215
32,110,1000.0,3215
33,110,1000.0,3215
34,110,1000.0,3215
35,110,3200.0,3215
37,110,5400.0,3215
48,110,4400.0,3215
55,110,14169.0,3215
56,110,5040.0,3215
112,110,1540.0,3215
24,110,1020.0,3217
63,110,11.0,3217
70,110,147.0,3217
77,110,142.0,3217
84,110,40.0,3217
24,110,864.0,3218
48,110,1700.0,3218
55,110,2933.0,3218
56,110,2845.0,3218
63,110,5178.0,3218
70,110,3705.0,3218
77,110,3453.0,3218
84,110,2366.0,3218
91,110,2487.0,3218
98,110,2345.0,3218
105,110,348.0,3218
24,110,17003.0,3219
25,110,900.0,3219
48,110,130.0,3219
55,110,8745.0,3219
56,110,9239.0,3219
63,110,666.0,3219
24,110,29195.0,3221
77,110,2400.0,3221
84,110,800.0,3221
24,110,18235.0,3223
25,110,400.0,3223
34,110,3000.0,3223
56,110,1000.0,3223
77,110,32.0,3223
24,110,17656.0,3225
40,110,5040.0,3225
63,110,4000.0,3225
70,110,1686.0,3225
77,110,774.0,3225
24,110,10656.0,3226
48,110,1500.0,3226
55,110,2989.0,3226
56,110,2292.0,3226
63,110,1947.0,3226
70,110,1512.0,3226
105,110,544.0,3226
24,110,25106.0,3229
25,110,5200.0,3229
48,110,800.0,3229
55,110,363.0,3229
63,110,2738.0,3229
24,110,1258.0,3230
42,110,500.0,3230
48,110,771.0,3230
24,110,40538.0,3231
25,110,400.0,3231
48,110,4668.0,3231
55,110,8904.0,3231
56,110,1285.0,3231
24,110,684.0,3232
39,110,324.0,3232
24,110,8338.0,3233
27,110,500.0,3233
28,110,500.0,3233
30,110,500.0,3233
31,110,500.0,3233
32,110,1028.0,3233
33,110,1028.0,3233
34,110,1028.0,3233
35,110,1028.0,3233
37,110,500.0,3233
38,110,1028.0,3233
39,110,1028.0,3233
40,110,936.0,3233
41,110,500.0,3233
42,110,500.0,3233
55,110,1500.0,3233
56,110,1500.0,3233
63,110,85.0,3233
24,110,23564.0,3235
24,110,49212.0,3236
42,110,5000.0,3236
48,110,8000.0,3236
56,110,11000.0,3236
63,110,11520.0,3236
70,110,10453.0,3236
77,110,16840.0,3236
84,110,6298.0,3236
91,110,6683.0,3236
98,110,6825.0,3236
105,110,4338.0,3236
24,110,21863.0,3241
70,110,5000.0,3241
84,110,5000.0,3241
91,110,5000.0,3241
98,110,5000.0,3241
112,110,71000.0,3241
119,110,177757.0,3241
24,110,7324.0,3246
25,110,4200.0,3246
32,110,800.0,3246
33,110,800.0,3246
34,110,1600.0,3246
35,110,1800.0,3246
37,110,1000.0,3246
38,110,1800.0,3246
39,110,1468.0,3246
40,110,1000.0,3246
41,110,1000.0,3246
42,110,1000.0,3246
43,110,1000.0,3246
48,110,7000.0,3246
55,110,7000.0,3246
56,110,7000.0,3246
63,110,7000.0,3246
70,110,369.0,3246
24,110,800.0,3247
