lead_time,transit_cost,orig_transit_cost,holding_cost,delta_flag,item_code,src_plant,dest_plant
2,0.192,0,0.048,0,1969,78,131
2,0.192,0,0.048,0,1969,78,69
2,0.144,0,0.048,0,1969,78,42
2,1.144,1,0.048,0,1969,78,16
2,0,1,0,0,1969,84,78
2,1.144,1,0.048,0,1969,16,78
2,1.17,1,0.0425,0,1970,78,84
1,1.085,1,0.0425,0,1970,78,53
2,1.17,1,0.0425,0,1970,78,131
2,0.17,0,0.0425,0,1970,78,69
2,1.1275,1,0.0425,0,1970,78,42
2,0.1275,0,0.0425,0,1970,78,16
2,0,1,0,0,1970,84,78
2,1.1275,1,0.0425,0,1970,16,78
2,1.2564,1,0.0641,0,1971,78,84
1,0.1282,0,0.0641,0,1971,78,53
2,0.2564,0,0.0641,0,1971,78,131
2,0.2564,0,0.0641,0,1971,78,69
2,0.1923,0,0.0641,0,1971,78,42
2,0,1,0,0,1971,84,78
1,0,1,0,0,1971,53,78
1,1.133,1,0.0665,0,2049,78,53
2,0.266,0,0.0665,0,2049,78,131
2,0.266,0,0.0665,0,2049,78,69
2,0.1995,0,0.0665,0,2049,78,42
1,0,1,0,0,2049,53,78
2,1.3248,1,0.0812,0,2579,78,84
1,1.1624,1,0.0812,0,2579,78,53
2,0.3248,0,0.0812,0,2579,78,131
2,0.3248,0,0.0812,0,2579,78,69
2,0.2436,0,0.0812,0,2579,78,42
2,0.2436,0,0.0812,0,2579,78,16
2,1.3248,1,0.0812,0,2579,84,78
2,1.2436,1,0.0812,0,2579,16,78
1,0,1,0,0,2579,53,78
2,0.2588,0,0.0647,0,2689,78,84
1,0.1294,0,0.0647,0,2689,78,53
2,0.2588,0,0.0647,0,2689,78,131
2,0.2588,0,0.0647,0,2689,78,69
2,0.1941,0,0.0647,0,2689,78,42
2,1.1941,1,0.0647,0,2689,78,16
2,0,1,0,0,2689,16,78
1,1.1294,1,0.0647,0,2689,53,78
2,0.3904,0,0.0976,0,2690,78,84
1,1.1952,1,0.0976,0,2690,78,53
2,0.3904,0,0.0976,0,2690,78,131
2,0.3904,0,0.0976,0,2690,78,69
2,0.2928,0,0.0976,0,2690,78,42
2,0.2928,0,0.0976,0,2690,78,16
2,0,1,0,0,2690,16,78
2,0.2348,0,0.0587,0,2870,78,84
1,0.1174,0,0.0587,0,2870,78,53
2,0.2348,0,0.0587,0,2870,78,131
2,0.2348,0,0.0587,0,2870,78,69
2,0.1761,0,0.0587,0,2870,78,42
2,1.1761,1,0.0587,0,2870,78,16
2,0,1,0,0,2870,84,78
2,0,1,0,0,2870,16,78
1,1.1174,1,0.0587,0,2870,53,78
2,0.316,0,0.079,0,2871,78,84
1,0.158,0,0.079,0,2871,78,53
2,0.316,0,0.079,0,2871,78,131
2,0.316,0,0.079,0,2871,78,69
2,0.237,0,0.079,0,2871,78,42
2,0.237,0,0.079,0,2871,78,16
2,0,1,0,0,2871,16,78
2,0.004,0,0.001,0,4165,78,84
1,0.002,0,0.001,0,4165,78,53
2,0.004,0,0.001,0,4165,78,131
2,0.004,0,0.001,0,4165,78,69
2,0.003,0,0.001,0,4165,78,42
2,0.003,0,0.001,0,4165,78,16
2,0.003,0,0.001,0,4165,16,78
1,0,0,0,0,4165,53,78
2,0.006,0,0.0015,0,4166,78,84
1,0.003,0,0.0015,0,4166,78,53
2,0.006,0,0.0015,0,4166,78,131
2,0.006,0,0.0015,0,4166,78,69
2,0.0045,0,0.0015,0,4166,78,42
2,0.0045,0,0.0015,0,4166,78,16
2,0.006,0,0.0015,0,4166,84,78
2,0.0045,0,0.0015,0,4166,16,78
1,0,0,0,0,4166,53,78
2,0.008,0,0.002,0,4167,78,84
1,0.004,0,0.002,0,4167,78,53
2,0.008,0,0.002,0,4167,78,131
2,0.008,0,0.002,0,4167,78,69
2,0.006,0,0.002,0,4167,78,42
2,0.006,0,0.002,0,4167,78,16
1,0.004,0,0.002,0,4167,53,78
2,0.0032,0,0.0008,0,4168,78,84
1,0.0016,0,0.0008,0,4168,78,53
2,0.0032,0,0.0008,0,4168,78,131
2,0.0032,0,0.0008,0,4168,78,69
2,0.0024,0,0.0008,0,4168,78,42
2,0.0024,0,0.0008,0,4168,78,16
2,0.0032,0,0.0008,0,4168,84,78
2,0.0024,0,0.0008,0,4168,16,78
1,0.0016,0,0.0008,0,4168,53,78
2,0.0248,0,0.0062,0,4169,78,84
1,0.0124,0,0.0062,0,4169,78,53
2,0.0248,0,0.0062,0,4169,78,131
2,0.0248,0,0.0062,0,4169,78,69
2,0.0186,0,0.0062,0,4169,78,42
2,0.0186,0,0.0062,0,4169,78,16
1,0.0124,0,0.0062,0,4169,53,78
2,0.0128,0,0.0032,0,4170,78,84
1,0.0064,0,0.0032,0,4170,78,53
2,0.0128,0,0.0032,0,4170,78,131
2,0.0128,0,0.0032,0,4170,78,69
2,0.0096,0,0.0032,0,4170,78,42
2,0.0096,0,0.0032,0,4170,78,16
1,0.0064,0,0.0032,0,4170,53,78
2,0,0,0,0,4173,78,84
1,0,0,0,0,4173,78,53
2,0,0,0,0,4173,78,131
2,0,0,0,0,4173,78,69
2,0,0,0,0,4173,78,42
2,0,0,0,0,4173,78,16
2,0,0,0,0,4173,84,78
2,0,0,0,0,4173,16,78
1,0,0,0,0,4173,53,78
2,0,0,0,0,4175,78,84
1,0,0,0,0,4175,78,53
2,0,0,0,0,4175,78,131
2,0,0,0,0,4175,78,69
2,0,0,0,0,4175,78,42
2,0,0,0,0,4175,78,16
2,0,0,0,0,4175,84,78
2,0,0,0,0,4175,16,78
1,0,0,0,0,4175,53,78
2,0,0,0,0,4176,78,84
1,0,0,0,0,4176,78,53
2,0,0,0,0,4176,78,131
2,0,0,0,0,4176,78,69
2,0,0,0,0,4176,78,42
2,0,0,0,0,4176,78,16
2,0,0,0,0,4176,84,78
1,0,0,0,0,4176,53,78
2,0,0,0,0,4178,78,84
1,0,0,0,0,4178,78,53
2,0,0,0,0,4178,78,131
2,0,0,0,0,4178,78,69
2,0,0,0,0,4178,78,42
2,0,0,0,0,4178,78,16
2,0,0,0,0,4178,84,78
2,0,0,0,0,4178,16,78
1,0,0,0,0,4178,53,78
2,0,0,0,0,4179,78,84
1,0,0,0,0,4179,78,53
2,0,0,0,0,4179,78,131
2,0,0,0,0,4179,78,69
2,0,0,0,0,4179,78,42
2,0,0,0,0,4179,78,16
2,0,0,0,0,4179,84,78
2,0,0,0,0,4179,16,78
1,0,0,0,0,4179,53,78
2,0,0,0,0,4181,78,84
1,0,0,0,0,4181,78,53
2,0,0,0,0,4181,78,131
2,0,0,0,0,4181,78,69
2,0,0,0,0,4181,78,42
2,0,0,0,0,4181,78,16
2,0,0,0,0,4181,84,78
2,0,0,0,0,4181,16,78
1,0,0,0,0,4181,53,78
2,0,0,0,0,4182,78,84
1,0,0,0,0,4182,78,53
2,0,0,0,0,4182,78,131
2,0,0,0,0,4182,78,69
2,0,0,0,0,4182,78,42
2,0,0,0,0,4182,78,16
2,0,0,0,0,4182,84,78
2,0,0,0,0,4182,16,78
1,0,0,0,0,4182,53,78
2,0,0,0,0,4183,78,84
1,0,0,0,0,4183,78,53
2,0,0,0,0,4183,78,131
2,0,0,0,0,4183,78,69
2,0,0,0,0,4183,78,42
2,0,0,0,0,4183,78,16
2,0,0,0,0,4183,84,78
2,0,0,0,0,4183,16,78
1,0,0,0,0,4183,53,78
2,0,0,0,0,4184,78,84
1,0,0,0,0,4184,78,53
2,0,0,0,0,4184,78,131
2,0,0,0,0,4184,78,69
2,0,0,0,0,4184,78,42
2,0,0,0,0,4184,78,16
2,0,0,0,0,4184,84,78
2,0,0,0,0,4184,16,78
1,0,0,0,0,4184,53,78
2,0,0,0,0,4186,78,84
1,0,0,0,0,4186,78,53
2,0,0,0,0,4186,78,131
2,0,0,0,0,4186,78,69
2,0,0,0,0,4186,78,42
2,0,0,0,0,4186,78,16
2,0,0,0,0,4186,84,78
2,0,0,0,0,4186,16,78
1,0,0,0,0,4186,53,78
2,0,0,0,0,4188,78,84
1,0,0,0,0,4188,78,53
2,0,0,0,0,4188,78,131
2,0,0,0,0,4188,78,69
2,0,0,0,0,4188,78,42
2,0,0,0,0,4188,78,16
2,0,0,0,0,4188,84,78
2,0,0,0,0,4188,16,78
1,0,0,0,0,4188,53,78
2,0,0,0,0,4189,78,84
1,0,0,0,0,4189,78,53
2,0,0,0,0,4189,78,131
2,0,0,0,0,4189,78,69
2,0,0,0,0,4189,78,42
2,0,0,0,0,4189,78,16
2,0,0,0,0,4189,84,78
2,0,0,0,0,4189,16,78
1,0,0,0,0,4189,53,78
2,0,0,0,0,4191,78,84
1,0,0,0,0,4191,78,53
2,0,0,0,0,4191,78,131
2,0,0,0,0,4191,78,69
2,0,0,0,0,4191,78,42
2,0,0,0,0,4191,78,16
2,0,0,0,0,4191,84,78
2,0,0,0,0,4191,16,78
1,0,0,0,0,4191,53,78
2,0,0,0,0,4193,78,84
1,0,0,0,0,4193,78,53
2,0,0,0,0,4193,78,131
2,0,0,0,0,4193,78,69
2,0,0,0,0,4193,78,42
2,0,0,0,0,4193,78,16
2,0,0,0,0,4193,84,78
2,0,0,0,0,4193,16,78
1,0,0,0,0,4193,53,78
2,0,0,0,0,4194,78,84
1,0,0,0,0,4194,78,53
2,0,0,0,0,4194,78,131
2,0,0,0,0,4194,78,69
2,0,0,0,0,4194,78,42
2,0,0,0,0,4194,78,16
2,0,0,0,0,4194,84,78
1,0,0,0,0,4194,53,78
2,0,0,0,0,4195,78,84
1,0,0,0,0,4195,78,53
2,0,0,0,0,4195,78,131
2,0,0,0,0,4195,78,69
2,0,0,0,0,4195,78,42
2,0,0,0,0,4195,78,16
2,0,0,0,0,4195,84,78
2,0,0,0,0,4195,16,78
1,0,0,0,0,4195,53,78
2,0,0,0,0,4196,78,84
1,0,0,0,0,4196,78,53
2,0,0,0,0,4196,78,131
2,0,0,0,0,4196,78,69
2,0,0,0,0,4196,78,42
2,0,0,0,0,4196,78,16
2,0,0,0,0,4196,84,78
2,0,0,0,0,4196,16,78
1,0,0,0,0,4196,53,78
2,0,0,0,0,4198,78,84
1,0,0,0,0,4198,78,53
2,0,0,0,0,4198,78,131
2,0,0,0,0,4198,78,69
2,0,0,0,0,4198,78,42
2,0,0,0,0,4198,78,16
2,0,0,0,0,4198,84,78
2,0,0,0,0,4198,16,78
1,0,0,0,0,4198,53,78
2,0,0,0,0,4199,78,84
1,0,0,0,0,4199,78,53
2,0,0,0,0,4199,78,131
2,0,0,0,0,4199,78,69
2,0,0,0,0,4199,78,42
2,0,0,0,0,4199,78,16
2,0,0,0,0,4199,84,78
2,0,0,0,0,4199,16,78
1,0,0,0,0,4199,53,78
2,0,0,0,0,4200,78,84
1,0,0,0,0,4200,78,53
2,0,0,0,0,4200,78,131
2,0,0,0,0,4200,78,69
2,0,0,0,0,4200,78,42
2,0,0,0,0,4200,78,16
2,0,0,0,0,4200,84,78
2,0,0,0,0,4200,16,78
1,0,0,0,0,4200,53,78
2,0,0,0,0,4202,78,84
1,0,0,0,0,4202,78,53
2,0,0,0,0,4202,78,131
2,0,0,0,0,4202,78,69
2,0,0,0,0,4202,78,42
2,0,0,0,0,4202,78,16
2,0,0,0,0,4202,16,78
1,0,0,0,0,4202,53,78
2,0,0,0,0,4204,78,84
1,0,0,0,0,4204,78,53
2,0,0,0,0,4204,78,131
2,0,0,0,0,4204,78,69
2,0,0,0,0,4204,78,42
2,0,0,0,0,4204,78,16
2,0,0,0,0,4204,84,78
2,0,0,0,0,4204,16,78
1,0,0,0,0,4204,53,78
2,0,0,0,0,4205,78,84
1,0,0,0,0,4205,78,53
2,0,0,0,0,4205,78,131
2,0,0,0,0,4205,78,69
2,0,0,0,0,4205,78,42
2,0,0,0,0,4205,78,16
2,0,0,0,0,4205,84,78
2,0,0,0,0,4205,16,78
1,0,0,0,0,4205,53,78
2,0,0,0,0,4206,78,84
1,0,0,0,0,4206,78,53
2,0,0,0,0,4206,78,131
2,0,0,0,0,4206,78,69
2,0,0,0,0,4206,78,42
2,0,0,0,0,4206,78,16
2,0,0,0,0,4206,16,78
1,0,0,0,0,4206,53,78
2,0,0,0,0,4207,78,84
1,0,0,0,0,4207,78,53
2,0,0,0,0,4207,78,131
2,0,0,0,0,4207,78,69
2,0,0,0,0,4207,78,42
2,0,0,0,0,4207,78,16
2,0,0,0,0,4207,84,78
2,0,0,0,0,4207,16,78
1,0,0,0,0,4207,53,78
2,0,0,0,0,4209,78,84
1,0,0,0,0,4209,78,53
2,0,0,0,0,4209,78,131
2,0,0,0,0,4209,78,69
2,0,0,0,0,4209,78,42
2,0,0,0,0,4209,78,16
2,0,0,0,0,4209,16,78
1,0,0,0,0,4209,53,78
2,0,0,0,0,4210,78,84
1,0,0,0,0,4210,78,53
2,0,0,0,0,4210,78,131
2,0,0,0,0,4210,78,69
2,0,0,0,0,4210,78,42
2,0,0,0,0,4210,78,16
2,0,0,0,0,4210,84,78
2,0,0,0,0,4210,16,78
1,0,0,0,0,4210,53,78
2,0,0,0,0,4212,78,84
1,0,0,0,0,4212,78,53
2,0,0,0,0,4212,78,131
2,0,0,0,0,4212,78,69
2,0,0,0,0,4212,78,42
2,0,0,0,0,4212,78,16
2,0,0,0,0,4212,84,78
2,0,0,0,0,4212,16,78
1,0,0,0,0,4212,53,78
2,0,0,0,0,4213,78,84
1,0,0,0,0,4213,78,53
2,0,0,0,0,4213,78,131
2,0,0,0,0,4213,78,69
2,0,0,0,0,4213,78,42
2,0,0,0,0,4213,78,16
2,0,0,0,0,4213,84,78
2,0,0,0,0,4213,16,78
1,0,0,0,0,4213,53,78
2,0,0,0,0,4214,78,84
1,0,0,0,0,4214,78,53
2,0,0,0,0,4214,78,131
2,0,0,0,0,4214,78,69
2,0,0,0,0,4214,78,42
2,0,0,0,0,4214,78,16
2,0,0,0,0,4214,84,78
2,0,0,0,0,4214,16,78
1,0,0,0,0,4214,53,78
2,0,0,0,0,4215,78,84
1,0,0,0,0,4215,78,53
2,0,0,0,0,4215,78,131
2,0,0,0,0,4215,78,69
2,0,0,0,0,4215,78,42
2,0,0,0,0,4215,78,16
2,0,0,0,0,4215,84,78
2,0,0,0,0,4215,16,78
1,0,0,0,0,4215,53,78
2,0,0,0,0,4216,78,84
1,0,0,0,0,4216,78,53
2,0,0,0,0,4216,78,131
2,0,0,0,0,4216,78,69
2,0,0,0,0,4216,78,42
2,0,0,0,0,4216,78,16
2,0,0,0,0,4216,84,78
2,0,0,0,0,4216,16,78
1,0,0,0,0,4216,53,78
2,0,0,0,0,4217,78,84
1,0,0,0,0,4217,78,53
2,0,0,0,0,4217,78,131
2,0,0,0,0,4217,78,69
2,0,0,0,0,4217,78,42
2,0,0,0,0,4217,78,16
2,0,0,0,0,4217,84,78
2,0,0,0,0,4217,16,78
1,0,0,0,0,4217,53,78
2,0,0,0,0,4218,78,84
1,0,0,0,0,4218,78,53
2,0,0,0,0,4218,78,131
2,0,0,0,0,4218,78,69
2,0,0,0,0,4218,78,42
2,0,0,0,0,4218,78,16
2,0,0,0,0,4218,84,78
2,0,0,0,0,4218,16,78
1,0,0,0,0,4218,53,78
2,0,0,0,0,4219,78,84
1,0,0,0,0,4219,78,53
2,0,0,0,0,4219,78,131
2,0,0,0,0,4219,78,69
2,0,0,0,0,4219,78,42
2,0,0,0,0,4219,78,16
2,0,0,0,0,4219,84,78
2,0,0,0,0,4219,16,78
1,0,0,0,0,4219,53,78
2,0,0,0,0,4220,78,84
1,0,0,0,0,4220,78,53
2,0,0,0,0,4220,78,131
2,0,0,0,0,4220,78,69
2,0,0,0,0,4220,78,42
2,0,0,0,0,4220,78,16
2,0,0,0,0,4220,84,78
2,0,0,0,0,4220,16,78
1,0,0,0,0,4220,53,78
2,0,0,0,0,4221,78,84
1,0,0,0,0,4221,78,53
2,0,0,0,0,4221,78,131
2,0,0,0,0,4221,78,69
2,0,0,0,0,4221,78,42
2,0,0,0,0,4221,78,16
2,0,0,0,0,4221,84,78
2,0,0,0,0,4221,16,78
1,0,0,0,0,4221,53,78
2,0,0,0,0,4222,78,84
1,0,0,0,0,4222,78,53
2,0,0,0,0,4222,78,131
2,0,0,0,0,4222,78,69
2,0,0,0,0,4222,78,42
2,0,0,0,0,4222,78,16
2,0,0,0,0,4222,84,78
2,0,0,0,0,4222,16,78
1,0,0,0,0,4222,53,78
2,0,0,0,0,4223,78,84
1,0,0,0,0,4223,78,53
2,0,0,0,0,4223,78,131
2,0,0,0,0,4223,78,69
2,0,0,0,0,4223,78,42
2,0,0,0,0,4223,78,16
2,0,0,0,0,4223,84,78
2,0,0,0,0,4223,16,78
1,0,0,0,0,4223,53,78
2,0,0,0,0,4224,78,84
1,0,0,0,0,4224,78,53
2,0,0,0,0,4224,78,131
2,0,0,0,0,4224,78,69
2,0,0,0,0,4224,78,42
2,0,0,0,0,4224,78,16
2,0,0,0,0,4224,84,78
2,0,0,0,0,4224,16,78
1,0,0,0,0,4224,53,78
2,0,0,0,0,4225,78,84
1,0,0,0,0,4225,78,53
2,0,0,0,0,4225,78,131
2,0,0,0,0,4225,78,69
2,0,0,0,0,4225,78,42
2,0,0,0,0,4225,78,16
2,0,0,0,0,4225,84,78
2,0,0,0,0,4225,16,78
1,0,0,0,0,4225,53,78
2,0,0,0,0,4226,78,84
1,0,0,0,0,4226,78,53
2,0,0,0,0,4226,78,131
2,0,0,0,0,4226,78,69
2,0,0,0,0,4226,78,42
2,0,0,0,0,4226,78,16
2,0,0,0,0,4226,84,78
2,0,0,0,0,4226,16,78
1,0,0,0,0,4226,53,78
2,0,0,0,0,4228,78,84
1,0,0,0,0,4228,78,53
2,0,0,0,0,4228,78,131
2,0,0,0,0,4228,78,69
2,0,0,0,0,4228,78,42
2,0,0,0,0,4228,78,16
2,0,0,0,0,4228,84,78
2,0,0,0,0,4228,16,78
1,0,0,0,0,4228,53,78
2,0,0,0,0,4229,78,84
1,0,0,0,0,4229,78,53
2,0,0,0,0,4229,78,131
2,0,0,0,0,4229,78,69
2,0,0,0,0,4229,78,42
2,0,0,0,0,4229,78,16
2,0,0,0,0,4229,84,78
2,0,0,0,0,4229,16,78
1,0,0,0,0,4229,53,78
2,0,0,0,0,4230,78,84
1,0,0,0,0,4230,78,53
2,0,0,0,0,4230,78,131
2,0,0,0,0,4230,78,69
